G102;EDAD;TERRITORIO;TEMPORAL;MES;SEXO;INDICATOR;OBS_VALUE;FREQ
57629;Y_LT15;ES61;2011;55920;_T;DEATHS;1.0;A
57629;Y_LT15;ES61;2011;55920;M;DEATHS;1.0;A
57629;Y_LT15;ES61;2011;06;_T;DEATHS;1.0;A
57629;Y_LT15;ES61;2011;06;M;DEATHS;1.0;A
57629;Y_LT15;ES61;2010;55920;_T;DEATHS;1.0;A
57629;Y_LT15;ES61;2010;55920;M;DEATHS;1.0;A
57629;Y_LT15;ES61;2010;06;_T;DEATHS;1.0;A
57629;Y_LT15;ES61;2010;06;M;DEATHS;1.0;A
57629;Y30-44;ES61;2010;55920;_T;DEATHS;1.0;A
57629;Y30-44;ES61;2010;55920;M;DEATHS;1.0;A
57629;Y30-44;ES61;2010;09;_T;DEATHS;1.0;A
57629;Y30-44;ES61;2010;09;M;DEATHS;1.0;A
57629;Y65-100;ES61;2011;55920;_T;DEATHS;1.0;A
57629;Y65-100;ES61;2011;55920;F;DEATHS;1.0;A
57629;Y65-100;ES61;2011;08;_T;DEATHS;1.0;A
57629;Y65-100;ES61;2011;08;F;DEATHS;1.0;A
57629;Y50-54;ES61;2011;55920;_T;DEATHS;1.0;A
57629;Y50-54;ES61;2011;55920;M;DEATHS;1.0;A
57629;Y50-54;ES61;2011;07;_T;DEATHS;1.0;A
57629;Y50-54;ES61;2011;07;M;DEATHS;1.0;A
57629;Y50-54;ES61;2010;55920;_T;DEATHS;2.0;A
57629;Y50-54;ES61;2010;55920;F;DEATHS;2.0;A
57629;Y50-54;ES61;2010;03;_T;DEATHS;1.0;A
57629;Y50-54;ES61;2010;03;F;DEATHS;1.0;A
57629;Y50-54;ES61;2010;06;_T;DEATHS;1.0;A
57629;Y50-54;ES61;2010;06;F;DEATHS;1.0;A
57629;Y55-59;ES61;2012;55920;_T;DEATHS;2.0;A
57629;Y55-59;ES61;2012;55920;M;DEATHS;1.0;A
57629;Y55-59;ES61;2012;55920;F;DEATHS;1.0;A
57629;Y55-59;ES61;2012;07;_T;DEATHS;1.0;A
57629;Y55-59;ES61;2012;07;F;DEATHS;1.0;A
57629;Y55-59;ES61;2012;12;_T;DEATHS;1.0;A
57629;Y55-59;ES61;2012;12;M;DEATHS;1.0;A
57629;Y55-59;ES61;2011;55920;_T;DEATHS;1.0;A
57629;Y55-59;ES61;2011;55920;M;DEATHS;1.0;A
57629;Y55-59;ES61;2011;02;_T;DEATHS;1.0;A
57629;Y55-59;ES61;2011;02;M;DEATHS;1.0;A
57629;Y60-64;ES61;2012;55920;_T;DEATHS;1.0;A
57629;Y60-64;ES61;2012;55920;M;DEATHS;1.0;A
57629;Y60-64;ES61;2012;03;_T;DEATHS;1.0;A
57629;Y60-64;ES61;2012;03;M;DEATHS;1.0;A
57629;Y60-64;ES61;2011;55920;_T;DEATHS;1.0;A
57629;Y60-64;ES61;2011;55920;F;DEATHS;1.0;A
57629;Y60-64;ES61;2011;11;_T;DEATHS;1.0;A
57629;Y60-64;ES61;2011;11;F;DEATHS;1.0;A
57629;Y60-64;ES61;2010;55920;_T;DEATHS;3.0;A
57629;Y60-64;ES61;2010;55920;M;DEATHS;2.0;A
57629;Y60-64;ES61;2010;55920;F;DEATHS;1.0;A
57629;Y60-64;ES61;2010;01;_T;DEATHS;1.0;A
57629;Y60-64;ES61;2010;01;M;DEATHS;1.0;A
57629;Y60-64;ES61;2010;07;_T;DEATHS;1.0;A
57629;Y60-64;ES61;2010;07;F;DEATHS;1.0;A
57629;Y60-64;ES61;2010;12;_T;DEATHS;1.0;A
57629;Y60-64;ES61;2010;12;M;DEATHS;1.0;A
57629;Y65-69;ES61;2012;55920;_T;DEATHS;5.0;A
57629;Y65-69;ES61;2012;55920;M;DEATHS;1.0;A
57629;Y65-69;ES61;2012;55920;F;DEATHS;4.0;A
57629;Y65-69;ES61;2012;05;_T;DEATHS;1.0;A
57629;Y65-69;ES61;2012;05;F;DEATHS;1.0;A
57629;Y65-69;ES61;2012;06;_T;DEATHS;1.0;A
57629;Y65-69;ES61;2012;06;M;DEATHS;1.0;A
57629;Y65-69;ES61;2012;07;_T;DEATHS;1.0;A
