D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_NACIONALIDAD_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2006;ES61;_T;4781;4306;HAB;7975672.0;A
2006;ES61;_T;4781;4172;HAB;1295316.0;A
2006;ES61;_T;4781;4159;HAB;420569.0;A
2006;ES61;_T;4781;4154;HAB;78842.0;A
2006;ES61;_T;4781;4155;HAB;86748.0;A
2006;ES61;_T;4781;4156;HAB;85981.0;A
2006;ES61;_T;4781;4157;HAB;84278.0;A
2006;ES61;_T;4781;4158;HAB;84720.0;A
2006;ES61;_T;4781;4165;HAB;415516.0;A
2006;ES61;_T;4781;4160;HAB;84132.0;A
2006;ES61;_T;4781;4161;HAB;82760.0;A
2006;ES61;_T;4781;4162;HAB;81589.0;A
2006;ES61;_T;4781;4163;HAB;83642.0;A
2006;ES61;_T;4781;4164;HAB;83393.0;A
2006;ES61;_T;4781;4171;HAB;459231.0;A
2006;ES61;_T;4781;4166;HAB;86358.0;A
2006;ES61;_T;4781;4167;HAB;87653.0;A
2006;ES61;_T;4781;4168;HAB;92646.0;A
2006;ES61;_T;4781;4169;HAB;96577.0;A
2006;ES61;_T;4781;4170;HAB;95997.0;A
2006;ES61;_T;4781;4191;HAB;1762675.0;A
2006;ES61;_T;4781;4178;HAB;498117.0;A
2006;ES61;_T;4781;4173;HAB;97975.0;A
2006;ES61;_T;4781;4174;HAB;98753.0;A
2006;ES61;_T;4781;4175;HAB;98236.0;A
2006;ES61;_T;4781;4176;HAB;100241.0;A
2006;ES61;_T;4781;4177;HAB;102912.0;A
2006;ES61;_T;4781;4184;HAB;578882.0;A
2006;ES61;_T;4781;4179;HAB;106274.0;A
2006;ES61;_T;4781;4180;HAB;111336.0;A
2006;ES61;_T;4781;4181;HAB;115389.0;A
2006;ES61;_T;4781;4182;HAB;121107.0;A
2006;ES61;_T;4781;4183;HAB;124776.0;A
2006;ES61;_T;4781;4190;HAB;685676.0;A
2006;ES61;_T;4781;4185;HAB;132346.0;A
2006;ES61;_T;4781;4186;HAB;133891.0;A
2006;ES61;_T;4781;4187;HAB;138652.0;A
2006;ES61;_T;4781;4188;HAB;139758.0;A
2006;ES61;_T;4781;4189;HAB;141029.0;A
2006;ES61;_T;4781;4210;HAB;1981271.0;A
2006;ES61;_T;4781;4197;HAB;682958.0;A
2006;ES61;_T;4781;4192;HAB;140041.0;A
2006;ES61;_T;4781;4193;HAB;137964.0;A
2006;ES61;_T;4781;4194;HAB;135759.0;A
2006;ES61;_T;4781;4195;HAB;135905.0;A
2006;ES61;_T;4781;4196;HAB;133289.0;A
2006;ES61;_T;4781;4203;HAB;667960.0;A
2006;ES61;_T;4781;4198;HAB;133655.0;A
2006;ES61;_T;4781;4199;HAB;133062.0;A
2006;ES61;_T;4781;4200;HAB;133547.0;A
2006;ES61;_T;4781;4201;HAB;135654.0;A
2006;ES61;_T;4781;4202;HAB;132042.0;A
2006;ES61;_T;4781;4209;HAB;630353.0;A
2006;ES61;_T;4781;4204;HAB;131821.0;A
2006;ES61;_T;4781;4205;HAB;134723.0;A
2006;ES61;_T;4781;4206;HAB;127127.0;A
2006;ES61;_T;4781;4207;HAB;119999.0;A
2006;ES61;_T;4781;4208;HAB;116683.0;A
2006;ES61;_T;4781;4235;HAB;1764134.0;A
2006;ES61;_T;4781;4216;HAB;550195.0;A
2006;ES61;_T;4781;4211;HAB;118082.0;A
2006;ES61;_T;4781;4212;HAB;113439.0;A
2006;ES61;_T;4781;4213;HAB;112333.0;A
2006;ES61;_T;4781;4214;HAB;108146.0;A
2006;ES61;_T;4781;4215;HAB;98195.0;A
2006;ES61;_T;4781;4222;HAB;448895.0;A
2006;ES61;_T;4781;4217;HAB;95539.0;A
2006;ES61;_T;4781;4218;HAB;89907.0;A
2006;ES61;_T;4781;4219;HAB;91133.0;A
2006;ES61;_T;4781;4220;HAB;89561.0;A
2006;ES61;_T;4781;4221;HAB;82755.0;A
2006;ES61;_T;4781;4228;HAB;402847.0;A
2006;ES61;_T;4781;4223;HAB;76365.0;A
2006;ES61;_T;4781;4224;HAB;82576.0;A
2006;ES61;_T;4781;4225;HAB;88550.0;A
2006;ES61;_T;4781;4226;HAB;80809.0;A
2006;ES61;_T;4781;4227;HAB;74547.0;A
2006;ES61;_T;4781;4234;HAB;362197.0;A
2006;ES61;_T;4781;4229;HAB;82160.0;A
2006;ES61;_T;4781;4230;HAB;76655.0;A
2006;ES61;_T;4781;4231;HAB;79074.0;A
2006;ES61;_T;4781;4232;HAB;65935.0;A
2006;ES61;_T;4781;4233;HAB;58373.0;A
2006;ES61;_T;4781;4305;HAB;1172276.0;A
2006;ES61;_T;4781;4241;HAB;322785.0;A
2006;ES61;_T;4781;4236;HAB;75658.0;A
2006;ES61;_T;4781;4237;HAB;55729.0;A
2006;ES61;_T;4781;4238;HAB;58331.0;A
2006;ES61;_T;4781;4239;HAB;63771.0;A
2006;ES61;_T;4781;4240;HAB;69296.0;A
2006;ES61;_T;4781;4247;HAB;322768.0;A
2006;ES61;_T;4781;4242;HAB;66708.0;A
2006;ES61;_T;4781;4243;HAB;63805.0;A
2006;ES61;_T;4781;4244;HAB;67114.0;A
2006;ES61;_T;4781;4245;HAB;64798.0;A
2006;ES61;_T;4781;4246;HAB;60343.0;A
2006;ES61;_T;4781;4253;HAB;251588.0;A
2006;ES61;_T;4781;4248;HAB;58466.0;A
2006;ES61;_T;4781;4249;HAB;54107.0;A
2006;ES61;_T;4781;4250;HAB;50765.0;A
2006;ES61;_T;4781;4251;HAB;45070.0;A
2006;ES61;_T;4781;4252;HAB;43180.0;A
2006;ES61;_T;4781;4259;HAB;162512.0;A
2006;ES61;_T;4781;4254;HAB;39292.0;A
2006;ES61;_T;4781;4255;HAB;36036.0;A
2006;ES61;_T;4781;4256;HAB;32394.0;A
2006;ES61;_T;4781;4257;HAB;29744.0;A
2006;ES61;_T;4781;4258;HAB;25046.0;A
2006;ES61;_T;4781;4265;HAB;75071.0;A
2006;ES61;_T;4781;4260;HAB;22053.0;A
2006;ES61;_T;4781;4261;HAB;16745.0;A
2006;ES61;_T;4781;4262;HAB;14487.0;A
2006;ES61;_T;4781;4263;HAB;11992.0;A
2006;ES61;_T;4781;4264;HAB;9794.0;A
2006;ES61;_T;4781;4271;HAB;28758.0;A
2006;ES61;_T;4781;4266;HAB;8473.0;A
2006;ES61;_T;4781;4267;HAB;7094.0;A
2006;ES61;_T;4781;4268;HAB;5532.0;A
2006;ES61;_T;4781;4269;HAB;4319.0;A
2006;ES61;_T;4781;4270;HAB;3340.0;A
2006;ES61;_T;4781;4277;HAB;7230.0;A
2006;ES61;_T;4781;4272;HAB;2657.0;A
2006;ES61;_T;4781;4273;HAB;1752.0;A
2006;ES61;_T;4781;4274;HAB;1261.0;A
2006;ES61;_T;4781;4275;HAB;935.0;A
2006;ES61;_T;4781;4276;HAB;625.0;A
2006;ES61;_T;4781;4304;HAB;1564.0;A
2006;ES61;_T;4334;4306;HAB;7486744.0;A
2006;ES61;_T;4334;4172;HAB;1232269.0;A
2006;ES61;_T;4334;4159;HAB;402327.0;A
2006;ES61;_T;4334;4154;HAB;75718.0;A
2006;ES61;_T;4334;4155;HAB;82780.0;A
2006;ES61;_T;4334;4156;HAB;82487.0;A
2006;ES61;_T;4334;4157;HAB;80473.0;A
2006;ES61;_T;4334;4158;HAB;80869.0;A
2006;ES61;_T;4334;4165;HAB;393466.0;A
2006;ES61;_T;4334;4160;HAB;79901.0;A
2006;ES61;_T;4334;4161;HAB;78391.0;A
2006;ES61;_T;4334;4162;HAB;77218.0;A
2006;ES61;_T;4334;4163;HAB;79141.0;A
2006;ES61;_T;4334;4164;HAB;78815.0;A
2006;ES61;_T;4334;4171;HAB;436476.0;A
2006;ES61;_T;4334;4166;HAB;81750.0;A
2006;ES61;_T;4334;4167;HAB;83176.0;A
2006;ES61;_T;4334;4168;HAB;88036.0;A
2006;ES61;_T;4334;4169;HAB;92013.0;A
2006;ES61;_T;4334;4170;HAB;91501.0;A
2006;ES61;_T;4334;4191;HAB;1627455.0;A
2006;ES61;_T;4334;4178;HAB;474723.0;A
2006;ES61;_T;4334;4173;HAB;93652.0;A
2006;ES61;_T;4334;4174;HAB;94449.0;A
2006;ES61;_T;4334;4175;HAB;93819.0;A
2006;ES61;_T;4334;4176;HAB;95398.0;A
2006;ES61;_T;4334;4177;HAB;97405.0;A
2006;ES61;_T;4334;4184;HAB;534993.0;A
2006;ES61;_T;4334;4179;HAB;99904.0;A
2006;ES61;_T;4334;4180;HAB;103926.0;A
2006;ES61;_T;4334;4181;HAB;106745.0;A
2006;ES61;_T;4334;4182;HAB;110990.0;A
2006;ES61;_T;4334;4183;HAB;113428.0;A
2006;ES61;_T;4334;4190;HAB;617739.0;A
2006;ES61;_T;4334;4185;HAB;119551.0;A
2006;ES61;_T;4334;4186;HAB;120507.0;A
2006;ES61;_T;4334;4187;HAB;124782.0;A
2006;ES61;_T;4334;4188;HAB;125645.0;A
2006;ES61;_T;4334;4189;HAB;127254.0;A
2006;ES61;_T;4334;4210;HAB;1823863.0;A
2006;ES61;_T;4334;4197;HAB;619825.0;A
2006;ES61;_T;4334;4192;HAB;126428.0;A
2006;ES61;_T;4334;4193;HAB;124926.0;A
2006;ES61;_T;4334;4194;HAB;123240.0;A
2006;ES61;_T;4334;4195;HAB;123433.0;A
2006;ES61;_T;4334;4196;HAB;121798.0;A
2006;ES61;_T;4334;4203;HAB;614469.0;A
2006;ES61;_T;4334;4198;HAB;121808.0;A
2006;ES61;_T;4334;4199;HAB;122022.0;A
2006;ES61;_T;4334;4200;HAB;122595.0;A
2006;ES61;_T;4334;4201;HAB;125503.0;A
2006;ES61;_T;4334;4202;HAB;122541.0;A
2006;ES61;_T;4334;4209;HAB;589569.0;A
2006;ES61;_T;4334;4204;HAB;122796.0;A
2006;ES61;_T;4334;4205;HAB;126094.0;A
2006;ES61;_T;4334;4206;HAB;118878.0;A
2006;ES61;_T;4334;4207;HAB;112219.0;A
2006;ES61;_T;4334;4208;HAB;109582.0;A
2006;ES61;_T;4334;4235;HAB;1670476.0;A
2006;ES61;_T;4334;4216;HAB;519252.0;A
2006;ES61;_T;4334;4211;HAB;110977.0;A
2006;ES61;_T;4334;4212;HAB;106956.0;A
2006;ES61;_T;4334;4213;HAB;106140.0;A
2006;ES61;_T;4334;4214;HAB;102416.0;A
2006;ES61;_T;4334;4215;HAB;92763.0;A
2006;ES61;_T;4334;4222;HAB;425664.0;A
2006;ES61;_T;4334;4217;HAB;90425.0;A
2006;ES61;_T;4334;4218;HAB;84975.0;A
2006;ES61;_T;4334;4219;HAB;86580.0;A
2006;ES61;_T;4334;4220;HAB;85089.0;A
2006;ES61;_T;4334;4221;HAB;78595.0;A
2006;ES61;_T;4334;4228;HAB;381806.0;A
2006;ES61;_T;4334;4223;HAB;72121.0;A
2006;ES61;_T;4334;4224;HAB;78588.0;A
2006;ES61;_T;4334;4225;HAB;84144.0;A
2006;ES61;_T;4334;4226;HAB;76506.0;A
2006;ES61;_T;4334;4227;HAB;70447.0;A
2006;ES61;_T;4334;4234;HAB;343754.0;A
2006;ES61;_T;4334;4229;HAB;78403.0;A
2006;ES61;_T;4334;4230;HAB;72715.0;A
2006;ES61;_T;4334;4231;HAB;75356.0;A
2006;ES61;_T;4334;4232;HAB;62275.0;A
2006;ES61;_T;4334;4233;HAB;55005.0;A
2006;ES61;_T;4334;4305;HAB;1132681.0;A
2006;ES61;_T;4334;4241;HAB;306939.0;A
2006;ES61;_T;4334;4236;HAB;72132.0;A
2006;ES61;_T;4334;4237;HAB;52334.0;A
2006;ES61;_T;4334;4238;HAB;55182.0;A
2006;ES61;_T;4334;4239;HAB;60804.0;A
2006;ES61;_T;4334;4240;HAB;66487.0;A
2006;ES61;_T;4334;4247;HAB;312372.0;A
2006;ES61;_T;4334;4242;HAB;64292.0;A
2006;ES61;_T;4334;4243;HAB;61519.0;A
2006;ES61;_T;4334;4244;HAB;65111.0;A
2006;ES61;_T;4334;4245;HAB;62851.0;A
2006;ES61;_T;4334;4246;HAB;58599.0;A
2006;ES61;_T;4334;4253;HAB;245056.0;A
2006;ES61;_T;4334;4248;HAB;56765.0;A
2006;ES61;_T;4334;4249;HAB;52659.0;A
2006;ES61;_T;4334;4250;HAB;49554.0;A
2006;ES61;_T;4334;4251;HAB;43948.0;A
2006;ES61;_T;4334;4252;HAB;42130.0;A
2006;ES61;_T;4334;4259;HAB;158459.0;A
2006;ES61;_T;4334;4254;HAB;38261.0;A
2006;ES61;_T;4334;4255;HAB;35150.0;A
2006;ES61;_T;4334;4256;HAB;31611.0;A
2006;ES61;_T;4334;4257;HAB;29059.0;A
2006;ES61;_T;4334;4258;HAB;24378.0;A
2006;ES61;_T;4334;4265;HAB;73305.0;A
2006;ES61;_T;4334;4260;HAB;21488.0;A
2006;ES61;_T;4334;4261;HAB;16349.0;A
2006;ES61;_T;4334;4262;HAB;14175.0;A
2006;ES61;_T;4334;4263;HAB;11729.0;A
2006;ES61;_T;4334;4264;HAB;9564.0;A
2006;ES61;_T;4334;4271;HAB;28006.0;A
2006;ES61;_T;4334;4266;HAB;8269.0;A
2006;ES61;_T;4334;4267;HAB;6897.0;A
2006;ES61;_T;4334;4268;HAB;5388.0;A
2006;ES61;_T;4334;4269;HAB;4194.0;A
2006;ES61;_T;4334;4270;HAB;3258.0;A
2006;ES61;_T;4334;4277;HAB;7026.0;A
2006;ES61;_T;4334;4272;HAB;2588.0;A
2006;ES61;_T;4334;4273;HAB;1705.0;A
2006;ES61;_T;4334;4274;HAB;1220.0;A
2006;ES61;_T;4334;4275;HAB;905.0;A
2006;ES61;_T;4334;4276;HAB;608.0;A
2006;ES61;_T;4334;4304;HAB;1518.0;A
2006;ES61;_T;4780;4306;HAB;488928.0;A
2006;ES61;_T;4780;4172;HAB;63047.0;A
2006;ES61;_T;4780;4159;HAB;18242.0;A
2006;ES61;_T;4780;4154;HAB;3124.0;A
2006;ES61;_T;4780;4155;HAB;3968.0;A
2006;ES61;_T;4780;4156;HAB;3494.0;A
2006;ES61;_T;4780;4157;HAB;3805.0;A
2006;ES61;_T;4780;4158;HAB;3851.0;A
2006;ES61;_T;4780;4165;HAB;22050.0;A
2006;ES61;_T;4780;4160;HAB;4231.0;A
2006;ES61;_T;4780;4161;HAB;4369.0;A
2006;ES61;_T;4780;4162;HAB;4371.0;A
2006;ES61;_T;4780;4163;HAB;4501.0;A
2006;ES61;_T;4780;4164;HAB;4578.0;A
2006;ES61;_T;4780;4171;HAB;22755.0;A
2006;ES61;_T;4780;4166;HAB;4608.0;A
2006;ES61;_T;4780;4167;HAB;4477.0;A
2006;ES61;_T;4780;4168;HAB;4610.0;A
2006;ES61;_T;4780;4169;HAB;4564.0;A
2006;ES61;_T;4780;4170;HAB;4496.0;A
2006;ES61;_T;4780;4191;HAB;135220.0;A
2006;ES61;_T;4780;4178;HAB;23394.0;A
2006;ES61;_T;4780;4173;HAB;4323.0;A
2006;ES61;_T;4780;4174;HAB;4304.0;A
2006;ES61;_T;4780;4175;HAB;4417.0;A
2006;ES61;_T;4780;4176;HAB;4843.0;A
2006;ES61;_T;4780;4177;HAB;5507.0;A
2006;ES61;_T;4780;4184;HAB;43889.0;A
2006;ES61;_T;4780;4179;HAB;6370.0;A
2006;ES61;_T;4780;4180;HAB;7410.0;A
2006;ES61;_T;4780;4181;HAB;8644.0;A
2006;ES61;_T;4780;4182;HAB;10117.0;A
2006;ES61;_T;4780;4183;HAB;11348.0;A
2006;ES61;_T;4780;4190;HAB;67937.0;A
2006;ES61;_T;4780;4185;HAB;12795.0;A
2006;ES61;_T;4780;4186;HAB;13384.0;A
2006;ES61;_T;4780;4187;HAB;13870.0;A
2006;ES61;_T;4780;4188;HAB;14113.0;A
2006;ES61;_T;4780;4189;HAB;13775.0;A
2006;ES61;_T;4780;4210;HAB;157408.0;A
2006;ES61;_T;4780;4197;HAB;63133.0;A
2006;ES61;_T;4780;4192;HAB;13613.0;A
2006;ES61;_T;4780;4193;HAB;13038.0;A
2006;ES61;_T;4780;4194;HAB;12519.0;A
2006;ES61;_T;4780;4195;HAB;12472.0;A
2006;ES61;_T;4780;4196;HAB;11491.0;A
2006;ES61;_T;4780;4203;HAB;53491.0;A
2006;ES61;_T;4780;4198;HAB;11847.0;A
2006;ES61;_T;4780;4199;HAB;11040.0;A
2006;ES61;_T;4780;4200;HAB;10952.0;A
2006;ES61;_T;4780;4201;HAB;10151.0;A
2006;ES61;_T;4780;4202;HAB;9501.0;A
2006;ES61;_T;4780;4209;HAB;40784.0;A
2006;ES61;_T;4780;4204;HAB;9025.0;A
2006;ES61;_T;4780;4205;HAB;8629.0;A
2006;ES61;_T;4780;4206;HAB;8249.0;A
2006;ES61;_T;4780;4207;HAB;7780.0;A
2006;ES61;_T;4780;4208;HAB;7101.0;A
2006;ES61;_T;4780;4235;HAB;93658.0;A
2006;ES61;_T;4780;4216;HAB;30943.0;A
2006;ES61;_T;4780;4211;HAB;7105.0;A
2006;ES61;_T;4780;4212;HAB;6483.0;A
2006;ES61;_T;4780;4213;HAB;6193.0;A
2006;ES61;_T;4780;4214;HAB;5730.0;A
2006;ES61;_T;4780;4215;HAB;5432.0;A
2006;ES61;_T;4780;4222;HAB;23231.0;A
2006;ES61;_T;4780;4217;HAB;5114.0;A
2006;ES61;_T;4780;4218;HAB;4932.0;A
2006;ES61;_T;4780;4219;HAB;4553.0;A
2006;ES61;_T;4780;4220;HAB;4472.0;A
2006;ES61;_T;4780;4221;HAB;4160.0;A
2006;ES61;_T;4780;4228;HAB;21041.0;A
2006;ES61;_T;4780;4223;HAB;4244.0;A
2006;ES61;_T;4780;4224;HAB;3988.0;A
2006;ES61;_T;4780;4225;HAB;4406.0;A
2006;ES61;_T;4780;4226;HAB;4303.0;A
2006;ES61;_T;4780;4227;HAB;4100.0;A
2006;ES61;_T;4780;4234;HAB;18443.0;A
2006;ES61;_T;4780;4229;HAB;3757.0;A
2006;ES61;_T;4780;4230;HAB;3940.0;A
2006;ES61;_T;4780;4231;HAB;3718.0;A
2006;ES61;_T;4780;4232;HAB;3660.0;A
2006;ES61;_T;4780;4233;HAB;3368.0;A
2006;ES61;_T;4780;4305;HAB;39595.0;A
2006;ES61;_T;4780;4241;HAB;15846.0;A
2006;ES61;_T;4780;4236;HAB;3526.0;A
2006;ES61;_T;4780;4237;HAB;3395.0;A
2006;ES61;_T;4780;4238;HAB;3149.0;A
2006;ES61;_T;4780;4239;HAB;2967.0;A
2006;ES61;_T;4780;4240;HAB;2809.0;A
2006;ES61;_T;4780;4247;HAB;10396.0;A
2006;ES61;_T;4780;4242;HAB;2416.0;A
2006;ES61;_T;4780;4243;HAB;2286.0;A
2006;ES61;_T;4780;4244;HAB;2003.0;A
2006;ES61;_T;4780;4245;HAB;1947.0;A
2006;ES61;_T;4780;4246;HAB;1744.0;A
2006;ES61;_T;4780;4253;HAB;6532.0;A
2006;ES61;_T;4780;4248;HAB;1701.0;A
2006;ES61;_T;4780;4249;HAB;1448.0;A
2006;ES61;_T;4780;4250;HAB;1211.0;A
2006;ES61;_T;4780;4251;HAB;1122.0;A
2006;ES61;_T;4780;4252;HAB;1050.0;A
2006;ES61;_T;4780;4259;HAB;4053.0;A
2006;ES61;_T;4780;4254;HAB;1031.0;A
2006;ES61;_T;4780;4255;HAB;886.0;A
2006;ES61;_T;4780;4256;HAB;783.0;A
2006;ES61;_T;4780;4257;HAB;685.0;A
2006;ES61;_T;4780;4258;HAB;668.0;A
2006;ES61;_T;4780;4265;HAB;1766.0;A
2006;ES61;_T;4780;4260;HAB;565.0;A
2006;ES61;_T;4780;4261;HAB;396.0;A
2006;ES61;_T;4780;4262;HAB;312.0;A
2006;ES61;_T;4780;4263;HAB;263.0;A
2006;ES61;_T;4780;4264;HAB;230.0;A
2006;ES61;_T;4780;4271;HAB;752.0;A
2006;ES61;_T;4780;4266;HAB;204.0;A
2006;ES61;_T;4780;4267;HAB;197.0;A
2006;ES61;_T;4780;4268;HAB;144.0;A
2006;ES61;_T;4780;4269;HAB;125.0;A
2006;ES61;_T;4780;4270;HAB;82.0;A
2006;ES61;_T;4780;4277;HAB;204.0;A
2006;ES61;_T;4780;4272;HAB;69.0;A
2006;ES61;_T;4780;4273;HAB;47.0;A
2006;ES61;_T;4780;4274;HAB;41.0;A
2006;ES61;_T;4780;4275;HAB;30.0;A
2006;ES61;_T;4780;4276;HAB;17.0;A
2006;ES61;_T;4780;4304;HAB;46.0;A
2006;ES61;M;4781;4306;HAB;3958565.0;A
2006;ES61;M;4781;4172;HAB;666688.0;A
2006;ES61;M;4781;4159;HAB;216556.0;A
2006;ES61;M;4781;4154;HAB;40691.0;A
2006;ES61;M;4781;4155;HAB;44777.0;A
2006;ES61;M;4781;4156;HAB;44140.0;A
2006;ES61;M;4781;4157;HAB;43422.0;A
2006;ES61;M;4781;4158;HAB;43526.0;A
2006;ES61;M;4781;4165;HAB;213825.0;A
2006;ES61;M;4781;4160;HAB;43760.0;A
2006;ES61;M;4781;4161;HAB;42902.0;A
2006;ES61;M;4781;4162;HAB;41780.0;A
2006;ES61;M;4781;4163;HAB;42686.0;A
2006;ES61;M;4781;4164;HAB;42697.0;A
2006;ES61;M;4781;4171;HAB;236307.0;A
2006;ES61;M;4781;4166;HAB;44347.0;A
2006;ES61;M;4781;4167;HAB;44990.0;A
2006;ES61;M;4781;4168;HAB;47776.0;A
2006;ES61;M;4781;4169;HAB;49541.0;A
2006;ES61;M;4781;4170;HAB;49653.0;A
2006;ES61;M;4781;4191;HAB;908964.0;A
2006;ES61;M;4781;4178;HAB;256296.0;A
2006;ES61;M;4781;4173;HAB;50512.0;A
2006;ES61;M;4781;4174;HAB;50807.0;A
2006;ES61;M;4781;4175;HAB;50701.0;A
2006;ES61;M;4781;4176;HAB;51515.0;A
2006;ES61;M;4781;4177;HAB;52761.0;A
2006;ES61;M;4781;4184;HAB;297767.0;A
2006;ES61;M;4781;4179;HAB;54638.0;A
2006;ES61;M;4781;4180;HAB;57080.0;A
2006;ES61;M;4781;4181;HAB;59479.0;A
2006;ES61;M;4781;4182;HAB;62324.0;A
2006;ES61;M;4781;4183;HAB;64246.0;A
2006;ES61;M;4781;4190;HAB;354901.0;A
2006;ES61;M;4781;4185;HAB;68463.0;A
2006;ES61;M;4781;4186;HAB;69465.0;A
2006;ES61;M;4781;4187;HAB;71962.0;A
2006;ES61;M;4781;4188;HAB;72323.0;A
2006;ES61;M;4781;4189;HAB;72688.0;A
2006;ES61;M;4781;4210;HAB;1009208.0;A
2006;ES61;M;4781;4197;HAB;351259.0;A
