TERRITORIO;SECC_CNAE09;OBS_STATUS;TEMPORAL;MACROMAG_CPA;INDICATOR;OBS_VALUE;FREQ
ES611;273774;A;2016;273763;NR;1481792.0;A
ES611;273774;A;2016;273764;NR;14309028;A
ES611;273774;A;2016;273765;NR;102.492666744;A
ES611;273774;A;2016;273766;NR;104.779995632;A
ES611;273774;A;2016;273767;NR;102.726447096;A
ES611;273774;A;2016;273768;NR;5644237.0;A
ES611;273774;A;2016;273769;NR;-192003.0;A
ES611;273774;A;2016;273770;NR;7375002.0;A
ES611;273774;A;2016;273771;NR;289352.0;A
ES611;273774;A;2016;273772;NR;229757.0;A
ES611;273774;A;2016;273773;NR;59595.0;A
ES611;273774;A;2017;273760;NR;24375134;A
ES611;273774;A;2017;273761;NR;10595525;A
ES611;273774;A;2017;273762;NR;13779609;A
ES611;273774;A;2017;273763;NR;1597909.0;A
ES611;273774;A;2017;273764;NR;15377518;A
ES611;273774;A;2017;273765;NR;107.075643402;A
ES611;273774;A;2017;273766;NR;109.210700364;A
ES611;273774;A;2017;273767;NR;107.294033588;A
ES611;273774;A;2017;273768;NR;5996106.0;A
ES611;273774;A;2017;273769;NR;-199778.0;A
ES611;273774;A;2017;273770;NR;7983281.0;A
ES611;273774;A;2017;273771;NR;299033.0;A
ES611;273774;A;2017;273772;NR;243936.0;A
ES611;273774;A;2017;273773;NR;55097.0;A
ES611;273774;A;2018;273760;NR;26188678;A
ES611;273774;A;2018;273761;NR;11915448;A
ES611;273774;A;2018;273762;NR;14254203;A
ES611;273774;A;2018;273763;NR;1692665.0;A
ES611;273774;A;2018;273764;NR;15946868;A
ES611;273774;A;2018;273765;NR;109.53745622;A
ES611;273774;A;2018;273766;NR;112.098702958;A
ES611;273774;A;2018;273767;NR;109.79936521;A
ES611;273774;A;2018;273768;NR;6227662.0;A
ES611;273774;A;2018;273769;NR;-99867.0;A
ES611;273774;A;2018;273770;NR;8126408.0;A
ES611;273774;A;2018;273771;NR;298977.0;A
ES611;273774;A;2018;273772;NR;248084.0;A
ES611;273774;A;2018;273773;NR;50893.0;A
ES611;273774;P;2019;273760;NR;27301152;A
ES611;273774;P;2019;273761;NR;12777361;A
ES611;273774;P;2019;273762;NR;14523791;A
ES611;273774;P;2019;273763;NR;1697723.0;A
ES611;273774;P;2019;273764;NR;16221514;A
ES611;273774;P;2019;273765;NR;110.488324342;A
ES611;273774;P;2019;273766;NR;112.254483951;A
ES611;273774;P;2019;273767;NR;110.66771239;A
ES611;273774;P;2019;273768;NR;6585235.0;A
ES611;273774;P;2019;273769;NR;-249430.0;A
ES611;273774;P;2019;273770;NR;8187986.0;A
ES611;273774;P;2019;273771;NR;308776.0;A
ES611;273774;P;2019;273772;NR;256224.0;A
ES611;273774;P;2019;273773;NR;52552.0;A
ES611;273774;AV;2020;273762;NR;13832490;A
ES611;273774;AV;2020;273763;NR;1485669.0;A
ES611;273774;AV;2020;273764;NR;15318159;A
ES611;273774;AV;2020;273765;NR;101.34787446;A
ES611;273774;AV;2020;273766;NR;101.287988338;A
ES611;273774;AV;2020;273767;NR;101.339087547;A
ES611;273774;AV;2020;273768;NR;6551787.0;A
ES611;273774;AV;2020;273769;NR;-15459.0;A
ES611;273774;AV;2020;273770;NR;7296162.0;A
ES611;273774;AV;2020;273771;NR;292898.0;A
ES611;273774;AV;2020;273772;NR;243648.0;A
ES611;273774;AV;2020;273773;NR;49250.0;A
ES612;273777;A;2008;273760;NR;1071642.0;A
ES612;273777;A;2008;273761;NR;377450.0;A
ES612;273777;A;2008;273762;NR;694192.0;A
ES612;273777;A;2008;273765;NR;117.365527131;A
ES612;273777;A;2008;273768;NR;150292.0;A
ES612;273777;A;2008;273769;NR;-122397.0;A
ES612;273777;A;2008;273770;NR;666297.0;A
ES612;273777;A;2008;273771;NR;18718.0;A
ES612;273777;A;2008;273772;NR;13041.0;A
ES612;273777;A;2008;273773;NR;5677.0;A
ES612;273777;A;2009;273760;NR;965227.0;A
ES612;273777;A;2009;273761;NR;370289.0;A
ES612;273777;A;2009;273762;NR;594938.0;A
ES612;273777;A;2009;273765;NR;115.240473018;A
ES612;273777;A;2009;273768;NR;142155.0;A
ES612;273777;A;2009;273769;NR;-156748.0;A
ES612;273777;A;2009;273770;NR;609531.0;A
ES612;273777;A;2009;273771;NR;16764.0;A
ES612;273777;A;2009;273772;NR;12481.0;A
ES612;273777;A;2009;273773;NR;4283.0;A
ES612;273777;A;2010;273760;NR;889949.0;A
ES612;273777;A;2010;273761;NR;353676.0;A
ES612;273777;A;2010;273762;NR;536273.0;A
ES612;273777;A;2010;273765;NR;96.683900688;A
ES612;273777;A;2010;273768;NR;145201.0;A
ES612;273777;A;2010;273769;NR;-126661.0;A
ES612;273777;A;2010;273770;NR;517733.0;A
ES612;273777;A;2010;273771;NR;15324.0;A
ES612;273777;A;2010;273772;NR;12721.0;A
ES612;273777;A;2010;273773;NR;2603.0;A
ES612;273777;A;2011;273760;NR;822558.0;A
ES612;273777;A;2011;273761;NR;351571.0;A
ES612;273777;A;2011;273762;NR;470987.0;A
ES612;273777;A;2011;273765;NR;93.334231048;A
ES612;273777;A;2011;273768;NR;130986.0;A
ES612;273777;A;2011;273769;NR;-136431.0;A
ES612;273777;A;2011;273770;NR;476432.0;A
ES612;273777;A;2011;273771;NR;14323.0;A
ES612;273777;A;2011;273772;NR;11994.0;A
ES612;273777;A;2011;273773;NR;2329.0;A
ES612;273777;A;2012;273760;NR;743922.0;A
ES612;273777;A;2012;273761;NR;326628.0;A
ES612;273777;A;2012;273762;NR;417294.0;A
ES612;273777;A;2012;273765;NR;78.182188935;A
ES612;273777;A;2012;273768;NR;110654.0;A
ES612;273777;A;2012;273769;NR;-129266.0;A
ES612;273777;A;2012;273770;NR;435906.0;A
ES612;273777;A;2012;273771;NR;15999.0;A
ES612;273777;A;2012;273772;NR;11137.0;A
ES612;273777;A;2012;273773;NR;4862.0;A
ES612;273777;A;2013;273760;NR;789308.0;A
ES612;273777;A;2013;273761;NR;345188.0;A
ES612;273777;A;2013;273762;NR;444120.0;A
ES612;273777;A;2013;273765;NR;84.758537154;A
ES612;273777;A;2013;273768;NR;117003.0;A
ES612;273777;A;2013;273769;NR;-95883.0;A
ES612;273777;A;2013;273770;NR;423000.0;A
ES612;273777;A;2013;273771;NR;13463.0;A
ES612;273777;A;2013;273772;NR;10331.0;A
ES612;273777;A;2013;273773;NR;3132.0;A
ES612;273777;A;2014;273760;NR;756023.0;A
ES612;273777;A;2014;273761;NR;334206.0;A
ES612;273777;A;2014;273762;NR;421817.0;A
ES612;273777;A;2014;273765;NR;87.822989906;A
ES612;273777;A;2014;273768;NR;134271.0;A
ES612;273777;A;2014;273769;NR;-95382.0;A
ES612;273777;A;2014;273770;NR;382928.0;A
ES612;273777;A;2014;273771;NR;13610.0;A
ES612;273777;A;2014;273772;NR;11993.0;A
ES612;273777;A;2014;273773;NR;1617.0;A
ES612;273777;A;2015;273760;NR;885720.0;A
ES612;273777;A;2015;273761;NR;338026.0;A
ES612;273777;A;2015;273762;NR;547694.0;A
ES612;273777;A;2015;273765;NR;100.0;A
ES612;273777;A;2015;273768;NR;152684.0;A
ES612;273777;A;2015;273769;NR;-81137.0;A
ES612;273777;A;2015;273770;NR;476147.0;A
ES612;273777;A;2015;273771;NR;12803.0;A
ES612;273777;A;2015;273772;NR;11873.0;A
ES612;273777;A;2015;273773;NR;930.0;A
ES612;273777;A;2016;273760;NR;808623.0;A
ES612;273777;A;2016;273761;NR;331116.0;A
ES612;273777;A;2016;273762;NR;477507.0;A
ES612;273777;A;2016;273765;NR;88.829619851;A
ES612;273777;A;2016;273768;NR;161020.0;A
ES612;273777;A;2016;273769;NR;-67942.0;A
ES612;273777;A;2016;273770;NR;384429.0;A
ES612;273777;A;2016;273771;NR;15346.0;A
ES612;273777;A;2016;273772;NR;13248.0;A
ES612;273777;A;2016;273773;NR;2098.0;A
ES612;273777;A;2017;273760;NR;843966.0;A
ES612;273777;A;2017;273761;NR;339415.0;A
ES612;273777;A;2017;273762;NR;504551.0;A
ES612;273777;A;2017;273765;NR;87.30860164;A
ES612;273777;A;2017;273768;NR;147779.0;A
ES612;273777;A;2017;273769;NR;-64744.0;A
ES612;273777;A;2017;273770;NR;421516.0;A
ES612;273777;A;2017;273771;NR;15969.0;A
ES612;273777;A;2017;273772;NR;12746.0;A
ES612;273777;A;2017;273773;NR;3223.0;A
ES612;273777;A;2018;273760;NR;908223.0;A
ES612;273777;A;2018;273761;NR;354903.0;A
ES612;273777;A;2018;273762;NR;553320.0;A
ES612;273777;A;2018;273765;NR;94.833518625;A
ES612;273777;A;2018;273768;NR;159965.0;A
ES612;273777;A;2018;273769;NR;-71203.0;A
ES612;273777;A;2018;273770;NR;464558.0;A
ES612;273777;A;2018;273771;NR;15416.0;A
ES612;273777;A;2018;273772;NR;12769.0;A
ES612;273777;A;2018;273773;NR;2647.0;A
ES612;273777;P;2019;273760;NR;940776.0;A
ES612;273777;P;2019;273761;NR;379326.0;A
ES612;273777;P;2019;273762;NR;561450.0;A
ES612;273777;P;2019;273765;NR;96.539999886;A
ES612;273777;P;2019;273768;NR;178411.0;A
ES612;273777;P;2019;273769;NR;-92759.0;A
ES612;273777;P;2019;273770;NR;475798.0;A
ES612;273777;P;2019;273771;NR;16251.0;A
ES612;273777;P;2019;273772;NR;13337.0;A
ES612;273777;P;2019;273773;NR;2914.0;A
ES612;273779;A;2008;273760;NR;16977617;A
ES612;273779;A;2008;273761;NR;14099666;A
ES612;273779;A;2008;273762;NR;2877951.0;A
ES612;273779;A;2008;273765;NR;111.132403631;A
ES612;273779;A;2008;273768;NR;1314305.0;A
ES612;273779;A;2008;273769;NR;1848.0;A
ES612;273779;A;2008;273770;NR;1561798.0;A
ES612;273779;A;2008;273771;NR;39149.0;A
ES612;273779;A;2008;273772;NR;36761.0;A
ES612;273779;A;2008;273773;NR;2388.0;A
ES612;273779;A;2009;273760;NR;11700572;A
ES612;273779;A;2009;273761;NR;9548348.0;A
ES612;273779;A;2009;273762;NR;2152224.0;A
ES612;273779;A;2009;273765;NR;89.527310514;A
ES612;273779;A;2009;273768;NR;1233718.0;A
ES612;273779;A;2009;273769;NR;5427.0;A
ES612;273779;A;2009;273770;NR;913079.0;A
ES612;273779;A;2009;273771;NR;35500.0;A
ES612;273779;A;2009;273772;NR;33426.0;A
ES612;273779;A;2009;273773;NR;2074.0;A
ES612;273779;A;2010;273760;NR;13940106;A
ES612;273779;A;2010;273761;NR;11088066;A
ES612;273779;A;2010;273762;NR;2852040.0;A
ES612;273779;A;2010;273765;NR;111.558441784;A
ES612;273779;A;2010;273768;NR;1200534.0;A
ES612;273779;A;2010;273769;NR;6097.0;A
ES612;273779;A;2010;273770;NR;1645409.0;A
ES612;273779;A;2010;273771;NR;33767.0;A
ES612;273779;A;2010;273772;NR;31995.0;A
ES612;273779;A;2010;273773;NR;1772.0;A
ES612;273779;A;2011;273760;NR;17321826;A
ES612;273779;A;2011;273761;NR;14344139;A
ES612;273779;A;2011;273762;NR;2977687.0;A
ES612;273779;A;2011;273765;NR;112.349399164;A
ES612;273779;A;2011;273768;NR;1201333.0;A
ES612;273779;A;2011;273769;NR;6080.0;A
ES612;273779;A;2011;273770;NR;1770274.0;A
ES612;273779;A;2011;273771;NR;33444.0;A
ES612;273779;A;2011;273772;NR;31803.0;A
ES612;273779;A;2011;273773;NR;1641.0;A
ES612;273779;A;2012;273760;NR;19473682;A
ES612;273779;A;2012;273761;NR;16435383;A
ES612;273779;A;2012;273762;NR;3038299.0;A
ES612;273779;A;2012;273765;NR;108.826479923;A
ES612;273779;A;2012;273768;NR;1233388.0;A
ES612;273779;A;2012;273769;NR;27217.0;A
ES612;273779;A;2012;273770;NR;1777694.0;A
ES612;273779;A;2012;273771;NR;33034.0;A
ES612;273779;A;2012;273772;NR;31547.0;A
ES612;273779;A;2012;273773;NR;1487.0;A
ES612;273779;A;2013;273760;NR;18407753;A
ES612;273779;A;2013;273761;NR;15846504;A
ES612;273779;A;2013;273762;NR;2561249.0;A
ES612;273779;A;2013;273765;NR;87.087365905;A
ES612;273779;A;2013;273768;NR;1118543.0;A
ES612;273779;A;2013;273769;NR;36625.0;A
ES612;273779;A;2013;273770;NR;1406081.0;A
ES612;273779;A;2013;273771;NR;29909.0;A
ES612;273779;A;2013;273772;NR;28454.0;A
ES612;273779;A;2013;273773;NR;1455.0;A
ES612;273779;A;2014;273760;NR;17729387;A
ES612;273779;A;2014;273761;NR;15269571;A
ES612;273779;A;2014;273762;NR;2459816.0;A
ES612;273779;A;2014;273765;NR;85.858835879;A
ES612;273779;A;2014;273768;NR;1124945.0;A
ES612;273779;A;2014;273769;NR;43830.0;A
ES612;273779;A;2014;273770;NR;1291041.0;A
ES612;273779;A;2014;273771;NR;29887.0;A
ES612;273779;A;2014;273772;NR;28304.0;A
ES612;273779;A;2014;273773;NR;1583.0;A
ES612;273779;A;2015;273760;NR;15438394;A
ES612;273779;A;2015;273761;NR;12701213;A
ES612;273779;A;2015;273762;NR;2737181.0;A
ES612;273779;A;2015;273765;NR;100.0;A
ES612;273779;A;2015;273768;NR;1185550.0;A
ES612;273779;A;2015;273769;NR;37674.0;A
ES612;273779;A;2015;273770;NR;1513957.0;A
ES612;273779;A;2015;273771;NR;31455.0;A
ES612;273779;A;2015;273772;NR;29753.0;A
ES612;273779;A;2015;273773;NR;1702.0;A
ES612;273779;A;2016;273760;NR;13310197;A
ES612;273779;A;2016;273761;NR;10396850;A
ES612;273779;A;2016;273762;NR;2913347.0;A
ES612;273779;A;2016;273765;NR;110.039871699;A
ES612;273779;A;2016;273768;NR;1277580.0;A
ES612;273779;A;2016;273769;NR;32040.0;A
ES612;273779;A;2016;273770;NR;1603727.0;A
ES612;273779;A;2016;273771;NR;33758.0;A
ES612;273779;A;2016;273772;NR;32023.0;A
ES612;273779;A;2016;273773;NR;1735.0;A
ES612;273779;A;2017;273760;NR;16072350;A
ES612;273779;A;2017;273761;NR;12773335;A
ES612;273779;A;2017;273762;NR;3299015.0;A
ES612;273779;A;2017;273765;NR;113.677306027;A
ES612;273779;A;2017;273768;NR;1392705.0;A
ES612;273779;A;2017;273769;NR;35970.0;A
ES612;273779;A;2017;273770;NR;1870340.0;A
ES612;273779;A;2017;273771;NR;36574.0;A
ES612;273779;A;2017;273772;NR;34940.0;A
ES612;273779;A;2017;273773;NR;1634.0;A
ES612;273779;A;2018;273760;NR;17625745;A
ES612;273779;A;2018;273761;NR;14580921;A
ES612;273779;A;2018;273762;NR;3044824.0;A
ES612;273779;A;2018;273765;NR;98.206477674;A
ES612;273779;A;2018;273768;NR;1332598.0;A
ES612;273779;A;2018;273769;NR;36857.0;A
ES612;273779;A;2018;273770;NR;1675369.0;A
ES612;273779;A;2018;273771;NR;35921.0;A
ES612;273779;A;2018;273772;NR;34223.0;A
ES612;273779;A;2018;273773;NR;1698.0;A
ES612;273779;P;2019;273760;NR;18075788;A
ES612;273779;P;2019;273761;NR;15186435;A
ES612;273779;P;2019;273762;NR;2889353.0;A
ES612;273779;P;2019;273765;NR;92.196976309;A
ES612;273779;P;2019;273768;NR;1375220.0;A
ES612;273779;P;2019;273769;NR;30488.0;A
ES612;273779;P;2019;273770;NR;1483645.0;A
ES612;273779;P;2019;273771;NR;35739.0;A
ES612;273779;P;2019;273772;NR;34073.0;A
ES612;273779;P;2019;273773;NR;1666.0;A
ES612;273780;A;2008;273760;NR;105209.0;A
ES612;273780;A;2008;273761;NR;65978.0;A
ES612;273780;A;2008;273762;NR;39231.0;A
ES612;273780;A;2008;273765;NR;207.887176357;A
ES612;273780;A;2008;273768;NR;18623.0;A
ES612;273780;A;2008;273769;NR;-15.0;A
ES612;273780;A;2008;273770;NR;20623.0;A
ES612;273780;A;2008;273771;NR;613.0;A
ES612;273780;A;2008;273772;NR;596.0;A
ES612;273780;A;2008;273773;NR;17.0;A
ES612;273780;A;2009;273760;NR;72702.0;A
ES612;273780;A;2009;273761;NR;36592.0;A
ES612;273780;A;2009;273762;NR;36110.0;A
ES612;273780;A;2009;273765;NR;196.646924022;A
ES612;273780;A;2009;273768;NR;19431.0;A
ES612;273780;A;2009;273769;NR;44.0;A
ES612;273780;A;2009;273770;NR;16635.0;A
ES612;273780;A;2009;273771;NR;628.0;A
ES612;273780;A;2009;273772;NR;617.0;A
ES612;273780;A;2009;273773;NR;11.0;A
ES612;273780;A;2010;273760;NR;67469.0;A
ES612;273780;A;2010;273761;NR;46951.0;A
ES612;273780;A;2010;273762;NR;20518.0;A
ES612;273780;A;2010;273765;NR;129.419913605;A
ES612;273780;A;2010;273768;NR;13858.0;A
ES612;273780;A;2010;273769;NR;21.0;A
ES612;273780;A;2010;273770;NR;6639.0;A
ES612;273780;A;2010;273771;NR;467.0;A
ES612;273780;A;2010;273772;NR;455.0;A
ES612;273780;A;2010;273773;NR;12.0;A
ES612;273780;A;2011;273760;NR;52679.0;A
ES612;273780;A;2011;273761;NR;33129.0;A
ES612;273780;A;2011;273762;NR;19550.0;A
ES612;273780;A;2011;273765;NR;120.389409497;A
ES612;273780;A;2011;273768;NR;12346.0;A
ES612;273780;A;2011;273769;NR;5.0;A
ES612;273780;A;2011;273770;NR;7199.0;A
ES612;273780;A;2011;273771;NR;421.0;A
ES612;273780;A;2011;273772;NR;406.0;A
ES612;273780;A;2011;273773;NR;15.0;A
ES612;273780;A;2012;273760;NR;36067.0;A
ES612;273780;A;2012;273761;NR;22754.0;A
ES612;273780;A;2012;273762;NR;13313.0;A
ES612;273780;A;2012;273765;NR;81.707434256;A
ES612;273780;A;2012;273768;NR;9881.0;A
ES612;273780;A;2012;273769;NR;88.0;A
ES612;273780;A;2012;273770;NR;3344.0;A
ES612;273780;A;2012;273771;NR;316.0;A
ES612;273780;A;2012;273772;NR;309.0;A
ES612;273780;A;2012;273773;NR;7.0;A
ES612;273780;A;2013;273760;NR;50294.0;A
ES612;273780;A;2013;273761;NR;36962.0;A
ES612;273780;A;2013;273762;NR;13332.0;A
ES612;273780;A;2013;273765;NR;81.798178613;A
ES612;273780;A;2013;273768;NR;9629.0;A
ES612;273780;A;2013;273769;NR;175.0;A
ES612;273780;A;2013;273770;NR;3528.0;A
ES612;273780;A;2013;273771;NR;315.0;A
ES612;273780;A;2013;273772;NR;304.0;A
ES612;273780;A;2013;273773;NR;11.0;A
ES612;273780;A;2014;273760;NR;46190.0;A
ES612;273780;A;2014;273761;NR;30069.0;A
ES612;273780;A;2014;273762;NR;16121.0;A
ES612;273780;A;2014;273765;NR;99.936842671;A
ES612;273780;A;2014;273768;NR;12087.0;A
ES612;273780;A;2014;273769;NR;236.0;A
ES612;273780;A;2014;273770;NR;3798.0;A
ES612;273780;A;2014;273771;NR;344.0;A
ES612;273780;A;2014;273772;NR;334.0;A
ES612;273780;A;2014;273773;NR;10.0;A
ES612;273780;A;2015;273760;NR;50133.0;A
ES612;273780;A;2015;273761;NR;34159.0;A
ES612;273780;A;2015;273762;NR;15974.0;A
ES612;273780;A;2015;273765;NR;100.0;A
ES612;273780;A;2015;273768;NR;9174.0;A
ES612;273780;A;2015;273769;NR;168.0;A
ES612;273780;A;2015;273770;NR;6632.0;A
ES612;273780;A;2015;273771;NR;270.0;A
ES612;273780;A;2015;273772;NR;261.0;A
ES612;273780;A;2015;273773;NR;9.0;A
ES612;273780;A;2016;273760;NR;56023.0;A
ES612;273780;A;2016;273761;NR;38144.0;A
ES612;273780;A;2016;273762;NR;17879.0;A
ES612;273780;A;2016;273765;NR;121.008679098;A
ES612;273780;A;2016;273768;NR;9329.0;A
ES612;273780;A;2016;273769;NR;205.0;A
ES612;273780;A;2016;273770;NR;8345.0;A
ES612;273780;A;2016;273771;NR;311.0;A
ES612;273780;A;2016;273772;NR;301.0;A
ES612;273780;A;2016;273773;NR;10.0;A
ES612;273780;A;2017;273760;NR;37122.0;A
ES612;273780;A;2017;273761;NR;24000.0;A
ES612;273780;A;2017;273762;NR;13122.0;A
ES612;273780;A;2017;273765;NR;90.861045287;A
ES612;273780;A;2017;273768;NR;7850.0;A
ES612;273780;A;2017;273769;NR;147.0;A
ES612;273780;A;2017;273770;NR;5125.0;A
ES612;273780;A;2017;273771;NR;251.0;A
ES612;273780;A;2017;273772;NR;243.0;A
ES612;273780;A;2017;273773;NR;8.0;A
ES612;273780;A;2018;273760;NR;44814.0;A
ES612;273780;A;2018;273761;NR;32928.0;A
ES612;273780;A;2018;273762;NR;11886.0;A
ES612;273780;A;2018;273765;NR;78.81272217;A
ES612;273780;A;2018;273768;NR;8305.0;A
ES612;273780;A;2018;273769;NR;139.0;A
ES612;273780;A;2018;273770;NR;3442.0;A
ES612;273780;A;2018;273771;NR;271.0;A
ES612;273780;A;2018;273772;NR;265.0;A
ES612;273780;A;2018;273773;NR;6.0;A
ES612;273780;P;2019;273760;NR;36410.0;A
ES612;273780;P;2019;273761;NR;23556.0;A
ES612;273780;P;2019;273762;NR;12854.0;A
ES612;273780;P;2019;273765;NR;84.670240499;A
ES612;273780;P;2019;273768;NR;7609.0;A
ES612;273780;P;2019;273769;NR;154.0;A
ES612;273780;P;2019;273770;NR;5091.0;A
ES612;273780;P;2019;273771;NR;249.0;A
ES612;273780;P;2019;273772;NR;243.0;A
ES612;273780;P;2019;273773;NR;6.0;A
ES612;273781;A;2008;273760;NR;15320110;A
ES612;273781;A;2008;273761;NR;13085795;A
ES612;273781;A;2008;273762;NR;2234315.0;A
ES612;273781;A;2008;273765;NR;115.335879053;A
ES612;273781;A;2008;273768;NR;1112836.0;A
ES612;273781;A;2008;273769;NR;1135.0;A
ES612;273781;A;2008;273770;NR;1120344.0;A
ES612;273781;A;2008;273771;NR;33364.0;A
ES612;273781;A;2008;273772;NR;31042.0;A
ES612;273781;A;2008;273773;NR;2322.0;A
ES612;273781;A;2009;273760;NR;10080435;A
ES612;273781;A;2009;273761;NR;8618587.0;A
ES612;273781;A;2009;273762;NR;1461848.0;A
ES612;273781;A;2009;273765;NR;86.827718559;A
ES612;273781;A;2009;273768;NR;1029405.0;A
ES612;273781;A;2009;273769;NR;4049.0;A
ES612;273781;A;2009;273770;NR;428394.0;A
ES612;273781;A;2009;273771;NR;29797.0;A
ES612;273781;A;2009;273772;NR;27777.0;A
ES612;273781;A;2009;273773;NR;2020.0;A
ES612;273781;A;2010;273760;NR;12067026;A
ES612;273781;A;2010;273761;NR;9908365.0;A
ES612;273781;A;2010;273762;NR;2158661.0;A
ES612;273781;A;2010;273765;NR;117.761511051;A
ES612;273781;A;2010;273768;NR;995705.0;A
ES612;273781;A;2010;273769;NR;4131.0;A
ES612;273781;A;2010;273770;NR;1158825.0;A
ES612;273781;A;2010;273771;NR;28144.0;A
ES612;273781;A;2010;273772;NR;26421.0;A
ES612;273781;A;2010;273773;NR;1723.0;A
ES612;273781;A;2011;273760;NR;15358355;A
ES612;273781;A;2011;273761;NR;13172090;A
ES612;273781;A;2011;273762;NR;2186265.0;A
ES612;273781;A;2011;273765;NR;116.399935148;A
ES612;273781;A;2011;273768;NR;993968.0;A
ES612;273781;A;2011;273769;NR;3914.0;A
ES612;273781;A;2011;273770;NR;1188383.0;A
ES612;273781;A;2011;273771;NR;27707.0;A
ES612;273781;A;2011;273772;NR;26126.0;A
ES612;273781;A;2011;273773;NR;1581.0;A
ES612;273781;A;2012;273760;NR;16933695;A
ES612;273781;A;2012;273761;NR;14742248;A
ES612;273781;A;2012;273762;NR;2191447.0;A
ES612;273781;A;2012;273765;NR;110.955221627;A
ES612;273781;A;2012;273768;NR;988717.0;A
ES612;273781;A;2012;273769;NR;17672.0;A
ES612;273781;A;2012;273770;NR;1185058.0;A
ES612;273781;A;2012;273771;NR;26579.0;A
ES612;273781;A;2012;273772;NR;25129.0;A
ES612;273781;A;2012;273773;NR;1450.0;A
ES612;273781;A;2013;273760;NR;16439468;A
ES612;273781;A;2013;273761;NR;14706052;A
ES612;273781;A;2013;273762;NR;1733416.0;A
ES612;273781;A;2013;273765;NR;82.235968901;A
ES612;273781;A;2013;273768;NR;920434.0;A
ES612;273781;A;2013;273769;NR;24026.0;A
ES612;273781;A;2013;273770;NR;788956.0;A
ES612;273781;A;2013;273771;NR;24666.0;A
ES612;273781;A;2013;273772;NR;23276.0;A
ES612;273781;A;2013;273773;NR;1390.0;A
ES612;273781;A;2014;273760;NR;15838628;A
ES612;273781;A;2014;273761;NR;14207846;A
ES612;273781;A;2014;273762;NR;1630782.0;A
ES612;273781;A;2014;273765;NR;80.544946841;A
ES612;273781;A;2014;273768;NR;902643.0;A
ES612;273781;A;2014;273769;NR;31552.0;A
ES612;273781;A;2014;273770;NR;696587.0;A
ES612;273781;A;2014;273771;NR;23953.0;A
ES612;273781;A;2014;273772;NR;22438.0;A
ES612;273781;A;2014;273773;NR;1515.0;A
ES612;273781;A;2015;273760;NR;13349925;A
ES612;273781;A;2015;273761;NR;11471643;A
ES612;273781;A;2015;273762;NR;1878282.0;A
ES612;273781;A;2015;273765;NR;100.0;A
ES612;273781;A;2015;273768;NR;951651.0;A
ES612;273781;A;2015;273769;NR;26406.0;A
ES612;273781;A;2015;273770;NR;900225.0;A
ES612;273781;A;2015;273771;NR;25527.0;A
ES612;273781;A;2015;273772;NR;23897.0;A
ES612;273781;A;2015;273773;NR;1630.0;A
ES612;273781;A;2016;273760;NR;11359606;A
ES612;273781;A;2016;273761;NR;9305869.0;A
ES612;273781;A;2016;273762;NR;2053737.0;A
ES612;273781;A;2016;273765;NR;112.465612974;A
ES612;273781;A;2016;273768;NR;1056443.0;A
ES612;273781;A;2016;273769;NR;21971.0;A
ES612;273781;A;2016;273770;NR;975323.0;A
ES612;273781;A;2016;273771;NR;28123.0;A
ES612;273781;A;2016;273772;NR;26470.0;A
ES612;273781;A;2016;273773;NR;1653.0;A
ES612;273781;A;2017;273760;NR;13620642;A
ES612;273781;A;2017;273761;NR;11291596;A
ES612;273781;A;2017;273762;NR;2329046.0;A
ES612;273781;A;2017;273765;NR;115.046601298;A
ES612;273781;A;2017;273768;NR;1138771.0;A
ES612;273781;A;2017;273769;NR;24080.0;A
ES612;273781;A;2017;273770;NR;1166195.0;A
ES612;273781;A;2017;273771;NR;29736.0;A
ES612;273781;A;2017;273772;NR;28183.0;A
ES612;273781;A;2017;273773;NR;1553.0;A
ES612;273781;A;2018;273760;NR;15429210;A
ES612;273781;A;2018;273761;NR;13215039;A
ES612;273781;A;2018;273762;NR;2214171.0;A
ES612;273781;A;2018;273765;NR;101.347542238;A
ES612;273781;A;2018;273768;NR;1120293.0;A
ES612;273781;A;2018;273769;NR;26027.0;A
ES612;273781;A;2018;273770;NR;1067851.0;A
ES612;273781;A;2018;273771;NR;30343.0;A
ES612;273781;A;2018;273772;NR;28732.0;A
ES612;273781;A;2018;273773;NR;1611.0;A
ES612;273781;P;2019;273760;NR;15139241;A
ES612;273781;P;2019;273761;NR;13189256;A
ES612;273781;P;2019;273762;NR;1949985.0;A
ES612;273781;P;2019;273765;NR;86.562342279;A
ES612;273781;P;2019;273768;NR;1094680.0;A
ES612;273781;P;2019;273769;NR;18402.0;A
ES612;273781;P;2019;273770;NR;836903.0;A
ES612;273781;P;2019;273771;NR;29000.0;A
ES612;273781;P;2019;273772;NR;27420.0;A
ES612;273781;P;2019;273773;NR;1580.0;A
ES612;273782;A;2008;273760;NR;1035054.0;A
ES612;273782;A;2008;273761;NR;649890.0;A
ES612;273782;A;2008;273762;NR;385164.0;A
ES612;273782;A;2008;273765;NR;93.979197471;A
ES612;273782;A;2008;273768;NR;39933.0;A
ES612;273782;A;2008;273769;NR;593.0;A
ES612;273782;A;2008;273770;NR;344638.0;A
ES612;273782;A;2008;273771;NR;765.0;A
ES612;273782;A;2008;273772;NR;757.0;A
ES612;273782;A;2008;273773;NR;8.0;A
