D_TEMPORAL_0;D_SEXO_0;D_PROCEDENCIA_ECTA_0;INDICATOR;OBS_VALUE;FREQ
2020;3692;6782;Turistas;8.675492729479746;A
2020;3692;6775;Turistas;;A
2020;3692;6776;Turistas;;A
2020;3692;6778;Turistas;;A
2020;3692;6779;Turistas;;A
2020;3692;6783;Turistas;8.675492729479746;A
2021;3691;6782;Turistas;100.0;A
2021;3691;6775;Turistas;44.5861909452564;A
2021;3691;6776;Turistas;35.408376116836955;A
2021;3691;6778;Turistas;15.756857806598601;A
2021;3691;6779;Turistas;4.248575131308054;A
2021;3691;6783;Turistas;;A
2021;3689;6782;Turistas;48.94637456566204;A
2021;3689;6775;Turistas;22.477221426987402;A
2021;3689;6776;Turistas;16.67887496927418;A
2021;3689;6778;Turistas;7.836778991173434;A
2021;3689;6779;Turistas;1.9534991782270281;A
2021;3689;6783;Turistas;;A
2021;3690;6782;Turistas;51.053625434337945;A
2021;3690;6775;Turistas;22.10896951826899;A
2021;3690;6776;Turistas;18.729501147562768;A
2021;3690;6778;Turistas;7.920078815425165;A
2021;3690;6779;Turistas;2.295075953081025;A
2021;3690;6783;Turistas;;A
