LUG_DEF;MES;D_G102_0;SEXO;TIME_PERIOD;REF_AREA;INDICATOR;OBS_VALUE;FREQ;EDAD;CIE10;G102_OTRAS_CAUSAS
838406;55908;;M;2020;ES61;DEATHS;250.0;A;_Z;_Z;_Z
838406;55908;;F;2020;ES61;DEATHS;409.0;A;_Z;_Z;_Z
838406;55908;;_T;2020;ES61;DEATHS;659.0;A;_Z;_Z;_Z
838406;55909;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55909;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55909;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55909;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55909;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55909;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55909;57731;M;2020;ES61;DEATHS;208.0;A;_Z;_Z;_Z
838406;55909;57731;F;2020;ES61;DEATHS;388.0;A;_Z;_Z;_Z
838406;55909;57731;_T;2020;ES61;DEATHS;596.0;A;_Z;_Z;_Z
838406;55909;;M;2020;ES61;DEATHS;208.0;A;_Z;_Z;_Z
838406;55909;;F;2020;ES61;DEATHS;388.0;A;_Z;_Z;_Z
838406;55909;;_T;2020;ES61;DEATHS;596.0;A;_Z;_Z;_Z
838406;55910;838410;M;2020;ES61;DEATHS;8.0;A;_Z;_Z;_Z
838406;55910;838410;F;2020;ES61;DEATHS;28.0;A;_Z;_Z;_Z
838406;55910;838410;_T;2020;ES61;DEATHS;36.0;A;_Z;_Z;_Z
838406;55910;838411;M;2020;ES61;DEATHS;12.0;A;_Z;_Z;_Z
838406;55910;838411;F;2020;ES61;DEATHS;23.0;A;_Z;_Z;_Z
838406;55910;838411;_T;2020;ES61;DEATHS;35.0;A;_Z;_Z;_Z
838406;55910;57731;M;2020;ES61;DEATHS;283.0;A;_Z;_Z;_Z
838406;55910;57731;F;2020;ES61;DEATHS;451.0;A;_Z;_Z;_Z
838406;55910;57731;_T;2020;ES61;DEATHS;734.0;A;_Z;_Z;_Z
838406;55910;;M;2020;ES61;DEATHS;303.0;A;_Z;_Z;_Z
838406;55910;;F;2020;ES61;DEATHS;502.0;A;_Z;_Z;_Z
838406;55910;;_T;2020;ES61;DEATHS;805.0;A;_Z;_Z;_Z
838406;55911;838410;M;2020;ES61;DEATHS;57.0;A;_Z;_Z;_Z
838406;55911;838410;F;2020;ES61;DEATHS;107.0;A;_Z;_Z;_Z
838406;55911;838410;_T;2020;ES61;DEATHS;164.0;A;_Z;_Z;_Z
838406;55911;838411;M;2020;ES61;DEATHS;31.0;A;_Z;_Z;_Z
838406;55911;838411;F;2020;ES61;DEATHS;49.0;A;_Z;_Z;_Z
838406;55911;838411;_T;2020;ES61;DEATHS;80.0;A;_Z;_Z;_Z
838406;55911;57731;M;2020;ES61;DEATHS;197.0;A;_Z;_Z;_Z
838406;55911;57731;F;2020;ES61;DEATHS;440.0;A;_Z;_Z;_Z
838406;55911;57731;_T;2020;ES61;DEATHS;637.0;A;_Z;_Z;_Z
838406;55911;;M;2020;ES61;DEATHS;285.0;A;_Z;_Z;_Z
838406;55911;;F;2020;ES61;DEATHS;596.0;A;_Z;_Z;_Z
838406;55911;;_T;2020;ES61;DEATHS;881.0;A;_Z;_Z;_Z
838406;55912;838410;M;2020;ES61;DEATHS;5.0;A;_Z;_Z;_Z
838406;55912;838410;F;2020;ES61;DEATHS;11.0;A;_Z;_Z;_Z
838406;55912;838410;_T;2020;ES61;DEATHS;16.0;A;_Z;_Z;_Z
838406;55912;838411;M;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
838406;55912;838411;F;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838406;55912;838411;_T;2020;ES61;DEATHS;4.0;A;_Z;_Z;_Z
838406;55912;57731;M;2020;ES61;DEATHS;185.0;A;_Z;_Z;_Z
838406;55912;57731;F;2020;ES61;DEATHS;295.0;A;_Z;_Z;_Z
838406;55912;57731;_T;2020;ES61;DEATHS;480.0;A;_Z;_Z;_Z
838406;55912;;M;2020;ES61;DEATHS;191.0;A;_Z;_Z;_Z
838406;55912;;F;2020;ES61;DEATHS;309.0;A;_Z;_Z;_Z
838406;55912;;_T;2020;ES61;DEATHS;500.0;A;_Z;_Z;_Z
838406;55913;838410;M;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
838406;55913;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55913;838410;_T;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
838406;55913;838411;M;2020;ES61;DEATHS;2.0;A;_Z;_Z;_Z
838406;55913;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55913;838411;_T;2020;ES61;DEATHS;2.0;A;_Z;_Z;_Z
838406;55913;57731;M;2020;ES61;DEATHS;173.0;A;_Z;_Z;_Z
838406;55913;57731;F;2020;ES61;DEATHS;302.0;A;_Z;_Z;_Z
838406;55913;57731;_T;2020;ES61;DEATHS;475.0;A;_Z;_Z;_Z
838406;55913;;M;2020;ES61;DEATHS;176.0;A;_Z;_Z;_Z
838406;55913;;F;2020;ES61;DEATHS;302.0;A;_Z;_Z;_Z
838406;55913;;_T;2020;ES61;DEATHS;478.0;A;_Z;_Z;_Z
838406;55914;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55914;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55914;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55914;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55914;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55914;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55914;57731;M;2020;ES61;DEATHS;186.0;A;_Z;_Z;_Z
838406;55914;57731;F;2020;ES61;DEATHS;351.0;A;_Z;_Z;_Z
838406;55914;57731;_T;2020;ES61;DEATHS;537.0;A;_Z;_Z;_Z
838406;55914;;M;2020;ES61;DEATHS;186.0;A;_Z;_Z;_Z
838406;55914;;F;2020;ES61;DEATHS;351.0;A;_Z;_Z;_Z
838406;55914;;_T;2020;ES61;DEATHS;537.0;A;_Z;_Z;_Z
838406;55915;838410;M;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
838406;55915;838410;F;2020;ES61;DEATHS;5.0;A;_Z;_Z;_Z
838406;55915;838410;_T;2020;ES61;DEATHS;6.0;A;_Z;_Z;_Z
838406;55915;838411;M;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
838406;55915;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55915;838411;_T;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
838406;55915;57731;M;2020;ES61;DEATHS;180.0;A;_Z;_Z;_Z
838406;55915;57731;F;2020;ES61;DEATHS;341.0;A;_Z;_Z;_Z
838406;55915;57731;_T;2020;ES61;DEATHS;521.0;A;_Z;_Z;_Z
838406;55915;;M;2020;ES61;DEATHS;182.0;A;_Z;_Z;_Z
838406;55915;;F;2020;ES61;DEATHS;346.0;A;_Z;_Z;_Z
838406;55915;;_T;2020;ES61;DEATHS;528.0;A;_Z;_Z;_Z
838406;55916;838410;M;2020;ES61;DEATHS;13.0;A;_Z;_Z;_Z
838406;55916;838410;F;2020;ES61;DEATHS;26.0;A;_Z;_Z;_Z
838406;55916;838410;_T;2020;ES61;DEATHS;39.0;A;_Z;_Z;_Z
838406;55916;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55916;838411;F;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838406;55916;838411;_T;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838406;55916;57731;M;2020;ES61;DEATHS;165.0;A;_Z;_Z;_Z
838406;55916;57731;F;2020;ES61;DEATHS;297.0;A;_Z;_Z;_Z
838406;55916;57731;_T;2020;ES61;DEATHS;462.0;A;_Z;_Z;_Z
838406;55916;;M;2020;ES61;DEATHS;178.0;A;_Z;_Z;_Z
838406;55916;;F;2020;ES61;DEATHS;326.0;A;_Z;_Z;_Z
838406;55916;;_T;2020;ES61;DEATHS;504.0;A;_Z;_Z;_Z
838406;55917;838410;M;2020;ES61;DEATHS;31.0;A;_Z;_Z;_Z
838406;55917;838410;F;2020;ES61;DEATHS;89.0;A;_Z;_Z;_Z
838406;55917;838410;_T;2020;ES61;DEATHS;120.0;A;_Z;_Z;_Z
838406;55917;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55917;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55917;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55917;57731;M;2020;ES61;DEATHS;183.0;A;_Z;_Z;_Z
838406;55917;57731;F;2020;ES61;DEATHS;312.0;A;_Z;_Z;_Z
838406;55917;57731;_T;2020;ES61;DEATHS;495.0;A;_Z;_Z;_Z
838406;55917;;M;2020;ES61;DEATHS;214.0;A;_Z;_Z;_Z
838406;55917;;F;2020;ES61;DEATHS;401.0;A;_Z;_Z;_Z
838406;55917;;_T;2020;ES61;DEATHS;615.0;A;_Z;_Z;_Z
838406;55918;838410;M;2020;ES61;DEATHS;79.0;A;_Z;_Z;_Z
838406;55918;838410;F;2020;ES61;DEATHS;130.0;A;_Z;_Z;_Z
838406;55918;838410;_T;2020;ES61;DEATHS;209.0;A;_Z;_Z;_Z
838406;55918;838411;M;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838406;55918;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55918;838411;_T;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838406;55918;57731;M;2020;ES61;DEATHS;189.0;A;_Z;_Z;_Z
838406;55918;57731;F;2020;ES61;DEATHS;318.0;A;_Z;_Z;_Z
838406;55918;57731;_T;2020;ES61;DEATHS;507.0;A;_Z;_Z;_Z
838406;55918;;M;2020;ES61;DEATHS;271.0;A;_Z;_Z;_Z
838406;55918;;F;2020;ES61;DEATHS;448.0;A;_Z;_Z;_Z
838406;55918;;_T;2020;ES61;DEATHS;719.0;A;_Z;_Z;_Z
838406;55919;838410;M;2020;ES61;DEATHS;19.0;A;_Z;_Z;_Z
838406;55919;838410;F;2020;ES61;DEATHS;37.0;A;_Z;_Z;_Z
838406;55919;838410;_T;2020;ES61;DEATHS;56.0;A;_Z;_Z;_Z
838406;55919;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838406;55919;838411;F;2020;ES61;DEATHS;2.0;A;_Z;_Z;_Z
838406;55919;838411;_T;2020;ES61;DEATHS;2.0;A;_Z;_Z;_Z
838406;55919;57731;M;2020;ES61;DEATHS;182.0;A;_Z;_Z;_Z
838406;55919;57731;F;2020;ES61;DEATHS;341.0;A;_Z;_Z;_Z
838406;55919;57731;_T;2020;ES61;DEATHS;523.0;A;_Z;_Z;_Z
838406;55919;;M;2020;ES61;DEATHS;201.0;A;_Z;_Z;_Z
838406;55919;;F;2020;ES61;DEATHS;380.0;A;_Z;_Z;_Z
838406;55919;;_T;2020;ES61;DEATHS;581.0;A;_Z;_Z;_Z
838406;55920;838410;M;2020;ES61;DEATHS;214.0;A;_Z;_Z;_Z
838406;55920;838410;F;2020;ES61;DEATHS;433.0;A;_Z;_Z;_Z
838406;55920;838410;_T;2020;ES61;DEATHS;647.0;A;_Z;_Z;_Z
838406;55920;838411;M;2020;ES61;DEATHS;50.0;A;_Z;_Z;_Z
838406;55920;838411;F;2020;ES61;DEATHS;80.0;A;_Z;_Z;_Z
838406;55920;838411;_T;2020;ES61;DEATHS;130.0;A;_Z;_Z;_Z
838406;55920;57731;M;2020;ES61;DEATHS;2381.0;A;_Z;_Z;_Z
838406;55920;57731;F;2020;ES61;DEATHS;4245.0;A;_Z;_Z;_Z
838406;55920;57731;_T;2020;ES61;DEATHS;6626.0;A;_Z;_Z;_Z
838406;55920;;M;2020;ES61;DEATHS;2645.0;A;_Z;_Z;_Z
838406;55920;;F;2020;ES61;DEATHS;4758.0;A;_Z;_Z;_Z
838406;55920;;_T;2020;ES61;DEATHS;7403.0;A;_Z;_Z;_Z
;55908;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55908;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55908;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55908;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55908;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55908;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55908;57731;M;2020;ES61;DEATHS;268.0;A;_Z;_Z;_Z
;55908;57731;F;2020;ES61;DEATHS;101.0;A;_Z;_Z;_Z
;55908;57731;_T;2020;ES61;DEATHS;369.0;A;_Z;_Z;_Z
;55908;;M;2020;ES61;DEATHS;268.0;A;_Z;_Z;_Z
;55908;;F;2020;ES61;DEATHS;101.0;A;_Z;_Z;_Z
;55908;;_T;2020;ES61;DEATHS;369.0;A;_Z;_Z;_Z
;55909;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55909;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55909;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55909;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55909;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55909;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55909;57731;M;2020;ES61;DEATHS;218.0;A;_Z;_Z;_Z
;55909;57731;F;2020;ES61;DEATHS;90.0;A;_Z;_Z;_Z
;55909;57731;_T;2020;ES61;DEATHS;308.0;A;_Z;_Z;_Z
;55909;;M;2020;ES61;DEATHS;218.0;A;_Z;_Z;_Z
;55909;;F;2020;ES61;DEATHS;90.0;A;_Z;_Z;_Z
;55909;;_T;2020;ES61;DEATHS;308.0;A;_Z;_Z;_Z
;55910;838410;M;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
;55910;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55910;838410;_T;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
;55910;838411;M;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
;55910;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55910;838411;_T;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
;55910;57731;M;2020;ES61;DEATHS;170.0;A;_Z;_Z;_Z
;55910;57731;F;2020;ES61;DEATHS;63.0;A;_Z;_Z;_Z
;55910;57731;_T;2020;ES61;DEATHS;233.0;A;_Z;_Z;_Z
;55910;;M;2020;ES61;DEATHS;174.0;A;_Z;_Z;_Z
;55910;;F;2020;ES61;DEATHS;63.0;A;_Z;_Z;_Z
;55910;;_T;2020;ES61;DEATHS;237.0;A;_Z;_Z;_Z
;55911;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55911;838410;F;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
;55911;838410;_T;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
;55911;838411;M;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
;55911;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55911;838411;_T;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
;55911;57731;M;2020;ES61;DEATHS;92.0;A;_Z;_Z;_Z
;55911;57731;F;2020;ES61;DEATHS;34.0;A;_Z;_Z;_Z
;55911;57731;_T;2020;ES61;DEATHS;126.0;A;_Z;_Z;_Z
;55911;;M;2020;ES61;DEATHS;93.0;A;_Z;_Z;_Z
;55911;;F;2020;ES61;DEATHS;35.0;A;_Z;_Z;_Z
;55911;;_T;2020;ES61;DEATHS;128.0;A;_Z;_Z;_Z
;55912;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55912;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55912;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55912;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55912;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55912;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55912;57731;M;2020;ES61;DEATHS;150.0;A;_Z;_Z;_Z
;55912;57731;F;2020;ES61;DEATHS;40.0;A;_Z;_Z;_Z
;55912;57731;_T;2020;ES61;DEATHS;190.0;A;_Z;_Z;_Z
;55912;;M;2020;ES61;DEATHS;150.0;A;_Z;_Z;_Z
;55912;;F;2020;ES61;DEATHS;40.0;A;_Z;_Z;_Z
;55912;;_T;2020;ES61;DEATHS;190.0;A;_Z;_Z;_Z
;55913;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55913;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55913;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55913;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55913;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55913;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55913;57731;M;2020;ES61;DEATHS;170.0;A;_Z;_Z;_Z
;55913;57731;F;2020;ES61;DEATHS;42.0;A;_Z;_Z;_Z
;55913;57731;_T;2020;ES61;DEATHS;212.0;A;_Z;_Z;_Z
;55913;;M;2020;ES61;DEATHS;170.0;A;_Z;_Z;_Z
;55913;;F;2020;ES61;DEATHS;42.0;A;_Z;_Z;_Z
;55913;;_T;2020;ES61;DEATHS;212.0;A;_Z;_Z;_Z
;55914;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55914;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55914;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55914;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55914;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55914;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55914;57731;M;2020;ES61;DEATHS;201.0;A;_Z;_Z;_Z
;55914;57731;F;2020;ES61;DEATHS;51.0;A;_Z;_Z;_Z
;55914;57731;_T;2020;ES61;DEATHS;252.0;A;_Z;_Z;_Z
;55914;;M;2020;ES61;DEATHS;201.0;A;_Z;_Z;_Z
;55914;;F;2020;ES61;DEATHS;51.0;A;_Z;_Z;_Z
;55914;;_T;2020;ES61;DEATHS;252.0;A;_Z;_Z;_Z
;55915;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55915;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55915;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55915;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55915;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55915;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55915;57731;M;2020;ES61;DEATHS;195.0;A;_Z;_Z;_Z
;55915;57731;F;2020;ES61;DEATHS;66.0;A;_Z;_Z;_Z
;55915;57731;_T;2020;ES61;DEATHS;261.0;A;_Z;_Z;_Z
;55915;;M;2020;ES61;DEATHS;195.0;A;_Z;_Z;_Z
;55915;;F;2020;ES61;DEATHS;66.0;A;_Z;_Z;_Z
;55915;;_T;2020;ES61;DEATHS;261.0;A;_Z;_Z;_Z
;55916;838410;M;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
;55916;838410;F;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
;55916;838410;_T;2020;ES61;DEATHS;2.0;A;_Z;_Z;_Z
;55916;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55916;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55916;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55916;57731;M;2020;ES61;DEATHS;169.0;A;_Z;_Z;_Z
;55916;57731;F;2020;ES61;DEATHS;73.0;A;_Z;_Z;_Z
;55916;57731;_T;2020;ES61;DEATHS;242.0;A;_Z;_Z;_Z
;55916;;M;2020;ES61;DEATHS;170.0;A;_Z;_Z;_Z
;55916;;F;2020;ES61;DEATHS;74.0;A;_Z;_Z;_Z
;55916;;_T;2020;ES61;DEATHS;244.0;A;_Z;_Z;_Z
;55917;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55917;838410;F;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
;55917;838410;_T;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
;55917;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55917;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55917;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55917;57731;M;2020;ES61;DEATHS;199.0;A;_Z;_Z;_Z
;55917;57731;F;2020;ES61;DEATHS;75.0;A;_Z;_Z;_Z
;55917;57731;_T;2020;ES61;DEATHS;274.0;A;_Z;_Z;_Z
;55917;;M;2020;ES61;DEATHS;199.0;A;_Z;_Z;_Z
;55917;;F;2020;ES61;DEATHS;78.0;A;_Z;_Z;_Z
;55917;;_T;2020;ES61;DEATHS;277.0;A;_Z;_Z;_Z
;55918;838410;M;2020;ES61;DEATHS;8.0;A;_Z;_Z;_Z
;55918;838410;F;2020;ES61;DEATHS;1.0;A;_Z;_Z;_Z
;55918;838410;_T;2020;ES61;DEATHS;9.0;A;_Z;_Z;_Z
;55918;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55918;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55918;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55918;57731;M;2020;ES61;DEATHS;178.0;A;_Z;_Z;_Z
;55918;57731;F;2020;ES61;DEATHS;61.0;A;_Z;_Z;_Z
;55918;57731;_T;2020;ES61;DEATHS;239.0;A;_Z;_Z;_Z
;55918;;M;2020;ES61;DEATHS;186.0;A;_Z;_Z;_Z
;55918;;F;2020;ES61;DEATHS;62.0;A;_Z;_Z;_Z
;55918;;_T;2020;ES61;DEATHS;248.0;A;_Z;_Z;_Z
;55919;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55919;838410;F;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
;55919;838410;_T;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
;55919;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55919;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55919;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55919;57731;M;2020;ES61;DEATHS;235.0;A;_Z;_Z;_Z
;55919;57731;F;2020;ES61;DEATHS;73.0;A;_Z;_Z;_Z
;55919;57731;_T;2020;ES61;DEATHS;308.0;A;_Z;_Z;_Z
;55919;;M;2020;ES61;DEATHS;235.0;A;_Z;_Z;_Z
;55919;;F;2020;ES61;DEATHS;76.0;A;_Z;_Z;_Z
;55919;;_T;2020;ES61;DEATHS;311.0;A;_Z;_Z;_Z
;55920;838410;M;2020;ES61;DEATHS;10.0;A;_Z;_Z;_Z
;55920;838410;F;2020;ES61;DEATHS;9.0;A;_Z;_Z;_Z
;55920;838410;_T;2020;ES61;DEATHS;19.0;A;_Z;_Z;_Z
;55920;838411;M;2020;ES61;DEATHS;4.0;A;_Z;_Z;_Z
;55920;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
;55920;838411;_T;2020;ES61;DEATHS;4.0;A;_Z;_Z;_Z
;55920;57731;M;2020;ES61;DEATHS;2245.0;A;_Z;_Z;_Z
;55920;57731;F;2020;ES61;DEATHS;769.0;A;_Z;_Z;_Z
;55920;57731;_T;2020;ES61;DEATHS;3014.0;A;_Z;_Z;_Z
;55920;;M;2020;ES61;DEATHS;2259.0;A;_Z;_Z;_Z
;55920;;F;2020;ES61;DEATHS;778.0;A;_Z;_Z;_Z
;55920;;_T;2020;ES61;DEATHS;3037.0;A;_Z;_Z;_Z
838409;55908;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55908;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55908;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55908;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55908;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55908;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55908;57731;M;2020;ES61;DEATHS;77.0;A;_Z;_Z;_Z
838409;55908;57731;F;2020;ES61;DEATHS;47.0;A;_Z;_Z;_Z
838409;55908;57731;_T;2020;ES61;DEATHS;124.0;A;_Z;_Z;_Z
838409;55908;;M;2020;ES61;DEATHS;77.0;A;_Z;_Z;_Z
838409;55908;;F;2020;ES61;DEATHS;47.0;A;_Z;_Z;_Z
838409;55908;;_T;2020;ES61;DEATHS;124.0;A;_Z;_Z;_Z
838409;55909;838410;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55909;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55909;838410;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55909;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55909;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55909;838411;_T;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55909;57731;M;2020;ES61;DEATHS;98.0;A;_Z;_Z;_Z
838409;55909;57731;F;2020;ES61;DEATHS;73.0;A;_Z;_Z;_Z
838409;55909;57731;_T;2020;ES61;DEATHS;171.0;A;_Z;_Z;_Z
838409;55909;;M;2020;ES61;DEATHS;98.0;A;_Z;_Z;_Z
838409;55909;;F;2020;ES61;DEATHS;73.0;A;_Z;_Z;_Z
838409;55909;;_T;2020;ES61;DEATHS;171.0;A;_Z;_Z;_Z
838409;55910;838410;M;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838409;55910;838410;F;2020;ES61;DEATHS;2.0;A;_Z;_Z;_Z
838409;55910;838410;_T;2020;ES61;DEATHS;5.0;A;_Z;_Z;_Z
838409;55910;838411;M;2020;ES61;DEATHS;2.0;A;_Z;_Z;_Z
838409;55910;838411;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55910;838411;_T;2020;ES61;DEATHS;2.0;A;_Z;_Z;_Z
838409;55910;57731;M;2020;ES61;DEATHS;62.0;A;_Z;_Z;_Z
838409;55910;57731;F;2020;ES61;DEATHS;32.0;A;_Z;_Z;_Z
838409;55910;57731;_T;2020;ES61;DEATHS;94.0;A;_Z;_Z;_Z
838409;55910;;M;2020;ES61;DEATHS;67.0;A;_Z;_Z;_Z
838409;55910;;F;2020;ES61;DEATHS;34.0;A;_Z;_Z;_Z
838409;55910;;_T;2020;ES61;DEATHS;101.0;A;_Z;_Z;_Z
838409;55911;838410;M;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838409;55911;838410;F;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55911;838410;_T;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838409;55911;838411;M;2020;ES61;DEATHS;;A;_Z;_Z;_Z
838409;55911;838411;F;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838409;55911;838411;_T;2020;ES61;DEATHS;3.0;A;_Z;_Z;_Z
838409;55911;57731;M;2020;ES61;DEATHS;50.0;A;_Z;_Z;_Z
