TEMPORAL;LUG_NAC_PADRON;TERRITORIO;SEXO;INDICATOR;OBS_VALUE;FREQ
2021;54887;2512;F;HAB;26.0;A
2021;54887;2513;_T;HAB;162.0;A
2021;54887;2513;M;HAB;70.0;A
2021;54887;2513;F;HAB;92.0;A
2021;54887;2514;_T;HAB;91.0;A
2021;54887;2514;M;HAB;49.0;A
2021;54887;2514;F;HAB;42.0;A
2021;54887;2516;_T;HAB;43.0;A
2021;54887;2516;M;HAB;23.0;A
2021;54887;2516;F;HAB;20.0;A
2021;54887;2517;_T;HAB;38.0;A
2021;54887;2517;M;HAB;22.0;A
2021;54887;2517;F;HAB;16.0;A
2021;54887;2518;_T;HAB;38.0;A
2021;54887;2518;M;HAB;20.0;A
2021;54887;2518;F;HAB;18.0;A
2021;54887;2519;_T;HAB;159.0;A
2021;54887;2519;M;HAB;95.0;A
2021;54887;2519;F;HAB;64.0;A
2021;54887;2520;_T;HAB;365.0;A
2021;54887;2520;M;HAB;167.0;A
2021;54887;2520;F;HAB;198.0;A
2021;54887;2602;_T;HAB;42.0;A
2021;54887;2602;M;HAB;18.0;A
2021;54887;2602;F;HAB;24.0;A
2021;54887;2521;_T;HAB;33.0;A
2021;54887;2521;M;HAB;19.0;A
2021;54887;2521;F;HAB;14.0;A
2021;54887;2522;_T;HAB;55.0;A
2021;54887;2522;M;HAB;28.0;A
2021;54887;2522;F;HAB;27.0;A
2021;54887;2523;_T;HAB;288.0;A
2021;54887;2523;M;HAB;142.0;A
2021;54887;2523;F;HAB;146.0;A
2021;54887;2524;_T;HAB;109.0;A
2021;54887;2524;M;HAB;60.0;A
2021;54887;2524;F;HAB;49.0;A
2021;54887;2526;_T;HAB;62.0;A
2021;54887;2526;M;HAB;30.0;A
2021;54887;2526;F;HAB;32.0;A
2021;54887;2527;_T;HAB;58.0;A
2021;54887;2527;M;HAB;30.0;A
2021;54887;2527;F;HAB;28.0;A
2021;54887;2528;_T;HAB;79.0;A
2021;54887;2528;M;HAB;49.0;A
2021;54887;2528;F;HAB;30.0;A
2021;54887;2529;_T;HAB;122.0;A
2021;54887;2529;M;HAB;56.0;A
2021;54887;2529;F;HAB;66.0;A
2021;54887;2530;_T;HAB;118.0;A
2021;54887;2530;M;HAB;47.0;A
2021;54887;2530;F;HAB;71.0;A
2021;54887;2531;_T;HAB;832.0;A
2021;54887;2531;M;HAB;362.0;A
2021;54887;2531;F;HAB;470.0;A
2021;54887;2544;_T;HAB;293.0;A
2021;54887;2544;M;HAB;136.0;A
2021;54887;2544;F;HAB;157.0;A
2021;54887;2546;_T;HAB;111.0;A
2021;54887;2546;M;HAB;61.0;A
2021;54887;2546;F;HAB;50.0;A
2021;54887;2548;_T;HAB;1548.0;A
2021;54887;2548;M;HAB;697.0;A
2021;54887;2548;F;HAB;851.0;A
2021;54887;2532;_T;HAB;289.0;A
2021;54887;2532;M;HAB;154.0;A
2021;54887;2532;F;HAB;135.0;A
2021;54887;2533;_T;HAB;30.0;A
2021;54887;2533;M;HAB;17.0;A
2021;54887;2533;F;HAB;13.0;A
2021;54887;2534;_T;HAB;46.0;A
2021;54887;2534;M;HAB;20.0;A
2021;54887;2534;F;HAB;26.0;A
2021;54887;2535;_T;HAB;36.0;A
2021;54887;2535;M;HAB;21.0;A
2021;54887;2535;F;HAB;15.0;A
2021;54887;2537;_T;HAB;166.0;A
2021;54887;2537;M;HAB;71.0;A
2021;54887;2537;F;HAB;95.0;A
2021;54887;2538;_T;HAB;66.0;A
2021;54887;2538;M;HAB;27.0;A
2021;54887;2538;F;HAB;39.0;A
2021;54887;2707;_T;HAB;242.0;A
2021;54887;2707;M;HAB;131.0;A
2021;54887;2707;F;HAB;111.0;A
2021;54887;2541;_T;HAB;246.0;A
2021;54887;2541;M;HAB;120.0;A
2021;54887;2541;F;HAB;126.0;A
2021;54887;2542;_T;HAB;632.0;A
2021;54887;2542;M;HAB;324.0;A
2021;54887;2542;F;HAB;308.0;A
2021;54887;2549;_T;HAB;46.0;A
2021;54887;2549;M;HAB;30.0;A
2021;54887;2549;F;HAB;16.0;A
2021;54887;2550;_T;HAB;7.0;A
2021;54887;2550;M;HAB;3.0;A
2021;54887;2550;F;HAB;4.0;A
2021;54887;2551;_T;HAB;38.0;A
2021;54887;2551;M;HAB;16.0;A
2021;54887;2551;F;HAB;22.0;A
2021;54887;2553;_T;HAB;85.0;A
2021;54887;2553;M;HAB;42.0;A
2021;54887;2553;F;HAB;43.0;A
2021;54887;2554;_T;HAB;41.0;A
2021;54887;2554;M;HAB;24.0;A
2021;54887;2554;F;HAB;17.0;A
2021;54887;2555;_T;HAB;175.0;A
2021;54887;2555;M;HAB;80.0;A
2021;54887;2555;F;HAB;95.0;A
2021;54887;2556;_T;HAB;89.0;A
2021;54887;2556;M;HAB;43.0;A
2021;54887;2556;F;HAB;46.0;A
2021;54887;9565;_T;HAB;41.0;A
2021;54887;9565;M;HAB;21.0;A
2021;54887;9565;F;HAB;20.0;A
2021;54887;2557;_T;HAB;26.0;A
2021;54887;2557;M;HAB;13.0;A
2021;54887;2557;F;HAB;13.0;A
2021;54887;2558;_T;HAB;670.0;A
2021;54887;2558;M;HAB;338.0;A
2021;54887;2558;F;HAB;332.0;A
2021;54887;2559;_T;HAB;39.0;A
2021;54887;2559;M;HAB;18.0;A
2021;54887;2559;F;HAB;21.0;A
2021;54887;2561;_T;HAB;3.0;A
2021;54887;2561;M;HAB;3.0;A
2021;54887;2563;_T;HAB;27.0;A
2021;54887;2563;M;HAB;14.0;A
2021;54887;2563;F;HAB;13.0;A
2021;54887;2564;_T;HAB;57.0;A
2021;54887;2564;M;HAB;33.0;A
2021;54887;2564;F;HAB;24.0;A
2021;54887;2565;_T;HAB;135.0;A
2021;54887;2565;M;HAB;89.0;A
2021;54887;2565;F;HAB;46.0;A
2021;54887;2566;_T;HAB;343.0;A
2021;54887;2566;M;HAB;174.0;A
2021;54887;2566;F;HAB;169.0;A
2021;54887;2700;_T;HAB;1842.0;A
2021;54887;2700;M;HAB;890.0;A
2021;54887;2700;F;HAB;952.0;A
2021;54887;2569;_T;HAB;201.0;A
2021;54887;2569;M;HAB;99.0;A
2021;54887;2569;F;HAB;102.0;A
2021;54887;2570;_T;HAB;15.0;A
2021;54887;2570;M;HAB;7.0;A
2021;54887;2570;F;HAB;8.0;A
2021;54887;2571;_T;HAB;428.0;A
2021;54887;2571;M;HAB;217.0;A
2021;54887;2571;F;HAB;211.0;A
2021;54887;2572;_T;HAB;34.0;A
2021;54887;2572;M;HAB;21.0;A
2021;54887;2572;F;HAB;13.0;A
2021;54887;2573;_T;HAB;21.0;A
2021;54887;2573;M;HAB;8.0;A
2021;54887;2573;F;HAB;13.0;A
2021;54887;2574;_T;HAB;26545.0;A
2021;54887;2574;M;HAB;12635.0;A
2021;54887;2574;F;HAB;13910.0;A
2021;54887;2575;_T;HAB;63.0;A
2021;54887;2575;M;HAB;29.0;A
2021;54887;2575;F;HAB;34.0;A
2021;54887;2576;_T;HAB;1297.0;A
2021;54887;2576;M;HAB;715.0;A
2021;54887;2576;F;HAB;582.0;A
2021;54887;2701;_T;HAB;112.0;A
2021;54887;2701;M;HAB;70.0;A
2021;54887;2701;F;HAB;42.0;A
2021;54887;2580;_T;HAB;1744.0;A
2021;54887;2580;M;HAB;1025.0;A
2021;54887;2580;F;HAB;719.0;A
2021;54887;2581;_T;HAB;199.0;A
2021;54887;2581;M;HAB;86.0;A
2021;54887;2581;F;HAB;113.0;A
2021;54887;2582;_T;HAB;84.0;A
2021;54887;2582;M;HAB;36.0;A
2021;54887;2582;F;HAB;48.0;A
2021;54887;2583;_T;HAB;15.0;A
2021;54887;2583;M;HAB;4.0;A
2021;54887;2583;F;HAB;11.0;A
2021;54887;2584;_T;HAB;163.0;A
2021;54887;2584;M;HAB;84.0;A
2021;54887;2584;F;HAB;79.0;A
2021;54887;2585;_T;HAB;263.0;A
2021;54887;2585;M;HAB;130.0;A
2021;54887;2585;F;HAB;133.0;A
2021;54887;2586;_T;HAB;78.0;A
2021;54887;2586;M;HAB;29.0;A
2021;54887;2586;F;HAB;49.0;A
2021;54887;2587;_T;HAB;1160.0;A
2021;54887;2587;M;HAB;607.0;A
2021;54887;2587;F;HAB;553.0;A
2021;54887;2588;_T;HAB;865.0;A
2021;54887;2588;M;HAB;418.0;A
2021;54887;2588;F;HAB;447.0;A
2021;54887;2589;_T;HAB;367.0;A
2021;54887;2589;M;HAB;186.0;A
2021;54887;2589;F;HAB;181.0;A
2021;54887;2590;_T;HAB;149.0;A
2021;54887;2590;M;HAB;69.0;A
2021;54887;2590;F;HAB;80.0;A
2021;54887;2592;_T;HAB;243.0;A
2021;54887;2592;M;HAB;140.0;A
2021;54887;2592;F;HAB;103.0;A
2021;54887;2593;_T;HAB;151.0;A
2021;54887;2593;M;HAB;92.0;A
2021;54887;2593;F;HAB;59.0;A
2021;54887;2594;_T;HAB;23.0;A
2021;54887;2594;M;HAB;10.0;A
2021;54887;2594;F;HAB;13.0;A
2021;54887;2595;_T;HAB;28.0;A
2021;54887;2595;M;HAB;10.0;A
2021;54887;2595;F;HAB;18.0;A
2021;54887;2596;_T;HAB;323.0;A
2021;54887;2596;M;HAB;186.0;A
2021;54887;2596;F;HAB;137.0;A
2021;54887;2598;_T;HAB;204.0;A
2021;54887;2598;M;HAB;115.0;A
2021;54887;2598;F;HAB;89.0;A
2021;54887;2599;_T;HAB;17.0;A
2021;54887;2599;M;HAB;10.0;A
2021;54887;2599;F;HAB;7.0;A
2021;54887;2603;_T;HAB;249.0;A
2021;54887;2603;M;HAB;129.0;A
2021;54887;2603;F;HAB;120.0;A
2021;54887;2604;_T;HAB;390.0;A
2021;54887;2604;M;HAB;207.0;A
2021;54887;2604;F;HAB;183.0;A
2021;54887;2605;_T;HAB;20.0;A
2021;54887;2605;M;HAB;12.0;A
2021;54887;2605;F;HAB;8.0;A
2021;54887;2607;_T;HAB;295.0;A
2021;54887;2607;M;HAB;150.0;A
2021;54887;2607;F;HAB;145.0;A
2021;54887;2608;_T;HAB;21.0;A
2021;54887;2608;M;HAB;11.0;A
2021;54887;2608;F;HAB;10.0;A
2021;54887;2609;_T;HAB;13.0;A
2021;54887;2609;M;HAB;9.0;A
2021;54887;2609;F;HAB;4.0;A
2021;54887;2610;_T;HAB;1332.0;A
2021;54887;2610;M;HAB;686.0;A
2021;54887;2610;F;HAB;646.0;A
2021;54887;2611;_T;HAB;6.0;A
2021;54887;2611;F;HAB;6.0;A
2021;54887;2612;_T;HAB;98.0;A
2021;54887;2612;M;HAB;54.0;A
2021;54887;2612;F;HAB;44.0;A
2021;54887;2614;_T;HAB;78.0;A
2021;54887;2614;M;HAB;43.0;A
2021;54887;2614;F;HAB;35.0;A
2021;54887;2616;_T;HAB;1621.0;A
2021;54887;2616;M;HAB;755.0;A
2021;54887;2616;F;HAB;866.0;A
2021;54887;2617;_T;HAB;19.0;A
2021;54887;2617;M;HAB;4.0;A
2021;54887;2617;F;HAB;15.0;A
2021;54887;2621;_T;HAB;184.0;A
2021;54887;2621;M;HAB;91.0;A
2021;54887;2621;F;HAB;93.0;A
2021;54887;2622;_T;HAB;319.0;A
2021;54887;2622;M;HAB;179.0;A
2021;54887;2622;F;HAB;140.0;A
2021;54887;2623;_T;HAB;796.0;A
2021;54887;2623;M;HAB;362.0;A
2021;54887;2623;F;HAB;434.0;A
2021;54887;2624;_T;HAB;374.0;A
2021;54887;2624;M;HAB;252.0;A
2021;54887;2624;F;HAB;122.0;A
2021;54887;2625;_T;HAB;36.0;A
2021;54887;2625;M;HAB;19.0;A
2021;54887;2625;F;HAB;17.0;A
2021;54887;2626;_T;HAB;92.0;A
2021;54887;2626;M;HAB;59.0;A
2021;54887;2626;F;HAB;33.0;A
2021;54887;2627;_T;HAB;174.0;A
2021;54887;2627;M;HAB;77.0;A
2021;54887;2627;F;HAB;97.0;A
2021;54887;2704;_T;HAB;18.0;A
2021;54887;2704;M;HAB;11.0;A
2021;54887;2704;F;HAB;7.0;A
2021;54887;2629;_T;HAB;6827.0;A
2021;54887;2629;M;HAB;3455.0;A
2021;54887;2629;F;HAB;3372.0;A
2021;54887;2630;_T;HAB;43.0;A
2021;54887;2630;M;HAB;24.0;A
2021;54887;2630;F;HAB;19.0;A
2021;54887;2698;_T;HAB;108.0;A
2021;54887;2698;M;HAB;56.0;A
2021;54887;2698;F;HAB;52.0;A
2021;54887;2632;_T;HAB;137.0;A
2021;54887;2632;M;HAB;75.0;A
2021;54887;2632;F;HAB;62.0;A
2021;54887;2633;_T;HAB;43.0;A
2021;54887;2633;M;HAB;19.0;A
2021;54887;2633;F;HAB;24.0;A
2021;54887;2634;_T;HAB;1024.0;A
2021;54887;2634;M;HAB;468.0;A
2021;54887;2634;F;HAB;556.0;A
2021;54887;2635;_T;HAB;139.0;A
2021;54887;2635;M;HAB;73.0;A
2021;54887;2635;F;HAB;66.0;A
2021;54887;2636;_T;HAB;1573.0;A
2021;54887;2636;M;HAB;768.0;A
2021;54887;2636;F;HAB;805.0;A
2021;54887;2637;_T;HAB;132.0;A
2021;54887;2637;M;HAB;71.0;A
2021;54887;2637;F;HAB;61.0;A
2021;54887;2639;_T;HAB;719.0;A
2021;54887;2639;M;HAB;331.0;A
2021;54887;2639;F;HAB;388.0;A
2021;54887;2640;_T;HAB;34.0;A
2021;54887;2640;M;HAB;20.0;A
2021;54887;2640;F;HAB;14.0;A
2021;54887;2641;_T;HAB;39.0;A
2021;54887;2641;M;HAB;20.0;A
2021;54887;2641;F;HAB;19.0;A
2021;54887;2642;_T;HAB;576.0;A
2021;54887;2642;M;HAB;262.0;A
2021;54887;2642;F;HAB;314.0;A
2021;54887;2643;_T;HAB;48.0;A
2021;54887;2643;M;HAB;26.0;A
2021;54887;2643;F;HAB;22.0;A
2021;54887;2705;_T;HAB;111.0;A
2021;54887;2705;M;HAB;63.0;A
2021;54887;2705;F;HAB;48.0;A
2021;54887;2646;_T;HAB;109.0;A
2021;54887;2646;M;HAB;49.0;A
2021;54887;2646;F;HAB;60.0;A
2021;54887;2647;_T;HAB;379.0;A
2021;54887;2647;M;HAB;198.0;A
2021;54887;2647;F;HAB;181.0;A
2021;54887;2648;_T;HAB;67.0;A
2021;54887;2648;M;HAB;41.0;A
2021;54887;2648;F;HAB;26.0;A
2021;54887;2650;_T;HAB;9.0;A
2021;54887;2650;M;HAB;6.0;A
2021;54887;2650;F;HAB;3.0;A
2021;54887;2651;_T;HAB;600.0;A
2021;54887;2651;M;HAB;369.0;A
2021;54887;2651;F;HAB;231.0;A
2021;54887;2652;_T;HAB;39.0;A
2021;54887;2652;M;HAB;21.0;A
2021;54887;2652;F;HAB;18.0;A
2021;54887;2653;_T;HAB;143.0;A
2021;54887;2653;M;HAB;72.0;A
2021;54887;2653;F;HAB;71.0;A
2021;54887;2654;_T;HAB;259.0;A
2021;54887;2654;M;HAB;134.0;A
2021;54887;2654;F;HAB;125.0;A
2021;54887;2656;_T;HAB;70.0;A
2021;54887;2656;M;HAB;36.0;A
2021;54887;2656;F;HAB;34.0;A
2021;54887;2657;_T;HAB;81.0;A
2021;54887;2657;M;HAB;40.0;A
2021;54887;2657;F;HAB;41.0;A
2021;54887;2659;_T;HAB;71.0;A
2021;54887;2659;M;HAB;40.0;A
2021;54887;2659;F;HAB;31.0;A
2021;54887;2660;_T;HAB;83.0;A
2021;54887;2660;M;HAB;39.0;A
2021;54887;2660;F;HAB;44.0;A
2021;54887;2662;_T;HAB;1699.0;A
2021;54887;2662;M;HAB;811.0;A
2021;54887;2662;F;HAB;888.0;A
2021;54887;2663;_T;HAB;47.0;A
2021;54887;2663;M;HAB;22.0;A
2021;54887;2663;F;HAB;25.0;A
2021;54887;2664;_T;HAB;1165.0;A
2021;54887;2664;M;HAB;587.0;A
2021;54887;2664;F;HAB;578.0;A
2021;54887;2665;_T;HAB;38.0;A
2021;54887;2665;M;HAB;18.0;A
2021;54887;2665;F;HAB;20.0;A
2021;54887;2666;_T;HAB;121.0;A
2021;54887;2666;M;HAB;67.0;A
2021;54887;2666;F;HAB;54.0;A
2021;54887;2696;_T;HAB;180.0;A
2021;54887;2696;M;HAB;85.0;A
2021;54887;2696;F;HAB;95.0;A
2021;54887;2667;_T;HAB;38.0;A
2021;54887;2667;M;HAB;18.0;A
2021;54887;2667;F;HAB;20.0;A
2021;54887;280350;_T;HAB;642.0;A
2021;54887;280350;M;HAB;347.0;A
2021;54887;280350;F;HAB;295.0;A
2021;54887;2668;_T;HAB;86.0;A
2021;54887;2668;M;HAB;51.0;A
2021;54887;2668;F;HAB;35.0;A
2021;54887;2669;_T;HAB;30.0;A
2021;54887;2669;M;HAB;11.0;A
2021;54887;2669;F;HAB;19.0;A
2021;54887;2670;_T;HAB;33.0;A
2021;54887;2670;M;HAB;17.0;A
2021;54887;2670;F;HAB;16.0;A
2021;54887;2671;_T;HAB;215.0;A
2021;54887;2671;M;HAB;102.0;A
2021;54887;2671;F;HAB;113.0;A
2021;54887;2709;_T;HAB;61.0;A
2021;54887;2709;M;HAB;26.0;A
2021;54887;2709;F;HAB;35.0;A
2021;54887;2697;_T;HAB;103.0;A
2021;54887;2697;M;HAB;54.0;A
2021;54887;2697;F;HAB;49.0;A
2021;54887;2702;_T;HAB;116.0;A
2021;54887;2702;M;HAB;49.0;A
2021;54887;2702;F;HAB;67.0;A
2021;54887;2672;_T;HAB;90.0;A
2021;54887;2672;M;HAB;56.0;A
2021;54887;2672;F;HAB;34.0;A
2021;54887;2706;_T;HAB;764.0;A
2021;54887;2706;M;HAB;377.0;A
2021;54887;2706;F;HAB;387.0;A
2021;54887;2673;_T;HAB;353.0;A
2021;54887;2673;M;HAB;181.0;A
2021;54887;2673;F;HAB;172.0;A
2021;54887;2674;_T;HAB;43.0;A
2021;54887;2674;M;HAB;25.0;A
2021;54887;2674;F;HAB;18.0;A
2021;54887;2638;_T;HAB;529.0;A
2021;54887;2638;M;HAB;255.0;A
2021;54887;2638;F;HAB;274.0;A
2021;54887;2703;_T;HAB;95.0;A
2021;54887;2703;M;HAB;49.0;A
2021;54887;2703;F;HAB;46.0;A
2021;54887;2676;_T;HAB;15.0;A
2021;54887;2676;M;HAB;5.0;A
2021;54887;2676;F;HAB;10.0;A
2021;54887;2677;_T;HAB;88.0;A
2021;54887;2677;M;HAB;38.0;A
2021;54887;2677;F;HAB;50.0;A
2021;54887;2678;_T;HAB;68.0;A
2021;54887;2678;M;HAB;34.0;A
2021;54887;2678;F;HAB;34.0;A
2021;54887;2681;_T;HAB;439.0;A
2021;54887;2681;M;HAB;257.0;A
2021;54887;2681;F;HAB;182.0;A
2021;54887;2708;_T;HAB;106.0;A
2021;54887;2708;M;HAB;87.0;A
2021;54887;2708;F;HAB;19.0;A
2021;54887;2682;_T;HAB;1422.0;A
2021;54887;2682;M;HAB;666.0;A
2021;54887;2682;F;HAB;756.0;A
2021;54887;2683;_T;HAB;260.0;A
2021;54887;2683;M;HAB;120.0;A
2021;54887;2683;F;HAB;140.0;A
2021;54887;ES615;_T;HAB;54875.0;A
2021;54887;ES615;M;HAB;26532.0;A
2021;54887;ES615;F;HAB;28343.0;A
2021;54887;2714;_T;HAB;74.0;A
2021;54887;2714;M;HAB;36.0;A
2021;54887;2714;F;HAB;38.0;A
2021;54887;2715;_T;HAB;1163.0;A
2021;54887;2715;M;HAB;526.0;A
2021;54887;2715;F;HAB;637.0;A
2021;54887;2716;_T;HAB;40.0;A
2021;54887;2716;M;HAB;22.0;A
2021;54887;2716;F;HAB;18.0;A
2021;54887;2717;_T;HAB;53.0;A
2021;54887;2717;M;HAB;26.0;A
2021;54887;2717;F;HAB;27.0;A
2021;54887;2718;_T;HAB;5112.0;A
2021;54887;2718;M;HAB;2136.0;A
2021;54887;2718;F;HAB;2976.0;A
2021;54887;2719;_T;HAB;177.0;A
2021;54887;2719;M;HAB;80.0;A
2021;54887;2719;F;HAB;97.0;A
2021;54887;2720;_T;HAB;356.0;A
2021;54887;2720;M;HAB;169.0;A
2021;54887;2720;F;HAB;187.0;A
2021;54887;2721;_T;HAB;37.0;A
2021;54887;2721;M;HAB;16.0;A
2021;54887;2721;F;HAB;21.0;A
2021;54887;2722;_T;HAB;12.0;A
2021;54887;2722;M;HAB;3.0;A
2021;54887;2722;F;HAB;9.0;A
2021;54887;2723;_T;HAB;3371.0;A
2021;54887;2723;M;HAB;1758.0;A
2021;54887;2723;F;HAB;1613.0;A
2021;54887;2724;_T;HAB;293.0;A
2021;54887;2724;M;HAB;134.0;A
2021;54887;2724;F;HAB;159.0;A
2021;54887;2725;_T;HAB;11.0;A
2021;54887;2725;M;HAB;5.0;A
2021;54887;2725;F;HAB;6.0;A
2021;54887;2726;_T;HAB;1443.0;A
2021;54887;2726;M;HAB;657.0;A
2021;54887;2726;F;HAB;786.0;A
2021;54887;2727;_T;HAB;967.0;A
2021;54887;2727;M;HAB;463.0;A
2021;54887;2727;F;HAB;504.0;A
2021;54887;2728;_T;HAB;23.0;A
2021;54887;2728;M;HAB;10.0;A
2021;54887;2728;F;HAB;13.0;A
2021;54887;2729;_T;HAB;29.0;A
2021;54887;2729;M;HAB;9.0;A
2021;54887;2729;F;HAB;20.0;A
2021;54887;2730;_T;HAB;68.0;A
2021;54887;2730;M;HAB;27.0;A
2021;54887;2730;F;HAB;41.0;A
2021;54887;2731;_T;HAB;53.0;A
2021;54887;2731;M;HAB;22.0;A
2021;54887;2731;F;HAB;31.0;A
2021;54887;2732;_T;HAB;27.0;A
2021;54887;2732;M;HAB;15.0;A
2021;54887;2732;F;HAB;12.0;A
2021;54887;2733;_T;HAB;5.0;A
2021;54887;2733;M;HAB;2.0;A
2021;54887;2733;F;HAB;3.0;A
2021;54887;2734;_T;HAB;4277.0;A
2021;54887;2734;M;HAB;2205.0;A
2021;54887;2734;F;HAB;2072.0;A
2021;54887;2735;_T;HAB;29.0;A
2021;54887;2735;M;HAB;11.0;A
2021;54887;2735;F;HAB;18.0;A
2021;54887;2736;_T;HAB;42.0;A
2021;54887;2736;M;HAB;27.0;A
2021;54887;2736;F;HAB;15.0;A
2021;54887;2743;_T;HAB;44.0;A
2021;54887;2743;M;HAB;15.0;A
2021;54887;2743;F;HAB;29.0;A
2021;54887;2737;_T;HAB;43.0;A
2021;54887;2737;M;HAB;29.0;A
2021;54887;2737;F;HAB;14.0;A
2021;54887;2738;_T;HAB;151.0;A
2021;54887;2738;M;HAB;75.0;A
2021;54887;2738;F;HAB;76.0;A
2021;54887;2739;_T;HAB;13.0;A
2021;54887;2739;M;HAB;8.0;A
2021;54887;2739;F;HAB;5.0;A
2021;54887;2740;_T;HAB;4.0;A
2021;54887;2740;M;HAB;4.0;A
2021;54887;2741;_T;HAB;4.0;A
2021;54887;2741;M;HAB;3.0;A
2021;54887;2741;F;HAB;1.0;A
2021;54887;2742;_T;HAB;48.0;A
2021;54887;2742;M;HAB;13.0;A
2021;54887;2742;F;HAB;35.0;A
2021;54887;2744;_T;HAB;24.0;A
2021;54887;2744;M;HAB;9.0;A
2021;54887;2744;F;HAB;15.0;A
2021;54887;2745;_T;HAB;74.0;A
2021;54887;2745;M;HAB;33.0;A
2021;54887;2745;F;HAB;41.0;A
2021;54887;2746;_T;HAB;41.0;A
2021;54887;2746;M;HAB;19.0;A
2021;54887;2746;F;HAB;22.0;A
2021;54887;2747;_T;HAB;61.0;A
2021;54887;2747;M;HAB;30.0;A
2021;54887;2747;F;HAB;31.0;A
2021;54887;2748;_T;HAB;897.0;A
2021;54887;2748;M;HAB;381.0;A
2021;54887;2748;F;HAB;516.0;A
2021;54887;2749;_T;HAB;14.0;A
2021;54887;2749;M;HAB;6.0;A
2021;54887;2749;F;HAB;8.0;A
2021;54887;2750;_T;HAB;47.0;A
2021;54887;2750;M;HAB;24.0;A
2021;54887;2750;F;HAB;23.0;A
2021;54887;2751;_T;HAB;49.0;A
2021;54887;2751;M;HAB;23.0;A
2021;54887;2751;F;HAB;26.0;A
2021;54887;2752;_T;HAB;1.0;A
2021;54887;2752;F;HAB;1.0;A
2021;54887;2753;_T;HAB;247.0;A
2021;54887;2753;M;HAB;118.0;A
2021;54887;2753;F;HAB;129.0;A
2021;54887;2754;_T;HAB;9875.0;A
2021;54887;2754;M;HAB;4585.0;A
2021;54887;2754;F;HAB;5290.0;A
2021;54887;2755;_T;HAB;2269.0;A
