TEMPORAL;NACIONALIDAD;TERRITORIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2006;OTHER_SPAIN;ES611;M;Y85-89;HAB;47.0;A
2006;OTHER_SPAIN;ES611;M;Y90-94;HAB;18.0;A
2006;OTHER_SPAIN;ES611;M;Y95-99;HAB;1.0;A
2006;OTHER_SPAIN;ES611;M;Y_GE100;HAB;1.0;A
2006;OTHER_SPAIN;ES611;F;TOTAL;HAB;41832.0;A
2006;OTHER_SPAIN;ES611;F;Y1-4;HAB;2510.0;A
2006;OTHER_SPAIN;ES611;F;Y5-9;HAB;2487.0;A
2006;OTHER_SPAIN;ES611;F;Y10-14;HAB;2536.0;A
2006;OTHER_SPAIN;ES611;F;Y15-19;HAB;2483.0;A
2006;OTHER_SPAIN;ES611;F;Y20-24;HAB;4275.0;A
2006;OTHER_SPAIN;ES611;F;Y25-29;HAB;6028.0;A
2006;OTHER_SPAIN;ES611;F;Y30-34;HAB;5239.0;A
2006;OTHER_SPAIN;ES611;F;Y35-39;HAB;4063.0;A
2006;OTHER_SPAIN;ES611;F;Y40-44;HAB;2974.0;A
2006;OTHER_SPAIN;ES611;F;Y45-49;HAB;2304.0;A
2006;OTHER_SPAIN;ES611;F;Y50-54;HAB;1769.0;A
2006;OTHER_SPAIN;ES611;F;Y55-59;HAB;1768.0;A
2006;OTHER_SPAIN;ES611;F;Y60-64;HAB;1401.0;A
2006;OTHER_SPAIN;ES611;F;Y65-69;HAB;981.0;A
2006;OTHER_SPAIN;ES611;F;Y70-74;HAB;530.0;A
2006;OTHER_SPAIN;ES611;F;Y75-79;HAB;278.0;A
2006;OTHER_SPAIN;ES611;F;Y80-84;HAB;126.0;A
2006;OTHER_SPAIN;ES611;F;Y85-89;HAB;47.0;A
2006;OTHER_SPAIN;ES611;F;Y90-94;HAB;23.0;A
2006;OTHER_SPAIN;ES611;F;Y95-99;HAB;9.0;A
2006;OTHER_SPAIN;ES611;F;Y_GE100;HAB;1.0;A
2006;OTHER_SPAIN;ES612;_T;TOTAL;HAB;31869.0;A
2006;OTHER_SPAIN;ES612;_T;Y1-4;HAB;1345.0;A
2006;OTHER_SPAIN;ES612;_T;Y5-9;HAB;1651.0;A
2006;OTHER_SPAIN;ES612;_T;Y10-14;HAB;1703.0;A
2006;OTHER_SPAIN;ES612;_T;Y15-19;HAB;1502.0;A
2006;OTHER_SPAIN;ES612;_T;Y20-24;HAB;2522.0;A
2006;OTHER_SPAIN;ES612;_T;Y25-29;HAB;3823.0;A
2006;OTHER_SPAIN;ES612;_T;Y30-34;HAB;4045.0;A
2006;OTHER_SPAIN;ES612;_T;Y35-39;HAB;3899.0;A
2006;OTHER_SPAIN;ES612;_T;Y40-44;HAB;3034.0;A
2006;OTHER_SPAIN;ES612;_T;Y45-49;HAB;2292.0;A
2006;OTHER_SPAIN;ES612;_T;Y50-54;HAB;1675.0;A
2006;OTHER_SPAIN;ES612;_T;Y55-59;HAB;1381.0;A
2006;OTHER_SPAIN;ES612;_T;Y60-64;HAB;1131.0;A
2006;OTHER_SPAIN;ES612;_T;Y65-69;HAB;798.0;A
2006;OTHER_SPAIN;ES612;_T;Y70-74;HAB;491.0;A
2006;OTHER_SPAIN;ES612;_T;Y75-79;HAB;283.0;A
2006;OTHER_SPAIN;ES612;_T;Y80-84;HAB;182.0;A
2006;OTHER_SPAIN;ES612;_T;Y85-89;HAB;71.0;A
2006;OTHER_SPAIN;ES612;_T;Y90-94;HAB;30.0;A
2006;OTHER_SPAIN;ES612;_T;Y95-99;HAB;7.0;A
2006;OTHER_SPAIN;ES612;_T;Y_GE100;HAB;4.0;A
2006;OTHER_SPAIN;ES612;M;TOTAL;HAB;16224.0;A
2006;OTHER_SPAIN;ES612;M;Y1-4;HAB;676.0;A
2006;OTHER_SPAIN;ES612;M;Y5-9;HAB;873.0;A
2006;OTHER_SPAIN;ES612;M;Y10-14;HAB;877.0;A
2006;OTHER_SPAIN;ES612;M;Y15-19;HAB;757.0;A
2006;OTHER_SPAIN;ES612;M;Y20-24;HAB;1135.0;A
2006;OTHER_SPAIN;ES612;M;Y25-29;HAB;1785.0;A
2006;OTHER_SPAIN;ES612;M;Y30-34;HAB;2004.0;A
2006;OTHER_SPAIN;ES612;M;Y35-39;HAB;2045.0;A
2006;OTHER_SPAIN;ES612;M;Y40-44;HAB;1645.0;A
2006;OTHER_SPAIN;ES612;M;Y45-49;HAB;1209.0;A
2006;OTHER_SPAIN;ES612;M;Y50-54;HAB;877.0;A
2006;OTHER_SPAIN;ES612;M;Y55-59;HAB;734.0;A
2006;OTHER_SPAIN;ES612;M;Y60-64;HAB;603.0;A
2006;OTHER_SPAIN;ES612;M;Y65-69;HAB;451.0;A
2006;OTHER_SPAIN;ES612;M;Y70-74;HAB;281.0;A
2006;OTHER_SPAIN;ES612;M;Y75-79;HAB;143.0;A
2006;OTHER_SPAIN;ES612;M;Y80-84;HAB;82.0;A
2006;OTHER_SPAIN;ES612;M;Y85-89;HAB;36.0;A
2006;OTHER_SPAIN;ES612;M;Y90-94;HAB;8.0;A
2006;OTHER_SPAIN;ES612;M;Y_GE100;HAB;3.0;A
2006;OTHER_SPAIN;ES612;F;TOTAL;HAB;15645.0;A
2006;OTHER_SPAIN;ES612;F;Y1-4;HAB;669.0;A
2006;OTHER_SPAIN;ES612;F;Y5-9;HAB;778.0;A
2006;OTHER_SPAIN;ES612;F;Y10-14;HAB;826.0;A
2006;OTHER_SPAIN;ES612;F;Y15-19;HAB;745.0;A
2006;OTHER_SPAIN;ES612;F;Y20-24;HAB;1387.0;A
2006;OTHER_SPAIN;ES612;F;Y25-29;HAB;2038.0;A
2006;OTHER_SPAIN;ES612;F;Y30-34;HAB;2041.0;A
2006;OTHER_SPAIN;ES612;F;Y35-39;HAB;1854.0;A
2006;OTHER_SPAIN;ES612;F;Y40-44;HAB;1389.0;A
2006;OTHER_SPAIN;ES612;F;Y45-49;HAB;1083.0;A
2006;OTHER_SPAIN;ES612;F;Y50-54;HAB;798.0;A
2006;OTHER_SPAIN;ES612;F;Y55-59;HAB;647.0;A
2006;OTHER_SPAIN;ES612;F;Y60-64;HAB;528.0;A
2006;OTHER_SPAIN;ES612;F;Y65-69;HAB;347.0;A
2006;OTHER_SPAIN;ES612;F;Y70-74;HAB;210.0;A
2006;OTHER_SPAIN;ES612;F;Y75-79;HAB;140.0;A
2006;OTHER_SPAIN;ES612;F;Y80-84;HAB;100.0;A
2006;OTHER_SPAIN;ES612;F;Y85-89;HAB;35.0;A
2006;OTHER_SPAIN;ES612;F;Y90-94;HAB;22.0;A
2006;OTHER_SPAIN;ES612;F;Y95-99;HAB;7.0;A
2006;OTHER_SPAIN;ES612;F;Y_GE100;HAB;1.0;A
2006;OTHER_SPAIN;ES613;_T;TOTAL;HAB;15397.0;A
2006;OTHER_SPAIN;ES613;_T;Y1-4;HAB;514.0;A
2006;OTHER_SPAIN;ES613;_T;Y5-9;HAB;753.0;A
2006;OTHER_SPAIN;ES613;_T;Y10-14;HAB;707.0;A
2006;OTHER_SPAIN;ES613;_T;Y15-19;HAB;908.0;A
2006;OTHER_SPAIN;ES613;_T;Y20-24;HAB;1831.0;A
2006;OTHER_SPAIN;ES613;_T;Y25-29;HAB;2730.0;A
2006;OTHER_SPAIN;ES613;_T;Y30-34;HAB;2418.0;A
2006;OTHER_SPAIN;ES613;_T;Y35-39;HAB;1887.0;A
2006;OTHER_SPAIN;ES613;_T;Y40-44;HAB;1263.0;A
2006;OTHER_SPAIN;ES613;_T;Y45-49;HAB;927.0;A
2006;OTHER_SPAIN;ES613;_T;Y50-54;HAB;589.0;A
2006;OTHER_SPAIN;ES613;_T;Y55-59;HAB;338.0;A
2006;OTHER_SPAIN;ES613;_T;Y60-64;HAB;231.0;A
2006;OTHER_SPAIN;ES613;_T;Y65-69;HAB;159.0;A
2006;OTHER_SPAIN;ES613;_T;Y70-74;HAB;73.0;A
2006;OTHER_SPAIN;ES613;_T;Y75-79;HAB;33.0;A
2006;OTHER_SPAIN;ES613;_T;Y80-84;HAB;23.0;A
2006;OTHER_SPAIN;ES613;_T;Y85-89;HAB;8.0;A
2006;OTHER_SPAIN;ES613;_T;Y90-94;HAB;3.0;A
2006;OTHER_SPAIN;ES613;_T;Y95-99;HAB;2.0;A
2006;OTHER_SPAIN;ES613;M;TOTAL;HAB;8150.0;A
2006;OTHER_SPAIN;ES613;M;Y1-4;HAB;272.0;A
2006;OTHER_SPAIN;ES613;M;Y5-9;HAB;383.0;A
2006;OTHER_SPAIN;ES613;M;Y10-14;HAB;356.0;A
2006;OTHER_SPAIN;ES613;M;Y15-19;HAB;488.0;A
2006;OTHER_SPAIN;ES613;M;Y20-24;HAB;994.0;A
2006;OTHER_SPAIN;ES613;M;Y25-29;HAB;1547.0;A
2006;OTHER_SPAIN;ES613;M;Y30-34;HAB;1315.0;A
2006;OTHER_SPAIN;ES613;M;Y35-39;HAB;1010.0;A
2006;OTHER_SPAIN;ES613;M;Y40-44;HAB;651.0;A
2006;OTHER_SPAIN;ES613;M;Y45-49;HAB;454.0;A
2006;OTHER_SPAIN;ES613;M;Y50-54;HAB;283.0;A
2006;OTHER_SPAIN;ES613;M;Y55-59;HAB;159.0;A
2006;OTHER_SPAIN;ES613;M;Y60-64;HAB;104.0;A
2006;OTHER_SPAIN;ES613;M;Y65-69;HAB;74.0;A
2006;OTHER_SPAIN;ES613;M;Y70-74;HAB;30.0;A
2006;OTHER_SPAIN;ES613;M;Y75-79;HAB;13.0;A
2006;OTHER_SPAIN;ES613;M;Y80-84;HAB;10.0;A
2006;OTHER_SPAIN;ES613;M;Y85-89;HAB;3.0;A
2006;OTHER_SPAIN;ES613;M;Y90-94;HAB;2.0;A
2006;OTHER_SPAIN;ES613;M;Y95-99;HAB;2.0;A
2006;OTHER_SPAIN;ES613;F;TOTAL;HAB;7247.0;A
2006;OTHER_SPAIN;ES613;F;Y1-4;HAB;242.0;A
2006;OTHER_SPAIN;ES613;F;Y5-9;HAB;370.0;A
2006;OTHER_SPAIN;ES613;F;Y10-14;HAB;351.0;A
2006;OTHER_SPAIN;ES613;F;Y15-19;HAB;420.0;A
2006;OTHER_SPAIN;ES613;F;Y20-24;HAB;837.0;A
2006;OTHER_SPAIN;ES613;F;Y25-29;HAB;1183.0;A
2006;OTHER_SPAIN;ES613;F;Y30-34;HAB;1103.0;A
2006;OTHER_SPAIN;ES613;F;Y35-39;HAB;877.0;A
2006;OTHER_SPAIN;ES613;F;Y40-44;HAB;612.0;A
2006;OTHER_SPAIN;ES613;F;Y45-49;HAB;473.0;A
2006;OTHER_SPAIN;ES613;F;Y50-54;HAB;306.0;A
2006;OTHER_SPAIN;ES613;F;Y55-59;HAB;179.0;A
2006;OTHER_SPAIN;ES613;F;Y60-64;HAB;127.0;A
2006;OTHER_SPAIN;ES613;F;Y65-69;HAB;85.0;A
2006;OTHER_SPAIN;ES613;F;Y70-74;HAB;43.0;A
2006;OTHER_SPAIN;ES613;F;Y75-79;HAB;20.0;A
2006;OTHER_SPAIN;ES613;F;Y80-84;HAB;13.0;A
2006;OTHER_SPAIN;ES613;F;Y85-89;HAB;5.0;A
2006;OTHER_SPAIN;ES613;F;Y90-94;HAB;1.0;A
2006;OTHER_SPAIN;ES614;_T;TOTAL;HAB;43254.0;A
2006;OTHER_SPAIN;ES614;_T;Y1-4;HAB;1502.0;A
2006;OTHER_SPAIN;ES614;_T;Y5-9;HAB;1932.0;A
2006;OTHER_SPAIN;ES614;_T;Y10-14;HAB;1981.0;A
2006;OTHER_SPAIN;ES614;_T;Y15-19;HAB;2305.0;A
2006;OTHER_SPAIN;ES614;_T;Y20-24;HAB;4713.0;A
2006;OTHER_SPAIN;ES614;_T;Y25-29;HAB;6782.0;A
2006;OTHER_SPAIN;ES614;_T;Y30-34;HAB;5891.0;A
2006;OTHER_SPAIN;ES614;_T;Y35-39;HAB;4858.0;A
2006;OTHER_SPAIN;ES614;_T;Y40-44;HAB;3596.0;A
2006;OTHER_SPAIN;ES614;_T;Y45-49;HAB;2648.0;A
2006;OTHER_SPAIN;ES614;_T;Y50-54;HAB;1841.0;A
2006;OTHER_SPAIN;ES614;_T;Y55-59;HAB;1614.0;A
2006;OTHER_SPAIN;ES614;_T;Y60-64;HAB;1197.0;A
2006;OTHER_SPAIN;ES614;_T;Y65-69;HAB;1005.0;A
2006;OTHER_SPAIN;ES614;_T;Y70-74;HAB;604.0;A
2006;OTHER_SPAIN;ES614;_T;Y75-79;HAB;392.0;A
2006;OTHER_SPAIN;ES614;_T;Y80-84;HAB;237.0;A
2006;OTHER_SPAIN;ES614;_T;Y85-89;HAB;102.0;A
2006;OTHER_SPAIN;ES614;_T;Y90-94;HAB;39.0;A
2006;OTHER_SPAIN;ES614;_T;Y95-99;HAB;10.0;A
2006;OTHER_SPAIN;ES614;_T;Y_GE100;HAB;5.0;A
2006;OTHER_SPAIN;ES614;M;TOTAL;HAB;23574.0;A
2006;OTHER_SPAIN;ES614;M;Y1-4;HAB;819.0;A
2006;OTHER_SPAIN;ES614;M;Y5-9;HAB;1016.0;A
2006;OTHER_SPAIN;ES614;M;Y10-14;HAB;1065.0;A
2006;OTHER_SPAIN;ES614;M;Y15-19;HAB;1262.0;A
2006;OTHER_SPAIN;ES614;M;Y20-24;HAB;2479.0;A
2006;OTHER_SPAIN;ES614;M;Y25-29;HAB;3790.0;A
2006;OTHER_SPAIN;ES614;M;Y30-34;HAB;3343.0;A
2006;OTHER_SPAIN;ES614;M;Y35-39;HAB;2779.0;A
2006;OTHER_SPAIN;ES614;M;Y40-44;HAB;1998.0;A
2006;OTHER_SPAIN;ES614;M;Y45-49;HAB;1427.0;A
2006;OTHER_SPAIN;ES614;M;Y50-54;HAB;942.0;A
2006;OTHER_SPAIN;ES614;M;Y55-59;HAB;797.0;A
2006;OTHER_SPAIN;ES614;M;Y60-64;HAB;630.0;A
2006;OTHER_SPAIN;ES614;M;Y65-69;HAB;524.0;A
2006;OTHER_SPAIN;ES614;M;Y70-74;HAB;318.0;A
2006;OTHER_SPAIN;ES614;M;Y75-79;HAB;205.0;A
2006;OTHER_SPAIN;ES614;M;Y80-84;HAB;113.0;A
2006;OTHER_SPAIN;ES614;M;Y85-89;HAB;47.0;A
2006;OTHER_SPAIN;ES614;M;Y90-94;HAB;12.0;A
2006;OTHER_SPAIN;ES614;M;Y95-99;HAB;5.0;A
2006;OTHER_SPAIN;ES614;M;Y_GE100;HAB;3.0;A
2006;OTHER_SPAIN;ES614;F;TOTAL;HAB;19680.0;A
2006;OTHER_SPAIN;ES614;F;Y1-4;HAB;683.0;A
2006;OTHER_SPAIN;ES614;F;Y5-9;HAB;916.0;A
2006;OTHER_SPAIN;ES614;F;Y10-14;HAB;916.0;A
2006;OTHER_SPAIN;ES614;F;Y15-19;HAB;1043.0;A
2006;OTHER_SPAIN;ES614;F;Y20-24;HAB;2234.0;A
2006;OTHER_SPAIN;ES614;F;Y25-29;HAB;2992.0;A
2006;OTHER_SPAIN;ES614;F;Y30-34;HAB;2548.0;A
2006;OTHER_SPAIN;ES614;F;Y35-39;HAB;2079.0;A
2006;OTHER_SPAIN;ES614;F;Y40-44;HAB;1598.0;A
2006;OTHER_SPAIN;ES614;F;Y45-49;HAB;1221.0;A
2006;OTHER_SPAIN;ES614;F;Y50-54;HAB;899.0;A
2006;OTHER_SPAIN;ES614;F;Y55-59;HAB;817.0;A
2006;OTHER_SPAIN;ES614;F;Y60-64;HAB;567.0;A
2006;OTHER_SPAIN;ES614;F;Y65-69;HAB;481.0;A
2006;OTHER_SPAIN;ES614;F;Y70-74;HAB;286.0;A
2006;OTHER_SPAIN;ES614;F;Y75-79;HAB;187.0;A
2006;OTHER_SPAIN;ES614;F;Y80-84;HAB;124.0;A
2006;OTHER_SPAIN;ES614;F;Y85-89;HAB;55.0;A
2006;OTHER_SPAIN;ES614;F;Y90-94;HAB;27.0;A
2006;OTHER_SPAIN;ES614;F;Y95-99;HAB;5.0;A
2006;OTHER_SPAIN;ES614;F;Y_GE100;HAB;2.0;A
2006;OTHER_SPAIN;ES615;_T;TOTAL;HAB;24368.0;A
2006;OTHER_SPAIN;ES615;_T;Y1-4;HAB;793.0;A
2006;OTHER_SPAIN;ES615;_T;Y5-9;HAB;841.0;A
2006;OTHER_SPAIN;ES615;_T;Y10-14;HAB;811.0;A
2006;OTHER_SPAIN;ES615;_T;Y15-19;HAB;1132.0;A
2006;OTHER_SPAIN;ES615;_T;Y20-24;HAB;2842.0;A
2006;OTHER_SPAIN;ES615;_T;Y25-29;HAB;4759.0;A
2006;OTHER_SPAIN;ES615;_T;Y30-34;HAB;3898.0;A
2006;OTHER_SPAIN;ES615;_T;Y35-39;HAB;3121.0;A
2006;OTHER_SPAIN;ES615;_T;Y40-44;HAB;2080.0;A
2006;OTHER_SPAIN;ES615;_T;Y45-49;HAB;1472.0;A
2006;OTHER_SPAIN;ES615;_T;Y50-54;HAB;876.0;A
2006;OTHER_SPAIN;ES615;_T;Y55-59;HAB;603.0;A
2006;OTHER_SPAIN;ES615;_T;Y60-64;HAB;350.0;A
2006;OTHER_SPAIN;ES615;_T;Y65-69;HAB;285.0;A
2006;OTHER_SPAIN;ES615;_T;Y70-74;HAB;197.0;A
2006;OTHER_SPAIN;ES615;_T;Y75-79;HAB;107.0;A
2006;OTHER_SPAIN;ES615;_T;Y80-84;HAB;102.0;A
2006;OTHER_SPAIN;ES615;_T;Y85-89;HAB;58.0;A
2006;OTHER_SPAIN;ES615;_T;Y90-94;HAB;33.0;A
2006;OTHER_SPAIN;ES615;_T;Y95-99;HAB;7.0;A
2006;OTHER_SPAIN;ES615;_T;Y_GE100;HAB;1.0;A
2006;OTHER_SPAIN;ES615;M;TOTAL;HAB;14479.0;A
2006;OTHER_SPAIN;ES615;M;Y1-4;HAB;384.0;A
2006;OTHER_SPAIN;ES615;M;Y5-9;HAB;444.0;A
2006;OTHER_SPAIN;ES615;M;Y10-14;HAB;414.0;A
2006;OTHER_SPAIN;ES615;M;Y15-19;HAB;619.0;A
2006;OTHER_SPAIN;ES615;M;Y20-24;HAB;1708.0;A
2006;OTHER_SPAIN;ES615;M;Y25-29;HAB;3097.0;A
2006;OTHER_SPAIN;ES615;M;Y30-34;HAB;2484.0;A
2006;OTHER_SPAIN;ES615;M;Y35-39;HAB;1844.0;A
2006;OTHER_SPAIN;ES615;M;Y40-44;HAB;1221.0;A
2006;OTHER_SPAIN;ES615;M;Y45-49;HAB;799.0;A
2006;OTHER_SPAIN;ES615;M;Y50-54;HAB;490.0;A
2006;OTHER_SPAIN;ES615;M;Y55-59;HAB;347.0;A
2006;OTHER_SPAIN;ES615;M;Y60-64;HAB;198.0;A
2006;OTHER_SPAIN;ES615;M;Y65-69;HAB;157.0;A
2006;OTHER_SPAIN;ES615;M;Y70-74;HAB;124.0;A
2006;OTHER_SPAIN;ES615;M;Y75-79;HAB;58.0;A
2006;OTHER_SPAIN;ES615;M;Y80-84;HAB;51.0;A
2006;OTHER_SPAIN;ES615;M;Y85-89;HAB;24.0;A
2006;OTHER_SPAIN;ES615;M;Y90-94;HAB;13.0;A
2006;OTHER_SPAIN;ES615;M;Y95-99;HAB;2.0;A
2006;OTHER_SPAIN;ES615;M;Y_GE100;HAB;1.0;A
2006;OTHER_SPAIN;ES615;F;TOTAL;HAB;9889.0;A
2006;OTHER_SPAIN;ES615;F;Y1-4;HAB;409.0;A
2006;OTHER_SPAIN;ES615;F;Y5-9;HAB;397.0;A
2006;OTHER_SPAIN;ES615;F;Y10-14;HAB;397.0;A
2006;OTHER_SPAIN;ES615;F;Y15-19;HAB;513.0;A
2006;OTHER_SPAIN;ES615;F;Y20-24;HAB;1134.0;A
2006;OTHER_SPAIN;ES615;F;Y25-29;HAB;1662.0;A
