TEMPORAL;TERRITORIO;SEXO;NACIONALIDAD;EDAD;INDICATOR;OBS_VALUE;FREQ
2016;ES61;_T;TOTAL;TOTAL;HAB;8388107.0;A
2016;ES61;_T;TOTAL;Y_LT15;HAB;1359808.0;A
2016;ES61;_T;TOTAL;Y1-4;HAB;414431.0;A
2016;ES61;_T;TOTAL;Y_LT1;HAB;75866.0;A
2016;ES61;_T;TOTAL;Y1;HAB;81336.0;A
2016;ES61;_T;TOTAL;Y2;HAB;81204.0;A
2016;ES61;_T;TOTAL;Y3;HAB;86570.0;A
2016;ES61;_T;TOTAL;Y4;HAB;89455.0;A
2016;ES61;_T;TOTAL;Y5-9;HAB;485385.0;A
2016;ES61;_T;TOTAL;Y5;HAB;92276.0;A
2016;ES61;_T;TOTAL;Y6;HAB;95197.0;A
2016;ES61;_T;TOTAL;Y7;HAB;101139.0;A
2016;ES61;_T;TOTAL;Y8;HAB;98048.0;A
2016;ES61;_T;TOTAL;Y9;HAB;98725.0;A
2016;ES61;_T;TOTAL;Y10-14;HAB;459992.0;A
2016;ES61;_T;TOTAL;Y10;HAB;95916.0;A
2016;ES61;_T;TOTAL;Y11;HAB;93908.0;A
2016;ES61;_T;TOTAL;Y12;HAB;92055.0;A
2016;ES61;_T;TOTAL;Y13;HAB;88972.0;A
2016;ES61;_T;TOTAL;Y14;HAB;89141.0;A
2016;ES61;_T;TOTAL;Y15-29;HAB;1414386.0;A
2016;ES61;_T;TOTAL;Y15-19;HAB;434358.0;A
2016;ES61;_T;TOTAL;Y15;HAB;89407.0;A
2016;ES61;_T;TOTAL;Y16;HAB;87273.0;A
2016;ES61;_T;TOTAL;Y17;HAB;84723.0;A
2016;ES61;_T;TOTAL;Y18;HAB;86608.0;A
2016;ES61;_T;TOTAL;Y19;HAB;86347.0;A
2016;ES61;_T;TOTAL;Y20-24;HAB;470267.0;A
2016;ES61;_T;TOTAL;Y20;HAB;88262.0;A
2016;ES61;_T;TOTAL;Y21;HAB;90200.0;A
2016;ES61;_T;TOTAL;Y22;HAB;95159.0;A
2016;ES61;_T;TOTAL;Y23;HAB;98236.0;A
2016;ES61;_T;TOTAL;Y24;HAB;98410.0;A
2016;ES61;_T;TOTAL;Y25-29;HAB;509761.0;A
2016;ES61;_T;TOTAL;Y25;HAB;99448.0;A
2016;ES61;_T;TOTAL;Y26;HAB;100448.0;A
2016;ES61;_T;TOTAL;Y27;HAB;101599.0;A
2016;ES61;_T;TOTAL;Y28;HAB;103080.0;A
2016;ES61;_T;TOTAL;Y29;HAB;105186.0;A
2016;ES61;_T;TOTAL;Y30-44;HAB;1974762.0;A
2016;ES61;_T;TOTAL;Y30-34;HAB;587566.0;A
2016;ES61;_T;TOTAL;Y30;HAB;107966.0;A
2016;ES61;_T;TOTAL;Y31;HAB;112960.0;A
2016;ES61;_T;TOTAL;Y32;HAB;116999.0;A
2016;ES61;_T;TOTAL;Y33;HAB;122925.0;A
2016;ES61;_T;TOTAL;Y34;HAB;126716.0;A
2016;ES61;_T;TOTAL;Y35-39;HAB;695642.0;A
