TEMPORAL;TERRITORIO;SEXO;NACIONALIDAD;EDAD;INDICATOR;OBS_VALUE;FREQ
2006;ES61;_T;TOTAL;TOTAL;HAB;7975672.0;A
2006;ES61;_T;TOTAL;Y_LT15;HAB;1295316.0;A
2006;ES61;_T;TOTAL;Y1-4;HAB;420569.0;A
2006;ES61;_T;TOTAL;Y_LT1;HAB;78842.0;A
2006;ES61;_T;TOTAL;Y1;HAB;86748.0;A
2006;ES61;_T;TOTAL;Y2;HAB;85981.0;A
2006;ES61;_T;TOTAL;Y3;HAB;84278.0;A
2006;ES61;_T;TOTAL;Y4;HAB;84720.0;A
2006;ES61;_T;TOTAL;Y5-9;HAB;415516.0;A
2006;ES61;_T;TOTAL;Y5;HAB;84132.0;A
2006;ES61;_T;TOTAL;Y6;HAB;82760.0;A
2006;ES61;_T;TOTAL;Y7;HAB;81589.0;A
2006;ES61;_T;TOTAL;Y8;HAB;83642.0;A
2006;ES61;_T;TOTAL;Y9;HAB;83393.0;A
2006;ES61;_T;TOTAL;Y10-14;HAB;459231.0;A
2006;ES61;_T;TOTAL;Y10;HAB;86358.0;A
2006;ES61;_T;TOTAL;Y11;HAB;87653.0;A
2006;ES61;_T;TOTAL;Y12;HAB;92646.0;A
2006;ES61;_T;TOTAL;Y13;HAB;96577.0;A
2006;ES61;_T;TOTAL;Y14;HAB;95997.0;A
2006;ES61;_T;TOTAL;Y15-29;HAB;1762675.0;A
2006;ES61;_T;TOTAL;Y15-19;HAB;498117.0;A
2006;ES61;_T;TOTAL;Y15;HAB;97975.0;A
2006;ES61;_T;TOTAL;Y16;HAB;98753.0;A
2006;ES61;_T;TOTAL;Y17;HAB;98236.0;A
2006;ES61;_T;TOTAL;Y18;HAB;100241.0;A
2006;ES61;_T;TOTAL;Y19;HAB;102912.0;A
2006;ES61;_T;TOTAL;Y20-24;HAB;578882.0;A
2006;ES61;_T;TOTAL;Y20;HAB;106274.0;A
2006;ES61;_T;TOTAL;Y21;HAB;111336.0;A
2006;ES61;_T;TOTAL;Y22;HAB;115389.0;A
2006;ES61;_T;TOTAL;Y23;HAB;121107.0;A
2006;ES61;_T;TOTAL;Y24;HAB;124776.0;A
2006;ES61;_T;TOTAL;Y25-29;HAB;685676.0;A
2006;ES61;_T;TOTAL;Y25;HAB;132346.0;A
2006;ES61;_T;TOTAL;Y26;HAB;133891.0;A
2006;ES61;_T;TOTAL;Y27;HAB;138652.0;A
2006;ES61;_T;TOTAL;Y28;HAB;139758.0;A
2006;ES61;_T;TOTAL;Y29;HAB;141029.0;A
2006;ES61;_T;TOTAL;Y30-44;HAB;1981271.0;A
2006;ES61;_T;TOTAL;Y30-34;HAB;682958.0;A
2006;ES61;_T;TOTAL;Y30;HAB;140041.0;A
2006;ES61;_T;TOTAL;Y31;HAB;137964.0;A
2006;ES61;_T;TOTAL;Y32;HAB;135759.0;A
2006;ES61;_T;TOTAL;Y33;HAB;135905.0;A
2006;ES61;_T;TOTAL;Y34;HAB;133289.0;A
2006;ES61;_T;TOTAL;Y35-39;HAB;667960.0;A
2006;ES61;_T;TOTAL;Y35;HAB;133655.0;A
2006;ES61;_T;TOTAL;Y36;HAB;133062.0;A
2006;ES61;_T;TOTAL;Y37;HAB;133547.0;A
2006;ES61;_T;TOTAL;Y38;HAB;135654.0;A
2006;ES61;_T;TOTAL;Y39;HAB;132042.0;A
2006;ES61;_T;TOTAL;Y40-44;HAB;630353.0;A
2006;ES61;_T;TOTAL;Y40;HAB;131821.0;A
2006;ES61;_T;TOTAL;Y41;HAB;134723.0;A
2006;ES61;_T;TOTAL;Y42;HAB;127127.0;A
2006;ES61;_T;TOTAL;Y43;HAB;119999.0;A
2006;ES61;_T;TOTAL;Y44;HAB;116683.0;A
2006;ES61;_T;TOTAL;Y45-64;HAB;1764134.0;A
2006;ES61;_T;TOTAL;Y45-49;HAB;550195.0;A
2006;ES61;_T;TOTAL;Y45;HAB;118082.0;A
2006;ES61;_T;TOTAL;Y46;HAB;113439.0;A
2006;ES61;_T;TOTAL;Y47;HAB;112333.0;A
2006;ES61;_T;TOTAL;Y48;HAB;108146.0;A
2006;ES61;_T;TOTAL;Y49;HAB;98195.0;A
2006;ES61;_T;TOTAL;Y50-54;HAB;448895.0;A
2006;ES61;_T;TOTAL;Y50;HAB;95539.0;A
2006;ES61;_T;TOTAL;Y51;HAB;89907.0;A
2006;ES61;_T;TOTAL;Y52;HAB;91133.0;A
2006;ES61;_T;TOTAL;Y53;HAB;89561.0;A
2006;ES61;_T;TOTAL;Y54;HAB;82755.0;A
2006;ES61;_T;TOTAL;Y55-59;HAB;402847.0;A
2006;ES61;_T;TOTAL;Y55;HAB;76365.0;A
2006;ES61;_T;TOTAL;Y56;HAB;82576.0;A
2006;ES61;_T;TOTAL;Y57;HAB;88550.0;A
2006;ES61;_T;TOTAL;Y58;HAB;80809.0;A
2006;ES61;_T;TOTAL;Y59;HAB;74547.0;A
2006;ES61;_T;TOTAL;Y60-64;HAB;362197.0;A
2006;ES61;_T;TOTAL;Y60;HAB;82160.0;A
2006;ES61;_T;TOTAL;Y61;HAB;76655.0;A
2006;ES61;_T;TOTAL;Y62;HAB;79074.0;A
2006;ES61;_T;TOTAL;Y63;HAB;65935.0;A
2006;ES61;_T;TOTAL;Y64;HAB;58373.0;A
2006;ES61;_T;TOTAL;Y65-100;HAB;1172276.0;A
2006;ES61;_T;TOTAL;Y65-69;HAB;322785.0;A
2006;ES61;_T;TOTAL;Y65;HAB;75658.0;A
2006;ES61;_T;TOTAL;Y66;HAB;55729.0;A
2006;ES61;_T;TOTAL;Y67;HAB;58331.0;A
2006;ES61;_T;TOTAL;Y68;HAB;63771.0;A
2006;ES61;_T;TOTAL;Y69;HAB;69296.0;A
2006;ES61;_T;TOTAL;Y70-74;HAB;322768.0;A
2006;ES61;_T;TOTAL;Y70;HAB;66708.0;A
2006;ES61;_T;TOTAL;Y71;HAB;63805.0;A
2006;ES61;_T;TOTAL;Y72;HAB;67114.0;A
2006;ES61;_T;TOTAL;Y73;HAB;64798.0;A
2006;ES61;_T;TOTAL;Y74;HAB;60343.0;A
2006;ES61;_T;TOTAL;Y75-79;HAB;251588.0;A
2006;ES61;_T;TOTAL;Y75;HAB;58466.0;A
2006;ES61;_T;TOTAL;Y76;HAB;54107.0;A
2006;ES61;_T;TOTAL;Y77;HAB;50765.0;A
2006;ES61;_T;TOTAL;Y78;HAB;45070.0;A
2006;ES61;_T;TOTAL;Y79;HAB;43180.0;A
2006;ES61;_T;TOTAL;Y80-84;HAB;162512.0;A
2006;ES61;_T;TOTAL;Y80;HAB;39292.0;A
2006;ES61;_T;TOTAL;Y81;HAB;36036.0;A
2006;ES61;_T;TOTAL;Y82;HAB;32394.0;A
2006;ES61;_T;TOTAL;Y83;HAB;29744.0;A
2006;ES61;_T;TOTAL;Y84;HAB;25046.0;A
2006;ES61;_T;TOTAL;Y85-89;HAB;75071.0;A
2006;ES61;_T;TOTAL;Y85;HAB;22053.0;A
2006;ES61;_T;TOTAL;Y86;HAB;16745.0;A
2006;ES61;_T;TOTAL;Y87;HAB;14487.0;A
2006;ES61;_T;TOTAL;Y88;HAB;11992.0;A
2006;ES61;_T;TOTAL;Y89;HAB;9794.0;A
2006;ES61;_T;TOTAL;Y90-94;HAB;28758.0;A
2006;ES61;_T;TOTAL;Y90;HAB;8473.0;A
2006;ES61;_T;TOTAL;Y91;HAB;7094.0;A
2006;ES61;_T;TOTAL;Y92;HAB;5532.0;A
2006;ES61;_T;TOTAL;Y93;HAB;4319.0;A
2006;ES61;_T;TOTAL;Y94;HAB;3340.0;A
2006;ES61;_T;TOTAL;Y95-99;HAB;7230.0;A
2006;ES61;_T;TOTAL;Y95;HAB;2657.0;A
2006;ES61;_T;TOTAL;Y96;HAB;1752.0;A
2006;ES61;_T;TOTAL;Y97;HAB;1261.0;A
2006;ES61;_T;TOTAL;Y98;HAB;935.0;A
2006;ES61;_T;TOTAL;Y99;HAB;625.0;A
2006;ES61;_T;TOTAL;Y_GE100;HAB;1564.0;A
2006;ES61;_T;ES;TOTAL;HAB;7486744.0;A
2006;ES61;_T;ES;Y_LT15;HAB;1232269.0;A
2006;ES61;_T;ES;Y1-4;HAB;402327.0;A
2006;ES61;_T;ES;Y_LT1;HAB;75718.0;A
2006;ES61;_T;ES;Y1;HAB;82780.0;A
2006;ES61;_T;ES;Y2;HAB;82487.0;A
2006;ES61;_T;ES;Y3;HAB;80473.0;A
2006;ES61;_T;ES;Y4;HAB;80869.0;A
2006;ES61;_T;ES;Y5-9;HAB;393466.0;A
2006;ES61;_T;ES;Y5;HAB;79901.0;A
2006;ES61;_T;ES;Y6;HAB;78391.0;A
2006;ES61;_T;ES;Y7;HAB;77218.0;A
2006;ES61;_T;ES;Y8;HAB;79141.0;A
2006;ES61;_T;ES;Y9;HAB;78815.0;A
2006;ES61;_T;ES;Y10-14;HAB;436476.0;A
2006;ES61;_T;ES;Y10;HAB;81750.0;A
2006;ES61;_T;ES;Y11;HAB;83176.0;A
2006;ES61;_T;ES;Y12;HAB;88036.0;A
2006;ES61;_T;ES;Y13;HAB;92013.0;A
2006;ES61;_T;ES;Y14;HAB;91501.0;A
2006;ES61;_T;ES;Y15-29;HAB;1627455.0;A
2006;ES61;_T;ES;Y15-19;HAB;474723.0;A
2006;ES61;_T;ES;Y15;HAB;93652.0;A
2006;ES61;_T;ES;Y16;HAB;94449.0;A
2006;ES61;_T;ES;Y17;HAB;93819.0;A
2006;ES61;_T;ES;Y18;HAB;95398.0;A
2006;ES61;_T;ES;Y19;HAB;97405.0;A
2006;ES61;_T;ES;Y20-24;HAB;534993.0;A
2006;ES61;_T;ES;Y20;HAB;99904.0;A
2006;ES61;_T;ES;Y21;HAB;103926.0;A
2006;ES61;_T;ES;Y22;HAB;106745.0;A
2006;ES61;_T;ES;Y23;HAB;110990.0;A
2006;ES61;_T;ES;Y24;HAB;113428.0;A
2006;ES61;_T;ES;Y25-29;HAB;617739.0;A
2006;ES61;_T;ES;Y25;HAB;119551.0;A
2006;ES61;_T;ES;Y26;HAB;120507.0;A
2006;ES61;_T;ES;Y27;HAB;124782.0;A
2006;ES61;_T;ES;Y28;HAB;125645.0;A
2006;ES61;_T;ES;Y29;HAB;127254.0;A
2006;ES61;_T;ES;Y30-44;HAB;1823863.0;A
2006;ES61;_T;ES;Y30-34;HAB;619825.0;A
2006;ES61;_T;ES;Y30;HAB;126428.0;A
2006;ES61;_T;ES;Y31;HAB;124926.0;A
2006;ES61;_T;ES;Y32;HAB;123240.0;A
2006;ES61;_T;ES;Y33;HAB;123433.0;A
2006;ES61;_T;ES;Y34;HAB;121798.0;A
2006;ES61;_T;ES;Y35-39;HAB;614469.0;A
2006;ES61;_T;ES;Y35;HAB;121808.0;A
2006;ES61;_T;ES;Y36;HAB;122022.0;A
2006;ES61;_T;ES;Y37;HAB;122595.0;A
2006;ES61;_T;ES;Y38;HAB;125503.0;A
2006;ES61;_T;ES;Y39;HAB;122541.0;A
2006;ES61;_T;ES;Y40-44;HAB;589569.0;A
2006;ES61;_T;ES;Y40;HAB;122796.0;A
2006;ES61;_T;ES;Y41;HAB;126094.0;A
2006;ES61;_T;ES;Y42;HAB;118878.0;A
2006;ES61;_T;ES;Y43;HAB;112219.0;A
2006;ES61;_T;ES;Y44;HAB;109582.0;A
2006;ES61;_T;ES;Y45-64;HAB;1670476.0;A
2006;ES61;_T;ES;Y45-49;HAB;519252.0;A
2006;ES61;_T;ES;Y45;HAB;110977.0;A
2006;ES61;_T;ES;Y46;HAB;106956.0;A
2006;ES61;_T;ES;Y47;HAB;106140.0;A
2006;ES61;_T;ES;Y48;HAB;102416.0;A
2006;ES61;_T;ES;Y49;HAB;92763.0;A
2006;ES61;_T;ES;Y50-54;HAB;425664.0;A
2006;ES61;_T;ES;Y50;HAB;90425.0;A
2006;ES61;_T;ES;Y51;HAB;84975.0;A
2006;ES61;_T;ES;Y52;HAB;86580.0;A
2006;ES61;_T;ES;Y53;HAB;85089.0;A
2006;ES61;_T;ES;Y54;HAB;78595.0;A
2006;ES61;_T;ES;Y55-59;HAB;381806.0;A
2006;ES61;_T;ES;Y55;HAB;72121.0;A
2006;ES61;_T;ES;Y56;HAB;78588.0;A
2006;ES61;_T;ES;Y57;HAB;84144.0;A
2006;ES61;_T;ES;Y58;HAB;76506.0;A
2006;ES61;_T;ES;Y59;HAB;70447.0;A
2006;ES61;_T;ES;Y60-64;HAB;343754.0;A
2006;ES61;_T;ES;Y60;HAB;78403.0;A
2006;ES61;_T;ES;Y61;HAB;72715.0;A
2006;ES61;_T;ES;Y62;HAB;75356.0;A
2006;ES61;_T;ES;Y63;HAB;62275.0;A
2006;ES61;_T;ES;Y64;HAB;55005.0;A
2006;ES61;_T;ES;Y65-100;HAB;1132681.0;A
2006;ES61;_T;ES;Y65-69;HAB;306939.0;A
2006;ES61;_T;ES;Y65;HAB;72132.0;A
2006;ES61;_T;ES;Y66;HAB;52334.0;A
2006;ES61;_T;ES;Y67;HAB;55182.0;A
2006;ES61;_T;ES;Y68;HAB;60804.0;A
2006;ES61;_T;ES;Y69;HAB;66487.0;A
2006;ES61;_T;ES;Y70-74;HAB;312372.0;A
2006;ES61;_T;ES;Y70;HAB;64292.0;A
2006;ES61;_T;ES;Y71;HAB;61519.0;A
2006;ES61;_T;ES;Y72;HAB;65111.0;A
2006;ES61;_T;ES;Y73;HAB;62851.0;A
2006;ES61;_T;ES;Y74;HAB;58599.0;A
2006;ES61;_T;ES;Y75-79;HAB;245056.0;A
2006;ES61;_T;ES;Y75;HAB;56765.0;A
2006;ES61;_T;ES;Y76;HAB;52659.0;A
2006;ES61;_T;ES;Y77;HAB;49554.0;A
2006;ES61;_T;ES;Y78;HAB;43948.0;A
2006;ES61;_T;ES;Y79;HAB;42130.0;A
2006;ES61;_T;ES;Y80-84;HAB;158459.0;A
2006;ES61;_T;ES;Y80;HAB;38261.0;A
2006;ES61;_T;ES;Y81;HAB;35150.0;A
2006;ES61;_T;ES;Y82;HAB;31611.0;A
2006;ES61;_T;ES;Y83;HAB;29059.0;A
2006;ES61;_T;ES;Y84;HAB;24378.0;A
2006;ES61;_T;ES;Y85-89;HAB;73305.0;A
2006;ES61;_T;ES;Y85;HAB;21488.0;A
2006;ES61;_T;ES;Y86;HAB;16349.0;A
2006;ES61;_T;ES;Y87;HAB;14175.0;A
2006;ES61;_T;ES;Y88;HAB;11729.0;A
2006;ES61;_T;ES;Y89;HAB;9564.0;A
2006;ES61;_T;ES;Y90-94;HAB;28006.0;A
2006;ES61;_T;ES;Y90;HAB;8269.0;A
2006;ES61;_T;ES;Y91;HAB;6897.0;A
2006;ES61;_T;ES;Y92;HAB;5388.0;A
2006;ES61;_T;ES;Y93;HAB;4194.0;A
2006;ES61;_T;ES;Y94;HAB;3258.0;A
2006;ES61;_T;ES;Y95-99;HAB;7026.0;A
2006;ES61;_T;ES;Y95;HAB;2588.0;A
2006;ES61;_T;ES;Y96;HAB;1705.0;A
2006;ES61;_T;ES;Y97;HAB;1220.0;A
2006;ES61;_T;ES;Y98;HAB;905.0;A
2006;ES61;_T;ES;Y99;HAB;608.0;A
2006;ES61;_T;ES;Y_GE100;HAB;1518.0;A
2006;ES61;_T;OTHER_SPAIN;TOTAL;HAB;488928.0;A
2006;ES61;_T;OTHER_SPAIN;Y_LT15;HAB;63047.0;A
2006;ES61;_T;OTHER_SPAIN;Y1-4;HAB;18242.0;A
2006;ES61;_T;OTHER_SPAIN;Y_LT1;HAB;3124.0;A
2006;ES61;_T;OTHER_SPAIN;Y1;HAB;3968.0;A
2006;ES61;_T;OTHER_SPAIN;Y2;HAB;3494.0;A
2006;ES61;_T;OTHER_SPAIN;Y3;HAB;3805.0;A
2006;ES61;_T;OTHER_SPAIN;Y4;HAB;3851.0;A
2006;ES61;_T;OTHER_SPAIN;Y5-9;HAB;22050.0;A
2006;ES61;_T;OTHER_SPAIN;Y5;HAB;4231.0;A
2006;ES61;_T;OTHER_SPAIN;Y6;HAB;4369.0;A
2006;ES61;_T;OTHER_SPAIN;Y7;HAB;4371.0;A
2006;ES61;_T;OTHER_SPAIN;Y8;HAB;4501.0;A
2006;ES61;_T;OTHER_SPAIN;Y9;HAB;4578.0;A
2006;ES61;_T;OTHER_SPAIN;Y10-14;HAB;22755.0;A
2006;ES61;_T;OTHER_SPAIN;Y10;HAB;4608.0;A
2006;ES61;_T;OTHER_SPAIN;Y11;HAB;4477.0;A
2006;ES61;_T;OTHER_SPAIN;Y12;HAB;4610.0;A
2006;ES61;_T;OTHER_SPAIN;Y13;HAB;4564.0;A
2006;ES61;_T;OTHER_SPAIN;Y14;HAB;4496.0;A
2006;ES61;_T;OTHER_SPAIN;Y15-29;HAB;135220.0;A
2006;ES61;_T;OTHER_SPAIN;Y15-19;HAB;23394.0;A
2006;ES61;_T;OTHER_SPAIN;Y15;HAB;4323.0;A
2006;ES61;_T;OTHER_SPAIN;Y16;HAB;4304.0;A
2006;ES61;_T;OTHER_SPAIN;Y17;HAB;4417.0;A
2006;ES61;_T;OTHER_SPAIN;Y18;HAB;4843.0;A
2006;ES61;_T;OTHER_SPAIN;Y19;HAB;5507.0;A
2006;ES61;_T;OTHER_SPAIN;Y20-24;HAB;43889.0;A
2006;ES61;_T;OTHER_SPAIN;Y20;HAB;6370.0;A
2006;ES61;_T;OTHER_SPAIN;Y21;HAB;7410.0;A
2006;ES61;_T;OTHER_SPAIN;Y22;HAB;8644.0;A
2006;ES61;_T;OTHER_SPAIN;Y23;HAB;10117.0;A
2006;ES61;_T;OTHER_SPAIN;Y24;HAB;11348.0;A
2006;ES61;_T;OTHER_SPAIN;Y25-29;HAB;67937.0;A
2006;ES61;_T;OTHER_SPAIN;Y25;HAB;12795.0;A
2006;ES61;_T;OTHER_SPAIN;Y26;HAB;13384.0;A
2006;ES61;_T;OTHER_SPAIN;Y27;HAB;13870.0;A
2006;ES61;_T;OTHER_SPAIN;Y28;HAB;14113.0;A
2006;ES61;_T;OTHER_SPAIN;Y29;HAB;13775.0;A
2006;ES61;_T;OTHER_SPAIN;Y30-44;HAB;157408.0;A
2006;ES61;_T;OTHER_SPAIN;Y30-34;HAB;63133.0;A
2006;ES61;_T;OTHER_SPAIN;Y30;HAB;13613.0;A
2006;ES61;_T;OTHER_SPAIN;Y31;HAB;13038.0;A
2006;ES61;_T;OTHER_SPAIN;Y32;HAB;12519.0;A
2006;ES61;_T;OTHER_SPAIN;Y33;HAB;12472.0;A
2006;ES61;_T;OTHER_SPAIN;Y34;HAB;11491.0;A
2006;ES61;_T;OTHER_SPAIN;Y35-39;HAB;53491.0;A
2006;ES61;_T;OTHER_SPAIN;Y35;HAB;11847.0;A
2006;ES61;_T;OTHER_SPAIN;Y36;HAB;11040.0;A
2006;ES61;_T;OTHER_SPAIN;Y37;HAB;10952.0;A
2006;ES61;_T;OTHER_SPAIN;Y38;HAB;10151.0;A
2006;ES61;_T;OTHER_SPAIN;Y39;HAB;9501.0;A
2006;ES61;_T;OTHER_SPAIN;Y40-44;HAB;40784.0;A
2006;ES61;_T;OTHER_SPAIN;Y40;HAB;9025.0;A
2006;ES61;_T;OTHER_SPAIN;Y41;HAB;8629.0;A
2006;ES61;_T;OTHER_SPAIN;Y42;HAB;8249.0;A
2006;ES61;_T;OTHER_SPAIN;Y43;HAB;7780.0;A
2006;ES61;_T;OTHER_SPAIN;Y44;HAB;7101.0;A
2006;ES61;_T;OTHER_SPAIN;Y45-64;HAB;93658.0;A
2006;ES61;_T;OTHER_SPAIN;Y45-49;HAB;30943.0;A
