TEMPORAL;TERRITORIO;SEXO;NACIONALIDAD;EDAD;INDICATOR;OBS_VALUE;FREQ
2021;ES617;_T;TOTAL;TOTAL;HAB;1695651.0;A
2021;ES617;_T;TOTAL;Y_LT15;HAB;254327.0;A
2021;ES617;_T;TOTAL;Y1-4;HAB;70101.0;A
2021;ES617;_T;TOTAL;Y_LT1;HAB;11566.0;A
2021;ES617;_T;TOTAL;Y1;HAB;13323.0;A
2021;ES617;_T;TOTAL;Y2;HAB;13858.0;A
2021;ES617;_T;TOTAL;Y3;HAB;15239.0;A
2021;ES617;_T;TOTAL;Y4;HAB;16115.0;A
2021;ES617;_T;TOTAL;Y5-9;HAB;87238.0;A
2021;ES617;_T;TOTAL;Y5;HAB;16552.0;A
2021;ES617;_T;TOTAL;Y6;HAB;17093.0;A
2021;ES617;_T;TOTAL;Y7;HAB;17000.0;A
2021;ES617;_T;TOTAL;Y8;HAB;18087.0;A
2021;ES617;_T;TOTAL;Y9;HAB;18506.0;A
2021;ES617;_T;TOTAL;Y10-14;HAB;96988.0;A
2021;ES617;_T;TOTAL;Y10;HAB;18827.0;A
2021;ES617;_T;TOTAL;Y11;HAB;19152.0;A
2021;ES617;_T;TOTAL;Y12;HAB;19993.0;A
2021;ES617;_T;TOTAL;Y13;HAB;19560.0;A
2021;ES617;_T;TOTAL;Y14;HAB;19456.0;A
2021;ES617;_T;TOTAL;Y15-29;HAB;267067.0;A
2021;ES617;_T;TOTAL;Y15-19;HAB;91208.0;A
2021;ES617;_T;TOTAL;Y15;HAB;19308.0;A
2021;ES617;_T;TOTAL;Y16;HAB;18672.0;A
2021;ES617;_T;TOTAL;Y17;HAB;18133.0;A
2021;ES617;_T;TOTAL;Y18;HAB;17446.0;A
2021;ES617;_T;TOTAL;Y19;HAB;17649.0;A
2021;ES617;_T;TOTAL;Y20-24;HAB;85372.0;A
2021;ES617;_T;TOTAL;Y20;HAB;17581.0;A
2021;ES617;_T;TOTAL;Y21;HAB;17315.0;A
2021;ES617;_T;TOTAL;Y22;HAB;16632.0;A
2021;ES617;_T;TOTAL;Y23;HAB;16854.0;A
2021;ES617;_T;TOTAL;Y24;HAB;16990.0;A
2021;ES617;_T;TOTAL;Y25-29;HAB;90487.0;A
2021;ES617;_T;TOTAL;Y25;HAB;17056.0;A
2021;ES617;_T;TOTAL;Y26;HAB;17064.0;A
2021;ES617;_T;TOTAL;Y27;HAB;18100.0;A
2021;ES617;_T;TOTAL;Y28;HAB;19115.0;A
2021;ES617;_T;TOTAL;Y29;HAB;19152.0;A
2021;ES617;_T;TOTAL;Y30-44;HAB;369695.0;A
2021;ES617;_T;TOTAL;Y30-34;HAB;102600.0;A
2021;ES617;_T;TOTAL;Y30;HAB;19442.0;A
2021;ES617;_T;TOTAL;Y31;HAB;20104.0;A
2021;ES617;_T;TOTAL;Y32;HAB;20366.0;A
