TEMPORAL;LUG_NAC_PADRON;TERRITORIO;SEXO;INDICATOR;OBS_VALUE;FREQ
2021;54887;ES612;_T;HAB;72798.0;A
2021;54887;ES612;M;HAB;35043.0;A
2021;54887;ES612;F;HAB;37755.0;A
2021;54887;2353;_T;HAB;125.0;A
2021;54887;2353;M;HAB;58.0;A
2021;54887;2353;F;HAB;67.0;A
2021;54887;2354;_T;HAB;148.0;A
2021;54887;2354;M;HAB;63.0;A
2021;54887;2354;F;HAB;85.0;A
2021;54887;2355;_T;HAB;60.0;A
2021;54887;2355;M;HAB;27.0;A
2021;54887;2355;F;HAB;33.0;A
2021;54887;2356;_T;HAB;14179.0;A
2021;54887;2356;M;HAB;7197.0;A
2021;54887;2356;F;HAB;6982.0;A
2021;54887;2357;_T;HAB;272.0;A
2021;54887;2357;M;HAB;128.0;A
2021;54887;2357;F;HAB;144.0;A
2021;54887;2358;_T;HAB;1012.0;A
2021;54887;2358;M;HAB;479.0;A
2021;54887;2358;F;HAB;533.0;A
2021;54887;2359;_T;HAB;992.0;A
2021;54887;2359;M;HAB;486.0;A
2021;54887;2359;F;HAB;506.0;A
2021;54887;2361;_T;HAB;1528.0;A
2021;54887;2361;M;HAB;751.0;A
2021;54887;2361;F;HAB;777.0;A
2021;54887;2397;_T;HAB;183.0;A
2021;54887;2397;M;HAB;91.0;A
2021;54887;2397;F;HAB;92.0;A
2021;54887;2362;_T;HAB;23.0;A
2021;54887;2362;M;HAB;13.0;A
2021;54887;2362;F;HAB;10.0;A
2021;54887;2363;_T;HAB;160.0;A
2021;54887;2363;M;HAB;68.0;A
2021;54887;2363;F;HAB;92.0;A
2021;54887;2364;_T;HAB;101.0;A
2021;54887;2364;M;HAB;46.0;A
2021;54887;2364;F;HAB;55.0;A
2021;54887;2365;_T;HAB;4108.0;A
2021;54887;2365;M;HAB;1893.0;A
2021;54887;2365;F;HAB;2215.0;A
2021;54887;2366;_T;HAB;204.0;A
2021;54887;2366;M;HAB;104.0;A
2021;54887;2366;F;HAB;100.0;A
2021;54887;2368;_T;HAB;5178.0;A
2021;54887;2368;M;HAB;2441.0;A
2021;54887;2368;F;HAB;2737.0;A
2021;54887;2369;_T;HAB;824.0;A
2021;54887;2369;M;HAB;380.0;A
2021;54887;2369;F;HAB;444.0;A
2021;54887;2367;_T;HAB;1651.0;A
2021;54887;2367;M;HAB;774.0;A
2021;54887;2367;F;HAB;877.0;A
2021;54887;2370;_T;HAB;52.0;A
2021;54887;2370;M;HAB;31.0;A
2021;54887;2370;F;HAB;21.0;A
2021;54887;2371;_T;HAB;101.0;A
2021;54887;2371;M;HAB;42.0;A
2021;54887;2371;F;HAB;59.0;A
2021;54887;2372;_T;HAB;46.0;A
2021;54887;2372;M;HAB;21.0;A
2021;54887;2372;F;HAB;25.0;A
2021;54887;2373;_T;HAB;9495.0;A
