TEMPORAL;NACIONALIDAD;TERRITORIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2001;OTHER_SPAIN;ES61;_T;TOTAL;HAB;168112.4462433;A
2001;OTHER_SPAIN;ES61;_T;Y1-4;HAB;3964.9710829;A
2001;OTHER_SPAIN;ES61;_T;Y5-9;HAB;6372.9366087;A
2001;OTHER_SPAIN;ES61;_T;Y10-14;HAB;7107.0153663;A
2001;OTHER_SPAIN;ES61;_T;Y15-19;HAB;7626.9261048;A
2001;OTHER_SPAIN;ES61;_T;Y20-24;HAB;12212.1005528;A
2001;OTHER_SPAIN;ES61;_T;Y25-29;HAB;16609.4353228;A
2001;OTHER_SPAIN;ES61;_T;Y30-34;HAB;18861.5723037;A
2001;OTHER_SPAIN;ES61;_T;Y35-39;HAB;16717.2452877;A
2001;OTHER_SPAIN;ES61;_T;Y40-44;HAB;13404.1628071;A
2001;OTHER_SPAIN;ES61;_T;Y45-49;HAB;10326.0192066;A
2001;OTHER_SPAIN;ES61;_T;Y50-54;HAB;9347.9383539;A
2001;OTHER_SPAIN;ES61;_T;Y55-59;HAB;8767.0052511;A
2001;OTHER_SPAIN;ES61;_T;Y60-64;HAB;8636.0654929;A
2001;OTHER_SPAIN;ES61;_T;Y65-69;HAB;7716.9652759;A
2001;OTHER_SPAIN;ES61;_T;Y70-74;HAB;6523.0783073;A
2001;OTHER_SPAIN;ES61;_T;Y75-79;HAB;4991.0045261;A
2001;OTHER_SPAIN;ES61;_T;Y80-84;HAB;2715.9975436;A
2001;OTHER_SPAIN;ES61;_T;Y85-89;HAB;1477.0046499;A
2001;OTHER_SPAIN;ES61;_T;Y90-94;HAB;534.9966849;A
2001;OTHER_SPAIN;ES61;_T;Y95-99;HAB;142.004493;A
2001;OTHER_SPAIN;ES61;_T;Y_GE100;HAB;65.0010213;A
2001;OTHER_SPAIN;ES61;M;TOTAL;HAB;90006.0838358;A
2001;OTHER_SPAIN;ES61;M;Y1-4;HAB;2083.0796619;A
2001;OTHER_SPAIN;ES61;M;Y5-9;HAB;3222.0623122;A
2001;OTHER_SPAIN;ES61;M;Y10-14;HAB;3698.0296681;A
2001;OTHER_SPAIN;ES61;M;Y15-19;HAB;4169.0173683;A
2001;OTHER_SPAIN;ES61;M;Y20-24;HAB;6932.236159;A
2001;OTHER_SPAIN;ES61;M;Y25-29;HAB;9690.6237767;A
2001;OTHER_SPAIN;ES61;M;Y30-34;HAB;10948.6352526;A
2001;OTHER_SPAIN;ES61;M;Y35-39;HAB;9097.4343374;A
2001;OTHER_SPAIN;ES61;M;Y40-44;HAB;7078.2948761;A
2001;OTHER_SPAIN;ES61;M;Y45-49;HAB;5250.0142579;A
2001;OTHER_SPAIN;ES61;M;Y50-54;HAB;4662.9669601;A
2001;OTHER_SPAIN;ES61;M;Y55-59;HAB;4426.9242783;A
2001;OTHER_SPAIN;ES61;M;Y60-64;HAB;4317.9643501;A
2001;OTHER_SPAIN;ES61;M;Y65-69;HAB;4005.9117284;A
2001;OTHER_SPAIN;ES61;M;Y70-74;HAB;3447.0215982;A
2001;OTHER_SPAIN;ES61;M;Y75-79;HAB;2550.9514788;A
2001;OTHER_SPAIN;ES61;M;Y80-84;HAB;1347.9484402;A
2001;OTHER_SPAIN;ES61;M;Y85-89;HAB;735.982406;A
2001;OTHER_SPAIN;ES61;M;Y90-94;HAB;228.9901349;A
2001;OTHER_SPAIN;ES61;M;Y95-99;HAB;67.9934201;A
2001;OTHER_SPAIN;ES61;M;Y_GE100;HAB;36.0013705;A
2001;OTHER_SPAIN;ES61;F;TOTAL;HAB;78106.3624075;A
2001;OTHER_SPAIN;ES61;F;Y1-4;HAB;1881.891421;A
