TEMPORAL;NACIONALIDAD;TERRITORIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2011;OTHER_SPAIN;ES61;_T;TOTAL;HAB;730155.0;A
2011;OTHER_SPAIN;ES61;_T;Y1-4;HAB;34530.0;A
2011;OTHER_SPAIN;ES61;_T;Y5-9;HAB;29985.0;A
2011;OTHER_SPAIN;ES61;_T;Y10-14;HAB;33981.0;A
2011;OTHER_SPAIN;ES61;_T;Y15-19;HAB;35154.0;A
2011;OTHER_SPAIN;ES61;_T;Y20-24;HAB;51895.0;A
2011;OTHER_SPAIN;ES61;_T;Y25-29;HAB;82658.0;A
2011;OTHER_SPAIN;ES61;_T;Y30-34;HAB;96276.0;A
2011;OTHER_SPAIN;ES61;_T;Y35-39;HAB;81121.0;A
2011;OTHER_SPAIN;ES61;_T;Y40-44;HAB;66807.0;A
2011;OTHER_SPAIN;ES61;_T;Y45-49;HAB;49882.0;A
2011;OTHER_SPAIN;ES61;_T;Y50-54;HAB;38761.0;A
2011;OTHER_SPAIN;ES61;_T;Y55-59;HAB;30308.0;A
2011;OTHER_SPAIN;ES61;_T;Y60-64;HAB;30150.0;A
2011;OTHER_SPAIN;ES61;_T;Y65-69;HAB;26030.0;A
2011;OTHER_SPAIN;ES61;_T;Y70-74;HAB;19466.0;A
2011;OTHER_SPAIN;ES61;_T;Y75-79;HAB;11216.0;A
2011;OTHER_SPAIN;ES61;_T;Y80-84;HAB;6414.0;A
2011;OTHER_SPAIN;ES61;_T;Y85-89;HAB;3595.0;A
2011;OTHER_SPAIN;ES61;_T;Y90-94;HAB;1385.0;A
2011;OTHER_SPAIN;ES61;_T;Y95-99;HAB;515.0;A
2011;OTHER_SPAIN;ES61;_T;Y_GE100;HAB;26.0;A
2011;OTHER_SPAIN;ES61;M;TOTAL;HAB;380283.0;A
2011;OTHER_SPAIN;ES61;M;Y1-4;HAB;17916.0;A
2011;OTHER_SPAIN;ES61;M;Y5-9;HAB;15435.0;A
2011;OTHER_SPAIN;ES61;M;Y10-14;HAB;17579.0;A
2011;OTHER_SPAIN;ES61;M;Y15-19;HAB;18596.0;A
2011;OTHER_SPAIN;ES61;M;Y20-24;HAB;26377.0;A
2011;OTHER_SPAIN;ES61;M;Y25-29;HAB;42468.0;A
2011;OTHER_SPAIN;ES61;M;Y30-34;HAB;51855.0;A
2011;OTHER_SPAIN;ES61;M;Y35-39;HAB;44021.0;A
2011;OTHER_SPAIN;ES61;M;Y40-44;HAB;35613.0;A
2011;OTHER_SPAIN;ES61;M;Y45-49;HAB;25802.0;A
2011;OTHER_SPAIN;ES61;M;Y50-54;HAB;19341.0;A
2011;OTHER_SPAIN;ES61;M;Y55-59;HAB;14684.0;A
2011;OTHER_SPAIN;ES61;M;Y60-64;HAB;14648.0;A
2011;OTHER_SPAIN;ES61;M;Y65-69;HAB;13478.0;A
2011;OTHER_SPAIN;ES61;M;Y70-74;HAB;10495.0;A
2011;OTHER_SPAIN;ES61;M;Y75-79;HAB;6043.0;A
2011;OTHER_SPAIN;ES61;M;Y80-84;HAB;3309.0;A
2011;OTHER_SPAIN;ES61;M;Y85-89;HAB;1742.0;A
2011;OTHER_SPAIN;ES61;M;Y90-94;HAB;635.0;A
2011;OTHER_SPAIN;ES61;M;Y95-99;HAB;236.0;A
2011;OTHER_SPAIN;ES61;M;Y_GE100;HAB;10.0;A
2011;OTHER_SPAIN;ES61;F;TOTAL;HAB;349872.0;A
2011;OTHER_SPAIN;ES61;F;Y1-4;HAB;16614.0;A
