TEMPORAL;TERRITORIO;SEXO;NACIONALIDAD;EDAD;INDICATOR;OBS_VALUE;FREQ
2021;ES615;_T;TOTAL;TOTAL;HAB;525835.0;A
2021;ES615;_T;TOTAL;Y_LT15;HAB;78478.0;A
2021;ES615;_T;TOTAL;Y1-4;HAB;22010.0;A
2021;ES615;_T;TOTAL;Y_LT1;HAB;3714.0;A
2021;ES615;_T;TOTAL;Y1;HAB;4405.0;A
2021;ES615;_T;TOTAL;Y2;HAB;4319.0;A
2021;ES615;_T;TOTAL;Y3;HAB;4776.0;A
2021;ES615;_T;TOTAL;Y4;HAB;4796.0;A
2021;ES615;_T;TOTAL;Y5-9;HAB;26332.0;A
2021;ES615;_T;TOTAL;Y5;HAB;5000.0;A
2021;ES615;_T;TOTAL;Y6;HAB;5255.0;A
2021;ES615;_T;TOTAL;Y7;HAB;5244.0;A
2021;ES615;_T;TOTAL;Y8;HAB;5296.0;A
2021;ES615;_T;TOTAL;Y9;HAB;5537.0;A
2021;ES615;_T;TOTAL;Y10-14;HAB;30136.0;A
2021;ES615;_T;TOTAL;Y10;HAB;5812.0;A
2021;ES615;_T;TOTAL;Y11;HAB;5972.0;A
2021;ES615;_T;TOTAL;Y12;HAB;6293.0;A
2021;ES615;_T;TOTAL;Y13;HAB;6105.0;A
2021;ES615;_T;TOTAL;Y14;HAB;5954.0;A
2021;ES615;_T;TOTAL;Y15-29;HAB;85435.0;A
2021;ES615;_T;TOTAL;Y15-19;HAB;28208.0;A
2021;ES615;_T;TOTAL;Y15;HAB;5812.0;A
2021;ES615;_T;TOTAL;Y16;HAB;5643.0;A
2021;ES615;_T;TOTAL;Y17;HAB;5614.0;A
2021;ES615;_T;TOTAL;Y18;HAB;5592.0;A
2021;ES615;_T;TOTAL;Y19;HAB;5547.0;A
2021;ES615;_T;TOTAL;Y20-24;HAB;27417.0;A
2021;ES615;_T;TOTAL;Y20;HAB;5564.0;A
2021;ES615;_T;TOTAL;Y21;HAB;5501.0;A
2021;ES615;_T;TOTAL;Y22;HAB;5363.0;A
2021;ES615;_T;TOTAL;Y23;HAB;5510.0;A
2021;ES615;_T;TOTAL;Y24;HAB;5479.0;A
2021;ES615;_T;TOTAL;Y25-29;HAB;29810.0;A
2021;ES615;_T;TOTAL;Y25;HAB;5692.0;A
2021;ES615;_T;TOTAL;Y26;HAB;5736.0;A
2021;ES615;_T;TOTAL;Y27;HAB;6053.0;A
2021;ES615;_T;TOTAL;Y28;HAB;6121.0;A
2021;ES615;_T;TOTAL;Y29;HAB;6208.0;A
2021;ES615;_T;TOTAL;Y30-44;HAB;116817.0;A
2021;ES615;_T;TOTAL;Y30-34;HAB;32907.0;A
2021;ES615;_T;TOTAL;Y30;HAB;6335.0;A
2021;ES615;_T;TOTAL;Y31;HAB;6461.0;A
2021;ES615;_T;TOTAL;Y32;HAB;6597.0;A
2021;ES615;_T;TOTAL;Y33;HAB;6596.0;A
2021;ES615;_T;TOTAL;Y34;HAB;6918.0;A
2021;ES615;_T;TOTAL;Y35-39;HAB;38258.0;A
2021;ES615;_T;TOTAL;Y35;HAB;7084.0;A
2021;ES615;_T;TOTAL;Y36;HAB;7257.0;A
2021;ES615;_T;TOTAL;Y37;HAB;7553.0;A
