TIME_PERIOD;REF_AREA;SEXO;D_NACIONALIDAD_0;EDAD;INDICATOR;OBS_VALUE;FREQ
2021;2849;M;ES;;HAB;29.0;A
2021;2849;M;ES;;HAB;22.0;A
2021;2849;M;ES;;HAB;18.0;A
2021;2849;M;ES;;HAB;19.0;A
2021;2849;M;ES;;HAB;13.0;A
2021;2849;M;ES;Y60-64;HAB;70.0;A
2021;2849;M;ES;;HAB;19.0;A
2021;2849;M;ES;;HAB;13.0;A
2021;2849;M;ES;;HAB;17.0;A
2021;2849;M;ES;;HAB;11.0;A
2021;2849;M;ES;;HAB;10.0;A
2021;2849;M;ES;Y_GE50;HAB;193.0;A
2021;2849;M;ES;Y65-69;HAB;61.0;A
2021;2849;M;ES;;HAB;12.0;A
2021;2849;M;ES;;HAB;13.0;A
2021;2849;M;ES;;HAB;14.0;A
2021;2849;M;ES;;HAB;12.0;A
2021;2849;M;ES;;HAB;10.0;A
2021;2849;M;ES;Y70-74;HAB;35.0;A
2021;2849;M;ES;;HAB;9.0;A
2021;2849;M;ES;;HAB;11.0;A
2021;2849;M;ES;;HAB;6.0;A
2021;2849;M;ES;;HAB;6.0;A
2021;2849;M;ES;;HAB;3.0;A
2021;2849;M;ES;Y75-79;HAB;31.0;A
2021;2849;M;ES;;HAB;7.0;A
2021;2849;M;ES;;HAB;8.0;A
2021;2849;M;ES;;HAB;9.0;A
2021;2849;M;ES;;HAB;5.0;A
2021;2849;M;ES;;HAB;2.0;A
2021;2849;M;ES;Y80-84;HAB;32.0;A
2021;2849;M;ES;;HAB;4.0;A
2021;2849;M;ES;;HAB;5.0;A
2021;2849;M;ES;;HAB;9.0;A
2021;2849;M;ES;;HAB;8.0;A
2021;2849;M;ES;;HAB;6.0;A
2021;2849;M;ES;;HAB;20.0;A
2021;2849;M;ES;;HAB;8.0;A
2021;2849;M;ES;;HAB;5.0;A
2021;2849;M;ES;;HAB;2.0;A
2021;2849;M;ES;;HAB;4.0;A
2021;2849;M;ES;;HAB;1.0;A
2021;2849;M;ES;;HAB;12.0;A
2021;2849;M;ES;;HAB;7.0;A
2021;2849;M;ES;;HAB;3.0;A
2021;2849;M;ES;;HAB;1.0;A
2021;2849;M;ES;;HAB;1.0;A
2021;2849;M;ES;Y95-99;HAB;2.0;A
2021;2849;M;ES;;HAB;1.0;A
2021;2849;M;ES;;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;TOTAL;HAB;5.0;A
2021;2849;M;OTHER_SPAIN;Y_LT15;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;Y10-14;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;Y40-44;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;Y35-39;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;Y45-49;HAB;2.0;A
2021;2849;M;OTHER_SPAIN;Y50-54;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;Y60-64;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;Y_GE50;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;;HAB;1.0;A
2021;2849;M;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;TOTAL;TOTAL;HAB;999.0;A
2021;2849;F;TOTAL;Y_LT15;HAB;108.0;A
2021;2849;F;TOTAL;Y1-4;HAB;34.0;A
2021;2849;F;TOTAL;;HAB;8.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;;HAB;5.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;Y5-9;HAB;38.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;3.0;A
2021;2849;F;TOTAL;Y10-14;HAB;36.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;;HAB;5.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;;HAB;8.0;A
2021;2849;F;TOTAL;Y15-19;HAB;156.0;A
2021;2849;F;TOTAL;Y15-19;HAB;41.0;A
2021;2849;F;TOTAL;;HAB;5.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;;HAB;6.0;A
2021;2849;F;TOTAL;;HAB;12.0;A
2021;2849;F;TOTAL;Y20-24;HAB;49.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;Y25-29;HAB;66.0;A
2021;2849;F;TOTAL;;HAB;12.0;A
2021;2849;F;TOTAL;;HAB;13.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;;HAB;17.0;A
2021;2849;F;TOTAL;;HAB;17.0;A
2021;2849;F;TOTAL;Y40-44;HAB;166.0;A
2021;2849;F;TOTAL;Y30-34;HAB;57.0;A
2021;2849;F;TOTAL;;HAB;12.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;15.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;Y35-39;HAB;50.0;A
2021;2849;F;TOTAL;;HAB;13.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;5.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;12.0;A
2021;2849;F;TOTAL;Y40-44;HAB;59.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;16.0;A
2021;2849;F;TOTAL;;HAB;14.0;A
2021;2849;F;TOTAL;;HAB;8.0;A
2021;2849;F;TOTAL;Y45-49;HAB;317.0;A
2021;2849;F;TOTAL;Y45-49;HAB;62.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;;HAB;12.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;20.0;A
2021;2849;F;TOTAL;Y50-54;HAB;94.0;A
2021;2849;F;TOTAL;;HAB;13.0;A
2021;2849;F;TOTAL;;HAB;22.0;A
2021;2849;F;TOTAL;;HAB;20.0;A
2021;2849;F;TOTAL;;HAB;21.0;A
2021;2849;F;TOTAL;;HAB;18.0;A
2021;2849;F;TOTAL;Y55-59;HAB;85.0;A
2021;2849;F;TOTAL;;HAB;20.0;A
2021;2849;F;TOTAL;;HAB;22.0;A
2021;2849;F;TOTAL;;HAB;14.0;A
2021;2849;F;TOTAL;;HAB;12.0;A
2021;2849;F;TOTAL;;HAB;17.0;A
2021;2849;F;TOTAL;Y60-64;HAB;76.0;A
2021;2849;F;TOTAL;;HAB;18.0;A
2021;2849;F;TOTAL;;HAB;18.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;;HAB;15.0;A
2021;2849;F;TOTAL;;HAB;15.0;A
2021;2849;F;TOTAL;Y_GE50;HAB;252.0;A
2021;2849;F;TOTAL;Y65-69;HAB;64.0;A
2021;2849;F;TOTAL;;HAB;16.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;15.0;A
2021;2849;F;TOTAL;;HAB;15.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;Y70-74;HAB;43.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;6.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;Y75-79;HAB;48.0;A
2021;2849;F;TOTAL;;HAB;8.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;8.0;A
2021;2849;F;TOTAL;Y80-84;HAB;51.0;A
2021;2849;F;TOTAL;;HAB;18.0;A
2021;2849;F;TOTAL;;HAB;4.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;;HAB;10.0;A
2021;2849;F;TOTAL;;HAB;9.0;A
2021;2849;F;TOTAL;;HAB;29.0;A
2021;2849;F;TOTAL;;HAB;11.0;A
2021;2849;F;TOTAL;;HAB;3.0;A
2021;2849;F;TOTAL;;HAB;3.0;A
2021;2849;F;TOTAL;;HAB;5.0;A
2021;2849;F;TOTAL;;HAB;7.0;A
2021;2849;F;TOTAL;;HAB;12.0;A
2021;2849;F;TOTAL;;HAB;2.0;A
2021;2849;F;TOTAL;;HAB;2.0;A
2021;2849;F;TOTAL;;HAB;5.0;A
2021;2849;F;TOTAL;;HAB;3.0;A
2021;2849;F;TOTAL;Y95-99;HAB;5.0;A
2021;2849;F;TOTAL;;HAB;1.0;A
2021;2849;F;TOTAL;;HAB;1.0;A
2021;2849;F;TOTAL;;HAB;2.0;A
2021;2849;F;TOTAL;;HAB;1.0;A
2021;2849;F;ES;TOTAL;HAB;985.0;A
2021;2849;F;ES;Y_LT15;HAB;107.0;A
2021;2849;F;ES;Y1-4;HAB;34.0;A
2021;2849;F;ES;;HAB;8.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;;HAB;5.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;Y5-9;HAB;37.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;;HAB;8.0;A
2021;2849;F;ES;;HAB;10.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;3.0;A
2021;2849;F;ES;Y10-14;HAB;36.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;;HAB;5.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;;HAB;8.0;A
2021;2849;F;ES;Y15-19;HAB;155.0;A
2021;2849;F;ES;Y15-19;HAB;41.0;A
2021;2849;F;ES;;HAB;5.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;;HAB;6.0;A
2021;2849;F;ES;;HAB;12.0;A
2021;2849;F;ES;Y20-24;HAB;49.0;A
2021;2849;F;ES;;HAB;10.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;10.0;A
2021;2849;F;ES;Y25-29;HAB;65.0;A
2021;2849;F;ES;;HAB;12.0;A
2021;2849;F;ES;;HAB;13.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;;HAB;17.0;A
2021;2849;F;ES;;HAB;16.0;A
2021;2849;F;ES;Y40-44;HAB;162.0;A
2021;2849;F;ES;Y30-34;HAB;56.0;A
2021;2849;F;ES;;HAB;12.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;15.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;Y35-39;HAB;47.0;A
2021;2849;F;ES;;HAB;12.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;5.0;A
2021;2849;F;ES;;HAB;8.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;Y40-44;HAB;59.0;A
2021;2849;F;ES;;HAB;10.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;16.0;A
2021;2849;F;ES;;HAB;14.0;A
2021;2849;F;ES;;HAB;8.0;A
2021;2849;F;ES;Y45-49;HAB;310.0;A
2021;2849;F;ES;Y45-49;HAB;62.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;10.0;A
2021;2849;F;ES;;HAB;12.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;20.0;A
2021;2849;F;ES;Y50-54;HAB;91.0;A
2021;2849;F;ES;;HAB;12.0;A
2021;2849;F;ES;;HAB;22.0;A
2021;2849;F;ES;;HAB;20.0;A
2021;2849;F;ES;;HAB;20.0;A
2021;2849;F;ES;;HAB;17.0;A
2021;2849;F;ES;Y55-59;HAB;83.0;A
2021;2849;F;ES;;HAB;20.0;A
2021;2849;F;ES;;HAB;22.0;A
2021;2849;F;ES;;HAB;14.0;A
2021;2849;F;ES;;HAB;12.0;A
2021;2849;F;ES;;HAB;15.0;A
2021;2849;F;ES;Y60-64;HAB;74.0;A
2021;2849;F;ES;;HAB;18.0;A
2021;2849;F;ES;;HAB;17.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;15.0;A
2021;2849;F;ES;;HAB;15.0;A
2021;2849;F;ES;Y_GE50;HAB;251.0;A
2021;2849;F;ES;Y65-69;HAB;64.0;A
2021;2849;F;ES;;HAB;16.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;15.0;A
2021;2849;F;ES;;HAB;15.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;Y70-74;HAB;43.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;6.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;;HAB;10.0;A
2021;2849;F;ES;Y75-79;HAB;48.0;A
2021;2849;F;ES;;HAB;8.0;A
2021;2849;F;ES;;HAB;10.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;8.0;A
2021;2849;F;ES;Y80-84;HAB;50.0;A
2021;2849;F;ES;;HAB;18.0;A
2021;2849;F;ES;;HAB;4.0;A
2021;2849;F;ES;;HAB;10.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;9.0;A
2021;2849;F;ES;;HAB;29.0;A
2021;2849;F;ES;;HAB;11.0;A
2021;2849;F;ES;;HAB;3.0;A
2021;2849;F;ES;;HAB;3.0;A
2021;2849;F;ES;;HAB;5.0;A
2021;2849;F;ES;;HAB;7.0;A
2021;2849;F;ES;;HAB;12.0;A
2021;2849;F;ES;;HAB;2.0;A
2021;2849;F;ES;;HAB;2.0;A
2021;2849;F;ES;;HAB;5.0;A
2021;2849;F;ES;;HAB;3.0;A
2021;2849;F;ES;Y95-99;HAB;5.0;A
2021;2849;F;ES;;HAB;1.0;A
2021;2849;F;ES;;HAB;1.0;A
2021;2849;F;ES;;HAB;2.0;A
2021;2849;F;ES;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;TOTAL;HAB;14.0;A
2021;2849;F;OTHER_SPAIN;Y_LT15;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;Y5-9;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;Y15-19;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;Y25-29;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;Y40-44;HAB;4.0;A
2021;2849;F;OTHER_SPAIN;Y30-34;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;Y35-39;HAB;3.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;Y45-49;HAB;7.0;A
2021;2849;F;OTHER_SPAIN;Y50-54;HAB;3.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;Y55-59;HAB;2.0;A
2021;2849;F;OTHER_SPAIN;;HAB;2.0;A
2021;2849;F;OTHER_SPAIN;Y60-64;HAB;2.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;Y_GE50;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;Y80-84;HAB;1.0;A
2021;2849;F;OTHER_SPAIN;;HAB;1.0;A
2021;2850;_T;TOTAL;TOTAL;HAB;111932.0;A
2021;2850;_T;TOTAL;Y_LT15;HAB;15981.0;A
2021;2850;_T;TOTAL;Y1-4;HAB;4416.0;A
2021;2850;_T;TOTAL;;HAB;750.0;A
2021;2850;_T;TOTAL;;HAB;832.0;A
2021;2850;_T;TOTAL;;HAB;879.0;A
2021;2850;_T;TOTAL;;HAB;908.0;A
2021;2850;_T;TOTAL;;HAB;1047.0;A
2021;2850;_T;TOTAL;Y5-9;HAB;5269.0;A
2021;2850;_T;TOTAL;;HAB;974.0;A
2021;2850;_T;TOTAL;;HAB;1025.0;A
2021;2850;_T;TOTAL;;HAB;1024.0;A
2021;2850;_T;TOTAL;;HAB;1114.0;A
2021;2850;_T;TOTAL;;HAB;1132.0;A
2021;2850;_T;TOTAL;Y10-14;HAB;6296.0;A
2021;2850;_T;TOTAL;;HAB;1179.0;A
2021;2850;_T;TOTAL;;HAB;1281.0;A
2021;2850;_T;TOTAL;;HAB;1283.0;A
2021;2850;_T;TOTAL;;HAB;1252.0;A
2021;2850;_T;TOTAL;;HAB;1301.0;A
2021;2850;_T;TOTAL;Y15-19;HAB;19083.0;A
2021;2850;_T;TOTAL;Y15-19;HAB;6364.0;A
2021;2850;_T;TOTAL;;HAB;1336.0;A
2021;2850;_T;TOTAL;;HAB;1319.0;A
2021;2850;_T;TOTAL;;HAB;1224.0;A
2021;2850;_T;TOTAL;;HAB;1269.0;A
2021;2850;_T;TOTAL;;HAB;1216.0;A
2021;2850;_T;TOTAL;Y20-24;HAB;6132.0;A
2021;2850;_T;TOTAL;;HAB;1226.0;A
2021;2850;_T;TOTAL;;HAB;1286.0;A
2021;2850;_T;TOTAL;;HAB;1205.0;A
2021;2850;_T;TOTAL;;HAB;1195.0;A
2021;2850;_T;TOTAL;;HAB;1220.0;A
2021;2850;_T;TOTAL;Y25-29;HAB;6587.0;A
2021;2850;_T;TOTAL;;HAB;1324.0;A
2021;2850;_T;TOTAL;;HAB;1315.0;A
2021;2850;_T;TOTAL;;HAB;1341.0;A
2021;2850;_T;TOTAL;;HAB;1228.0;A
2021;2850;_T;TOTAL;;HAB;1379.0;A
2021;2850;_T;TOTAL;Y40-44;HAB;22092.0;A
2021;2850;_T;TOTAL;Y30-34;HAB;6552.0;A
2021;2850;_T;TOTAL;;HAB;1236.0;A
2021;2850;_T;TOTAL;;HAB;1375.0;A
2021;2850;_T;TOTAL;;HAB;1344.0;A
2021;2850;_T;TOTAL;;HAB;1330.0;A
2021;2850;_T;TOTAL;;HAB;1267.0;A
2021;2850;_T;TOTAL;Y35-39;HAB;7169.0;A
2021;2850;_T;TOTAL;;HAB;1320.0;A
2021;2850;_T;TOTAL;;HAB;1389.0;A
2021;2850;_T;TOTAL;;HAB;1447.0;A
2021;2850;_T;TOTAL;;HAB;1504.0;A
2021;2850;_T;TOTAL;;HAB;1509.0;A
2021;2850;_T;TOTAL;Y40-44;HAB;8371.0;A
2021;2850;_T;TOTAL;;HAB;1650.0;A
2021;2850;_T;TOTAL;;HAB;1597.0;A
2021;2850;_T;TOTAL;;HAB;1678.0;A
2021;2850;_T;TOTAL;;HAB;1721.0;A
2021;2850;_T;TOTAL;;HAB;1725.0;A
2021;2850;_T;TOTAL;Y45-49;HAB;33870.0;A
2021;2850;_T;TOTAL;Y45-49;HAB;8787.0;A
2021;2850;_T;TOTAL;;HAB;1782.0;A
2021;2850;_T;TOTAL;;HAB;1728.0;A
2021;2850;_T;TOTAL;;HAB;1800.0;A
2021;2850;_T;TOTAL;;HAB;1722.0;A
2021;2850;_T;TOTAL;;HAB;1755.0;A
2021;2850;_T;TOTAL;Y50-54;HAB;8907.0;A
2021;2850;_T;TOTAL;;HAB;1770.0;A
2021;2850;_T;TOTAL;;HAB;1817.0;A
2021;2850;_T;TOTAL;;HAB;1751.0;A
2021;2850;_T;TOTAL;;HAB;1821.0;A
2021;2850;_T;TOTAL;;HAB;1748.0;A
2021;2850;_T;TOTAL;Y55-59;HAB;8696.0;A
2021;2850;_T;TOTAL;;HAB;1827.0;A
2021;2850;_T;TOTAL;;HAB;1836.0;A
2021;2850;_T;TOTAL;;HAB;1712.0;A
2021;2850;_T;TOTAL;;HAB;1674.0;A
2021;2850;_T;TOTAL;;HAB;1647.0;A
2021;2850;_T;TOTAL;Y60-64;HAB;7480.0;A
2021;2850;_T;TOTAL;;HAB;1634.0;A
2021;2850;_T;TOTAL;;HAB;1555.0;A
2021;2850;_T;TOTAL;;HAB;1542.0;A
2021;2850;_T;TOTAL;;HAB;1375.0;A
2021;2850;_T;TOTAL;;HAB;1374.0;A
2021;2850;_T;TOTAL;Y_GE50;HAB;20906.0;A
2021;2850;_T;TOTAL;Y65-69;HAB;5794.0;A
2021;2850;_T;TOTAL;;HAB;1280.0;A
2021;2850;_T;TOTAL;;HAB;1164.0;A
2021;2850;_T;TOTAL;;HAB;1207.0;A
2021;2850;_T;TOTAL;;HAB;1154.0;A
2021;2850;_T;TOTAL;;HAB;989.0;A
2021;2850;_T;TOTAL;Y70-74;HAB;4816.0;A
2021;2850;_T;TOTAL;;HAB;925.0;A
2021;2850;_T;TOTAL;;HAB;1042.0;A
2021;2850;_T;TOTAL;;HAB;1113.0;A
2021;2850;_T;TOTAL;;HAB;893.0;A
2021;2850;_T;TOTAL;;HAB;843.0;A
2021;2850;_T;TOTAL;Y75-79;HAB;3910.0;A
2021;2850;_T;TOTAL;;HAB;916.0;A
2021;2850;_T;TOTAL;;HAB;825.0;A
2021;2850;_T;TOTAL;;HAB;803.0;A
2021;2850;_T;TOTAL;;HAB;718.0;A
2021;2850;_T;TOTAL;;HAB;648.0;A
2021;2850;_T;TOTAL;Y80-84;HAB;3003.0;A
2021;2850;_T;TOTAL;;HAB;846.0;A
2021;2850;_T;TOTAL;;HAB;451.0;A
2021;2850;_T;TOTAL;;HAB;530.0;A
2021;2850;_T;TOTAL;;HAB;611.0;A
2021;2850;_T;TOTAL;;HAB;565.0;A
2021;2850;_T;TOTAL;;HAB;2159.0;A
2021;2850;_T;TOTAL;;HAB;515.0;A
2021;2850;_T;TOTAL;;HAB;520.0;A
2021;2850;_T;TOTAL;;HAB;428.0;A
2021;2850;_T;TOTAL;;HAB;388.0;A
2021;2850;_T;TOTAL;;HAB;308.0;A
2021;2850;_T;TOTAL;;HAB;983.0;A
2021;2850;_T;TOTAL;;HAB;286.0;A
2021;2850;_T;TOTAL;;HAB;251.0;A
2021;2850;_T;TOTAL;;HAB;204.0;A
2021;2850;_T;TOTAL;;HAB;141.0;A
2021;2850;_T;TOTAL;;HAB;101.0;A
2021;2850;_T;TOTAL;Y95-99;HAB;216.0;A
2021;2850;_T;TOTAL;;HAB;82.0;A
2021;2850;_T;TOTAL;;HAB;56.0;A
2021;2850;_T;TOTAL;;HAB;42.0;A
2021;2850;_T;TOTAL;;HAB;22.0;A
2021;2850;_T;TOTAL;;HAB;14.0;A
2021;2850;_T;TOTAL;Y_GE100;HAB;25.0;A
2021;2850;_T;TOTAL;;HAB;7.0;A
2021;2850;_T;TOTAL;;HAB;6.0;A
2021;2850;_T;TOTAL;;HAB;3.0;A
2021;2850;_T;TOTAL;;HAB;5.0;A
2021;2850;_T;TOTAL;;HAB;2.0;A
2021;2850;_T;TOTAL;;HAB;1.0;A
2021;2850;_T;TOTAL;;HAB;1.0;A
2021;2850;_T;ES;TOTAL;HAB;108975.0;A
2021;2850;_T;ES;Y_LT15;HAB;15625.0;A
2021;2850;_T;ES;Y1-4;HAB;4259.0;A
2021;2850;_T;ES;;HAB;710.0;A
2021;2850;_T;ES;;HAB;791.0;A
2021;2850;_T;ES;;HAB;853.0;A
2021;2850;_T;ES;;HAB;886.0;A
2021;2850;_T;ES;;HAB;1019.0;A
2021;2850;_T;ES;Y5-9;HAB;5171.0;A
2021;2850;_T;ES;;HAB;956.0;A
2021;2850;_T;ES;;HAB;1001.0;A
2021;2850;_T;ES;;HAB;1003.0;A
2021;2850;_T;ES;;HAB;1092.0;A
2021;2850;_T;ES;;HAB;1119.0;A
2021;2850;_T;ES;Y10-14;HAB;6195.0;A
2021;2850;_T;ES;;HAB;1157.0;A
2021;2850;_T;ES;;HAB;1265.0;A
2021;2850;_T;ES;;HAB;1266.0;A
2021;2850;_T;ES;;HAB;1234.0;A
2021;2850;_T;ES;;HAB;1273.0;A
2021;2850;_T;ES;Y15-19;HAB;18301.0;A
2021;2850;_T;ES;Y15-19;HAB;6216.0;A
2021;2850;_T;ES;;HAB;1322.0;A
2021;2850;_T;ES;;HAB;1302.0;A
2021;2850;_T;ES;;HAB;1194.0;A
2021;2850;_T;ES;;HAB;1220.0;A
2021;2850;_T;ES;;HAB;1178.0;A
2021;2850;_T;ES;Y20-24;HAB;5842.0;A
2021;2850;_T;ES;;HAB;1177.0;A
2021;2850;_T;ES;;HAB;1240.0;A
2021;2850;_T;ES;;HAB;1143.0;A
2021;2850;_T;ES;;HAB;1129.0;A
2021;2850;_T;ES;;HAB;1153.0;A
2021;2850;_T;ES;Y25-29;HAB;6243.0;A
2021;2850;_T;ES;;HAB;1252.0;A
2021;2850;_T;ES;;HAB;1245.0;A
2021;2850;_T;ES;;HAB;1271.0;A
2021;2850;_T;ES;;HAB;1166.0;A
2021;2850;_T;ES;;HAB;1309.0;A
2021;2850;_T;ES;Y40-44;HAB;20997.0;A
2021;2850;_T;ES;Y30-34;HAB;6154.0;A
2021;2850;_T;ES;;HAB;1168.0;A
2021;2850;_T;ES;;HAB;1292.0;A
2021;2850;_T;ES;;HAB;1240.0;A
2021;2850;_T;ES;;HAB;1272.0;A
2021;2850;_T;ES;;HAB;1182.0;A
2021;2850;_T;ES;Y35-39;HAB;6817.0;A
2021;2850;_T;ES;;HAB;1253.0;A
2021;2850;_T;ES;;HAB;1311.0;A
2021;2850;_T;ES;;HAB;1382.0;A
2021;2850;_T;ES;;HAB;1430.0;A
2021;2850;_T;ES;;HAB;1441.0;A
2021;2850;_T;ES;Y40-44;HAB;8026.0;A
2021;2850;_T;ES;;HAB;1578.0;A
2021;2850;_T;ES;;HAB;1519.0;A
2021;2850;_T;ES;;HAB;1601.0;A
2021;2850;_T;ES;;HAB;1645.0;A
2021;2850;_T;ES;;HAB;1683.0;A
2021;2850;_T;ES;Y45-49;HAB;33239.0;A
2021;2850;_T;ES;Y45-49;HAB;8522.0;A
2021;2850;_T;ES;;HAB;1727.0;A
2021;2850;_T;ES;;HAB;1689.0;A
2021;2850;_T;ES;;HAB;1736.0;A
2021;2850;_T;ES;;HAB;1659.0;A
2021;2850;_T;ES;;HAB;1711.0;A
