TIME_PERIOD;REF_AREA;SEXO;D_NACIONALIDAD_0;EDAD;INDICATOR;OBS_VALUE;FREQ
2021;ES616;_T;TOTAL;TOTAL;HAB;627190.0;A
2021;ES616;_T;TOTAL;Y_LT15;HAB;85277.0;A
2021;ES616;_T;TOTAL;Y1-4;HAB;24126.0;A
2021;ES616;_T;TOTAL;;HAB;4242.0;A
2021;ES616;_T;TOTAL;;HAB;4647.0;A
2021;ES616;_T;TOTAL;;HAB;4917.0;A
2021;ES616;_T;TOTAL;;HAB;4928.0;A
2021;ES616;_T;TOTAL;;HAB;5392.0;A
2021;ES616;_T;TOTAL;Y5-9;HAB;28178.0;A
2021;ES616;_T;TOTAL;;HAB;5425.0;A
2021;ES616;_T;TOTAL;;HAB;5519.0;A
2021;ES616;_T;TOTAL;;HAB;5388.0;A
2021;ES616;_T;TOTAL;;HAB;5807.0;A
2021;ES616;_T;TOTAL;;HAB;6039.0;A
2021;ES616;_T;TOTAL;Y10-14;HAB;32973.0;A
2021;ES616;_T;TOTAL;;HAB;6162.0;A
2021;ES616;_T;TOTAL;;HAB;6476.0;A
2021;ES616;_T;TOTAL;;HAB;6872.0;A
2021;ES616;_T;TOTAL;;HAB;6649.0;A
2021;ES616;_T;TOTAL;;HAB;6814.0;A
2021;ES616;_T;TOTAL;Y15-19;HAB;107123.0;A
2021;ES616;_T;TOTAL;Y15-19;HAB;33612.0;A
2021;ES616;_T;TOTAL;;HAB;6640.0;A
2021;ES616;_T;TOTAL;;HAB;6776.0;A
2021;ES616;_T;TOTAL;;HAB;6788.0;A
2021;ES616;_T;TOTAL;;HAB;6699.0;A
2021;ES616;_T;TOTAL;;HAB;6709.0;A
2021;ES616;_T;TOTAL;Y20-24;HAB;35355.0;A
2021;ES616;_T;TOTAL;;HAB;6978.0;A
2021;ES616;_T;TOTAL;;HAB;7270.0;A
2021;ES616;_T;TOTAL;;HAB;6956.0;A
2021;ES616;_T;TOTAL;;HAB;7088.0;A
2021;ES616;_T;TOTAL;;HAB;7063.0;A
2021;ES616;_T;TOTAL;Y25-29;HAB;38156.0;A
2021;ES616;_T;TOTAL;;HAB;7406.0;A
2021;ES616;_T;TOTAL;;HAB;7391.0;A
2021;ES616;_T;TOTAL;;HAB;7826.0;A
2021;ES616;_T;TOTAL;;HAB;7751.0;A
2021;ES616;_T;TOTAL;;HAB;7782.0;A
2021;ES616;_T;TOTAL;Y40-44;HAB;122222.0;A
2021;ES616;_T;TOTAL;Y30-34;HAB;37772.0;A
2021;ES616;_T;TOTAL;;HAB;7548.0;A
2021;ES616;_T;TOTAL;;HAB;7831.0;A
2021;ES616;_T;TOTAL;;HAB;7431.0;A
2021;ES616;_T;TOTAL;;HAB;7358.0;A
2021;ES616;_T;TOTAL;;HAB;7604.0;A
2021;ES616;_T;TOTAL;Y35-39;HAB;39553.0;A
2021;ES616;_T;TOTAL;;HAB;7457.0;A
2021;ES616;_T;TOTAL;;HAB;7769.0;A
2021;ES616;_T;TOTAL;;HAB;7951.0;A
2021;ES616;_T;TOTAL;;HAB;8090.0;A
2021;ES616;_T;TOTAL;;HAB;8286.0;A
2021;ES616;_T;TOTAL;Y40-44;HAB;44897.0;A
2021;ES616;_T;TOTAL;;HAB;8921.0;A
2021;ES616;_T;TOTAL;;HAB;8861.0;A
2021;ES616;_T;TOTAL;;HAB;8973.0;A
2021;ES616;_T;TOTAL;;HAB;8963.0;A
2021;ES616;_T;TOTAL;;HAB;9179.0;A
2021;ES616;_T;TOTAL;Y45-49;HAB;189353.0;A
2021;ES616;_T;TOTAL;Y45-49;HAB;46441.0;A
2021;ES616;_T;TOTAL;;HAB;9272.0;A
2021;ES616;_T;TOTAL;;HAB;9166.0;A
2021;ES616;_T;TOTAL;;HAB;9228.0;A
2021;ES616;_T;TOTAL;;HAB;9442.0;A
2021;ES616;_T;TOTAL;;HAB;9333.0;A
2021;ES616;_T;TOTAL;Y50-54;HAB;49410.0;A
2021;ES616;_T;TOTAL;;HAB;9638.0;A
2021;ES616;_T;TOTAL;;HAB;9732.0;A
2021;ES616;_T;TOTAL;;HAB;9951.0;A
2021;ES616;_T;TOTAL;;HAB;10351.0;A
2021;ES616;_T;TOTAL;;HAB;9738.0;A
2021;ES616;_T;TOTAL;Y55-59;HAB;50293.0;A
2021;ES616;_T;TOTAL;;HAB;10440.0;A
2021;ES616;_T;TOTAL;;HAB;10791.0;A
2021;ES616;_T;TOTAL;;HAB;10045.0;A
2021;ES616;_T;TOTAL;;HAB;9487.0;A
2021;ES616;_T;TOTAL;;HAB;9530.0;A
2021;ES616;_T;TOTAL;Y60-64;HAB;43209.0;A
2021;ES616;_T;TOTAL;;HAB;9602.0;A
2021;ES616;_T;TOTAL;;HAB;8802.0;A
2021;ES616;_T;TOTAL;;HAB;8920.0;A
2021;ES616;_T;TOTAL;;HAB;8176.0;A
2021;ES616;_T;TOTAL;;HAB;7709.0;A
2021;ES616;_T;TOTAL;Y_GE50;HAB;123215.0;A
2021;ES616;_T;TOTAL;Y65-69;HAB;32194.0;A
2021;ES616;_T;TOTAL;;HAB;7018.0;A
2021;ES616;_T;TOTAL;;HAB;6441.0;A
2021;ES616;_T;TOTAL;;HAB;6803.0;A
2021;ES616;_T;TOTAL;;HAB;6524.0;A
2021;ES616;_T;TOTAL;;HAB;5408.0;A
2021;ES616;_T;TOTAL;Y70-74;HAB;26474.0;A
2021;ES616;_T;TOTAL;;HAB;5057.0;A
2021;ES616;_T;TOTAL;;HAB;5697.0;A
2021;ES616;_T;TOTAL;;HAB;6133.0;A
2021;ES616;_T;TOTAL;;HAB;5217.0;A
2021;ES616;_T;TOTAL;;HAB;4370.0;A
2021;ES616;_T;TOTAL;Y75-79;HAB;22575.0;A
2021;ES616;_T;TOTAL;;HAB;5115.0;A
2021;ES616;_T;TOTAL;;HAB;4799.0;A
2021;ES616;_T;TOTAL;;HAB;4895.0;A
2021;ES616;_T;TOTAL;;HAB;4132.0;A
2021;ES616;_T;TOTAL;;HAB;3634.0;A
2021;ES616;_T;TOTAL;Y80-84;HAB;19441.0;A
2021;ES616;_T;TOTAL;;HAB;5274.0;A
2021;ES616;_T;TOTAL;;HAB;2674.0;A
2021;ES616;_T;TOTAL;;HAB;3501.0;A
2021;ES616;_T;TOTAL;;HAB;4144.0;A
2021;ES616;_T;TOTAL;;HAB;3848.0;A
2021;ES616;_T;TOTAL;;HAB;14793.0;A
2021;ES616;_T;TOTAL;;HAB;3556.0;A
2021;ES616;_T;TOTAL;;HAB;3311.0;A
2021;ES616;_T;TOTAL;;HAB;3063.0;A
2021;ES616;_T;TOTAL;;HAB;2603.0;A
2021;ES616;_T;TOTAL;;HAB;2260.0;A
2021;ES616;_T;TOTAL;;HAB;6309.0;A
2021;ES616;_T;TOTAL;;HAB;1956.0;A
2021;ES616;_T;TOTAL;;HAB;1602.0;A
2021;ES616;_T;TOTAL;;HAB;1267.0;A
2021;ES616;_T;TOTAL;;HAB;819.0;A
2021;ES616;_T;TOTAL;;HAB;665.0;A
2021;ES616;_T;TOTAL;Y95-99;HAB;1268.0;A
2021;ES616;_T;TOTAL;;HAB;452.0;A
2021;ES616;_T;TOTAL;;HAB;323.0;A
2021;ES616;_T;TOTAL;;HAB;230.0;A
2021;ES616;_T;TOTAL;;HAB;157.0;A
2021;ES616;_T;TOTAL;;HAB;106.0;A
2021;ES616;_T;TOTAL;Y_GE100;HAB;161.0;A
2021;ES616;_T;TOTAL;;HAB;62.0;A
2021;ES616;_T;TOTAL;;HAB;25.0;A
2021;ES616;_T;TOTAL;;HAB;20.0;A
2021;ES616;_T;TOTAL;;HAB;14.0;A
2021;ES616;_T;TOTAL;;HAB;9.0;A
2021;ES616;_T;TOTAL;;HAB;4.0;A
2021;ES616;_T;TOTAL;;HAB;6.0;A
2021;ES616;_T;TOTAL;;HAB;5.0;A
2021;ES616;_T;TOTAL;;HAB;8.0;A
2021;ES616;_T;TOTAL;;HAB;2.0;A
2021;ES616;_T;TOTAL;;HAB;5.0;A
2021;ES616;_T;TOTAL;;HAB;1.0;A
2021;ES616;_T;ES;TOTAL;HAB;610290.0;A
2021;ES616;_T;ES;Y_LT15;HAB;83020.0;A
2021;ES616;_T;ES;Y1-4;HAB;23385.0;A
2021;ES616;_T;ES;;HAB;4098.0;A
2021;ES616;_T;ES;;HAB;4504.0;A
2021;ES616;_T;ES;;HAB;4769.0;A
2021;ES616;_T;ES;;HAB;4780.0;A
2021;ES616;_T;ES;;HAB;5234.0;A
2021;ES616;_T;ES;Y5-9;HAB;27394.0;A
2021;ES616;_T;ES;;HAB;5244.0;A
2021;ES616;_T;ES;;HAB;5350.0;A
2021;ES616;_T;ES;;HAB;5246.0;A
2021;ES616;_T;ES;;HAB;5647.0;A
2021;ES616;_T;ES;;HAB;5907.0;A
2021;ES616;_T;ES;Y10-14;HAB;32241.0;A
2021;ES616;_T;ES;;HAB;5999.0;A
2021;ES616;_T;ES;;HAB;6336.0;A
2021;ES616;_T;ES;;HAB;6728.0;A
2021;ES616;_T;ES;;HAB;6517.0;A
2021;ES616;_T;ES;;HAB;6661.0;A
2021;ES616;_T;ES;Y15-19;HAB;103678.0;A
2021;ES616;_T;ES;Y15-19;HAB;32811.0;A
2021;ES616;_T;ES;;HAB;6507.0;A
2021;ES616;_T;ES;;HAB;6645.0;A
2021;ES616;_T;ES;;HAB;6634.0;A
2021;ES616;_T;ES;;HAB;6508.0;A
2021;ES616;_T;ES;;HAB;6517.0;A
2021;ES616;_T;ES;Y20-24;HAB;34201.0;A
2021;ES616;_T;ES;;HAB;6777.0;A
2021;ES616;_T;ES;;HAB;7071.0;A
2021;ES616;_T;ES;;HAB;6720.0;A
2021;ES616;_T;ES;;HAB;6828.0;A
2021;ES616;_T;ES;;HAB;6805.0;A
2021;ES616;_T;ES;Y25-29;HAB;36666.0;A
2021;ES616;_T;ES;;HAB;7119.0;A
2021;ES616;_T;ES;;HAB;7105.0;A
2021;ES616;_T;ES;;HAB;7545.0;A
2021;ES616;_T;ES;;HAB;7460.0;A
2021;ES616;_T;ES;;HAB;7437.0;A
2021;ES616;_T;ES;Y40-44;HAB;116021.0;A
2021;ES616;_T;ES;Y30-34;HAB;35812.0;A
2021;ES616;_T;ES;;HAB;7185.0;A
2021;ES616;_T;ES;;HAB;7436.0;A
2021;ES616;_T;ES;;HAB;7015.0;A
2021;ES616;_T;ES;;HAB;6990.0;A
2021;ES616;_T;ES;;HAB;7186.0;A
2021;ES616;_T;ES;Y35-39;HAB;37378.0;A
2021;ES616;_T;ES;;HAB;7036.0;A
2021;ES616;_T;ES;;HAB;7335.0;A
2021;ES616;_T;ES;;HAB;7530.0;A
2021;ES616;_T;ES;;HAB;7648.0;A
2021;ES616;_T;ES;;HAB;7829.0;A
2021;ES616;_T;ES;Y40-44;HAB;42831.0;A
2021;ES616;_T;ES;;HAB;8491.0;A
2021;ES616;_T;ES;;HAB;8432.0;A
2021;ES616;_T;ES;;HAB;8543.0;A
2021;ES616;_T;ES;;HAB;8541.0;A
2021;ES616;_T;ES;;HAB;8824.0;A
2021;ES616;_T;ES;Y45-49;HAB;185199.0;A
2021;ES616;_T;ES;Y45-49;HAB;44869.0;A
2021;ES616;_T;ES;;HAB;8923.0;A
2021;ES616;_T;ES;;HAB;8854.0;A
2021;ES616;_T;ES;;HAB;8916.0;A
2021;ES616;_T;ES;;HAB;9129.0;A
2021;ES616;_T;ES;;HAB;9047.0;A
2021;ES616;_T;ES;Y50-54;HAB;48210.0;A
2021;ES616;_T;ES;;HAB;9361.0;A
2021;ES616;_T;ES;;HAB;9463.0;A
2021;ES616;_T;ES;;HAB;9706.0;A
2021;ES616;_T;ES;;HAB;10130.0;A
2021;ES616;_T;ES;;HAB;9550.0;A
2021;ES616;_T;ES;Y55-59;HAB;49479.0;A
2021;ES616;_T;ES;;HAB;10244.0;A
2021;ES616;_T;ES;;HAB;10615.0;A
2021;ES616;_T;ES;;HAB;9885.0;A
2021;ES616;_T;ES;;HAB;9349.0;A
2021;ES616;_T;ES;;HAB;9386.0;A
2021;ES616;_T;ES;Y60-64;HAB;42641.0;A
2021;ES616;_T;ES;;HAB;9475.0;A
2021;ES616;_T;ES;;HAB;8666.0;A
2021;ES616;_T;ES;;HAB;8816.0;A
2021;ES616;_T;ES;;HAB;8074.0;A
2021;ES616;_T;ES;;HAB;7610.0;A
2021;ES616;_T;ES;Y_GE50;HAB;122372.0;A
2021;ES616;_T;ES;Y65-69;HAB;31793.0;A
2021;ES616;_T;ES;;HAB;6919.0;A
2021;ES616;_T;ES;;HAB;6368.0;A
2021;ES616;_T;ES;;HAB;6713.0;A
2021;ES616;_T;ES;;HAB;6452.0;A
2021;ES616;_T;ES;;HAB;5341.0;A
2021;ES616;_T;ES;Y70-74;HAB;26225.0;A
2021;ES616;_T;ES;;HAB;4996.0;A
2021;ES616;_T;ES;;HAB;5648.0;A
2021;ES616;_T;ES;;HAB;6074.0;A
2021;ES616;_T;ES;;HAB;5178.0;A
2021;ES616;_T;ES;;HAB;4329.0;A
2021;ES616;_T;ES;Y75-79;HAB;22464.0;A
2021;ES616;_T;ES;;HAB;5091.0;A
2021;ES616;_T;ES;;HAB;4778.0;A
2021;ES616;_T;ES;;HAB;4874.0;A
2021;ES616;_T;ES;;HAB;4100.0;A
2021;ES616;_T;ES;;HAB;3621.0;A
2021;ES616;_T;ES;Y80-84;HAB;19388.0;A
2021;ES616;_T;ES;;HAB;5260.0;A
2021;ES616;_T;ES;;HAB;2664.0;A
2021;ES616;_T;ES;;HAB;3489.0;A
2021;ES616;_T;ES;;HAB;4131.0;A
2021;ES616;_T;ES;;HAB;3844.0;A
2021;ES616;_T;ES;;HAB;14769.0;A
2021;ES616;_T;ES;;HAB;3551.0;A
2021;ES616;_T;ES;;HAB;3308.0;A
2021;ES616;_T;ES;;HAB;3057.0;A
2021;ES616;_T;ES;;HAB;2598.0;A
2021;ES616;_T;ES;;HAB;2255.0;A
2021;ES616;_T;ES;;HAB;6306.0;A
2021;ES616;_T;ES;;HAB;1955.0;A
2021;ES616;_T;ES;;HAB;1601.0;A
2021;ES616;_T;ES;;HAB;1267.0;A
2021;ES616;_T;ES;;HAB;819.0;A
2021;ES616;_T;ES;;HAB;664.0;A
2021;ES616;_T;ES;Y95-99;HAB;1266.0;A
2021;ES616;_T;ES;;HAB;451.0;A
2021;ES616;_T;ES;;HAB;323.0;A
2021;ES616;_T;ES;;HAB;230.0;A
2021;ES616;_T;ES;;HAB;157.0;A
2021;ES616;_T;ES;;HAB;105.0;A
2021;ES616;_T;ES;Y_GE100;HAB;161.0;A
2021;ES616;_T;ES;;HAB;62.0;A
2021;ES616;_T;ES;;HAB;25.0;A
2021;ES616;_T;ES;;HAB;20.0;A
2021;ES616;_T;ES;;HAB;14.0;A
2021;ES616;_T;ES;;HAB;9.0;A
2021;ES616;_T;ES;;HAB;4.0;A
2021;ES616;_T;ES;;HAB;6.0;A
2021;ES616;_T;ES;;HAB;5.0;A
2021;ES616;_T;ES;;HAB;8.0;A
2021;ES616;_T;ES;;HAB;2.0;A
2021;ES616;_T;ES;;HAB;5.0;A
2021;ES616;_T;ES;;HAB;1.0;A
2021;ES616;_T;OTHER_SPAIN;TOTAL;HAB;16900.0;A
2021;ES616;_T;OTHER_SPAIN;Y_LT15;HAB;2257.0;A
2021;ES616;_T;OTHER_SPAIN;Y1-4;HAB;741.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;144.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;143.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;148.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;148.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;158.0;A
2021;ES616;_T;OTHER_SPAIN;Y5-9;HAB;784.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;181.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;169.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;142.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;160.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;132.0;A
2021;ES616;_T;OTHER_SPAIN;Y10-14;HAB;732.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;163.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;140.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;144.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;132.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;153.0;A
2021;ES616;_T;OTHER_SPAIN;Y15-19;HAB;3445.0;A
2021;ES616;_T;OTHER_SPAIN;Y15-19;HAB;801.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;133.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;131.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;154.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;191.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;192.0;A
2021;ES616;_T;OTHER_SPAIN;Y20-24;HAB;1154.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;201.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;199.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;236.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;260.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;258.0;A
2021;ES616;_T;OTHER_SPAIN;Y25-29;HAB;1490.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;287.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;286.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;281.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;291.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;345.0;A
2021;ES616;_T;OTHER_SPAIN;Y40-44;HAB;6201.0;A
2021;ES616;_T;OTHER_SPAIN;Y30-34;HAB;1960.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;363.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;395.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;416.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;368.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;418.0;A
2021;ES616;_T;OTHER_SPAIN;Y35-39;HAB;2175.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;421.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;434.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;421.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;442.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;457.0;A
2021;ES616;_T;OTHER_SPAIN;Y40-44;HAB;2066.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;430.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;429.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;430.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;422.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;355.0;A
2021;ES616;_T;OTHER_SPAIN;Y45-49;HAB;4154.0;A
2021;ES616;_T;OTHER_SPAIN;Y45-49;HAB;1572.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;349.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;312.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;312.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;313.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;286.0;A
2021;ES616;_T;OTHER_SPAIN;Y50-54;HAB;1200.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;277.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;269.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;245.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;221.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;188.0;A
2021;ES616;_T;OTHER_SPAIN;Y55-59;HAB;814.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;196.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;176.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;160.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;138.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;144.0;A
2021;ES616;_T;OTHER_SPAIN;Y60-64;HAB;568.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;127.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;136.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;104.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;102.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;99.0;A
2021;ES616;_T;OTHER_SPAIN;Y_GE50;HAB;843.0;A
2021;ES616;_T;OTHER_SPAIN;Y65-69;HAB;401.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;99.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;73.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;90.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;72.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;67.0;A
2021;ES616;_T;OTHER_SPAIN;Y70-74;HAB;249.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;61.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;49.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;59.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;39.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;41.0;A
2021;ES616;_T;OTHER_SPAIN;Y75-79;HAB;111.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;24.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;21.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;21.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;32.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;13.0;A
2021;ES616;_T;OTHER_SPAIN;Y80-84;HAB;53.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;14.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;10.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;12.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;13.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;4.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;24.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;5.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;3.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;6.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;5.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;5.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;3.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;1.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;1.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;1.0;A
2021;ES616;_T;OTHER_SPAIN;Y95-99;HAB;2.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;1.0;A
2021;ES616;_T;OTHER_SPAIN;;HAB;1.0;A
2021;ES616;M;TOTAL;TOTAL;HAB;310323.0;A
2021;ES616;M;TOTAL;Y_LT15;HAB;43816.0;A
2021;ES616;M;TOTAL;Y1-4;HAB;12468.0;A
2021;ES616;M;TOTAL;;HAB;2201.0;A
2021;ES616;M;TOTAL;;HAB;2409.0;A
2021;ES616;M;TOTAL;;HAB;2542.0;A
2021;ES616;M;TOTAL;;HAB;2490.0;A
2021;ES616;M;TOTAL;;HAB;2826.0;A
2021;ES616;M;TOTAL;Y5-9;HAB;14442.0;A
2021;ES616;M;TOTAL;;HAB;2785.0;A
2021;ES616;M;TOTAL;;HAB;2765.0;A
2021;ES616;M;TOTAL;;HAB;2730.0;A
2021;ES616;M;TOTAL;;HAB;3075.0;A
2021;ES616;M;TOTAL;;HAB;3087.0;A
2021;ES616;M;TOTAL;Y10-14;HAB;16906.0;A
2021;ES616;M;TOTAL;;HAB;3193.0;A
2021;ES616;M;TOTAL;;HAB;3318.0;A
2021;ES616;M;TOTAL;;HAB;3534.0;A
2021;ES616;M;TOTAL;;HAB;3427.0;A
2021;ES616;M;TOTAL;;HAB;3434.0;A
2021;ES616;M;TOTAL;Y15-19;HAB;55338.0;A
2021;ES616;M;TOTAL;Y15-19;HAB;17274.0;A
2021;ES616;M;TOTAL;;HAB;3387.0;A
2021;ES616;M;TOTAL;;HAB;3493.0;A
2021;ES616;M;TOTAL;;HAB;3455.0;A
2021;ES616;M;TOTAL;;HAB;3457.0;A
2021;ES616;M;TOTAL;;HAB;3482.0;A
2021;ES616;M;TOTAL;Y20-24;HAB;18267.0;A
2021;ES616;M;TOTAL;;HAB;3599.0;A
2021;ES616;M;TOTAL;;HAB;3805.0;A
2021;ES616;M;TOTAL;;HAB;3612.0;A
2021;ES616;M;TOTAL;;HAB;3599.0;A
2021;ES616;M;TOTAL;;HAB;3652.0;A
2021;ES616;M;TOTAL;Y25-29;HAB;19797.0;A
2021;ES616;M;TOTAL;;HAB;3830.0;A
2021;ES616;M;TOTAL;;HAB;3899.0;A
2021;ES616;M;TOTAL;;HAB;4064.0;A
2021;ES616;M;TOTAL;;HAB;3939.0;A
2021;ES616;M;TOTAL;;HAB;4065.0;A
2021;ES616;M;TOTAL;Y40-44;HAB;62942.0;A
2021;ES616;M;TOTAL;Y30-34;HAB;19543.0;A
2021;ES616;M;TOTAL;;HAB;3909.0;A
2021;ES616;M;TOTAL;;HAB;4074.0;A
2021;ES616;M;TOTAL;;HAB;3876.0;A
2021;ES616;M;TOTAL;;HAB;3800.0;A
2021;ES616;M;TOTAL;;HAB;3884.0;A
2021;ES616;M;TOTAL;Y35-39;HAB;20339.0;A
2021;ES616;M;TOTAL;;HAB;3806.0;A
2021;ES616;M;TOTAL;;HAB;3991.0;A
2021;ES616;M;TOTAL;;HAB;4076.0;A
2021;ES616;M;TOTAL;;HAB;4132.0;A
2021;ES616;M;TOTAL;;HAB;4334.0;A
2021;ES616;M;TOTAL;Y40-44;HAB;23060.0;A
2021;ES616;M;TOTAL;;HAB;4617.0;A
2021;ES616;M;TOTAL;;HAB;4631.0;A
2021;ES616;M;TOTAL;;HAB;4569.0;A
2021;ES616;M;TOTAL;;HAB;4554.0;A
2021;ES616;M;TOTAL;;HAB;4689.0;A
2021;ES616;M;TOTAL;Y45-49;HAB;95132.0;A
2021;ES616;M;TOTAL;Y45-49;HAB;23791.0;A
2021;ES616;M;TOTAL;;HAB;4843.0;A
2021;ES616;M;TOTAL;;HAB;4605.0;A
2021;ES616;M;TOTAL;;HAB;4736.0;A
2021;ES616;M;TOTAL;;HAB;4779.0;A
2021;ES616;M;TOTAL;;HAB;4828.0;A
2021;ES616;M;TOTAL;Y50-54;HAB;24785.0;A
2021;ES616;M;TOTAL;;HAB;4977.0;A
2021;ES616;M;TOTAL;;HAB;4895.0;A
2021;ES616;M;TOTAL;;HAB;4900.0;A
2021;ES616;M;TOTAL;;HAB;5194.0;A
2021;ES616;M;TOTAL;;HAB;4819.0;A
2021;ES616;M;TOTAL;Y55-59;HAB;25041.0;A
2021;ES616;M;TOTAL;;HAB;5244.0;A
2021;ES616;M;TOTAL;;HAB;5334.0;A
2021;ES616;M;TOTAL;;HAB;5027.0;A
2021;ES616;M;TOTAL;;HAB;4659.0;A
2021;ES616;M;TOTAL;;HAB;4777.0;A
2021;ES616;M;TOTAL;Y60-64;HAB;21515.0;A
2021;ES616;M;TOTAL;;HAB;4731.0;A
2021;ES616;M;TOTAL;;HAB;4373.0;A
2021;ES616;M;TOTAL;;HAB;4448.0;A
2021;ES616;M;TOTAL;;HAB;4081.0;A
2021;ES616;M;TOTAL;;HAB;3882.0;A
