TEMPORAL;NACIONALIDAD;TERRITORIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2016;OTHER_SPAIN;ES61;M;Y10-14;HAB;12732.0;A
2016;OTHER_SPAIN;ES61;M;Y15-19;HAB;15051.0;A
2016;OTHER_SPAIN;ES61;M;Y20-24;HAB;18117.0;A
2016;OTHER_SPAIN;ES61;M;Y25-29;HAB;24574.0;A
2016;OTHER_SPAIN;ES61;M;Y30-34;HAB;35026.0;A
2016;OTHER_SPAIN;ES61;M;Y35-39;HAB;41107.0;A
2016;OTHER_SPAIN;ES61;M;Y40-44;HAB;33706.0;A
2016;OTHER_SPAIN;ES61;M;Y45-49;HAB;26199.0;A
2016;OTHER_SPAIN;ES61;M;Y50-54;HAB;18921.0;A
2016;OTHER_SPAIN;ES61;M;Y55-59;HAB;14187.0;A
2016;OTHER_SPAIN;ES61;M;Y60-64;HAB;11749.0;A
2016;OTHER_SPAIN;ES61;M;Y65-69;HAB;12646.0;A
2016;OTHER_SPAIN;ES61;M;Y70-74;HAB;10394.0;A
2016;OTHER_SPAIN;ES61;M;Y75-79;HAB;6677.0;A
2016;OTHER_SPAIN;ES61;M;Y80-84;HAB;3086.0;A
2016;OTHER_SPAIN;ES61;M;Y85-89;HAB;1214.0;A
2016;OTHER_SPAIN;ES61;M;Y90-94;HAB;457.0;A
2016;OTHER_SPAIN;ES61;M;Y95-99;HAB;110.0;A
2016;OTHER_SPAIN;ES61;M;Y_GE100;HAB;24.0;A
2016;OTHER_SPAIN;ES61;F;TOTAL;HAB;303208.0;A
2016;OTHER_SPAIN;ES61;F;Y1-4;HAB;15264.0;A
2016;OTHER_SPAIN;ES61;F;Y5-9;HAB;13911.0;A
2016;OTHER_SPAIN;ES61;F;Y10-14;HAB;11992.0;A
2016;OTHER_SPAIN;ES61;F;Y15-19;HAB;13335.0;A
2016;OTHER_SPAIN;ES61;F;Y20-24;HAB;17606.0;A
2016;OTHER_SPAIN;ES61;F;Y25-29;HAB;27718.0;A
2016;OTHER_SPAIN;ES61;F;Y30-34;HAB;35569.0;A
2016;OTHER_SPAIN;ES61;F;Y35-39;HAB;35707.0;A
2016;OTHER_SPAIN;ES61;F;Y40-44;HAB;28985.0;A
2016;OTHER_SPAIN;ES61;F;Y45-49;HAB;23941.0;A
2016;OTHER_SPAIN;ES61;F;Y50-54;HAB;18336.0;A
2016;OTHER_SPAIN;ES61;F;Y55-59;HAB;15250.0;A
2016;OTHER_SPAIN;ES61;F;Y60-64;HAB;12756.0;A
2016;OTHER_SPAIN;ES61;F;Y65-69;HAB;13040.0;A
2016;OTHER_SPAIN;ES61;F;Y70-74;HAB;9313.0;A
2016;OTHER_SPAIN;ES61;F;Y75-79;HAB;5672.0;A
2016;OTHER_SPAIN;ES61;F;Y80-84;HAB;2723.0;A
2016;OTHER_SPAIN;ES61;F;Y85-89;HAB;1335.0;A
2016;OTHER_SPAIN;ES61;F;Y90-94;HAB;575.0;A
2016;OTHER_SPAIN;ES61;F;Y95-99;HAB;150.0;A
2016;OTHER_SPAIN;ES61;F;Y_GE100;HAB;30.0;A
2016;OTHER_SPAIN;ES611;_T;TOTAL;HAB;138340.0;A
2016;OTHER_SPAIN;ES611;_T;Y1-4;HAB;9529.0;A
2016;OTHER_SPAIN;ES611;_T;Y5-9;HAB;8081.0;A
2016;OTHER_SPAIN;ES611;_T;Y10-14;HAB;5751.0;A
2016;OTHER_SPAIN;ES611;_T;Y15-19;HAB;6542.0;A
2016;OTHER_SPAIN;ES611;_T;Y20-24;HAB;8609.0;A
2016;OTHER_SPAIN;ES611;_T;Y25-29;HAB;12651.0;A
2016;OTHER_SPAIN;ES611;_T;Y30-34;HAB;16637.0;A
2016;OTHER_SPAIN;ES611;_T;Y35-39;HAB;18455.0;A
2016;OTHER_SPAIN;ES611;_T;Y40-44;HAB;14087.0;A
2016;OTHER_SPAIN;ES611;_T;Y45-49;HAB;10230.0;A
2016;OTHER_SPAIN;ES611;_T;Y50-54;HAB;7030.0;A
2016;OTHER_SPAIN;ES611;_T;Y55-59;HAB;5451.0;A
2016;OTHER_SPAIN;ES611;_T;Y60-64;HAB;4439.0;A
2016;OTHER_SPAIN;ES611;_T;Y65-69;HAB;4615.0;A
2016;OTHER_SPAIN;ES611;_T;Y70-74;HAB;3403.0;A
2016;OTHER_SPAIN;ES611;_T;Y75-79;HAB;1840.0;A
2016;OTHER_SPAIN;ES611;_T;Y80-84;HAB;660.0;A
2016;OTHER_SPAIN;ES611;_T;Y85-89;HAB;238.0;A
2016;OTHER_SPAIN;ES611;_T;Y90-94;HAB;72.0;A
2016;OTHER_SPAIN;ES611;_T;Y95-99;HAB;16.0;A
2016;OTHER_SPAIN;ES611;_T;Y_GE100;HAB;4.0;A
2016;OTHER_SPAIN;ES611;M;TOTAL;HAB;76998.0;A
2016;OTHER_SPAIN;ES611;M;Y1-4;HAB;4882.0;A
2016;OTHER_SPAIN;ES611;M;Y5-9;HAB;4138.0;A
2016;OTHER_SPAIN;ES611;M;Y10-14;HAB;2963.0;A
2016;OTHER_SPAIN;ES611;M;Y15-19;HAB;3523.0;A
2016;OTHER_SPAIN;ES611;M;Y20-24;HAB;4506.0;A
2016;OTHER_SPAIN;ES611;M;Y25-29;HAB;6596.0;A
2016;OTHER_SPAIN;ES611;M;Y30-34;HAB;9586.0;A
2016;OTHER_SPAIN;ES611;M;Y35-39;HAB;11201.0;A
2016;OTHER_SPAIN;ES611;M;Y40-44;HAB;8601.0;A
2016;OTHER_SPAIN;ES611;M;Y45-49;HAB;6076.0;A
2016;OTHER_SPAIN;ES611;M;Y50-54;HAB;4037.0;A
2016;OTHER_SPAIN;ES611;M;Y55-59;HAB;2919.0;A
2016;OTHER_SPAIN;ES611;M;Y60-64;HAB;2297.0;A
2016;OTHER_SPAIN;ES611;M;Y65-69;HAB;2301.0;A
2016;OTHER_SPAIN;ES611;M;Y70-74;HAB;1817.0;A
2016;OTHER_SPAIN;ES611;M;Y75-79;HAB;1053.0;A
2016;OTHER_SPAIN;ES611;M;Y80-84;HAB;353.0;A
2016;OTHER_SPAIN;ES611;M;Y85-89;HAB;103.0;A
2016;OTHER_SPAIN;ES611;M;Y90-94;HAB;35.0;A
2016;OTHER_SPAIN;ES611;M;Y95-99;HAB;9.0;A
2016;OTHER_SPAIN;ES611;M;Y_GE100;HAB;2.0;A
2016;OTHER_SPAIN;ES611;F;TOTAL;HAB;61342.0;A
2016;OTHER_SPAIN;ES611;F;Y1-4;HAB;4647.0;A
2016;OTHER_SPAIN;ES611;F;Y5-9;HAB;3943.0;A
2016;OTHER_SPAIN;ES611;F;Y10-14;HAB;2788.0;A
2016;OTHER_SPAIN;ES611;F;Y15-19;HAB;3019.0;A
2016;OTHER_SPAIN;ES611;F;Y20-24;HAB;4103.0;A
2016;OTHER_SPAIN;ES611;F;Y25-29;HAB;6055.0;A
2016;OTHER_SPAIN;ES611;F;Y30-34;HAB;7051.0;A
2016;OTHER_SPAIN;ES611;F;Y35-39;HAB;7254.0;A
2016;OTHER_SPAIN;ES611;F;Y40-44;HAB;5486.0;A
2016;OTHER_SPAIN;ES611;F;Y45-49;HAB;4154.0;A
2016;OTHER_SPAIN;ES611;F;Y50-54;HAB;2993.0;A
2016;OTHER_SPAIN;ES611;F;Y55-59;HAB;2532.0;A
2016;OTHER_SPAIN;ES611;F;Y60-64;HAB;2142.0;A
2016;OTHER_SPAIN;ES611;F;Y65-69;HAB;2314.0;A
2016;OTHER_SPAIN;ES611;F;Y70-74;HAB;1586.0;A
2016;OTHER_SPAIN;ES611;F;Y75-79;HAB;787.0;A
2016;OTHER_SPAIN;ES611;F;Y80-84;HAB;307.0;A
2016;OTHER_SPAIN;ES611;F;Y85-89;HAB;135.0;A
2016;OTHER_SPAIN;ES611;F;Y90-94;HAB;37.0;A
2016;OTHER_SPAIN;ES611;F;Y95-99;HAB;7.0;A
2016;OTHER_SPAIN;ES611;F;Y_GE100;HAB;2.0;A
2016;OTHER_SPAIN;ES612;_T;TOTAL;HAB;41299.0;A
2016;OTHER_SPAIN;ES612;_T;Y1-4;HAB;1979.0;A
2016;OTHER_SPAIN;ES612;_T;Y5-9;HAB;1998.0;A
2016;OTHER_SPAIN;ES612;_T;Y10-14;HAB;1866.0;A
2016;OTHER_SPAIN;ES612;_T;Y15-19;HAB;2023.0;A
2016;OTHER_SPAIN;ES612;_T;Y20-24;HAB;2323.0;A
2016;OTHER_SPAIN;ES612;_T;Y25-29;HAB;3403.0;A
2016;OTHER_SPAIN;ES612;_T;Y30-34;HAB;4966.0;A
2016;OTHER_SPAIN;ES612;_T;Y35-39;HAB;5155.0;A
2016;OTHER_SPAIN;ES612;_T;Y40-44;HAB;4454.0;A
2016;OTHER_SPAIN;ES612;_T;Y45-49;HAB;3704.0;A
2016;OTHER_SPAIN;ES612;_T;Y50-54;HAB;2705.0;A
2016;OTHER_SPAIN;ES612;_T;Y55-59;HAB;2071.0;A
2016;OTHER_SPAIN;ES612;_T;Y60-64;HAB;1569.0;A
2016;OTHER_SPAIN;ES612;_T;Y65-69;HAB;1288.0;A
2016;OTHER_SPAIN;ES612;_T;Y70-74;HAB;882.0;A
2016;OTHER_SPAIN;ES612;_T;Y75-79;HAB;518.0;A
2016;OTHER_SPAIN;ES612;_T;Y80-84;HAB;257.0;A
2016;OTHER_SPAIN;ES612;_T;Y85-89;HAB;99.0;A
2016;OTHER_SPAIN;ES612;_T;Y90-94;HAB;35.0;A
2016;OTHER_SPAIN;ES612;_T;Y95-99;HAB;4.0;A
2016;OTHER_SPAIN;ES612;M;TOTAL;HAB;20661.0;A
2016;OTHER_SPAIN;ES612;M;Y1-4;HAB;1035.0;A
2016;OTHER_SPAIN;ES612;M;Y5-9;HAB;1002.0;A
2016;OTHER_SPAIN;ES612;M;Y10-14;HAB;928.0;A
2016;OTHER_SPAIN;ES612;M;Y15-19;HAB;1124.0;A
2016;OTHER_SPAIN;ES612;M;Y20-24;HAB;1160.0;A
2016;OTHER_SPAIN;ES612;M;Y25-29;HAB;1424.0;A
2016;OTHER_SPAIN;ES612;M;Y30-34;HAB;2186.0;A
2016;OTHER_SPAIN;ES612;M;Y35-39;HAB;2589.0;A
2016;OTHER_SPAIN;ES612;M;Y40-44;HAB;2327.0;A
2016;OTHER_SPAIN;ES612;M;Y45-49;HAB;1984.0;A
2016;OTHER_SPAIN;ES612;M;Y50-54;HAB;1422.0;A
2016;OTHER_SPAIN;ES612;M;Y55-59;HAB;1043.0;A
2016;OTHER_SPAIN;ES612;M;Y60-64;HAB;769.0;A
2016;OTHER_SPAIN;ES612;M;Y65-69;HAB;705.0;A
2016;OTHER_SPAIN;ES612;M;Y70-74;HAB;486.0;A
2016;OTHER_SPAIN;ES612;M;Y75-79;HAB;292.0;A
2016;OTHER_SPAIN;ES612;M;Y80-84;HAB;130.0;A
2016;OTHER_SPAIN;ES612;M;Y85-89;HAB;39.0;A
2016;OTHER_SPAIN;ES612;M;Y90-94;HAB;14.0;A
2016;OTHER_SPAIN;ES612;M;Y95-99;HAB;2.0;A
2016;OTHER_SPAIN;ES612;F;TOTAL;HAB;20638.0;A
2016;OTHER_SPAIN;ES612;F;Y1-4;HAB;944.0;A
2016;OTHER_SPAIN;ES612;F;Y5-9;HAB;996.0;A
2016;OTHER_SPAIN;ES612;F;Y10-14;HAB;938.0;A
2016;OTHER_SPAIN;ES612;F;Y15-19;HAB;899.0;A
2016;OTHER_SPAIN;ES612;F;Y20-24;HAB;1163.0;A
2016;OTHER_SPAIN;ES612;F;Y25-29;HAB;1979.0;A
2016;OTHER_SPAIN;ES612;F;Y30-34;HAB;2780.0;A
2016;OTHER_SPAIN;ES612;F;Y35-39;HAB;2566.0;A
2016;OTHER_SPAIN;ES612;F;Y40-44;HAB;2127.0;A
2016;OTHER_SPAIN;ES612;F;Y45-49;HAB;1720.0;A
2016;OTHER_SPAIN;ES612;F;Y50-54;HAB;1283.0;A
2016;OTHER_SPAIN;ES612;F;Y55-59;HAB;1028.0;A
2016;OTHER_SPAIN;ES612;F;Y60-64;HAB;800.0;A
2016;OTHER_SPAIN;ES612;F;Y65-69;HAB;583.0;A
2016;OTHER_SPAIN;ES612;F;Y70-74;HAB;396.0;A
2016;OTHER_SPAIN;ES612;F;Y75-79;HAB;226.0;A
2016;OTHER_SPAIN;ES612;F;Y80-84;HAB;127.0;A
2016;OTHER_SPAIN;ES612;F;Y85-89;HAB;60.0;A
2016;OTHER_SPAIN;ES612;F;Y90-94;HAB;21.0;A
2016;OTHER_SPAIN;ES612;F;Y95-99;HAB;2.0;A
2016;OTHER_SPAIN;ES613;_T;TOTAL;HAB;20388.0;A
2016;OTHER_SPAIN;ES613;_T;Y1-4;HAB;1128.0;A
2016;OTHER_SPAIN;ES613;_T;Y5-9;HAB;952.0;A
2016;OTHER_SPAIN;ES613;_T;Y10-14;HAB;927.0;A
2016;OTHER_SPAIN;ES613;_T;Y15-19;HAB;1119.0;A
2016;OTHER_SPAIN;ES613;_T;Y20-24;HAB;1663.0;A
2016;OTHER_SPAIN;ES613;_T;Y25-29;HAB;2327.0;A
2016;OTHER_SPAIN;ES613;_T;Y30-34;HAB;2705.0;A
2016;OTHER_SPAIN;ES613;_T;Y35-39;HAB;2712.0;A
2016;OTHER_SPAIN;ES613;_T;Y40-44;HAB;2141.0;A
2016;OTHER_SPAIN;ES613;_T;Y45-49;HAB;1629.0;A
2016;OTHER_SPAIN;ES613;_T;Y50-54;HAB;1087.0;A
2016;OTHER_SPAIN;ES613;_T;Y55-59;HAB;789.0;A
2016;OTHER_SPAIN;ES613;_T;Y60-64;HAB;490.0;A
2016;OTHER_SPAIN;ES613;_T;Y65-69;HAB;353.0;A
2016;OTHER_SPAIN;ES613;_T;Y70-74;HAB;210.0;A
2016;OTHER_SPAIN;ES613;_T;Y75-79;HAB;96.0;A
2016;OTHER_SPAIN;ES613;_T;Y80-84;HAB;39.0;A
2016;OTHER_SPAIN;ES613;_T;Y85-89;HAB;15.0;A
2016;OTHER_SPAIN;ES613;_T;Y90-94;HAB;5.0;A
2016;OTHER_SPAIN;ES613;_T;Y95-99;HAB;1.0;A
2016;OTHER_SPAIN;ES613;M;TOTAL;HAB;10104.0;A
2016;OTHER_SPAIN;ES613;M;Y1-4;HAB;597.0;A
2016;OTHER_SPAIN;ES613;M;Y5-9;HAB;461.0;A
2016;OTHER_SPAIN;ES613;M;Y10-14;HAB;486.0;A
2016;OTHER_SPAIN;ES613;M;Y15-19;HAB;611.0;A
2016;OTHER_SPAIN;ES613;M;Y20-24;HAB;931.0;A
2016;OTHER_SPAIN;ES613;M;Y25-29;HAB;1146.0;A
2016;OTHER_SPAIN;ES613;M;Y30-34;HAB;1259.0;A
2016;OTHER_SPAIN;ES613;M;Y35-39;HAB;1335.0;A
2016;OTHER_SPAIN;ES613;M;Y40-44;HAB;1080.0;A
2016;OTHER_SPAIN;ES613;M;Y45-49;HAB;807.0;A
2016;OTHER_SPAIN;ES613;M;Y50-54;HAB;498.0;A
2016;OTHER_SPAIN;ES613;M;Y55-59;HAB;332.0;A
2016;OTHER_SPAIN;ES613;M;Y60-64;HAB;225.0;A
2016;OTHER_SPAIN;ES613;M;Y65-69;HAB;163.0;A
2016;OTHER_SPAIN;ES613;M;Y70-74;HAB;99.0;A
2016;OTHER_SPAIN;ES613;M;Y75-79;HAB;49.0;A
2016;OTHER_SPAIN;ES613;M;Y80-84;HAB;18.0;A
2016;OTHER_SPAIN;ES613;M;Y85-89;HAB;4.0;A
2016;OTHER_SPAIN;ES613;M;Y90-94;HAB;3.0;A
2016;OTHER_SPAIN;ES613;F;TOTAL;HAB;10284.0;A
2016;OTHER_SPAIN;ES613;F;Y1-4;HAB;531.0;A
2016;OTHER_SPAIN;ES613;F;Y5-9;HAB;491.0;A
2016;OTHER_SPAIN;ES613;F;Y10-14;HAB;441.0;A
2016;OTHER_SPAIN;ES613;F;Y15-19;HAB;508.0;A
2016;OTHER_SPAIN;ES613;F;Y20-24;HAB;732.0;A
2016;OTHER_SPAIN;ES613;F;Y25-29;HAB;1181.0;A
2016;OTHER_SPAIN;ES613;F;Y30-34;HAB;1446.0;A
2016;OTHER_SPAIN;ES613;F;Y35-39;HAB;1377.0;A
2016;OTHER_SPAIN;ES613;F;Y40-44;HAB;1061.0;A
2016;OTHER_SPAIN;ES613;F;Y45-49;HAB;822.0;A
2016;OTHER_SPAIN;ES613;F;Y50-54;HAB;589.0;A
2016;OTHER_SPAIN;ES613;F;Y55-59;HAB;457.0;A
2016;OTHER_SPAIN;ES613;F;Y60-64;HAB;265.0;A
2016;OTHER_SPAIN;ES613;F;Y65-69;HAB;190.0;A
2016;OTHER_SPAIN;ES613;F;Y70-74;HAB;111.0;A
2016;OTHER_SPAIN;ES613;F;Y75-79;HAB;47.0;A
2016;OTHER_SPAIN;ES613;F;Y80-84;HAB;21.0;A
2016;OTHER_SPAIN;ES613;F;Y85-89;HAB;11.0;A
2016;OTHER_SPAIN;ES613;F;Y90-94;HAB;2.0;A
2016;OTHER_SPAIN;ES613;F;Y95-99;HAB;1.0;A
2016;OTHER_SPAIN;ES614;_T;TOTAL;HAB;57703.0;A
2016;OTHER_SPAIN;ES614;_T;Y1-4;HAB;2766.0;A
2016;OTHER_SPAIN;ES614;_T;Y5-9;HAB;2524.0;A
2016;OTHER_SPAIN;ES614;_T;Y10-14;HAB;2121.0;A
2016;OTHER_SPAIN;ES614;_T;Y15-19;HAB;2764.0;A
2016;OTHER_SPAIN;ES614;_T;Y20-24;HAB;3518.0;A
2016;OTHER_SPAIN;ES614;_T;Y25-29;HAB;5514.0;A
2016;OTHER_SPAIN;ES614;_T;Y30-34;HAB;7455.0;A
2016;OTHER_SPAIN;ES614;_T;Y35-39;HAB;7905.0;A
2016;OTHER_SPAIN;ES614;_T;Y40-44;HAB;5926.0;A
2016;OTHER_SPAIN;ES614;_T;Y45-49;HAB;4450.0;A
2016;OTHER_SPAIN;ES614;_T;Y50-54;HAB;3218.0;A
2016;OTHER_SPAIN;ES614;_T;Y55-59;HAB;2534.0;A
2016;OTHER_SPAIN;ES614;_T;Y60-64;HAB;2034.0;A
2016;OTHER_SPAIN;ES614;_T;Y65-69;HAB;1995.0;A
2016;OTHER_SPAIN;ES614;_T;Y70-74;HAB;1374.0;A
2016;OTHER_SPAIN;ES614;_T;Y75-79;HAB;890.0;A
2016;OTHER_SPAIN;ES614;_T;Y80-84;HAB;402.0;A
2016;OTHER_SPAIN;ES614;_T;Y85-89;HAB;200.0;A
2016;OTHER_SPAIN;ES614;_T;Y90-94;HAB;93.0;A
2016;OTHER_SPAIN;ES614;_T;Y95-99;HAB;19.0;A
2016;OTHER_SPAIN;ES614;_T;Y_GE100;HAB;1.0;A
2016;OTHER_SPAIN;ES614;M;TOTAL;HAB;30232.0;A
2016;OTHER_SPAIN;ES614;M;Y1-4;HAB;1433.0;A
2016;OTHER_SPAIN;ES614;M;Y5-9;HAB;1307.0;A
2016;OTHER_SPAIN;ES614;M;Y10-14;HAB;1105.0;A
2016;OTHER_SPAIN;ES614;M;Y15-19;HAB;1487.0;A
2016;OTHER_SPAIN;ES614;M;Y20-24;HAB;1806.0;A
2016;OTHER_SPAIN;ES614;M;Y25-29;HAB;2680.0;A
2016;OTHER_SPAIN;ES614;M;Y30-34;HAB;3873.0;A
2016;OTHER_SPAIN;ES614;M;Y35-39;HAB;4432.0;A
2016;OTHER_SPAIN;ES614;M;Y40-44;HAB;3281.0;A
2016;OTHER_SPAIN;ES614;M;Y45-49;HAB;2356.0;A
2016;OTHER_SPAIN;ES614;M;Y50-54;HAB;1661.0;A
2016;OTHER_SPAIN;ES614;M;Y55-59;HAB;1287.0;A
2016;OTHER_SPAIN;ES614;M;Y60-64;HAB;971.0;A
2016;OTHER_SPAIN;ES614;M;Y65-69;HAB;1003.0;A
2016;OTHER_SPAIN;ES614;M;Y70-74;HAB;747.0;A
2016;OTHER_SPAIN;ES614;M;Y75-79;HAB;471.0;A
2016;OTHER_SPAIN;ES614;M;Y80-84;HAB;202.0;A
2016;OTHER_SPAIN;ES614;M;Y85-89;HAB;82.0;A
2016;OTHER_SPAIN;ES614;M;Y90-94;HAB;42.0;A
2016;OTHER_SPAIN;ES614;M;Y95-99;HAB;5.0;A
2016;OTHER_SPAIN;ES614;M;Y_GE100;HAB;1.0;A
2016;OTHER_SPAIN;ES614;F;TOTAL;HAB;27471.0;A
2016;OTHER_SPAIN;ES614;F;Y1-4;HAB;1333.0;A
2016;OTHER_SPAIN;ES614;F;Y5-9;HAB;1217.0;A
2016;OTHER_SPAIN;ES614;F;Y10-14;HAB;1016.0;A
2016;OTHER_SPAIN;ES614;F;Y15-19;HAB;1277.0;A
2016;OTHER_SPAIN;ES614;F;Y20-24;HAB;1712.0;A
2016;OTHER_SPAIN;ES614;F;Y25-29;HAB;2834.0;A
2016;OTHER_SPAIN;ES614;F;Y30-34;HAB;3582.0;A
2016;OTHER_SPAIN;ES614;F;Y35-39;HAB;3473.0;A
2016;OTHER_SPAIN;ES614;F;Y40-44;HAB;2645.0;A
2016;OTHER_SPAIN;ES614;F;Y45-49;HAB;2094.0;A
2016;OTHER_SPAIN;ES614;F;Y50-54;HAB;1557.0;A
2016;OTHER_SPAIN;ES614;F;Y55-59;HAB;1247.0;A
2016;OTHER_SPAIN;ES614;F;Y60-64;HAB;1063.0;A
2016;OTHER_SPAIN;ES614;F;Y65-69;HAB;992.0;A
2016;OTHER_SPAIN;ES614;F;Y70-74;HAB;627.0;A
2016;OTHER_SPAIN;ES614;F;Y75-79;HAB;419.0;A
2016;OTHER_SPAIN;ES614;F;Y80-84;HAB;200.0;A
2016;OTHER_SPAIN;ES614;F;Y85-89;HAB;118.0;A
2016;OTHER_SPAIN;ES614;F;Y90-94;HAB;51.0;A
2016;OTHER_SPAIN;ES614;F;Y95-99;HAB;14.0;A
2016;OTHER_SPAIN;ES615;_T;TOTAL;HAB;41302.0;A
2016;OTHER_SPAIN;ES615;_T;Y1-4;HAB;2198.0;A
2016;OTHER_SPAIN;ES615;_T;Y5-9;HAB;1848.0;A
2016;OTHER_SPAIN;ES615;_T;Y10-14;HAB;1427.0;A
2016;OTHER_SPAIN;ES615;_T;Y15-19;HAB;1748.0;A
2016;OTHER_SPAIN;ES615;_T;Y20-24;HAB;2474.0;A
2016;OTHER_SPAIN;ES615;_T;Y25-29;HAB;3981.0;A
2016;OTHER_SPAIN;ES615;_T;Y30-34;HAB;5587.0;A
2016;OTHER_SPAIN;ES615;_T;Y35-39;HAB;6606.0;A
2016;OTHER_SPAIN;ES615;_T;Y40-44;HAB;5109.0;A
2016;OTHER_SPAIN;ES615;_T;Y45-49;HAB;4136.0;A
2016;OTHER_SPAIN;ES615;_T;Y50-54;HAB;2400.0;A
2016;OTHER_SPAIN;ES615;_T;Y55-59;HAB;1468.0;A
2016;OTHER_SPAIN;ES615;_T;Y60-64;HAB;851.0;A
2016;OTHER_SPAIN;ES615;_T;Y65-69;HAB;642.0;A
2016;OTHER_SPAIN;ES615;_T;Y70-74;HAB;388.0;A
2016;OTHER_SPAIN;ES615;_T;Y75-79;HAB;244.0;A
2016;OTHER_SPAIN;ES615;_T;Y80-84;HAB;113.0;A
2016;OTHER_SPAIN;ES615;_T;Y85-89;HAB;50.0;A
2016;OTHER_SPAIN;ES615;_T;Y90-94;HAB;16.0;A
2016;OTHER_SPAIN;ES615;_T;Y95-99;HAB;9.0;A
2016;OTHER_SPAIN;ES615;_T;Y_GE100;HAB;7.0;A
2016;OTHER_SPAIN;ES615;M;TOTAL;HAB;20146.0;A
2016;OTHER_SPAIN;ES615;M;Y1-4;HAB;1136.0;A
2016;OTHER_SPAIN;ES615;M;Y5-9;HAB;982.0;A
2016;OTHER_SPAIN;ES615;M;Y10-14;HAB;752.0;A
2016;OTHER_SPAIN;ES615;M;Y15-19;HAB;934.0;A
2016;OTHER_SPAIN;ES615;M;Y20-24;HAB;1286.0;A
2016;OTHER_SPAIN;ES615;M;Y25-29;HAB;1923.0;A
2016;OTHER_SPAIN;ES615;M;Y30-34;HAB;2809.0;A
2016;OTHER_SPAIN;ES615;M;Y35-39;HAB;3365.0;A
2016;OTHER_SPAIN;ES615;M;Y40-44;HAB;2371.0;A
2016;OTHER_SPAIN;ES615;M;Y45-49;HAB;1632.0;A
2016;OTHER_SPAIN;ES615;M;Y50-54;HAB;1047.0;A
2016;OTHER_SPAIN;ES615;M;Y55-59;HAB;718.0;A
2016;OTHER_SPAIN;ES615;M;Y60-64;HAB;425.0;A
2016;OTHER_SPAIN;ES615;M;Y65-69;HAB;335.0;A
2016;OTHER_SPAIN;ES615;M;Y70-74;HAB;196.0;A
2016;OTHER_SPAIN;ES615;M;Y75-79;HAB;138.0;A
2016;OTHER_SPAIN;ES615;M;Y80-84;HAB;66.0;A
2016;OTHER_SPAIN;ES615;M;Y85-89;HAB;18.0;A
2016;OTHER_SPAIN;ES615;M;Y90-94;HAB;8.0;A
2016;OTHER_SPAIN;ES615;M;Y95-99;HAB;3.0;A
2016;OTHER_SPAIN;ES615;M;Y_GE100;HAB;2.0;A
2016;OTHER_SPAIN;ES615;F;TOTAL;HAB;21156.0;A
2016;OTHER_SPAIN;ES615;F;Y1-4;HAB;1062.0;A
2016;OTHER_SPAIN;ES615;F;Y5-9;HAB;866.0;A
2016;OTHER_SPAIN;ES615;F;Y10-14;HAB;675.0;A
2016;OTHER_SPAIN;ES615;F;Y15-19;HAB;814.0;A
2016;OTHER_SPAIN;ES615;F;Y20-24;HAB;1188.0;A
2016;OTHER_SPAIN;ES615;F;Y25-29;HAB;2058.0;A
2016;OTHER_SPAIN;ES615;F;Y30-34;HAB;2778.0;A
2016;OTHER_SPAIN;ES615;F;Y35-39;HAB;3241.0;A
