TEMPORAL;TERRITORIO;SEXO;NACIONALIDAD;EDAD;INDICATOR;OBS_VALUE;FREQ
2011;ES61;_T;TOTAL;TOTAL;HAB;8424102.0;A
2011;ES61;_T;TOTAL;Y_LT15;HAB;1373160.0;A
2011;ES61;_T;TOTAL;Y1-4;HAB;474899.0;A
2011;ES61;_T;TOTAL;Y_LT1;HAB;84520.0;A
2011;ES61;_T;TOTAL;Y1;HAB;93547.0;A
2011;ES61;_T;TOTAL;Y2;HAB;100286.0;A
2011;ES61;_T;TOTAL;Y3;HAB;97879.0;A
2011;ES61;_T;TOTAL;Y4;HAB;98667.0;A
2011;ES61;_T;TOTAL;Y5-9;HAB;460166.0;A
2011;ES61;_T;TOTAL;Y5;HAB;95891.0;A
2011;ES61;_T;TOTAL;Y6;HAB;93853.0;A
2011;ES61;_T;TOTAL;Y7;HAB;92219.0;A
2011;ES61;_T;TOTAL;Y8;HAB;89000.0;A
2011;ES61;_T;TOTAL;Y9;HAB;89203.0;A
2011;ES61;_T;TOTAL;Y10-14;HAB;438095.0;A
2011;ES61;_T;TOTAL;Y10;HAB;89582.0;A
2011;ES61;_T;TOTAL;Y11;HAB;87884.0;A
2011;ES61;_T;TOTAL;Y12;HAB;86050.0;A
2011;ES61;_T;TOTAL;Y13;HAB;87483.0;A
2011;ES61;_T;TOTAL;Y14;HAB;87096.0;A
2011;ES61;_T;TOTAL;Y15-29;HAB;1607548.0;A
2011;ES61;_T;TOTAL;Y15-19;HAB;474295.0;A
2011;ES61;_T;TOTAL;Y15;HAB;89326.0;A
2011;ES61;_T;TOTAL;Y16;HAB;90714.0;A
2011;ES61;_T;TOTAL;Y17;HAB;95450.0;A
2011;ES61;_T;TOTAL;Y18;HAB;99287.0;A
2011;ES61;_T;TOTAL;Y19;HAB;99518.0;A
2011;ES61;_T;TOTAL;Y20-24;HAB;523326.0;A
2011;ES61;_T;TOTAL;Y20;HAB;100979.0;A
2011;ES61;_T;TOTAL;Y21;HAB;102787.0;A
2011;ES61;_T;TOTAL;Y22;HAB;103991.0;A
2011;ES61;_T;TOTAL;Y23;HAB;106430.0;A
2011;ES61;_T;TOTAL;Y24;HAB;109139.0;A
2011;ES61;_T;TOTAL;Y25-29;HAB;609927.0;A
2011;ES61;_T;TOTAL;Y25;HAB;112570.0;A
2011;ES61;_T;TOTAL;Y26;HAB;117484.0;A
2011;ES61;_T;TOTAL;Y27;HAB;121489.0;A
2011;ES61;_T;TOTAL;Y28;HAB;127370.0;A
2011;ES61;_T;TOTAL;Y29;HAB;131014.0;A
2011;ES61;_T;TOTAL;Y30-44;HAB;2109624.0;A
2011;ES61;_T;TOTAL;Y30-34;HAB;714238.0;A
2011;ES61;_T;TOTAL;Y30;HAB;138257.0;A
2011;ES61;_T;TOTAL;Y31;HAB;139813.0;A
2011;ES61;_T;TOTAL;Y32;HAB;144150.0;A
2011;ES61;_T;TOTAL;Y33;HAB;145541.0;A
2011;ES61;_T;TOTAL;Y34;HAB;146477.0;A
2011;ES61;_T;TOTAL;Y35-39;HAB;707887.0;A
2011;ES61;_T;TOTAL;Y35;HAB;145212.0;A
2011;ES61;_T;TOTAL;Y36;HAB;143302.0;A
2011;ES61;_T;TOTAL;Y37;HAB;140636.0;A
2011;ES61;_T;TOTAL;Y38;HAB;140703.0;A
2011;ES61;_T;TOTAL;Y39;HAB;138034.0;A
2011;ES61;_T;TOTAL;Y40-44;HAB;687499.0;A
2011;ES61;_T;TOTAL;Y40;HAB;137913.0;A
2011;ES61;_T;TOTAL;Y41;HAB;137409.0;A
2011;ES61;_T;TOTAL;Y42;HAB;137694.0;A
2011;ES61;_T;TOTAL;Y43;HAB;139637.0;A
2011;ES61;_T;TOTAL;Y44;HAB;134846.0;A
2011;ES61;_T;TOTAL;Y45-64;HAB;2052732.0;A
2011;ES61;_T;TOTAL;Y45-49;HAB;641112.0;A
2011;ES61;_T;TOTAL;Y45;HAB;134374.0;A
2011;ES61;_T;TOTAL;Y46;HAB;137286.0;A
2011;ES61;_T;TOTAL;Y47;HAB;129121.0;A
2011;ES61;_T;TOTAL;Y48;HAB;121748.0;A
2011;ES61;_T;TOTAL;Y49;HAB;118583.0;A
2011;ES61;_T;TOTAL;Y50-54;HAB;555914.0;A
2011;ES61;_T;TOTAL;Y50;HAB;119406.0;A
2011;ES61;_T;TOTAL;Y51;HAB;114800.0;A
2011;ES61;_T;TOTAL;Y52;HAB;113479.0;A
2011;ES61;_T;TOTAL;Y53;HAB;109259.0;A
2011;ES61;_T;TOTAL;Y54;HAB;98970.0;A
2011;ES61;_T;TOTAL;Y55-59;HAB;451777.0;A
2011;ES61;_T;TOTAL;Y55;HAB;96351.0;A
2011;ES61;_T;TOTAL;Y56;HAB;90531.0;A
2011;ES61;_T;TOTAL;Y57;HAB;91563.0;A
2011;ES61;_T;TOTAL;Y58;HAB;89889.0;A
2011;ES61;_T;TOTAL;Y59;HAB;83443.0;A
2011;ES61;_T;TOTAL;Y60-64;HAB;403929.0;A
2011;ES61;_T;TOTAL;Y60;HAB;76696.0;A
2011;ES61;_T;TOTAL;Y61;HAB;82874.0;A
2011;ES61;_T;TOTAL;Y62;HAB;88595.0;A
2011;ES61;_T;TOTAL;Y63;HAB;81095.0;A
2011;ES61;_T;TOTAL;Y64;HAB;74669.0;A
2011;ES61;_T;TOTAL;Y65-100;HAB;1281038.0;A
2011;ES61;_T;TOTAL;Y65-69;HAB;357340.0;A
2011;ES61;_T;TOTAL;Y65;HAB;81564.0;A
2011;ES61;_T;TOTAL;Y66;HAB;76233.0;A
2011;ES61;_T;TOTAL;Y67;HAB;77823.0;A
2011;ES61;_T;TOTAL;Y68;HAB;64659.0;A
2011;ES61;_T;TOTAL;Y69;HAB;57061.0;A
2011;ES61;_T;TOTAL;Y70-74;HAB;302922.0;A
2011;ES61;_T;TOTAL;Y70;HAB;72282.0;A
2011;ES61;_T;TOTAL;Y71;HAB;53163.0;A
2011;ES61;_T;TOTAL;Y72;HAB;54857.0;A
2011;ES61;_T;TOTAL;Y73;HAB;59440.0;A
2011;ES61;_T;TOTAL;Y74;HAB;63180.0;A
2011;ES61;_T;TOTAL;Y75-79;HAB;282057.0;A
2011;ES61;_T;TOTAL;Y75;HAB;60344.0;A
2011;ES61;_T;TOTAL;Y76;HAB;56941.0;A
2011;ES61;_T;TOTAL;Y77;HAB;58403.0;A
2011;ES61;_T;TOTAL;Y78;HAB;55622.0;A
2011;ES61;_T;TOTAL;Y79;HAB;50747.0;A
2011;ES61;_T;TOTAL;Y80-84;HAB;194345.0;A
2011;ES61;_T;TOTAL;Y80;HAB;47803.0;A
2011;ES61;_T;TOTAL;Y81;HAB;43114.0;A
2011;ES61;_T;TOTAL;Y82;HAB;39219.0;A
2011;ES61;_T;TOTAL;Y83;HAB;33476.0;A
2011;ES61;_T;TOTAL;Y84;HAB;30733.0;A
2011;ES61;_T;TOTAL;Y85-89;HAB;101296.0;A
2011;ES61;_T;TOTAL;Y85;HAB;26846.0;A
2011;ES61;_T;TOTAL;Y86;HAB;23476.0;A
2011;ES61;_T;TOTAL;Y87;HAB;20114.0;A
2011;ES61;_T;TOTAL;Y88;HAB;17254.0;A
2011;ES61;_T;TOTAL;Y89;HAB;13606.0;A
2011;ES61;_T;TOTAL;Y90-94;HAB;33315.0;A
2011;ES61;_T;TOTAL;Y90;HAB;11135.0;A
2011;ES61;_T;TOTAL;Y91;HAB;7767.0;A
2011;ES61;_T;TOTAL;Y92;HAB;6150.0;A
2011;ES61;_T;TOTAL;Y93;HAB;4726.0;A
2011;ES61;_T;TOTAL;Y94;HAB;3537.0;A
2011;ES61;_T;TOTAL;Y95-99;HAB;8378.0;A
2011;ES61;_T;TOTAL;Y95;HAB;2837.0;A
2011;ES61;_T;TOTAL;Y96;HAB;2119.0;A
2011;ES61;_T;TOTAL;Y97;HAB;1489.0;A
2011;ES61;_T;TOTAL;Y98;HAB;1140.0;A
2011;ES61;_T;TOTAL;Y99;HAB;793.0;A
2011;ES61;_T;TOTAL;Y_GE100;HAB;1385.0;A
2011;ES61;_T;ES;TOTAL;HAB;7693947.0;A
2011;ES61;_T;ES;Y_LT15;HAB;1274664.0;A
2011;ES61;_T;ES;Y1-4;HAB;440369.0;A
2011;ES61;_T;ES;Y_LT1;HAB;77456.0;A
2011;ES61;_T;ES;Y1;HAB;85699.0;A
2011;ES61;_T;ES;Y2;HAB;93134.0;A
2011;ES61;_T;ES;Y3;HAB;91473.0;A
2011;ES61;_T;ES;Y4;HAB;92607.0;A
2011;ES61;_T;ES;Y5-9;HAB;430181.0;A
2011;ES61;_T;ES;Y5;HAB;89934.0;A
2011;ES61;_T;ES;Y6;HAB;87862.0;A
2011;ES61;_T;ES;Y7;HAB;86234.0;A
2011;ES61;_T;ES;Y8;HAB;83032.0;A
2011;ES61;_T;ES;Y9;HAB;83119.0;A
2011;ES61;_T;ES;Y10-14;HAB;404114.0;A
2011;ES61;_T;ES;Y10;HAB;82910.0;A
2011;ES61;_T;ES;Y11;HAB;81192.0;A
2011;ES61;_T;ES;Y12;HAB;79267.0;A
2011;ES61;_T;ES;Y13;HAB;80541.0;A
2011;ES61;_T;ES;Y14;HAB;80204.0;A
2011;ES61;_T;ES;Y15-29;HAB;1437841.0;A
2011;ES61;_T;ES;Y15-19;HAB;439141.0;A
2011;ES61;_T;ES;Y15;HAB;82488.0;A
2011;ES61;_T;ES;Y16;HAB;83891.0;A
2011;ES61;_T;ES;Y17;HAB;88701.0;A
2011;ES61;_T;ES;Y18;HAB;92071.0;A
2011;ES61;_T;ES;Y19;HAB;91990.0;A
2011;ES61;_T;ES;Y20-24;HAB;471431.0;A
2011;ES61;_T;ES;Y20;HAB;93106.0;A
2011;ES61;_T;ES;Y21;HAB;93765.0;A
2011;ES61;_T;ES;Y22;HAB;93695.0;A
2011;ES61;_T;ES;Y23;HAB;94672.0;A
2011;ES61;_T;ES;Y24;HAB;96193.0;A
2011;ES61;_T;ES;Y25-29;HAB;527269.0;A
2011;ES61;_T;ES;Y25;HAB;98290.0;A
2011;ES61;_T;ES;Y26;HAB;102217.0;A
2011;ES61;_T;ES;Y27;HAB;105126.0;A
2011;ES61;_T;ES;Y28;HAB;109444.0;A
2011;ES61;_T;ES;Y29;HAB;112192.0;A
2011;ES61;_T;ES;Y30-44;HAB;1865420.0;A
