TEMPORAL;LUG_NAC_PADRON;TERRITORIO;SEXO;INDICATOR;OBS_VALUE;FREQ
2021;54887;2299;M;HAB;14.0;A
2021;54887;2299;F;HAB;17.0;A
2021;54887;2300;_T;HAB;428.0;A
2021;54887;2300;M;HAB;250.0;A
2021;54887;2300;F;HAB;178.0;A
2021;54887;2301;_T;HAB;110.0;A
2021;54887;2301;M;HAB;64.0;A
2021;54887;2301;F;HAB;46.0;A
2021;54887;2302;_T;HAB;79.0;A
2021;54887;2302;M;HAB;43.0;A
2021;54887;2302;F;HAB;36.0;A
2021;54887;2303;_T;HAB;354.0;A
2021;54887;2303;M;HAB;205.0;A
2021;54887;2303;F;HAB;149.0;A
2021;54887;2304;_T;HAB;99.0;A
2021;54887;2304;M;HAB;53.0;A
2021;54887;2304;F;HAB;46.0;A
2021;54887;2305;_T;HAB;3850.0;A
2021;54887;2305;M;HAB;1829.0;A
2021;54887;2305;F;HAB;2021.0;A
2021;54887;2348;_T;HAB;3142.0;A
2021;54887;2348;M;HAB;2165.0;A
2021;54887;2348;F;HAB;977.0;A
2021;54887;2306;_T;HAB;109.0;A
2021;54887;2306;M;HAB;55.0;A
2021;54887;2306;F;HAB;54.0;A
2021;54887;2307;_T;HAB;12605.0;A
2021;54887;2307;M;HAB;7949.0;A
2021;54887;2307;F;HAB;4656.0;A
2021;54887;2308;_T;HAB;22.0;A
2021;54887;2308;M;HAB;11.0;A
2021;54887;2308;F;HAB;11.0;A
2021;54887;2309;_T;HAB;23.0;A
2021;54887;2309;M;HAB;17.0;A
2021;54887;2309;F;HAB;6.0;A
2021;54887;2310;_T;HAB;702.0;A
2021;54887;2310;M;HAB;365.0;A
2021;54887;2310;F;HAB;337.0;A
2021;54887;2311;_T;HAB;536.0;A
2021;54887;2311;M;HAB;270.0;A
2021;54887;2311;F;HAB;266.0;A
2021;54887;2312;_T;HAB;47.0;A
2021;54887;2312;M;HAB;35.0;A
2021;54887;2312;F;HAB;12.0;A
2021;54887;2313;_T;HAB;739.0;A
2021;54887;2313;M;HAB;360.0;A
2021;54887;2313;F;HAB;379.0;A
2021;54887;2314;_T;HAB;22.0;A
2021;54887;2314;M;HAB;10.0;A
2021;54887;2314;F;HAB;12.0;A
2021;54887;2315;_T;HAB;444.0;A
2021;54887;2315;M;HAB;232.0;A
2021;54887;2315;F;HAB;212.0;A
2021;54887;2316;_T;HAB;3760.0;A
2021;54887;2316;M;HAB;1984.0;A
2021;54887;2316;F;HAB;1776.0;A
2021;54887;2317;_T;HAB;224.0;A
2021;54887;2317;M;HAB;120.0;A
2021;54887;2317;F;HAB;104.0;A
2021;54887;2318;_T;HAB;4.0;A
2021;54887;2318;F;HAB;4.0;A
2021;54887;2319;_T;HAB;135.0;A
2021;54887;2319;M;HAB;74.0;A
2021;54887;2319;F;HAB;61.0;A
2021;54887;2320;_T;HAB;27772.0;A
2021;54887;2320;M;HAB;15282.0;A
2021;54887;2320;F;HAB;12490.0;A
2021;54887;2321;_T;HAB;17.0;A
2021;54887;2321;M;HAB;12.0;A
2021;54887;2321;F;HAB;5.0;A
2021;54887;2322;_T;HAB;63.0;A
2021;54887;2322;M;HAB;41.0;A
2021;54887;2322;F;HAB;22.0;A
2021;54887;2323;_T;HAB;34.0;A
2021;54887;2323;M;HAB;18.0;A
2021;54887;2323;F;HAB;16.0;A
2021;54887;2324;_T;HAB;124.0;A
2021;54887;2324;M;HAB;56.0;A
2021;54887;2324;F;HAB;68.0;A
2021;54887;2325;_T;HAB;24.0;A
2021;54887;2325;M;HAB;10.0;A
2021;54887;2325;F;HAB;14.0;A
2021;54887;2326;_T;HAB;62.0;A
2021;54887;2326;M;HAB;33.0;A
2021;54887;2326;F;HAB;29.0;A
2021;54887;2327;_T;HAB;579.0;A
2021;54887;2327;M;HAB;314.0;A
2021;54887;2327;F;HAB;265.0;A
2021;54887;2328;_T;HAB;29.0;A
2021;54887;2328;M;HAB;14.0;A
2021;54887;2328;F;HAB;15.0;A
2021;54887;2329;_T;HAB;985.0;A
2021;54887;2329;M;HAB;544.0;A
2021;54887;2329;F;HAB;441.0;A
2021;54887;2330;_T;HAB;234.0;A
2021;54887;2330;M;HAB;110.0;A
2021;54887;2330;F;HAB;124.0;A
2021;54887;2331;_T;HAB;54.0;A
2021;54887;2331;M;HAB;28.0;A
2021;54887;2331;F;HAB;26.0;A
2021;54887;2332;_T;HAB;46.0;A
2021;54887;2332;M;HAB;29.0;A
2021;54887;2332;F;HAB;17.0;A
2021;54887;2333;_T;HAB;276.0;A
2021;54887;2333;M;HAB;139.0;A
2021;54887;2333;F;HAB;137.0;A
2021;54887;2346;_T;HAB;50.0;A
2021;54887;2346;M;HAB;26.0;A
2021;54887;2346;F;HAB;24.0;A
2021;54887;2334;_T;HAB;1565.0;A
2021;54887;2334;M;HAB;814.0;A
2021;54887;2334;F;HAB;751.0;A
2021;54887;2335;_T;HAB;25.0;A
2021;54887;2335;M;HAB;13.0;A
2021;54887;2335;F;HAB;12.0;A
2021;54887;2336;_T;HAB;100.0;A
2021;54887;2336;M;HAB;46.0;A
2021;54887;2336;F;HAB;54.0;A
2021;54887;2337;_T;HAB;60.0;A
2021;54887;2337;M;HAB;27.0;A
2021;54887;2337;F;HAB;33.0;A
2021;54887;2338;_T;HAB;7.0;A
2021;54887;2338;M;HAB;4.0;A
2021;54887;2338;F;HAB;3.0;A
2021;54887;2339;_T;HAB;362.0;A
2021;54887;2339;M;HAB;177.0;A
2021;54887;2339;F;HAB;185.0;A
2021;54887;2340;_T;HAB;1128.0;A
2021;54887;2340;M;HAB;567.0;A
2021;54887;2340;F;HAB;561.0;A
2021;54887;2341;_T;HAB;5851.0;A
2021;54887;2341;M;HAB;3010.0;A
2021;54887;2341;F;HAB;2841.0;A
2021;54887;2342;_T;HAB;532.0;A
2021;54887;2342;M;HAB;279.0;A
2021;54887;2342;F;HAB;253.0;A
2021;54887;2343;_T;HAB;8749.0;A
2021;54887;2343;M;HAB;5498.0;A
2021;54887;2343;F;HAB;3251.0;A
2021;54887;2344;_T;HAB;1290.0;A
2021;54887;2344;M;HAB;668.0;A
2021;54887;2344;F;HAB;622.0;A
2021;54682;ES61;_T;HAB;352465.0;A
2021;54682;ES61;M;HAB;165704.0;A
2021;54682;ES61;F;HAB;186761.0;A
2021;54682;ES611;_T;HAB;58530.0;A
2021;54682;ES611;M;HAB;27599.0;A
2021;54682;ES611;F;HAB;30931.0;A
2021;54682;2241;_T;HAB;48.0;A
2021;54682;2241;M;HAB;22.0;A
2021;54682;2241;F;HAB;26.0;A
2021;54682;2242;_T;HAB;47.0;A
2021;54682;2242;M;HAB;26.0;A
2021;54682;2242;F;HAB;21.0;A
2021;54682;2243;_T;HAB;1325.0;A
2021;54682;2243;M;HAB;616.0;A
2021;54682;2243;F;HAB;709.0;A
2021;54682;2244;_T;HAB;259.0;A
2021;54682;2244;M;HAB;130.0;A
2021;54682;2244;F;HAB;129.0;A
2021;54682;2245;_T;HAB;15.0;A
2021;54682;2245;M;HAB;5.0;A
2021;54682;2245;F;HAB;10.0;A
2021;54682;2246;_T;HAB;2038.0;A
2021;54682;2246;M;HAB;1030.0;A
2021;54682;2246;F;HAB;1008.0;A
2021;54682;2247;_T;HAB;14.0;A
2021;54682;2247;M;HAB;3.0;A
2021;54682;2247;F;HAB;11.0;A
2021;54682;2248;_T;HAB;30.0;A
2021;54682;2248;M;HAB;15.0;A
2021;54682;2248;F;HAB;15.0;A
2021;54682;2249;_T;HAB;12.0;A
2021;54682;2249;M;HAB;6.0;A
2021;54682;2249;F;HAB;6.0;A
2021;54682;2250;_T;HAB;21.0;A
2021;54682;2250;M;HAB;12.0;A
2021;54682;2250;F;HAB;9.0;A
2021;54682;2251;_T;HAB;196.0;A
2021;54682;2251;M;HAB;97.0;A
2021;54682;2251;F;HAB;99.0;A
2021;54682;2252;_T;HAB;1.0;A
2021;54682;2252;M;HAB;1.0;A
2021;54682;2253;_T;HAB;6182.0;A
2021;54682;2253;M;HAB;2692.0;A
2021;54682;2253;F;HAB;3490.0;A
2021;54682;2254;_T;HAB;13.0;A
2021;54682;2254;M;HAB;5.0;A
2021;54682;2254;F;HAB;8.0;A
2021;54682;2255;_T;HAB;8.0;A
2021;54682;2255;M;HAB;4.0;A
2021;54682;2255;F;HAB;4.0;A
2021;54682;2256;_T;HAB;333.0;A
2021;54682;2256;M;HAB;175.0;A
2021;54682;2256;F;HAB;158.0;A
2021;54682;2257;_T;HAB;3046.0;A
2021;54682;2257;M;HAB;1532.0;A
2021;54682;2257;F;HAB;1514.0;A
2021;54682;2258;_T;HAB;20.0;A
2021;54682;2258;M;HAB;9.0;A
2021;54682;2258;F;HAB;11.0;A
2021;54682;2259;_T;HAB;2.0;A
2021;54682;2259;F;HAB;2.0;A
2021;54682;9563;_T;HAB;134.0;A
2021;54682;9563;M;HAB;58.0;A
2021;54682;9563;F;HAB;76.0;A
2021;54682;2260;_T;HAB;6.0;A
2021;54682;2260;M;HAB;1.0;A
2021;54682;2260;F;HAB;5.0;A
2021;54682;2261;_T;HAB;17.0;A
2021;54682;2261;M;HAB;9.0;A
2021;54682;2261;F;HAB;8.0;A
2021;54682;2262;_T;HAB;518.0;A
2021;54682;2262;M;HAB;257.0;A
2021;54682;2262;F;HAB;261.0;A
2021;54682;2263;_T;HAB;4.0;A
2021;54682;2263;M;HAB;2.0;A
2021;54682;2263;F;HAB;2.0;A
2021;54682;2264;_T;HAB;144.0;A
2021;54682;2264;M;HAB;65.0;A
2021;54682;2264;F;HAB;79.0;A
2021;54682;2266;_T;HAB;1.0;A
2021;54682;2266;F;HAB;1.0;A
2021;54682;2267;_T;HAB;28.0;A
2021;54682;2267;M;HAB;16.0;A
2021;54682;2267;F;HAB;12.0;A
2021;54682;2268;_T;HAB;2.0;A
2021;54682;2268;M;HAB;1.0;A
2021;54682;2268;F;HAB;1.0;A
2021;54682;2269;_T;HAB;915.0;A
2021;54682;2269;M;HAB;437.0;A
2021;54682;2269;F;HAB;478.0;A
2021;54682;2270;_T;HAB;21.0;A
2021;54682;2270;M;HAB;9.0;A
2021;54682;2270;F;HAB;12.0;A
2021;54682;2271;_T;HAB;923.0;A
2021;54682;2271;M;HAB;453.0;A
2021;54682;2271;F;HAB;470.0;A
2021;54682;2272;_T;HAB;553.0;A
2021;54682;2272;M;HAB;257.0;A
2021;54682;2272;F;HAB;296.0;A
2021;54682;2273;_T;HAB;6.0;A
2021;54682;2273;M;HAB;2.0;A
2021;54682;2273;F;HAB;4.0;A
2021;54682;2277;_T;HAB;15.0;A
2021;54682;2277;M;HAB;8.0;A
2021;54682;2277;F;HAB;7.0;A
2021;54682;2278;_T;HAB;93.0;A
2021;54682;2278;M;HAB;45.0;A
2021;54682;2278;F;HAB;48.0;A
2021;54682;2274;_T;HAB;8.0;A
2021;54682;2274;M;HAB;3.0;A
2021;54682;2274;F;HAB;5.0;A
2021;54682;2276;_T;HAB;1430.0;A
2021;54682;2276;M;HAB;707.0;A
2021;54682;2276;F;HAB;723.0;A
2021;54682;2279;_T;HAB;90.0;A
2021;54682;2279;M;HAB;35.0;A
2021;54682;2279;F;HAB;55.0;A
2021;54682;2347;_T;HAB;5474.0;A
2021;54682;2347;M;HAB;2398.0;A
2021;54682;2347;F;HAB;3076.0;A
2021;54682;2282;_T;HAB;87.0;A
2021;54682;2282;M;HAB;41.0;A
2021;54682;2282;F;HAB;46.0;A
2021;54682;2284;_T;HAB;54.0;A
2021;54682;2284;M;HAB;27.0;A
2021;54682;2284;F;HAB;27.0;A
2021;54682;2285;_T;HAB;194.0;A
2021;54682;2285;M;HAB;118.0;A
2021;54682;2285;F;HAB;76.0;A
2021;54682;2286;_T;HAB;50.0;A
2021;54682;2286;M;HAB;32.0;A
2021;54682;2286;F;HAB;18.0;A
2021;54682;2287;_T;HAB;31.0;A
2021;54682;2287;M;HAB;12.0;A
2021;54682;2287;F;HAB;19.0;A
2021;54682;2288;_T;HAB;155.0;A
2021;54682;2288;M;HAB;79.0;A
2021;54682;2288;F;HAB;76.0;A
2021;54682;2289;_T;HAB;989.0;A
2021;54682;2289;M;HAB;489.0;A
2021;54682;2289;F;HAB;500.0;A
2021;54682;2290;_T;HAB;1086.0;A
2021;54682;2290;M;HAB;546.0;A
2021;54682;2290;F;HAB;540.0;A
2021;54682;2291;_T;HAB;83.0;A
2021;54682;2291;M;HAB;42.0;A
2021;54682;2291;F;HAB;41.0;A
2021;54682;2292;_T;HAB;10.0;A
2021;54682;2292;M;HAB;6.0;A
2021;54682;2292;F;HAB;4.0;A
2021;54682;2293;_T;HAB;323.0;A
2021;54682;2293;M;HAB;141.0;A
2021;54682;2293;F;HAB;182.0;A
2021;54682;2294;_T;HAB;2133.0;A
2021;54682;2294;M;HAB;1046.0;A
2021;54682;2294;F;HAB;1087.0;A
2021;54682;2295;_T;HAB;29.0;A
2021;54682;2295;M;HAB;14.0;A
2021;54682;2295;F;HAB;15.0;A
2021;54682;2296;_T;HAB;18.0;A
2021;54682;2296;M;HAB;9.0;A
2021;54682;2296;F;HAB;9.0;A
2021;54682;2297;_T;HAB;12.0;A
2021;54682;2297;M;HAB;6.0;A
2021;54682;2297;F;HAB;6.0;A
2021;54682;2298;_T;HAB;43.0;A
2021;54682;2298;M;HAB;22.0;A
2021;54682;2298;F;HAB;21.0;A
2021;54682;2299;_T;HAB;24.0;A
2021;54682;2299;M;HAB;10.0;A
2021;54682;2299;F;HAB;14.0;A
2021;54682;2300;_T;HAB;277.0;A
2021;54682;2300;M;HAB;143.0;A
2021;54682;2300;F;HAB;134.0;A
2021;54682;2301;_T;HAB;48.0;A
2021;54682;2301;M;HAB;28.0;A
2021;54682;2301;F;HAB;20.0;A
2021;54682;2302;_T;HAB;73.0;A
2021;54682;2302;M;HAB;39.0;A
2021;54682;2302;F;HAB;34.0;A
2021;54682;2303;_T;HAB;96.0;A
2021;54682;2303;M;HAB;49.0;A
2021;54682;2303;F;HAB;47.0;A
2021;54682;2304;_T;HAB;48.0;A
2021;54682;2304;M;HAB;25.0;A
2021;54682;2304;F;HAB;23.0;A
2021;54682;2305;_T;HAB;3110.0;A
2021;54682;2305;M;HAB;1473.0;A
2021;54682;2305;F;HAB;1637.0;A
2021;54682;2348;_T;HAB;146.0;A
2021;54682;2348;M;HAB;62.0;A
2021;54682;2348;F;HAB;84.0;A
2021;54682;2306;_T;HAB;60.0;A
2021;54682;2306;M;HAB;26.0;A
2021;54682;2306;F;HAB;34.0;A
2021;54682;2307;_T;HAB;2600.0;A
2021;54682;2307;M;HAB;1241.0;A
2021;54682;2307;F;HAB;1359.0;A
2021;54682;2308;_T;HAB;15.0;A
2021;54682;2308;M;HAB;6.0;A
2021;54682;2308;F;HAB;9.0;A
2021;54682;2309;_T;HAB;16.0;A
2021;54682;2309;M;HAB;12.0;A
2021;54682;2309;F;HAB;4.0;A
2021;54682;2310;_T;HAB;251.0;A
2021;54682;2310;M;HAB;127.0;A
2021;54682;2310;F;HAB;124.0;A
2021;54682;2311;_T;HAB;470.0;A
2021;54682;2311;M;HAB;235.0;A
2021;54682;2311;F;HAB;235.0;A
2021;54682;2312;_T;HAB;18.0;A
2021;54682;2312;M;HAB;9.0;A
2021;54682;2312;F;HAB;9.0;A
2021;54682;2313;_T;HAB;721.0;A
2021;54682;2313;M;HAB;355.0;A
2021;54682;2313;F;HAB;366.0;A
2021;54682;2314;_T;HAB;10.0;A
2021;54682;2314;M;HAB;4.0;A
2021;54682;2314;F;HAB;6.0;A
2021;54682;2315;_T;HAB;236.0;A
2021;54682;2315;M;HAB;109.0;A
2021;54682;2315;F;HAB;127.0;A
2021;54682;2316;_T;HAB;740.0;A
2021;54682;2316;M;HAB;368.0;A
2021;54682;2316;F;HAB;372.0;A
2021;54682;2317;_T;HAB;68.0;A
2021;54682;2317;M;HAB;33.0;A
2021;54682;2317;F;HAB;35.0;A
2021;54682;2318;_T;HAB;1.0;A
2021;54682;2318;F;HAB;1.0;A
2021;54682;2319;_T;HAB;71.0;A
2021;54682;2319;M;HAB;38.0;A
2021;54682;2319;F;HAB;33.0;A
2021;54682;2320;_T;HAB;11048.0;A
2021;54682;2320;M;HAB;4998.0;A
2021;54682;2320;F;HAB;6050.0;A
2021;54682;2321;_T;HAB;10.0;A
2021;54682;2321;M;HAB;7.0;A
2021;54682;2321;F;HAB;3.0;A
2021;54682;2322;_T;HAB;36.0;A
2021;54682;2322;M;HAB;20.0;A
2021;54682;2322;F;HAB;16.0;A
2021;54682;2323;_T;HAB;24.0;A
2021;54682;2323;M;HAB;14.0;A
2021;54682;2323;F;HAB;10.0;A
2021;54682;2324;_T;HAB;76.0;A
2021;54682;2324;M;HAB;35.0;A
2021;54682;2324;F;HAB;41.0;A
2021;54682;2325;_T;HAB;19.0;A
2021;54682;2325;M;HAB;10.0;A
2021;54682;2325;F;HAB;9.0;A
2021;54682;2326;_T;HAB;58.0;A
2021;54682;2326;M;HAB;31.0;A
2021;54682;2326;F;HAB;27.0;A
2021;54682;2327;_T;HAB;324.0;A
2021;54682;2327;M;HAB;158.0;A
2021;54682;2327;F;HAB;166.0;A
2021;54682;2328;_T;HAB;27.0;A
2021;54682;2328;M;HAB;14.0;A
2021;54682;2328;F;HAB;13.0;A
2021;54682;2329;_T;HAB;697.0;A
2021;54682;2329;M;HAB;352.0;A
2021;54682;2329;F;HAB;345.0;A
2021;54682;2330;_T;HAB;166.0;A
2021;54682;2330;M;HAB;78.0;A
2021;54682;2330;F;HAB;88.0;A
2021;54682;2331;_T;HAB;26.0;A
2021;54682;2331;M;HAB;14.0;A
2021;54682;2331;F;HAB;12.0;A
2021;54682;2332;_T;HAB;20.0;A
2021;54682;2332;M;HAB;10.0;A
2021;54682;2332;F;HAB;10.0;A
2021;54682;2333;_T;HAB;85.0;A
2021;54682;2333;M;HAB;34.0;A
2021;54682;2333;F;HAB;51.0;A
2021;54682;2346;_T;HAB;18.0;A
2021;54682;2346;M;HAB;10.0;A
2021;54682;2346;F;HAB;8.0;A
2021;54682;2334;_T;HAB;1134.0;A
2021;54682;2334;M;HAB;556.0;A
2021;54682;2334;F;HAB;578.0;A
2021;54682;2335;_T;HAB;15.0;A
2021;54682;2335;M;HAB;7.0;A
2021;54682;2335;F;HAB;8.0;A
2021;54682;2336;_T;HAB;62.0;A
2021;54682;2336;M;HAB;27.0;A
2021;54682;2336;F;HAB;35.0;A
2021;54682;2337;_T;HAB;49.0;A
2021;54682;2337;M;HAB;22.0;A
2021;54682;2337;F;HAB;27.0;A
2021;54682;2338;_T;HAB;6.0;A
2021;54682;2338;M;HAB;3.0;A
2021;54682;2338;F;HAB;3.0;A
2021;54682;2339;_T;HAB;271.0;A
2021;54682;2339;M;HAB;135.0;A
2021;54682;2339;F;HAB;136.0;A
2021;54682;2340;_T;HAB;612.0;A
2021;54682;2340;M;HAB;304.0;A
2021;54682;2340;F;HAB;308.0;A
2021;54682;2341;_T;HAB;2505.0;A
2021;54682;2341;M;HAB;1238.0;A
2021;54682;2341;F;HAB;1267.0;A
2021;54682;2342;_T;HAB;132.0;A
2021;54682;2342;M;HAB;66.0;A
2021;54682;2342;F;HAB;66.0;A
2021;54682;2343;_T;HAB;1600.0;A
2021;54682;2343;M;HAB;727.0;A
2021;54682;2343;F;HAB;873.0;A
2021;54682;2344;_T;HAB;1122.0;A
2021;54682;2344;M;HAB;564.0;A
2021;54682;2344;F;HAB;558.0;A
2021;54646;ES61;_T;HAB;31739.0;A
2021;54646;ES61;M;HAB;15450.0;A
2021;54646;ES61;F;HAB;16289.0;A
2021;54646;ES611;_T;HAB;2967.0;A
2021;54646;ES611;M;HAB;1445.0;A
2021;54646;ES611;F;HAB;1522.0;A
2021;54646;2241;_T;HAB;3.0;A
2021;54646;2241;M;HAB;1.0;A
2021;54646;2241;F;HAB;2.0;A
2021;54646;2242;_T;HAB;1.0;A
2021;54646;2242;F;HAB;1.0;A
2021;54646;2243;_T;HAB;18.0;A
2021;54646;2243;M;HAB;8.0;A
2021;54646;2243;F;HAB;10.0;A
2021;54646;2244;_T;HAB;3.0;A
2021;54646;2244;M;HAB;2.0;A
2021;54646;2244;F;HAB;1.0;A
2021;54646;2246;_T;HAB;27.0;A
2021;54646;2246;M;HAB;18.0;A
2021;54646;2246;F;HAB;9.0;A
