D_TEMPORAL_0;D_AA_TERRITORIOIN_0;D_AA_DURACEMPREND_0;D_ANOCELEBRMATRIM_0;D_AA_MULTIVARIABL_0;INDICATOR;OBS_VALUE;FREQ
2020;516662;516615;5094;516632;Supervivientes;;A
2020;516662;516615;5095;516632;Supervivientes;;A
2020;516662;516615;5096;516632;Supervivientes;;A
2020;516662;516615;5097;516632;Supervivientes;;A
2020;516665;516633;5083;516632;Supervivientes;11075.0;A
2020;516665;516633;5084;516632;Supervivientes;12050.0;A
2020;516665;516633;5085;516632;Supervivientes;9625.0;A
2020;516665;516633;5086;516632;Supervivientes;10425.0;A
2020;516665;516633;5087;516632;Supervivientes;10600.0;A
2020;516665;516633;5088;516632;Supervivientes;11850.0;A
2020;516665;516633;5089;516632;Supervivientes;13100.0;A
2020;516665;516633;5090;516632;Supervivientes;15400.0;A
2020;516665;516633;5091;516632;Supervivientes;16675.0;A
2020;516665;516633;5092;516632;Supervivientes;15025.0;A
2020;516665;516633;5093;516632;Supervivientes;13575.0;A
2020;516665;516633;5094;516632;Supervivientes;13675.0;A
2020;516665;516633;5095;516632;Supervivientes;16550.0;A
2020;516665;516633;5096;516632;Supervivientes;13800.0;A
2020;516665;516633;5097;516632;Supervivientes;12125.0;A
2020;516665;516606;5083;516632;Supervivientes;7150.0;A
2020;516665;516606;5084;516632;Supervivientes;7550.0;A
2020;516665;516606;5085;516632;Supervivientes;5750.0;A
2020;516665;516606;5086;516632;Supervivientes;5775.0;A
2020;516665;516606;5087;516632;Supervivientes;5850.0;A
2020;516665;516606;5088;516632;Supervivientes;5950.0;A
2020;516665;516606;5089;516632;Supervivientes;6225.0;A
2020;516665;516606;5090;516632;Supervivientes;7225.0;A
2020;516665;516606;5091;516632;Supervivientes;8375.0;A
2020;516665;516606;5092;516632;Supervivientes;7275.0;A
2020;516665;516606;5093;516632;Supervivientes;6775.0;A
2020;516665;516606;5094;516632;Supervivientes;6975.0;A
2020;516665;516606;5095;516632;Supervivientes;8700.0;A
2020;516665;516606;5096;516632;Supervivientes;7475.0;A
2020;516665;516606;5097;516632;Supervivientes;;A
2020;516665;516607;5083;516632;Supervivientes;5450.0;A
2020;516665;516607;5084;516632;Supervivientes;5050.0;A
2020;516665;516607;5085;516632;Supervivientes;4400.0;A
2020;516665;516607;5086;516632;Supervivientes;4275.0;A
2020;516665;516607;5087;516632;Supervivientes;4325.0;A
2020;516665;516607;5088;516632;Supervivientes;4475.0;A
2020;516665;516607;5089;516632;Supervivientes;4850.0;A
2020;516665;516607;5090;516632;Supervivientes;5625.0;A
2020;516665;516607;5091;516632;Supervivientes;6350.0;A
2020;516665;516607;5092;516632;Supervivientes;5275.0;A
2020;516665;516607;5093;516632;Supervivientes;4600.0;A
2020;516665;516607;5094;516632;Supervivientes;4850.0;A
2020;516665;516607;5095;516632;Supervivientes;6700.0;A
2020;516665;516607;5096;516632;Supervivientes;;A
2020;516665;516607;5097;516632;Supervivientes;;A
2020;516665;516608;5083;516632;Supervivientes;4275.0;A
2020;516665;516608;5084;516632;Supervivientes;3975.0;A
2020;516665;516608;5085;516632;Supervivientes;3650.0;A
2020;516665;516608;5086;516632;Supervivientes;3450.0;A
2020;516665;516608;5087;516632;Supervivientes;3275.0;A
2020;516665;516608;5088;516632;Supervivientes;3425.0;A
2020;516665;516608;5089;516632;Supervivientes;4050.0;A
2020;516665;516608;5090;516632;Supervivientes;4875.0;A
2020;516665;516608;5091;516632;Supervivientes;4950.0;A
2020;516665;516608;5092;516632;Supervivientes;4300.0;A
2020;516665;516608;5093;516632;Supervivientes;3950.0;A
2020;516665;516608;5094;516632;Supervivientes;4050.0;A
2020;516665;516608;5095;516632;Supervivientes;;A
2020;516665;516608;5096;516632;Supervivientes;;A
2020;516665;516608;5097;516632;Supervivientes;;A
2020;516665;516609;5083;516632;Supervivientes;3500.0;A
2020;516665;516609;5084;516632;Supervivientes;3250.0;A
2020;516665;516609;5085;516632;Supervivientes;3000.0;A
2020;516665;516609;5086;516632;Supervivientes;2925.0;A
2020;516665;516609;5087;516632;Supervivientes;2875.0;A
2020;516665;516609;5088;516632;Supervivientes;3150.0;A
2020;516665;516609;5089;516632;Supervivientes;3625.0;A
2020;516665;516609;5090;516632;Supervivientes;3900.0;A
2020;516665;516609;5091;516632;Supervivientes;4175.0;A
2020;516665;516609;5092;516632;Supervivientes;3575.0;A
2020;516665;516609;5093;516632;Supervivientes;3600.0;A
2020;516665;516609;5094;516632;Supervivientes;;A
2020;516665;516609;5095;516632;Supervivientes;;A
2020;516665;516609;5096;516632;Supervivientes;;A
2020;516665;516609;5097;516632;Supervivientes;;A
2020;516665;516610;5083;516632;Supervivientes;3125.0;A
2020;516665;516610;5084;516632;Supervivientes;2625.0;A
2020;516665;516610;5085;516632;Supervivientes;2600.0;A
2020;516665;516610;5086;516632;Supervivientes;2625.0;A
2020;516665;516610;5087;516632;Supervivientes;2550.0;A
2020;516665;516610;5088;516632;Supervivientes;2700.0;A
2020;516665;516610;5089;516632;Supervivientes;3275.0;A
2020;516665;516610;5090;516632;Supervivientes;3500.0;A
2020;516665;516610;5091;516632;Supervivientes;3500.0;A
2020;516665;516610;5092;516632;Supervivientes;3250.0;A
2020;516665;516610;5093;516632;Supervivientes;;A
2020;516665;516610;5094;516632;Supervivientes;;A
2020;516665;516610;5095;516632;Supervivientes;;A
2020;516665;516610;5096;516632;Supervivientes;;A
2020;516665;516610;5097;516632;Supervivientes;;A
2020;516665;516611;5083;516632;Supervivientes;2675.0;A
2020;516665;516611;5084;516632;Supervivientes;2350.0;A
2020;516665;516611;5085;516632;Supervivientes;2225.0;A
2020;516665;516611;5086;516632;Supervivientes;2325.0;A
2020;516665;516611;5087;516632;Supervivientes;2400.0;A
2020;516665;516611;5088;516632;Supervivientes;2500.0;A
2020;516665;516611;5089;516632;Supervivientes;2700.0;A
2020;516665;516611;5090;516632;Supervivientes;3250.0;A
2020;516665;516611;5091;516632;Supervivientes;3200.0;A
2020;516665;516611;5092;516632;Supervivientes;;A
2020;516665;516611;5093;516632;Supervivientes;;A
2020;516665;516611;5094;516632;Supervivientes;;A
2020;516665;516611;5095;516632;Supervivientes;;A
2020;516665;516611;5096;516632;Supervivientes;;A
2020;516665;516611;5097;516632;Supervivientes;;A
2020;516665;516612;5083;516632;Supervivientes;2400.0;A
2020;516665;516612;5084;516632;Supervivientes;2050.0;A
2020;516665;516612;5085;516632;Supervivientes;2050.0;A
2020;516665;516612;5086;516632;Supervivientes;2050.0;A
2020;516665;516612;5087;516632;Supervivientes;2300.0;A
2020;516665;516612;5088;516632;Supervivientes;2375.0;A
2020;516665;516612;5089;516632;Supervivientes;2450.0;A
2020;516665;516612;5090;516632;Supervivientes;2800.0;A
2020;516665;516612;5091;516632;Supervivientes;;A
2020;516665;516612;5092;516632;Supervivientes;;A
2020;516665;516612;5093;516632;Supervivientes;;A
2020;516665;516612;5094;516632;Supervivientes;;A
2020;516665;516612;5095;516632;Supervivientes;;A
2020;516665;516612;5096;516632;Supervivientes;;A
2020;516665;516612;5097;516632;Supervivientes;;A
2020;516665;516613;5083;516632;Supervivientes;2200.0;A
2020;516665;516613;5084;516632;Supervivientes;1825.0;A
2020;516665;516613;5085;516632;Supervivientes;1750.0;A
2020;516665;516613;5086;516632;Supervivientes;1900.0;A
2020;516665;516613;5087;516632;Supervivientes;2100.0;A
2020;516665;516613;5088;516632;Supervivientes;2100.0;A
2020;516665;516613;5089;516632;Supervivientes;2275.0;A
2020;516665;516613;5090;516632;Supervivientes;;A
2020;516665;516613;5091;516632;Supervivientes;;A
2020;516665;516613;5092;516632;Supervivientes;;A
2020;516665;516613;5093;516632;Supervivientes;;A
2020;516665;516613;5094;516632;Supervivientes;;A
2020;516665;516613;5095;516632;Supervivientes;;A
2020;516665;516613;5096;516632;Supervivientes;;A
2020;516665;516613;5097;516632;Supervivientes;;A
2020;516665;516614;5083;516632;Supervivientes;2175.0;A
2020;516665;516614;5084;516632;Supervivientes;1750.0;A
2020;516665;516614;5085;516632;Supervivientes;1650.0;A
2020;516665;516614;5086;516632;Supervivientes;1775.0;A
2020;516665;516614;5087;516632;Supervivientes;1925.0;A
2020;516665;516614;5088;516632;Supervivientes;2000.0;A
2020;516665;516614;5089;516632;Supervivientes;;A
2020;516665;516614;5090;516632;Supervivientes;;A
2020;516665;516614;5091;516632;Supervivientes;;A
2020;516665;516614;5092;516632;Supervivientes;;A
2020;516665;516614;5093;516632;Supervivientes;;A
2020;516665;516614;5094;516632;Supervivientes;;A
2020;516665;516614;5095;516632;Supervivientes;;A
2020;516665;516614;5096;516632;Supervivientes;;A
2020;516665;516614;5097;516632;Supervivientes;;A
2020;516665;516615;5083;516632;Supervivientes;2050.0;A
2020;516665;516615;5084;516632;Supervivientes;1500.0;A
2020;516665;516615;5085;516632;Supervivientes;1575.0;A
2020;516665;516615;5086;516632;Supervivientes;1675.0;A
2020;516665;516615;5087;516632;Supervivientes;1775.0;A
2020;516665;516615;5088;516632;Supervivientes;;A
2020;516665;516615;5089;516632;Supervivientes;;A
2020;516665;516615;5090;516632;Supervivientes;;A
2020;516665;516615;5091;516632;Supervivientes;;A
2020;516665;516615;5092;516632;Supervivientes;;A
2020;516665;516615;5093;516632;Supervivientes;;A
2020;516665;516615;5094;516632;Supervivientes;;A
2020;516665;516615;5095;516632;Supervivientes;;A
2020;516665;516615;5096;516632;Supervivientes;;A
2020;516665;516615;5097;516632;Supervivientes;;A
2020;516667;516633;5083;516632;Supervivientes;5350.0;A
2020;516667;516633;5084;516632;Supervivientes;4850.0;A
2020;516667;516633;5085;516632;Supervivientes;5725.0;A
2020;516667;516633;5086;516632;Supervivientes;5175.0;A
2020;516667;516633;5087;516632;Supervivientes;5050.0;A
2020;516667;516633;5088;516632;Supervivientes;6100.0;A
2020;516667;516633;5089;516632;Supervivientes;6400.0;A
2020;516667;516633;5090;516632;Supervivientes;7300.0;A
2020;516667;516633;5091;516632;Supervivientes;8100.0;A
2020;516667;516633;5092;516632;Supervivientes;6725.0;A
2020;516667;516633;5093;516632;Supervivientes;7000.0;A
2020;516667;516633;5094;516632;Supervivientes;6850.0;A
2020;516667;516633;5095;516632;Supervivientes;6825.0;A
2020;516667;516633;5096;516632;Supervivientes;7000.0;A
2020;516667;516633;5097;516632;Supervivientes;6225.0;A
2020;516667;516606;5083;516632;Supervivientes;3125.0;A
2020;516667;516606;5084;516632;Supervivientes;2950.0;A
2020;516667;516606;5085;516632;Supervivientes;3075.0;A
2020;516667;516606;5086;516632;Supervivientes;2875.0;A
2020;516667;516606;5087;516632;Supervivientes;2400.0;A
2020;516667;516606;5088;516632;Supervivientes;2600.0;A
2020;516667;516606;5089;516632;Supervivientes;2900.0;A
2020;516667;516606;5090;516632;Supervivientes;3050.0;A
2020;516667;516606;5091;516632;Supervivientes;3800.0;A
2020;516667;516606;5092;516632;Supervivientes;3375.0;A
2020;516667;516606;5093;516632;Supervivientes;3100.0;A
2020;516667;516606;5094;516632;Supervivientes;2950.0;A
2020;516667;516606;5095;516632;Supervivientes;3500.0;A
2020;516667;516606;5096;516632;Supervivientes;3550.0;A
2020;516667;516606;5097;516632;Supervivientes;;A
2020;516667;516607;5083;516632;Supervivientes;2375.0;A
2020;516667;516607;5084;516632;Supervivientes;2075.0;A
2020;516667;516607;5085;516632;Supervivientes;2100.0;A
2020;516667;516607;5086;516632;Supervivientes;1875.0;A
2020;516667;516607;5087;516632;Supervivientes;1675.0;A
2020;516667;516607;5088;516632;Supervivientes;1925.0;A
2020;516667;516607;5089;516632;Supervivientes;2250.0;A
2020;516667;516607;5090;516632;Supervivientes;2175.0;A
2020;516667;516607;5091;516632;Supervivientes;2875.0;A
2020;516667;516607;5092;516632;Supervivientes;2450.0;A
2020;516667;516607;5093;516632;Supervivientes;2425.0;A
2020;516667;516607;5094;516632;Supervivientes;2000.0;A
2020;516667;516607;5095;516632;Supervivientes;2475.0;A
2020;516667;516607;5096;516632;Supervivientes;;A
2020;516667;516607;5097;516632;Supervivientes;;A
2020;516667;516608;5083;516632;Supervivientes;1950.0;A
2020;516667;516608;5084;516632;Supervivientes;1450.0;A
2020;516667;516608;5085;516632;Supervivientes;1775.0;A
2020;516667;516608;5086;516632;Supervivientes;1550.0;A
2020;516667;516608;5087;516632;Supervivientes;1200.0;A
2020;516667;516608;5088;516632;Supervivientes;1550.0;A
2020;516667;516608;5089;516632;Supervivientes;1900.0;A
2020;516667;516608;5090;516632;Supervivientes;1675.0;A
2020;516667;516608;5091;516632;Supervivientes;2400.0;A
2020;516667;516608;5092;516632;Supervivientes;2150.0;A
2020;516667;516608;5093;516632;Supervivientes;1975.0;A
2020;516667;516608;5094;516632;Supervivientes;1700.0;A
2020;516667;516608;5095;516632;Supervivientes;;A
2020;516667;516608;5096;516632;Supervivientes;;A
2020;516667;516608;5097;516632;Supervivientes;;A
2020;516667;516609;5083;516632;Supervivientes;1550.0;A
2020;516667;516609;5084;516632;Supervivientes;1250.0;A
2020;516667;516609;5085;516632;Supervivientes;1525.0;A
2020;516667;516609;5086;516632;Supervivientes;1275.0;A
2020;516667;516609;5087;516632;Supervivientes;950.0;A
2020;516667;516609;5088;516632;Supervivientes;1375.0;A
2020;516667;516609;5089;516632;Supervivientes;1650.0;A
2020;516667;516609;5090;516632;Supervivientes;1475.0;A
2020;516667;516609;5091;516632;Supervivientes;2150.0;A
2020;516667;516609;5092;516632;Supervivientes;2050.0;A
2020;516667;516609;5093;516632;Supervivientes;1725.0;A
2020;516667;516609;5094;516632;Supervivientes;;A
2020;516667;516609;5095;516632;Supervivientes;;A
2020;516667;516609;5096;516632;Supervivientes;;A
2020;516667;516609;5097;516632;Supervivientes;;A
2020;516667;516610;5083;516632;Supervivientes;1375.0;A
2020;516667;516610;5084;516632;Supervivientes;1025.0;A
2020;516667;516610;5085;516632;Supervivientes;1325.0;A
2020;516667;516610;5086;516632;Supervivientes;1100.0;A
2020;516667;516610;5087;516632;Supervivientes;900.0;A
2020;516667;516610;5088;516632;Supervivientes;1150.0;A
2020;516667;516610;5089;516632;Supervivientes;1475.0;A
2020;516667;516610;5090;516632;Supervivientes;1275.0;A
2020;516667;516610;5091;516632;Supervivientes;1850.0;A
2020;516667;516610;5092;516632;Supervivientes;1750.0;A
2020;516667;516610;5093;516632;Supervivientes;;A
2020;516667;516610;5094;516632;Supervivientes;;A
2020;516667;516610;5095;516632;Supervivientes;;A
2020;516667;516610;5096;516632;Supervivientes;;A
2020;516667;516610;5097;516632;Supervivientes;;A
2020;516667;516611;5083;516632;Supervivientes;1225.0;A
2020;516667;516611;5084;516632;Supervivientes;825.0;A
2020;516667;516611;5085;516632;Supervivientes;1100.0;A
2020;516667;516611;5086;516632;Supervivientes;975.0;A
2020;516667;516611;5087;516632;Supervivientes;800.0;A
2020;516667;516611;5088;516632;Supervivientes;1100.0;A
2020;516667;516611;5089;516632;Supervivientes;1350.0;A
2020;516667;516611;5090;516632;Supervivientes;1250.0;A
2020;516667;516611;5091;516632;Supervivientes;1600.0;A
2020;516667;516611;5092;516632;Supervivientes;;A
2020;516667;516611;5093;516632;Supervivientes;;A
2020;516667;516611;5094;516632;Supervivientes;;A
2020;516667;516611;5095;516632;Supervivientes;;A
2020;516667;516611;5096;516632;Supervivientes;;A
2020;516667;516611;5097;516632;Supervivientes;;A
2020;516667;516612;5083;516632;Supervivientes;1025.0;A
2020;516667;516612;5084;516632;Supervivientes;750.0;A
2020;516667;516612;5085;516632;Supervivientes;1050.0;A
2020;516667;516612;5086;516632;Supervivientes;825.0;A
2020;516667;516612;5087;516632;Supervivientes;775.0;A
2020;516667;516612;5088;516632;Supervivientes;975.0;A
2020;516667;516612;5089;516632;Supervivientes;1250.0;A
2020;516667;516612;5090;516632;Supervivientes;1150.0;A
2020;516667;516612;5091;516632;Supervivientes;;A
2020;516667;516612;5092;516632;Supervivientes;;A
2020;516667;516612;5093;516632;Supervivientes;;A
2020;516667;516612;5094;516632;Supervivientes;;A
2020;516667;516612;5095;516632;Supervivientes;;A
2020;516667;516612;5096;516632;Supervivientes;;A
2020;516667;516612;5097;516632;Supervivientes;;A
2020;516667;516613;5083;516632;Supervivientes;975.0;A
2020;516667;516613;5084;516632;Supervivientes;675.0;A
2020;516667;516613;5085;516632;Supervivientes;1000.0;A
2020;516667;516613;5086;516632;Supervivientes;750.0;A
2020;516667;516613;5087;516632;Supervivientes;675.0;A
2020;516667;516613;5088;516632;Supervivientes;925.0;A
2020;516667;516613;5089;516632;Supervivientes;1125.0;A
2020;516667;516613;5090;516632;Supervivientes;;A
2020;516667;516613;5091;516632;Supervivientes;;A
2020;516667;516613;5092;516632;Supervivientes;;A
2020;516667;516613;5093;516632;Supervivientes;;A
2020;516667;516613;5094;516632;Supervivientes;;A
2020;516667;516613;5095;516632;Supervivientes;;A
2020;516667;516613;5096;516632;Supervivientes;;A
2020;516667;516613;5097;516632;Supervivientes;;A
2020;516667;516614;5083;516632;Supervivientes;900.0;A
2020;516667;516614;5084;516632;Supervivientes;550.0;A
2020;516667;516614;5085;516632;Supervivientes;925.0;A
2020;516667;516614;5086;516632;Supervivientes;700.0;A
2020;516667;516614;5087;516632;Supervivientes;675.0;A
2020;516667;516614;5088;516632;Supervivientes;825.0;A
2020;516667;516614;5089;516632;Supervivientes;;A
2020;516667;516614;5090;516632;Supervivientes;;A
2020;516667;516614;5091;516632;Supervivientes;;A
2020;516667;516614;5092;516632;Supervivientes;;A
2020;516667;516614;5093;516632;Supervivientes;;A
2020;516667;516614;5094;516632;Supervivientes;;A
2020;516667;516614;5095;516632;Supervivientes;;A
2020;516667;516614;5096;516632;Supervivientes;;A
2020;516667;516614;5097;516632;Supervivientes;;A
2020;516667;516615;5083;516632;Supervivientes;850.0;A
2020;516667;516615;5084;516632;Supervivientes;550.0;A
2020;516667;516615;5085;516632;Supervivientes;825.0;A
2020;516667;516615;5086;516632;Supervivientes;625.0;A
2020;516667;516615;5087;516632;Supervivientes;575.0;A
2020;516667;516615;5088;516632;Supervivientes;;A
2020;516667;516615;5089;516632;Supervivientes;;A
2020;516667;516615;5090;516632;Supervivientes;;A
2020;516667;516615;5091;516632;Supervivientes;;A
2020;516667;516615;5092;516632;Supervivientes;;A
2020;516667;516615;5093;516632;Supervivientes;;A
2020;516667;516615;5094;516632;Supervivientes;;A
2020;516667;516615;5095;516632;Supervivientes;;A
2020;516667;516615;5096;516632;Supervivientes;;A
2020;516667;516615;5097;516632;Supervivientes;;A
2020;516670;516633;5083;516632;Supervivientes;7150.0;A
2020;516670;516633;5084;516632;Supervivientes;6450.0;A
2020;516670;516633;5085;516632;Supervivientes;6325.0;A
2020;516670;516633;5086;516632;Supervivientes;7000.0;A
2020;516670;516633;5087;516632;Supervivientes;8100.0;A
2020;516670;516633;5088;516632;Supervivientes;8750.0;A
2020;516670;516633;5089;516632;Supervivientes;8025.0;A
2020;516670;516633;5090;516632;Supervivientes;9600.0;A
2020;516670;516633;5091;516632;Supervivientes;9675.0;A
2020;516670;516633;5092;516632;Supervivientes;9075.0;A
2020;516670;516633;5093;516632;Supervivientes;9075.0;A
2020;516670;516633;5094;516632;Supervivientes;8225.0;A
2020;516670;516633;5095;516632;Supervivientes;8850.0;A
2020;516670;516633;5096;516632;Supervivientes;8875.0;A
2020;516670;516633;5097;516632;Supervivientes;7300.0;A
2020;516670;516606;5083;516632;Supervivientes;4325.0;A
2020;516670;516606;5084;516632;Supervivientes;3425.0;A
2020;516670;516606;5085;516632;Supervivientes;3400.0;A
2020;516670;516606;5086;516632;Supervivientes;3525.0;A
2020;516670;516606;5087;516632;Supervivientes;3925.0;A
2020;516670;516606;5088;516632;Supervivientes;4050.0;A
2020;516670;516606;5089;516632;Supervivientes;3650.0;A
2020;516670;516606;5090;516632;Supervivientes;4150.0;A
2020;516670;516606;5091;516632;Supervivientes;4675.0;A
2020;516670;516606;5092;516632;Supervivientes;3900.0;A
2020;516670;516606;5093;516632;Supervivientes;4400.0;A
2020;516670;516606;5094;516632;Supervivientes;4000.0;A
2020;516670;516606;5095;516632;Supervivientes;4550.0;A
2020;516670;516606;5096;516632;Supervivientes;4675.0;A
2020;516670;516606;5097;516632;Supervivientes;;A
2020;516670;516607;5083;516632;Supervivientes;3600.0;A
2020;516670;516607;5084;516632;Supervivientes;2550.0;A
2020;516670;516607;5085;516632;Supervivientes;2600.0;A
2020;516670;516607;5086;516632;Supervivientes;2575.0;A
2020;516670;516607;5087;516632;Supervivientes;3050.0;A
2020;516670;516607;5088;516632;Supervivientes;2975.0;A
2020;516670;516607;5089;516632;Supervivientes;2925.0;A
2020;516670;516607;5090;516632;Supervivientes;3150.0;A
2020;516670;516607;5091;516632;Supervivientes;3550.0;A
2020;516670;516607;5092;516632;Supervivientes;3075.0;A
2020;516670;516607;5093;516632;Supervivientes;3525.0;A
2020;516670;516607;5094;516632;Supervivientes;3175.0;A
2020;516670;516607;5095;516632;Supervivientes;3700.0;A
2020;516670;516607;5096;516632;Supervivientes;;A
2020;516670;516607;5097;516632;Supervivientes;;A
2020;516670;516608;5083;516632;Supervivientes;2800.0;A
2020;516670;516608;5084;516632;Supervivientes;2225.0;A
2020;516670;516608;5085;516632;Supervivientes;2075.0;A
2020;516670;516608;5086;516632;Supervivientes;1950.0;A
2020;516670;516608;5087;516632;Supervivientes;2625.0;A
2020;516670;516608;5088;516632;Supervivientes;2475.0;A
2020;516670;516608;5089;516632;Supervivientes;2600.0;A
2020;516670;516608;5090;516632;Supervivientes;2475.0;A
2020;516670;516608;5091;516632;Supervivientes;2800.0;A
2020;516670;516608;5092;516632;Supervivientes;2675.0;A
2020;516670;516608;5093;516632;Supervivientes;3025.0;A
2020;516670;516608;5094;516632;Supervivientes;2625.0;A
2020;516670;516608;5095;516632;Supervivientes;;A
2020;516670;516608;5096;516632;Supervivientes;;A
2020;516670;516608;5097;516632;Supervivientes;;A
2020;516670;516609;5083;516632;Supervivientes;2050.0;A
2020;516670;516609;5084;516632;Supervivientes;1800.0;A
2020;516670;516609;5085;516632;Supervivientes;1700.0;A
2020;516670;516609;5086;516632;Supervivientes;1650.0;A
2020;516670;516609;5087;516632;Supervivientes;2275.0;A
2020;516670;516609;5088;516632;Supervivientes;2050.0;A
2020;516670;516609;5089;516632;Supervivientes;2275.0;A
2020;516670;516609;5090;516632;Supervivientes;2075.0;A
2020;516670;516609;5091;516632;Supervivientes;2500.0;A
2020;516670;516609;5092;516632;Supervivientes;2300.0;A
2020;516670;516609;5093;516632;Supervivientes;2550.0;A
2020;516670;516609;5094;516632;Supervivientes;;A
2020;516670;516609;5095;516632;Supervivientes;;A
2020;516670;516609;5096;516632;Supervivientes;;A
2020;516670;516609;5097;516632;Supervivientes;;A
2020;516670;516610;5083;516632;Supervivientes;1825.0;A
2020;516670;516610;5084;516632;Supervivientes;1450.0;A
2020;516670;516610;5085;516632;Supervivientes;1475.0;A
2020;516670;516610;5086;516632;Supervivientes;1500.0;A
2020;516670;516610;5087;516632;Supervivientes;1850.0;A
2020;516670;516610;5088;516632;Supervivientes;1825.0;A
2020;516670;516610;5089;516632;Supervivientes;2075.0;A
2020;516670;516610;5090;516632;Supervivientes;1775.0;A
2020;516670;516610;5091;516632;Supervivientes;2225.0;A
2020;516670;516610;5092;516632;Supervivientes;2225.0;A
2020;516670;516610;5093;516632;Supervivientes;;A
2020;516670;516610;5094;516632;Supervivientes;;A
2020;516670;516610;5095;516632;Supervivientes;;A
2020;516670;516610;5096;516632;Supervivientes;;A
2020;516670;516610;5097;516632;Supervivientes;;A
2020;516670;516611;5083;516632;Supervivientes;1625.0;A
2020;516670;516611;5084;516632;Supervivientes;1150.0;A
2020;516670;516611;5085;516632;Supervivientes;1200.0;A
2020;516670;516611;5086;516632;Supervivientes;1400.0;A
2020;516670;516611;5087;516632;Supervivientes;1600.0;A
2020;516670;516611;5088;516632;Supervivientes;1625.0;A
2020;516670;516611;5089;516632;Supervivientes;1850.0;A
2020;516670;516611;5090;516632;Supervivientes;1550.0;A
2020;516670;516611;5091;516632;Supervivientes;2025.0;A
2020;516670;516611;5092;516632;Supervivientes;;A
2020;516670;516611;5093;516632;Supervivientes;;A
2020;516670;516611;5094;516632;Supervivientes;;A
2020;516670;516611;5095;516632;Supervivientes;;A
2020;516670;516611;5096;516632;Supervivientes;;A
2020;516670;516611;5097;516632;Supervivientes;;A
2020;516670;516612;5083;516632;Supervivientes;1400.0;A
2020;516670;516612;5084;516632;Supervivientes;975.0;A
2020;516670;516612;5085;516632;Supervivientes;1150.0;A
2020;516670;516612;5086;516632;Supervivientes;1325.0;A
2020;516670;516612;5087;516632;Supervivientes;1450.0;A
2020;516670;516612;5088;516632;Supervivientes;1550.0;A
2020;516670;516612;5089;516632;Supervivientes;1625.0;A
2020;516670;516612;5090;516632;Supervivientes;1400.0;A
2020;516670;516612;5091;516632;Supervivientes;;A
2020;516670;516612;5092;516632;Supervivientes;;A
2020;516670;516612;5093;516632;Supervivientes;;A
2020;516670;516612;5094;516632;Supervivientes;;A
2020;516670;516612;5095;516632;Supervivientes;;A
2020;516670;516612;5096;516632;Supervivientes;;A
2020;516670;516612;5097;516632;Supervivientes;;A
2020;516670;516613;5083;516632;Supervivientes;1275.0;A
2020;516670;516613;5084;516632;Supervivientes;975.0;A
2020;516670;516613;5085;516632;Supervivientes;1075.0;A
2020;516670;516613;5086;516632;Supervivientes;1250.0;A
2020;516670;516613;5087;516632;Supervivientes;1400.0;A
2020;516670;516613;5088;516632;Supervivientes;1400.0;A
2020;516670;516613;5089;516632;Supervivientes;1500.0;A
2020;516670;516613;5090;516632;Supervivientes;;A
2020;516670;516613;5091;516632;Supervivientes;;A
2020;516670;516613;5092;516632;Supervivientes;;A
2020;516670;516613;5093;516632;Supervivientes;;A
2020;516670;516613;5094;516632;Supervivientes;;A
2020;516670;516613;5095;516632;Supervivientes;;A
2020;516670;516613;5096;516632;Supervivientes;;A
2020;516670;516613;5097;516632;Supervivientes;;A
2020;516670;516614;5083;516632;Supervivientes;1225.0;A
2020;516670;516614;5084;516632;Supervivientes;900.0;A
2020;516670;516614;5085;516632;Supervivientes;1025.0;A
2020;516670;516614;5086;516632;Supervivientes;1175.0;A
2020;516670;516614;5087;516632;Supervivientes;1350.0;A
2020;516670;516614;5088;516632;Supervivientes;1325.0;A
2020;516670;516614;5089;516632;Supervivientes;;A
2020;516670;516614;5090;516632;Supervivientes;;A
2020;516670;516614;5091;516632;Supervivientes;;A
2020;516670;516614;5092;516632;Supervivientes;;A
2020;516670;516614;5093;516632;Supervivientes;;A
2020;516670;516614;5094;516632;Supervivientes;;A
2020;516670;516614;5095;516632;Supervivientes;;A
2020;516670;516614;5096;516632;Supervivientes;;A
2020;516670;516614;5097;516632;Supervivientes;;A
2020;516670;516615;5083;516632;Supervivientes;1200.0;A
2020;516670;516615;5084;516632;Supervivientes;825.0;A
2020;516670;516615;5085;516632;Supervivientes;925.0;A
2020;516670;516615;5086;516632;Supervivientes;1125.0;A
2020;516670;516615;5087;516632;Supervivientes;1275.0;A
2020;516670;516615;5088;516632;Supervivientes;;A
2020;516670;516615;5089;516632;Supervivientes;;A
2020;516670;516615;5090;516632;Supervivientes;;A
2020;516670;516615;5091;516632;Supervivientes;;A
2020;516670;516615;5092;516632;Supervivientes;;A
2020;516670;516615;5093;516632;Supervivientes;;A
2020;516670;516615;5094;516632;Supervivientes;;A
2020;516670;516615;5095;516632;Supervivientes;;A
2020;516670;516615;5096;516632;Supervivientes;;A
2020;516670;516615;5097;516632;Supervivientes;;A
2020;516681;516633;5083;516632;Supervivientes;20400.0;A
2020;516681;516633;5084;516632;Supervivientes;22000.0;A
2020;516681;516633;5085;516632;Supervivientes;20375.0;A
2020;516681;516633;5086;516632;Supervivientes;18875.0;A
