D_TEMPORAL_0;D_SEXO_0;D_AA_TIPODEHOGAR_0;D_AA_TERRITROIO_0;INDICATOR;OBS_VALUE;FREQ
2020;3691;515757;516751;Número de autónomos;5925.0;A
2020;3691;515757;516752;Número de autónomos;5975.0;A
2020;3691;515757;516753;Número de autónomos;20625.0;A
2020;3691;515757;516754;Número de autónomos;13550.0;A
2020;3691;515757;515892;Número de autónomos;86825.0;A
2020;3691;515758;516728;Número de autónomos;1750.0;A
2020;3691;515758;516748;Número de autónomos;1700.0;A
2020;3691;515758;516749;Número de autónomos;850.0;A
2020;3691;515758;516750;Número de autónomos;2000.0;A
2020;3691;515758;516751;Número de autónomos;725.0;A
2020;3691;515758;516752;Número de autónomos;900.0;A
2020;3691;515758;516753;Número de autónomos;2800.0;A
2020;3691;515758;516754;Número de autónomos;2650.0;A
2020;3691;515758;515892;Número de autónomos;13525.0;A
2020;3691;515759;516728;Número de autónomos;26275.0;A
2020;3691;515759;516748;Número de autónomos;29525.0;A
2020;3691;515759;516749;Número de autónomos;22975.0;A
2020;3691;515759;516750;Número de autónomos;29650.0;A
2020;3691;515759;516751;Número de autónomos;14825.0;A
2020;3691;515759;516752;Número de autónomos;19000.0;A
2020;3691;515759;516753;Número de autónomos;52950.0;A
2020;3691;515759;516754;Número de autónomos;52800.0;A
2020;3691;515759;515892;Número de autónomos;250100.0;A
2020;3691;515761;516728;Número de autónomos;13000.0;A
2020;3691;515761;516748;Número de autónomos;14175.0;A
2020;3691;515761;516749;Número de autónomos;10650.0;A
2020;3691;515761;516750;Número de autónomos;17500.0;A
2020;3691;515761;516751;Número de autónomos;7700.0;A
2020;3691;515761;516752;Número de autónomos;9875.0;A
2020;3691;515761;516753;Número de autónomos;28725.0;A
2020;3691;515761;516754;Número de autónomos;21875.0;A
2020;3691;515761;515892;Número de autónomos;125050.0;A
2020;3691;515762;516728;Número de autónomos;13275.0;A
2020;3691;515762;516748;Número de autónomos;15350.0;A
2020;3691;515762;516749;Número de autónomos;12325.0;A
2020;3691;515762;516750;Número de autónomos;12150.0;A
2020;3691;515762;516751;Número de autónomos;7125.0;A
2020;3691;515762;516752;Número de autónomos;9125.0;A
2020;3691;515762;516753;Número de autónomos;24225.0;A
2020;3691;515762;516754;Número de autónomos;30925.0;A
2020;3691;515762;515892;Número de autónomos;125050.0;A
2020;3691;515760;516728;Número de autónomos;28225.0;A
2020;3691;515760;516748;Número de autónomos;26600.0;A
2020;3691;515760;516749;Número de autónomos;26475.0;A
2020;3691;515760;516750;Número de autónomos;25200.0;A
2020;3691;515760;516751;Número de autónomos;11325.0;A
2020;3691;515760;516752;Número de autónomos;19550.0;A
2020;3691;515760;516753;Número de autónomos;53400.0;A
2020;3691;515760;516754;Número de autónomos;54100.0;A
2020;3691;515760;515892;Número de autónomos;246075.0;A
2020;3691;515763;516728;Número de autónomos;19025.0;A
2020;3691;515763;516748;Número de autónomos;19375.0;A
2020;3691;515763;516749;Número de autónomos;18525.0;A
2020;3691;515763;516750;Número de autónomos;16925.0;A
2020;3691;515763;516751;Número de autónomos;8025.0;A
2020;3691;515763;516752;Número de autónomos;14275.0;A
2020;3691;515763;516753;Número de autónomos;34225.0;A
2020;3691;515763;516754;Número de autónomos;37150.0;A
2020;3691;515763;515892;Número de autónomos;168325.0;A
2020;3691;515764;516728;Número de autónomos;9200.0;A
2020;3691;515764;516748;Número de autónomos;7225.0;A
2020;3691;515764;516749;Número de autónomos;7950.0;A
2020;3691;515764;516750;Número de autónomos;8275.0;A
2020;3691;515764;516751;Número de autónomos;3300.0;A
2020;3691;515764;516752;Número de autónomos;5275.0;A
2020;3691;515764;516753;Número de autónomos;19175.0;A
2020;3691;515764;516754;Número de autónomos;16950.0;A
2020;3691;515764;515892;Número de autónomos;77750.0;A
2020;3691;516585;516728;Número de autónomos;1300.0;A
2020;3691;516585;516748;Número de autónomos;1125.0;A
2020;3691;516585;516749;Número de autónomos;*;A
2020;3691;516585;516750;Número de autónomos;1975.0;A
2020;3691;516585;516751;Número de autónomos;*;A
2020;3691;516585;516752;Número de autónomos;*;A
2020;3691;516585;516753;Número de autónomos;5300.0;A
2020;3691;516585;516754;Número de autónomos;2175.0;A
2020;3691;516585;515892;Número de autónomos;13225.0;A
2020;3691;515755;516728;Número de autónomos;66975.0;A
2020;3691;515755;516748;Número de autónomos;70000.0;A
2020;3691;515755;516749;Número de autónomos;56650.0;A
2020;3691;515755;516750;Número de autónomos;72450.0;A
2020;3691;515755;516751;Número de autónomos;33275.0;A
2020;3691;515755;516752;Número de autónomos;45800.0;A
2020;3691;515755;516753;Número de autónomos;135075.0;A
2020;3691;515755;516754;Número de autónomos;125275.0;A
2020;3691;515755;515892;Número de autónomos;609750.0;A
