D_TEMPORAL_0;D_SEXO_0;D_MES_0;D_AA_TERRITROIO_0;D_AA_TIPOMOVIMIEN_0;INDICATOR;OBS_VALUE;FREQ
2019;3689;55913;516752;515926;Número de movimientos;*;A
2019;3689;55913;516753;515926;Número de movimientos;1425.0;A
2019;3689;55913;516754;515926;Número de movimientos;1300.0;A
2019;3689;55913;515892;515926;Número de movimientos;6325.0;A
2019;3689;55914;516728;515926;Número de movimientos;550.0;A
2019;3689;55914;516748;515926;Número de movimientos;675.0;A
2019;3689;55914;516749;515926;Número de movimientos;500.0;A
2019;3689;55914;516750;515926;Número de movimientos;750.0;A
2019;3689;55914;516751;515926;Número de movimientos;*;A
2019;3689;55914;516752;515926;Número de movimientos;600.0;A
2019;3689;55914;516753;515926;Número de movimientos;1425.0;A
2019;3689;55914;516754;515926;Número de movimientos;1050.0;A
2019;3689;55914;515892;515926;Número de movimientos;5925.0;A
2019;3689;55915;516728;515926;Número de movimientos;*;A
2019;3689;55915;516748;515926;Número de movimientos;500.0;A
2019;3689;55915;516749;515926;Número de movimientos;*;A
2019;3689;55915;516750;515926;Número de movimientos;*;A
2019;3689;55915;516751;515926;Número de movimientos;*;A
2019;3689;55915;516752;515926;Número de movimientos;*;A
2019;3689;55915;516753;515926;Número de movimientos;800.0;A
2019;3689;55915;516754;515926;Número de movimientos;600.0;A
2019;3689;55915;515892;515926;Número de movimientos;3575.0;A
2019;3689;55916;516728;515926;Número de movimientos;550.0;A
2019;3689;55916;516748;515926;Número de movimientos;600.0;A
2019;3689;55916;516749;515926;Número de movimientos;*;A
2019;3689;55916;516750;515926;Número de movimientos;825.0;A
2019;3689;55916;516751;515926;Número de movimientos;*;A
2019;3689;55916;516752;515926;Número de movimientos;550.0;A
2019;3689;55916;516753;515926;Número de movimientos;1425.0;A
2019;3689;55916;516754;515926;Número de movimientos;1550.0;A
2019;3689;55916;515892;515926;Número de movimientos;6300.0;A
2019;3689;55917;516728;515926;Número de movimientos;*;A
2019;3689;55917;516748;515926;Número de movimientos;700.0;A
2019;3689;55917;516749;515926;Número de movimientos;700.0;A
2019;3689;55917;516750;515926;Número de movimientos;750.0;A
2019;3689;55917;516751;515926;Número de movimientos;*;A
2019;3689;55917;516752;515926;Número de movimientos;725.0;A
2019;3689;55917;516753;515926;Número de movimientos;1650.0;A
2019;3689;55917;516754;515926;Número de movimientos;1275.0;A
2019;3689;55917;515892;515926;Número de movimientos;6750.0;A
2019;3689;55918;516728;515926;Número de movimientos;*;A
2019;3689;55918;516748;515926;Número de movimientos;775.0;A
2019;3689;55918;516749;515926;Número de movimientos;550.0;A
2019;3689;55918;516750;515926;Número de movimientos;650.0;A
2019;3689;55918;516751;515926;Número de movimientos;*;A
2019;3689;55918;516752;515926;Número de movimientos;*;A
2019;3689;55918;516753;515926;Número de movimientos;1200.0;A
2019;3689;55918;516754;515926;Número de movimientos;1075.0;A
2019;3689;55918;515892;515926;Número de movimientos;5300.0;A
2019;3689;55919;516728;515926;Número de movimientos;*;A
2019;3689;55919;516748;515926;Número de movimientos;550.0;A
2019;3689;55919;516749;515926;Número de movimientos;*;A
2019;3689;55919;516750;515926;Número de movimientos;725.0;A
2019;3689;55919;516751;515926;Número de movimientos;*;A
2019;3689;55919;516752;515926;Número de movimientos;*;A
2019;3689;55919;516753;515926;Número de movimientos;850.0;A
2019;3689;55919;516754;515926;Número de movimientos;700.0;A
2019;3689;55919;515892;515926;Número de movimientos;4225.0;A
2019;3689;55920;516728;515926;Número de movimientos;6025.0;A
2019;3689;55920;516748;515926;Número de movimientos;9025.0;A
2019;3689;55920;516749;515926;Número de movimientos;6325.0;A
2019;3689;55920;516750;515926;Número de movimientos;8100.0;A
2019;3689;55920;516751;515926;Número de movimientos;4200.0;A
2019;3689;55920;516752;515926;Número de movimientos;5750.0;A
2019;3689;55920;516753;515926;Número de movimientos;16050.0;A
2019;3689;55920;516754;515926;Número de movimientos;12975.0;A
2019;3689;55920;515892;515926;Número de movimientos;68725.0;A
2019;3690;55908;516728;515926;Número de movimientos;*;A
2019;3690;55908;516748;515926;Número de movimientos;*;A
2019;3690;55908;516749;515926;Número de movimientos;*;A
2019;3690;55908;516750;515926;Número de movimientos;*;A
2019;3690;55908;516751;515926;Número de movimientos;*;A
2019;3690;55908;516752;515926;Número de movimientos;*;A
2019;3690;55908;516753;515926;Número de movimientos;1075.0;A
2019;3690;55908;516754;515926;Número de movimientos;575.0;A
2019;3690;55908;515892;515926;Número de movimientos;3650.0;A
2019;3690;55909;516728;515926;Número de movimientos;*;A
2019;3690;55909;516748;515926;Número de movimientos;*;A
2019;3690;55909;516749;515926;Número de movimientos;*;A
2019;3690;55909;516750;515926;Número de movimientos;*;A
2019;3690;55909;516751;515926;Número de movimientos;*;A
2019;3690;55909;516752;515926;Número de movimientos;*;A
2019;3690;55909;516753;515926;Número de movimientos;775.0;A
2019;3690;55909;516754;515926;Número de movimientos;875.0;A
2019;3690;55909;515892;515926;Número de movimientos;3500.0;A
2019;3690;55910;516728;515926;Número de movimientos;500.0;A
2019;3690;55910;516748;515926;Número de movimientos;*;A
2019;3690;55910;516749;515926;Número de movimientos;*;A
2019;3690;55910;516750;515926;Número de movimientos;*;A
2019;3690;55910;516751;515926;Número de movimientos;*;A
2019;3690;55910;516752;515926;Número de movimientos;*;A
2019;3690;55910;516753;515926;Número de movimientos;975.0;A
2019;3690;55910;516754;515926;Número de movimientos;1075.0;A
2019;3690;55910;515892;515926;Número de movimientos;4150.0;A
2019;3690;55911;516728;515926;Número de movimientos;600.0;A
2019;3690;55911;516748;515926;Número de movimientos;700.0;A
2019;3690;55911;516749;515926;Número de movimientos;*;A
2019;3690;55911;516750;515926;Número de movimientos;*;A
2019;3690;55911;516751;515926;Número de movimientos;*;A
2019;3690;55911;516752;515926;Número de movimientos;*;A
2019;3690;55911;516753;515926;Número de movimientos;1025.0;A
2019;3690;55911;516754;515926;Número de movimientos;1025.0;A
2019;3690;55911;515892;515926;Número de movimientos;4775.0;A
2019;3690;55912;516728;515926;Número de movimientos;*;A
2019;3690;55912;516748;515926;Número de movimientos;850.0;A
2019;3690;55912;516749;515926;Número de movimientos;*;A
2019;3690;55912;516750;515926;Número de movimientos;*;A
2019;3690;55912;516751;515926;Número de movimientos;*;A
2019;3690;55912;516752;515926;Número de movimientos;*;A
2019;3690;55912;516753;515926;Número de movimientos;1250.0;A
2019;3690;55912;516754;515926;Número de movimientos;1000.0;A
2019;3690;55912;515892;515926;Número de movimientos;4500.0;A
2019;3690;55913;516728;515926;Número de movimientos;575.0;A
2019;3690;55913;516748;515926;Número de movimientos;525.0;A
2019;3690;55913;516749;515926;Número de movimientos;*;A
2019;3690;55913;516750;515926;Número de movimientos;575.0;A
2019;3690;55913;516751;515926;Número de movimientos;*;A
2019;3690;55913;516752;515926;Número de movimientos;*;A
2019;3690;55913;516753;515926;Número de movimientos;1400.0;A
2019;3690;55913;516754;515926;Número de movimientos;1000.0;A
2019;3690;55913;515892;515926;Número de movimientos;4925.0;A
2019;3690;55914;516728;515926;Número de movimientos;*;A
2019;3690;55914;516748;515926;Número de movimientos;*;A
2019;3690;55914;516749;515926;Número de movimientos;*;A
2019;3690;55914;516750;515926;Número de movimientos;775.0;A
2019;3690;55914;516751;515926;Número de movimientos;*;A
2019;3690;55914;516752;515926;Número de movimientos;*;A
2019;3690;55914;516753;515926;Número de movimientos;1025.0;A
2019;3690;55914;516754;515926;Número de movimientos;800.0;A
2019;3690;55914;515892;515926;Número de movimientos;4400.0;A
2019;3690;55915;516728;515926;Número de movimientos;*;A
2019;3690;55915;516748;515926;Número de movimientos;*;A
2019;3690;55915;516749;515926;Número de movimientos;*;A
2019;3690;55915;516750;515926;Número de movimientos;*;A
2019;3690;55915;516751;515926;Número de movimientos;*;A
2019;3690;55915;516752;515926;Número de movimientos;*;A
2019;3690;55915;516753;515926;Número de movimientos;725.0;A
2019;3690;55915;516754;515926;Número de movimientos;800.0;A
2019;3690;55915;515892;515926;Número de movimientos;2850.0;A
2019;3690;55916;516728;515926;Número de movimientos;*;A
2019;3690;55916;516748;515926;Número de movimientos;550.0;A
2019;3690;55916;516749;515926;Número de movimientos;625.0;A
2019;3690;55916;516750;515926;Número de movimientos;550.0;A
2019;3690;55916;516751;515926;Número de movimientos;*;A
2019;3690;55916;516752;515926;Número de movimientos;*;A
2019;3690;55916;516753;515926;Número de movimientos;1375.0;A
2019;3690;55916;516754;515926;Número de movimientos;1250.0;A
2019;3690;55916;515892;515926;Número de movimientos;5325.0;A
2019;3690;55917;516728;515926;Número de movimientos;725.0;A
2019;3690;55917;516748;515926;Número de movimientos;700.0;A
2019;3690;55917;516749;515926;Número de movimientos;*;A
2019;3690;55917;516750;515926;Número de movimientos;800.0;A
2019;3690;55917;516751;515926;Número de movimientos;*;A
2019;3690;55917;516752;515926;Número de movimientos;*;A
2019;3690;55917;516753;515926;Número de movimientos;1225.0;A
2019;3690;55917;516754;515926;Número de movimientos;1625.0;A
2019;3690;55917;515892;515926;Número de movimientos;6100.0;A
2019;3690;55918;516728;515926;Número de movimientos;*;A
2019;3690;55918;516748;515926;Número de movimientos;*;A
2019;3690;55918;516749;515926;Número de movimientos;*;A
2019;3690;55918;516750;515926;Número de movimientos;500.0;A
2019;3690;55918;516751;515926;Número de movimientos;*;A
2019;3690;55918;516752;515926;Número de movimientos;*;A
2019;3690;55918;516753;515926;Número de movimientos;850.0;A
2019;3690;55918;516754;515926;Número de movimientos;750.0;A
2019;3690;55918;515892;515926;Número de movimientos;3450.0;A
2019;3690;55919;516728;515926;Número de movimientos;*;A
2019;3690;55919;516748;515926;Número de movimientos;*;A
2019;3690;55919;516749;515926;Número de movimientos;*;A
2019;3690;55919;516750;515926;Número de movimientos;525.0;A
2019;3690;55919;516751;515926;Número de movimientos;*;A
2019;3690;55919;516752;515926;Número de movimientos;*;A
2019;3690;55919;516753;515926;Número de movimientos;800.0;A
2019;3690;55919;516754;515926;Número de movimientos;600.0;A
2019;3690;55919;515892;515926;Número de movimientos;2975.0;A
2019;3690;55920;516728;515926;Número de movimientos;4800.0;A
2019;3690;55920;516748;515926;Número de movimientos;5925.0;A
2019;3690;55920;516749;515926;Número de movimientos;3950.0;A
2019;3690;55920;516750;515926;Número de movimientos;5825.0;A
2019;3690;55920;516751;515926;Número de movimientos;2675.0;A
2019;3690;55920;516752;515926;Número de movimientos;3200.0;A
2019;3690;55920;516753;515926;Número de movimientos;12500.0;A
2019;3690;55920;516754;515926;Número de movimientos;11375.0;A
2019;3690;55920;515892;515926;Número de movimientos;50600.0;A
2019;3691;55908;516728;515926;Número de movimientos;1000.0;A
2019;3691;55908;516748;515926;Número de movimientos;1275.0;A
2019;3691;55908;516749;515926;Número de movimientos;1050.0;A
2019;3691;55908;516750;515926;Número de movimientos;1025.0;A
2019;3691;55908;516751;515926;Número de movimientos;550.0;A
2019;3691;55908;516752;515926;Número de movimientos;600.0;A
2019;3691;55908;516753;515926;Número de movimientos;2550.0;A
2019;3691;55908;516754;515926;Número de movimientos;1500.0;A
2019;3691;55908;515892;515926;Número de movimientos;9625.0;A
2019;3691;55909;516728;515926;Número de movimientos;875.0;A
2019;3691;55909;516748;515926;Número de movimientos;1225.0;A
2019;3691;55909;516749;515926;Número de movimientos;700.0;A
2019;3691;55909;516750;515926;Número de movimientos;900.0;A
2019;3691;55909;516751;515926;Número de movimientos;*;A
2019;3691;55909;516752;515926;Número de movimientos;525.0;A
2019;3691;55909;516753;515926;Número de movimientos;2500.0;A
2019;3691;55909;516754;515926;Número de movimientos;2050.0;A
2019;3691;55909;515892;515926;Número de movimientos;9325.0;A
2019;3691;55910;516728;515926;Número de movimientos;1100.0;A
2019;3691;55910;516748;515926;Número de movimientos;1450.0;A
2019;3691;55910;516749;515926;Número de movimientos;650.0;A
2019;3691;55910;516750;515926;Número de movimientos;1075.0;A
2019;3691;55910;516751;515926;Número de movimientos;*;A
2019;3691;55910;516752;515926;Número de movimientos;900.0;A
2019;3691;55910;516753;515926;Número de movimientos;2475.0;A
2019;3691;55910;516754;515926;Número de movimientos;1800.0;A
2019;3691;55910;515892;515926;Número de movimientos;9800.0;A
2019;3691;55911;516728;515926;Número de movimientos;1300.0;A
2019;3691;55911;516748;515926;Número de movimientos;1525.0;A
2019;3691;55911;516749;515926;Número de movimientos;1200.0;A
2019;3691;55911;516750;515926;Número de movimientos;1100.0;A
2019;3691;55911;516751;515926;Número de movimientos;850.0;A
2019;3691;55911;516752;515926;Número de movimientos;825.0;A
2019;3691;55911;516753;515926;Número de movimientos;2500.0;A
2019;3691;55911;516754;515926;Número de movimientos;2550.0;A
2019;3691;55911;515892;515926;Número de movimientos;11900.0;A
2019;3691;55912;516728;515926;Número de movimientos;725.0;A
2019;3691;55912;516748;515926;Número de movimientos;1825.0;A
2019;3691;55912;516749;515926;Número de movimientos;950.0;A
2019;3691;55912;516750;515926;Número de movimientos;925.0;A
2019;3691;55912;516751;515926;Número de movimientos;575.0;A
2019;3691;55912;516752;515926;Número de movimientos;775.0;A
2019;3691;55912;516753;515926;Número de movimientos;2350.0;A
2019;3691;55912;516754;515926;Número de movimientos;2075.0;A
2019;3691;55912;515892;515926;Número de movimientos;10250.0;A
2019;3691;55913;516728;515926;Número de movimientos;1050.0;A
2019;3691;55913;516748;515926;Número de movimientos;1250.0;A
2019;3691;55913;516749;515926;Número de movimientos;950.0;A
2019;3691;55913;516750;515926;Número de movimientos;1375.0;A
2019;3691;55913;516751;515926;Número de movimientos;675.0;A
2019;3691;55913;516752;515926;Número de movimientos;750.0;A
2019;3691;55913;516753;515926;Número de movimientos;2825.0;A
2019;3691;55913;516754;515926;Número de movimientos;2300.0;A
2019;3691;55913;515892;515926;Número de movimientos;11250.0;A
2019;3691;55914;516728;515926;Número de movimientos;825.0;A
2019;3691;55914;516748;515926;Número de movimientos;1100.0;A
2019;3691;55914;516749;515926;Número de movimientos;850.0;A
2019;3691;55914;516750;515926;Número de movimientos;1525.0;A
2019;3691;55914;516751;515926;Número de movimientos;700.0;A
2019;3691;55914;516752;515926;Número de movimientos;975.0;A
2019;3691;55914;516753;515926;Número de movimientos;2450.0;A
2019;3691;55914;516754;515926;Número de movimientos;1850.0;A
2019;3691;55914;515892;515926;Número de movimientos;10325.0;A
2019;3691;55915;516728;515926;Número de movimientos;525.0;A
2019;3691;55915;516748;515926;Número de movimientos;650.0;A
2019;3691;55915;516749;515926;Número de movimientos;*;A
2019;3691;55915;516750;515926;Número de movimientos;675.0;A
2019;3691;55915;516751;515926;Número de movimientos;*;A
2019;3691;55915;516752;515926;Número de movimientos;700.0;A
2019;3691;55915;516753;515926;Número de movimientos;1525.0;A
2019;3691;55915;516754;515926;Número de movimientos;1400.0;A
2019;3691;55915;515892;515926;Número de movimientos;6425.0;A
2019;3691;55916;516728;515926;Número de movimientos;950.0;A
2019;3691;55916;516748;515926;Número de movimientos;1150.0;A
2019;3691;55916;516749;515926;Número de movimientos;1050.0;A
2019;3691;55916;516750;515926;Número de movimientos;1375.0;A
2019;3691;55916;516751;515926;Número de movimientos;550.0;A
2019;3691;55916;516752;515926;Número de movimientos;875.0;A
2019;3691;55916;516753;515926;Número de movimientos;2800.0;A
2019;3691;55916;516754;515926;Número de movimientos;2800.0;A
2019;3691;55916;515892;515926;Número de movimientos;11625.0;A
2019;3691;55917;516728;515926;Número de movimientos;1200.0;A
2019;3691;55917;516748;515926;Número de movimientos;1400.0;A
2019;3691;55917;516749;515926;Número de movimientos;1100.0;A
2019;3691;55917;516750;515926;Número de movimientos;1550.0;A
2019;3691;55917;516751;515926;Número de movimientos;750.0;A
2019;3691;55917;516752;515926;Número de movimientos;1075.0;A
2019;3691;55917;516753;515926;Número de movimientos;2875.0;A
2019;3691;55917;516754;515926;Número de movimientos;2900.0;A
2019;3691;55917;515892;515926;Número de movimientos;12850.0;A
2019;3691;55918;516728;515926;Número de movimientos;725.0;A
2019;3691;55918;516748;515926;Número de movimientos;1175.0;A
2019;3691;55918;516749;515926;Número de movimientos;825.0;A
2019;3691;55918;516750;515926;Número de movimientos;1150.0;A
2019;3691;55918;516751;515926;Número de movimientos;500.0;A
2019;3691;55918;516752;515926;Número de movimientos;*;A
2019;3691;55918;516753;515926;Número de movimientos;2050.0;A
2019;3691;55918;516754;515926;Número de movimientos;1825.0;A
2019;3691;55918;515892;515926;Número de movimientos;8750.0;A
2019;3691;55919;516728;515926;Número de movimientos;550.0;A
2019;3691;55919;516748;515926;Número de movimientos;925.0;A
2019;3691;55919;516749;515926;Número de movimientos;*;A
2019;3691;55919;516750;515926;Número de movimientos;1250.0;A
2019;3691;55919;516751;515926;Número de movimientos;500.0;A
2019;3691;55919;516752;515926;Número de movimientos;*;A
2019;3691;55919;516753;515926;Número de movimientos;1650.0;A
2019;3691;55919;516754;515926;Número de movimientos;1300.0;A
2019;3691;55919;515892;515926;Número de movimientos;7200.0;A
2019;3691;55920;516728;515926;Número de movimientos;10825.0;A
2019;3691;55920;516748;515926;Número de movimientos;14950.0;A
2019;3691;55920;516749;515926;Número de movimientos;10275.0;A
2019;3691;55920;516750;515926;Número de movimientos;13925.0;A
2019;3691;55920;516751;515926;Número de movimientos;6875.0;A
2019;3691;55920;516752;515926;Número de movimientos;8950.0;A
2019;3691;55920;516753;515926;Número de movimientos;28550.0;A
2019;3691;55920;516754;515926;Número de movimientos;24350.0;A
2019;3691;55920;515892;515926;Número de movimientos;119325.0;A
2020;3689;55908;516728;515926;Número de movimientos;*;A
2020;3689;55908;516748;515926;Número de movimientos;650.0;A
2020;3689;55908;516749;515926;Número de movimientos;625.0;A
2020;3689;55908;516750;515926;Número de movimientos;850.0;A
2020;3689;55908;516751;515926;Número de movimientos;*;A
2020;3689;55908;516752;515926;Número de movimientos;*;A
2020;3689;55908;516753;515926;Número de movimientos;2100.0;A
2020;3689;55908;516754;515926;Número de movimientos;800.0;A
2020;3689;55908;515892;515926;Número de movimientos;6150.0;A
2020;3689;55909;516728;515926;Número de movimientos;575.0;A
2020;3689;55909;516748;515926;Número de movimientos;750.0;A
2020;3689;55909;516749;515926;Número de movimientos;*;A
2020;3689;55909;516750;515926;Número de movimientos;*;A
2020;3689;55909;516751;515926;Número de movimientos;*;A
2020;3689;55909;516752;515926;Número de movimientos;675.0;A
2020;3689;55909;516753;515926;Número de movimientos;1350.0;A
2020;3689;55909;516754;515926;Número de movimientos;1100.0;A
2020;3689;55909;515892;515926;Número de movimientos;5475.0;A
2020;3689;55910;516728;515926;Número de movimientos;525.0;A
2020;3689;55910;516748;515926;Número de movimientos;800.0;A
2020;3689;55910;516749;515926;Número de movimientos;*;A
2020;3689;55910;516750;515926;Número de movimientos;875.0;A
2020;3689;55910;516751;515926;Número de movimientos;*;A
2020;3689;55910;516752;515926;Número de movimientos;*;A
2020;3689;55910;516753;515926;Número de movimientos;1225.0;A
2020;3689;55910;516754;515926;Número de movimientos;1175.0;A
2020;3689;55910;515892;515926;Número de movimientos;5600.0;A
2020;3689;55911;516728;515926;Número de movimientos;*;A
2020;3689;55911;516748;515926;Número de movimientos;*;A
2020;3689;55911;516749;515926;Número de movimientos;*;A
2020;3689;55911;516750;515926;Número de movimientos;*;A
2020;3689;55911;516751;515926;Número de movimientos;*;A
2020;3689;55911;516752;515926;Número de movimientos;*;A
2020;3689;55911;516753;515926;Número de movimientos;*;A
2020;3689;55911;516754;515926;Número de movimientos;*;A
2020;3689;55911;515892;515926;Número de movimientos;2350.0;A
2020;3689;55912;516728;515926;Número de movimientos;*;A
2020;3689;55912;516748;515926;Número de movimientos;675.0;A
2020;3689;55912;516749;515926;Número de movimientos;*;A
2020;3689;55912;516750;515926;Número de movimientos;600.0;A
2020;3689;55912;516751;515926;Número de movimientos;*;A
2020;3689;55912;516752;515926;Número de movimientos;*;A
2020;3689;55912;516753;515926;Número de movimientos;975.0;A
2020;3689;55912;516754;515926;Número de movimientos;825.0;A
2020;3689;55912;515892;515926;Número de movimientos;4800.0;A
2020;3689;55913;516728;515926;Número de movimientos;700.0;A
2020;3689;55913;516748;515926;Número de movimientos;1075.0;A
2020;3689;55913;516749;515926;Número de movimientos;*;A
2020;3689;55913;516750;515926;Número de movimientos;600.0;A
2020;3689;55913;516751;515926;Número de movimientos;525.0;A
2020;3689;55913;516752;515926;Número de movimientos;700.0;A
2020;3689;55913;516753;515926;Número de movimientos;1425.0;A
2020;3689;55913;516754;515926;Número de movimientos;1000.0;A
2020;3689;55913;515892;515926;Número de movimientos;6525.0;A
2020;3689;55914;516728;515926;Número de movimientos;*;A
2020;3689;55914;516748;515926;Número de movimientos;850.0;A
2020;3689;55914;516749;515926;Número de movimientos;500.0;A
2020;3689;55914;516750;515926;Número de movimientos;875.0;A
2020;3689;55914;516751;515926;Número de movimientos;675.0;A
2020;3689;55914;516752;515926;Número de movimientos;*;A
2020;3689;55914;516753;515926;Número de movimientos;1725.0;A
2020;3689;55914;516754;515926;Número de movimientos;1100.0;A
2020;3689;55914;515892;515926;Número de movimientos;6575.0;A
2020;3689;55915;516728;515926;Número de movimientos;*;A
2020;3689;55915;516748;515926;Número de movimientos;525.0;A
2020;3689;55915;516749;515926;Número de movimientos;*;A
2020;3689;55915;516750;515926;Número de movimientos;*;A
2020;3689;55915;516751;515926;Número de movimientos;*;A
2020;3689;55915;516752;515926;Número de movimientos;*;A
2020;3689;55915;516753;515926;Número de movimientos;750.0;A
2020;3689;55915;516754;515926;Número de movimientos;750.0;A
2020;3689;55915;515892;515926;Número de movimientos;3500.0;A
2020;3689;55916;516728;515926;Número de movimientos;*;A
2020;3689;55916;516748;515926;Número de movimientos;675.0;A
2020;3689;55916;516749;515926;Número de movimientos;*;A
2020;3689;55916;516750;515926;Número de movimientos;775.0;A
2020;3689;55916;516751;515926;Número de movimientos;*;A
2020;3689;55916;516752;515926;Número de movimientos;*;A
2020;3689;55916;516753;515926;Número de movimientos;1400.0;A
2020;3689;55916;516754;515926;Número de movimientos;1175.0;A
2020;3689;55916;515892;515926;Número de movimientos;5400.0;A
2020;3689;55917;516728;515926;Número de movimientos;*;A
2020;3689;55917;516748;515926;Número de movimientos;525.0;A
2020;3689;55917;516749;515926;Número de movimientos;525.0;A
2020;3689;55917;516750;515926;Número de movimientos;825.0;A
2020;3689;55917;516751;515926;Número de movimientos;*;A
2020;3689;55917;516752;515926;Número de movimientos;575.0;A
2020;3689;55917;516753;515926;Número de movimientos;1550.0;A
2020;3689;55917;516754;515926;Número de movimientos;1000.0;A
2020;3689;55917;515892;515926;Número de movimientos;5825.0;A
2020;3689;55918;516728;515926;Número de movimientos;525.0;A
2020;3689;55918;516748;515926;Número de movimientos;875.0;A
2020;3689;55918;516749;515926;Número de movimientos;575.0;A
2020;3689;55918;516750;515926;Número de movimientos;725.0;A
2020;3689;55918;516751;515926;Número de movimientos;*;A
2020;3689;55918;516752;515926;Número de movimientos;*;A
2020;3689;55918;516753;515926;Número de movimientos;1125.0;A
2020;3689;55918;516754;515926;Número de movimientos;1125.0;A
2020;3689;55918;515892;515926;Número de movimientos;5825.0;A
2020;3689;55919;516728;515926;Número de movimientos;*;A
2020;3689;55919;516748;515926;Número de movimientos;575.0;A
2020;3689;55919;516749;515926;Número de movimientos;*;A
2020;3689;55919;516750;515926;Número de movimientos;*;A
2020;3689;55919;516751;515926;Número de movimientos;*;A
2020;3689;55919;516752;515926;Número de movimientos;*;A
2020;3689;55919;516753;515926;Número de movimientos;900.0;A
2020;3689;55919;516754;515926;Número de movimientos;675.0;A
2020;3689;55919;515892;515926;Número de movimientos;3825.0;A
2020;3689;55920;516728;515926;Número de movimientos;5325.0;A
2020;3689;55920;516748;515926;Número de movimientos;8300.0;A
2020;3689;55920;516749;515926;Número de movimientos;5325.0;A
2020;3689;55920;516750;515926;Número de movimientos;7725.0;A
2020;3689;55920;516751;515926;Número de movimientos;3975.0;A
2020;3689;55920;516752;515926;Número de movimientos;4800.0;A
2020;3689;55920;516753;515926;Número de movimientos;14975.0;A
2020;3689;55920;516754;515926;Número de movimientos;11150.0;A
2020;3689;55920;515892;515926;Número de movimientos;61850.0;A
2020;3690;55908;516728;515926;Número de movimientos;*;A
2020;3690;55908;516748;515926;Número de movimientos;*;A
2020;3690;55908;516749;515926;Número de movimientos;*;A
2020;3690;55908;516750;515926;Número de movimientos;*;A
2020;3690;55908;516751;515926;Número de movimientos;*;A
2020;3690;55908;516752;515926;Número de movimientos;*;A
2020;3690;55908;516753;515926;Número de movimientos;1000.0;A
2020;3690;55908;516754;515926;Número de movimientos;825.0;A
2020;3690;55908;515892;515926;Número de movimientos;3375.0;A
2020;3690;55909;516728;515926;Número de movimientos;*;A
2020;3690;55909;516748;515926;Número de movimientos;575.0;A
2020;3690;55909;516749;515926;Número de movimientos;*;A
