TIME_PERIOD,REF_AREA,ESTADO_CIVIL,D_ESTADOCIVILC2_0,INDICATOR,OBS_VALUE,FREQ
2008,ES614,,,DIV,90.299090652,A
2008,ES614,,,DIV,62.959479254,A
2008,ES614,,,DIV,1.708299984,A
2008,ES614,,,DIV,25.631311414,A
2008,ES614,,,DIV,15.642754972,A
2008,ES614,,,DIV,15.642754972,A
2008,ES615,TOTAL,,DIV,1165.944181717,A
2008,ES615,TOTAL,,DIV,1018.112311551,A
2008,ES615,TOTAL,,DIV,1.195454864,A
2008,ES615,TOTAL,,DIV,48.466285165,A
2008,ES615,TOTAL,,DIV,98.170130137,A
2008,ES615,,,DIV,1009.870442332,A
2008,ES615,,,DIV,974.385740899,A
2008,ES615,,,DIV,1.195454864,A
2008,ES615,,,DIV,34.289246569,A
2008,ES615,,,DIV,17.679193302,A
2008,ES615,,,DIV,12.981583732,A
2008,ES615,,,DIV,4.69760957,A
2008,ES615,,,DIV,40.224415946,A
2008,ES615,,,DIV,30.74498692,A
2008,ES615,,,DIV,9.479429026,A
2008,ES615,,,DIV,98.170130137,A
2008,ES615,,,DIV,98.170130137,A
2008,ES616,TOTAL,,DIV,1297.204501345,A
2008,ES616,TOTAL,,DIV,1202.814489582,A
2008,ES616,TOTAL,,DIV,1.961722253,A
2008,ES616,TOTAL,,DIV,28.246474563,A
2008,ES616,TOTAL,,DIV,64.181814947,A
2008,ES616,,,DIV,1167.054631963,A
2008,ES616,,,DIV,1161.562584948,A
2008,ES616,,,DIV,5.492047015,A
2008,ES616,,,DIV,9.415491521,A
2008,ES616,,,DIV,3.295228209,A
2008,ES616,,,DIV,1.961722253,A
2008,ES616,,,DIV,4.158541059,A
2008,ES616,,,DIV,56.552562914,A
2008,ES616,,,DIV,37.956676425,A
2008,ES616,,,DIV,18.595886489,A
2008,ES616,,,DIV,64.181814947,A
2008,ES616,,,DIV,64.181814947,A
2008,ES617,TOTAL,,DIV,4187.089941605,A
2008,ES617,TOTAL,,DIV,3825.151952191,A
2008,ES617,TOTAL,,DIV,18.561678808,A
2008,ES617,TOTAL,,DIV,172.744968118,A
2008,ES617,TOTAL,,DIV,170.631342488,A
2008,ES617,,,DIV,3773.505756569,A
2008,ES617,,,DIV,3657.714000253,A
2008,ES617,,,DIV,14.156925695,A
2008,ES617,,,DIV,101.634830621,A
2008,ES617,,,DIV,31.564575584,A
2008,ES617,,,DIV,21.601040439,A
2008,ES617,,,DIV,1.154028919,A
2008,ES617,,,DIV,8.809506226,A
2008,ES617,,,DIV,211.388266964,A
2008,ES617,,,DIV,145.836911499,A
2008,ES617,,,DIV,3.250724194,A
2008,ES617,,,DIV,62.300631271,A
2008,ES617,,,DIV,170.631342488,A
2008,ES617,,,DIV,170.631342488,A
2008,ES618,TOTAL,,DIV,4876.788948975,A
2008,ES618,TOTAL,,DIV,4615.238906547,A
2008,ES618,TOTAL,,DIV,14.017182528,A
2008,ES618,TOTAL,,DIV,146.704357506,A
2008,ES618,TOTAL,,DIV,100.828502394,A
2008,ES618,,,DIV,4574.230568569,A
2008,ES618,,,DIV,4472.569558629,A
2008,ES618,,,DIV,9.1678837,A
2008,ES618,,,DIV,92.49312624,A
2008,ES618,,,DIV,29.662943536,A
2008,ES618,,,DIV,16.990764204,A
2008,ES618,,,DIV,2.424649414,A
2008,ES618,,,DIV,10.247529918,A
2008,ES618,,,DIV,172.066934476,A
2008,ES618,,,DIV,125.678583714,A
2008,ES618,,,DIV,2.424649414,A
2008,ES618,,,DIV,43.963701348,A
2008,ES618,,,DIV,100.828502394,A
2008,ES618,,,DIV,100.828502394,A
2007,ES61,TOTAL,,DIV,21609.099999161,A
2007,ES61,TOTAL,,DIV,20226.094024614,A
2007,ES61,TOTAL,,DIV,112.50801747,A
2007,ES61,TOTAL,,DIV,728.690972411,A
2007,ES61,TOTAL,,DIV,541.806984666,A
2007,ES61,,,DIV,20029.216420507,A
2007,ES61,,,DIV,19516.137349694,A
2007,ES61,,,DIV,65.859585812,A
2007,ES61,,,DIV,447.219485001,A
2007,ES61,,,DIV,135.194901822,A
2007,ES61,,,DIV,86.881406321,A
2007,ES61,,,DIV,20.810905982,A
2007,ES61,,,DIV,27.502589519,A
2007,ES61,,,DIV,902.881692166,A
2007,ES61,,,DIV,623.075268599,A
2007,ES61,,,DIV,25.837525676,A
2007,ES61,,,DIV,253.968897891,A
2007,ES61,,,DIV,541.806984666,A
2007,ES61,,,DIV,541.806984666,A
2007,ES611,TOTAL,,DIV,1642.139999901,A
2007,ES611,TOTAL,,DIV,1526.232328674,A
2007,ES611,TOTAL,,DIV,17.419068493,A
2007,ES611,TOTAL,,DIV,68.153917804,A
2007,ES611,TOTAL,,DIV,30.33468493,A
2007,ES611,,,DIV,1513.316712237,A
2007,ES611,,,DIV,1463.509479363,A
2007,ES611,,,DIV,7.992,A
2007,ES611,,,DIV,41.815232874,A
2007,ES611,,,DIV,19.472547944,A
2007,ES611,,,DIV,5.740273972,A
2007,ES611,,,DIV,7.992,A
2007,ES611,,,DIV,5.740273972,A
2007,ES611,,,DIV,79.01605479,A
2007,ES611,,,DIV,56.982575339,A
2007,ES611,,,DIV,1.435068493,A
2007,ES611,,,DIV,20.598410958,A
2007,ES611,,,DIV,30.33468493,A
2007,ES611,,,DIV,30.33468493,A
2007,ES612,TOTAL,,DIV,3287.229999146,A
2007,ES612,TOTAL,,DIV,3135.031212478,A
2007,ES612,TOTAL,,DIV,10.377935244,A
2007,ES612,TOTAL,,DIV,99.891725565,A
2007,ES612,TOTAL,,DIV,41.929125859,A
2007,ES612,,,DIV,3100.042570603,A
2007,ES612,,,DIV,3029.988775145,A
2007,ES612,,,DIV,3.459311748,A
2007,ES612,,,DIV,66.59448371,A
2007,ES612,,,DIV,29.837930107,A
2007,ES612,,,DIV,20.327555361,A
2007,ES612,,,DIV,2.163436123,A
2007,ES612,,,DIV,7.346938623,A
2007,ES612,,,DIV,115.420372577,A
2007,ES612,,,DIV,84.714881972,A
2007,ES612,,,DIV,4.755187373,A
2007,ES612,,,DIV,25.950303232,A
2007,ES612,,,DIV,41.929125859,A
2007,ES612,,,DIV,41.929125859,A
2007,ES613,TOTAL,,DIV,1853.999999925,A
2007,ES613,TOTAL,,DIV,1790.057142785,A
2007,ES613,TOTAL,,DIV,11.485714285,A
2007,ES613,TOTAL,,DIV,40.668571427,A
2007,ES613,TOTAL,,DIV,11.788571428,A
2007,ES613,,,DIV,1773.5714285,A
2007,ES613,,,DIV,1740.902857073,A
2007,ES613,,,DIV,4.394285714,A
2007,ES613,,,DIV,28.274285713,A
2007,ES613,,,DIV,9.788571428,A
2007,ES613,,,DIV,7.091428571,A
2007,ES613,,,DIV,1.697142857,A
2007,ES613,,,DIV,1.0,A
2007,ES613,,,DIV,58.851428569,A
2007,ES613,,,DIV,42.062857141,A
2007,ES613,,,DIV,5.394285714,A
2007,ES613,,,DIV,11.394285714,A
2007,ES613,,,DIV,11.788571428,A
2007,ES613,,,DIV,11.788571428,A
2007,ES614,TOTAL,,DIV,2389.41000052,A
2007,ES614,TOTAL,,DIV,2293.157646352,A
2007,ES614,TOTAL,,DIV,9.031198048,A
2007,ES614,TOTAL,,DIV,77.799568872,A
2007,ES614,TOTAL,,DIV,9.421587248,A
2007,ES614,,,DIV,2269.6720693,A
2007,ES614,,,DIV,2214.18690988,A
2007,ES614,,,DIV,9.031198048,A
2007,ES614,,,DIV,46.453961372,A
2007,ES614,,,DIV,8.725344536,A
2007,ES614,,,DIV,8.725344536,A
2007,ES614,,,DIV,101.590999436,A
2007,ES614,,,DIV,70.245391936,A
2007,ES614,,,DIV,31.3456075,A
2007,ES614,,,DIV,9.421587248,A
2007,ES614,,,DIV,9.421587248,A
2007,ES615,TOTAL,,DIV,1393.309999774,A
2007,ES615,TOTAL,,DIV,1193.681836549,A
2007,ES615,TOTAL,,DIV,3.815517708,A
2007,ES615,TOTAL,,DIV,31.76935099,A
2007,ES615,TOTAL,,DIV,164.043294527,A
2007,ES615,,,DIV,1197.481376311,A
2007,ES615,,,DIV,1170.788730301,A
2007,ES615,,,DIV,3.815517708,A
2007,ES615,,,DIV,22.877128302,A
2007,ES615,,,DIV,31.785328936,A
2007,ES615,,,DIV,22.893106248,A
2007,ES615,,,DIV,8.892222688,A
2007,ES615,,,DIV,164.043294527,A
2007,ES615,,,DIV,164.043294527,A
2007,ES616,TOTAL,,DIV,1422.190000204,A
2007,ES616,TOTAL,,DIV,1285.315089123,A
2007,ES616,TOTAL,,DIV,12.381907071,A
2007,ES616,TOTAL,,DIV,59.811446183,A
2007,ES616,TOTAL,,DIV,64.681557827,A
2007,ES616,,,DIV,1286.532617034,A
2007,ES616,,,DIV,1244.516784177,A
2007,ES616,,,DIV,7.848762077,A
2007,ES616,,,DIV,34.16707078,A
2007,ES616,,,DIV,7.848762077,A
2007,ES616,,,DIV,5.413706255,A
2007,ES616,,,DIV,1.217527911,A
2007,ES616,,,DIV,1.217527911,A
2007,ES616,,,DIV,63.127063266,A
2007,ES616,,,DIV,35.384598691,A
2007,ES616,,,DIV,3.315617083,A
2007,ES616,,,DIV,24.426847492,A
2007,ES616,,,DIV,64.681557827,A
2007,ES616,,,DIV,64.681557827,A
2007,ES617,TOTAL,,DIV,4555.859999734,A
2007,ES617,TOTAL,,DIV,4200.04116304,A
2007,ES617,TOTAL,,DIV,21.87052351,A
2007,ES617,TOTAL,,DIV,179.338292782,A
2007,ES617,TOTAL,,DIV,154.610020402,A
2007,ES617,,,DIV,4138.647968208,A
2007,ES617,,,DIV,4016.003627026,A
2007,ES617,,,DIV,16.318882028,A
2007,ES617,,,DIV,106.325459154,A
2007,ES617,,,DIV,27.086122574,A
2007,ES617,,,DIV,17.496418808,A
2007,ES617,,,DIV,1.17753678,A
2007,ES617,,,DIV,8.412166986,A
2007,ES617,,,DIV,235.51588855,A
2007,ES617,,,DIV,166.541117206,A
2007,ES617,,,DIV,4.374104702,A
2007,ES617,,,DIV,64.600666642,A
2007,ES617,,,DIV,154.610020402,A
2007,ES617,,,DIV,154.610020402,A
2007,ES618,TOTAL,,DIV,5064.959999957,A
2007,ES618,TOTAL,,DIV,4802.577605613,A
2007,ES618,TOTAL,,DIV,26.126153111,A
2007,ES618,TOTAL,,DIV,171.258098788,A
2007,ES618,TOTAL,,DIV,64.998142445,A
2007,ES618,,,DIV,4749.951678314,A
2007,ES618,,,DIV,4636.240186729,A
2007,ES618,,,DIV,12.999628489,A
2007,ES618,,,DIV,100.711863096,A
2007,ES618,,,DIV,32.435623156,A
2007,ES618,,,DIV,22.086678818,A
2007,ES618,,,DIV,6.563262311,A
2007,ES618,,,DIV,3.785682027,A
2007,ES618,,,DIV,217.574556042,A
2007,ES618,,,DIV,144.250740066,A
2007,ES618,,,DIV,6.563262311,A
2007,ES618,,,DIV,66.760553665,A
2007,ES618,,,DIV,64.998142445,A
2007,ES618,,,DIV,64.998142445,A
2006,ES61,TOTAL,,DIV,21218.50087,A
2006,ES61,TOTAL,,DIV,19023.499442,A
2006,ES61,TOTAL,,DIV,74.234821,A
2006,ES61,TOTAL,,DIV,596.787507,A
2006,ES61,TOTAL,,DIV,1523.9791,A
2006,ES61,,,DIV,18905.06708,A
2006,ES61,,,DIV,18334.030762,A
2006,ES61,,,DIV,36.841789,A
2006,ES61,,,DIV,317.125311,A
2006,ES61,,,DIV,217.069218,A
2006,ES61,,,DIV,128.666437,A
2006,ES61,,,DIV,78.452139,A
2006,ES61,,,DIV,12.580513,A
2006,ES61,,,DIV,37.633785,A
2006,ES61,,,DIV,787.623782,A
2006,ES61,,,DIV,517.513426,A
2006,ES61,,,DIV,24.812519,A
2006,ES61,,,DIV,236.677012,A
2006,ES61,,,DIV,8.620825,A
2006,ES61,,,DIV,1397.143571,A
2006,ES61,,,DIV,93.503115,A
2006,ES61,,,DIV,5.351399,A
2006,ES61,,,DIV,1298.289057,A
2006,ES611,TOTAL,,DIV,1595.879802,A
2006,ES611,TOTAL,,DIV,1494.282984,A
2006,ES611,TOTAL,,DIV,4.964158,A
2006,ES611,TOTAL,,DIV,57.256238,A
2006,ES611,TOTAL,,DIV,39.376422,A
2006,ES611,,,DIV,1487.34201,A
2006,ES611,,,DIV,1451.772917,A
2006,ES611,,,DIV,1.156829,A
2006,ES611,,,DIV,32.098606,A
2006,ES611,,,DIV,2.313658,A
2006,ES611,,,DIV,1.156829,A
2006,ES611,,,DIV,1.156829,A
2006,ES611,,,DIV,64.534054,A
2006,ES611,,,DIV,35.569093,A
2006,ES611,,,DIV,3.807329,A
2006,ES611,,,DIV,25.157632,A
2006,ES611,,,DIV,42.846909,A
2006,ES611,,,DIV,5.784145,A
2006,ES611,,,DIV,37.062764,A
2006,ES612,TOTAL,,DIV,3145.260002,A
2006,ES612,TOTAL,,DIV,2866.438645,A
2006,ES612,TOTAL,,DIV,24.070293,A
2006,ES612,TOTAL,,DIV,56.162516,A
2006,ES612,TOTAL,,DIV,198.588548,A
2006,ES612,,,DIV,2832.331183,A
2006,ES612,,,DIV,2786.19683,A
2006,ES612,,,DIV,10.028163,A
2006,ES612,,,DIV,24.070293,A
2006,ES612,,,DIV,12.035897,A
2006,ES612,,,DIV,22.067062,A
2006,ES612,,,DIV,14.04213,A
2006,ES612,,,DIV,6.018699,A
2006,ES612,,,DIV,2.006233,A
2006,ES612,,,DIV,78.231079,A
2006,ES612,,,DIV,40.121658,A
2006,ES612,,,DIV,8.023431,A
2006,ES612,,,DIV,30.08599,A
2006,ES612,,,DIV,212.630678,A
2006,ES612,,,DIV,26.078027,A
2006,ES612,,,DIV,186.552651,A
2006,ES613,TOTAL,,DIV,1834.890112,A
2006,ES613,TOTAL,,DIV,1690.718432,A
2006,ES613,TOTAL,,DIV,3.239578,A
2006,ES613,TOTAL,,DIV,48.011942,A
2006,ES613,TOTAL,,DIV,92.92016,A
2006,ES613,,,DIV,1685.092712,A
2006,ES613,,,DIV,1637.934206,A
2006,ES613,,,DIV,2.114434,A
2006,ES613,,,DIV,23.220462,A
2006,ES613,,,DIV,21.82361,A
2006,ES613,,,DIV,7.468446,A
2006,ES613,,,DIV,1.125144,A
2006,ES613,,,DIV,6.343302,A
2006,ES613,,,DIV,58.274092,A
2006,ES613,,,DIV,41.940348,A
2006,ES613,,,DIV,1.125144,A
2006,ES613,,,DIV,15.2086,A
2006,ES613,,,DIV,84.054862,A
2006,ES613,,,DIV,9.718734,A
2006,ES613,,,DIV,3.239578,A
2006,ES613,,,DIV,71.09655,A
2006,ES614,TOTAL,,DIV,2080.80049,A
2006,ES614,TOTAL,,DIV,1943.803914,A
2006,ES614,TOTAL,,DIV,6.198298,A
2006,ES614,TOTAL,,DIV,50.78374,A
2006,ES614,TOTAL,,DIV,80.014538,A
2006,ES614,,,DIV,1928.51942,A
2006,ES614,,,DIV,1884.9905,A
2006,ES614,,,DIV,3.028732,A
2006,ES614,,,DIV,24.793192,A
2006,ES614,,,DIV,15.706996,A
2006,ES614,,,DIV,14.368806,A
2006,ES614,,,DIV,7.25482,A
2006,ES614,,,DIV,7.113986,A
2006,ES614,,,DIV,61.489794,A
2006,ES614,,,DIV,39.443666,A
2006,ES614,,,DIV,3.169566,A
2006,ES614,,,DIV,18.876562,A
2006,ES614,,,DIV,76.42247,A
2006,ES614,,,DIV,12.114928,A
2006,ES614,,,DIV,64.307542,A
2006,ES615,TOTAL,,DIV,1332.84986,A
2006,ES615,TOTAL,,DIV,1125.849185,A
2006,ES615,TOTAL,,DIV,25.801096,A
2006,ES615,TOTAL,,DIV,181.199579,A
2006,ES615,,,DIV,1120.101345,A
2006,ES615,,,DIV,1079.930649,A
2006,ES615,,,DIV,17.179336,A
2006,ES615,,,DIV,22.99136,A
2006,ES615,,,DIV,14.704771,A
2006,ES615,,,DIV,11.096325,A
2006,ES615,,,DIV,3.608446,A
2006,ES615,,,DIV,35.157382,A
2006,ES615,,,DIV,29.074371,A
2006,ES615,,,DIV,5.013314,A
2006,ES615,,,DIV,1.069697,A
2006,ES615,,,DIV,162.886362,A
2006,ES615,,,DIV,5.74784,A
2006,ES615,,,DIV,157.138522,A
2006,ES616,TOTAL,,DIV,1309.440144,A
2006,ES616,TOTAL,,DIV,1077.257552,A
2006,ES616,TOTAL,,DIV,4.319492,A
2006,ES616,TOTAL,,DIV,22.033368,A
2006,ES616,TOTAL,,DIV,205.829732,A
2006,ES616,,,DIV,1087.719454,A
2006,ES616,,,DIV,1048.091084,A
2006,ES616,,,DIV,3.130642,A
2006,ES616,,,DIV,11.016684,A
2006,ES616,,,DIV,25.481044,A
2006,ES616,,,DIV,7.886042,A
2006,ES616,,,DIV,2.3777,A
2006,ES616,,,DIV,1.18885,A
2006,ES616,,,DIV,4.319492,A
2006,ES616,,,DIV,28.413526,A
2006,ES616,,,DIV,21.716334,A
2006,ES616,,,DIV,6.697192,A
2006,ES616,,,DIV,185.421122,A
2006,ES616,,,DIV,5.072434,A
2006,ES616,,,DIV,180.348688,A
2006,ES617,TOTAL,,DIV,4712.309813,A
2006,ES617,TOTAL,,DIV,4149.374504,A
2006,ES617,TOTAL,,DIV,16.305715,A
2006,ES617,TOTAL,,DIV,183.431186,A
2006,ES617,TOTAL,,DIV,363.198408,A
2006,ES617,,,DIV,4124.530862,A
2006,ES617,,,DIV,3942.931658,A
2006,ES617,,,DIV,7.658207,A
2006,ES617,,,DIV,90.799602,A
2006,ES617,,,DIV,83.141395,A
2006,ES617,,,DIV,34.040591,A
2006,ES617,,,DIV,20.849399,A
2006,ES617,,,DIV,3.261143,A
2006,ES617,,,DIV,9.930049,A
2006,ES617,,,DIV,252.245468,A
2006,ES617,,,DIV,159.907124,A
2006,ES617,,,DIV,5.386365,A
2006,ES617,,,DIV,82.701535,A
2006,ES617,,,DIV,4.250444,A
2006,ES617,,,DIV,301.492892,A
2006,ES617,,,DIV,25.686323,A
2006,ES617,,,DIV,275.806569,A
2006,ES618,TOTAL,,DIV,5207.070647,A
2006,ES618,TOTAL,,DIV,4675.774226,A
2006,ES618,TOTAL,,DIV,15.137287,A
2006,ES618,TOTAL,,DIV,153.307421,A
2006,ES618,TOTAL,,DIV,362.851713,A
2006,ES618,,,DIV,4639.430094,A
2006,ES618,,,DIV,4502.182918,A
2006,ES618,,,DIV,9.724782,A
2006,ES618,,,DIV,93.947136,A
2006,ES618,,,DIV,33.575258,A
2006,ES618,,,DIV,26.97389,A
2006,ES618,,,DIV,20.549792,A
2006,ES618,,,DIV,2.111821,A
2006,ES618,,,DIV,4.312277,A
2006,ES618,,,DIV,209.278387,A
2006,ES618,,,DIV,149.740832,A
2006,ES618,,,DIV,3.300684,A
2006,ES618,,,DIV,52.936187,A
2006,ES618,,,DIV,3.300684,A
2006,ES618,,,DIV,331.388276,A
2006,ES618,,,DIV,3.300684,A
2006,ES618,,,DIV,2.111821,A
2006,ES618,,,DIV,325.975771,A
2005,ES61,TOTAL,,DIV,10748.000406,A
2005,ES61,TOTAL,,DIV,9429.410539,A
2005,ES61,TOTAL,,DIV,15.879755,A
2005,ES61,TOTAL,,DIV,303.186854,A
2005,ES61,TOTAL,,DIV,999.523258,A
2005,ES61,,,DIV,9434.747359,A
2005,ES61,,,DIV,9115.412912,A
2005,ES61,,,DIV,7.299297,A
2005,ES61,,,DIV,177.564053,A
2005,ES61,,,DIV,134.471097,A
2005,ES61,,,DIV,54.862725,A
2005,ES61,,,DIV,40.596505,A
2005,ES61,,,DIV,1.433354,A
2005,ES61,,,DIV,12.832866,A
2005,ES61,,,DIV,375.859512,A
2005,ES61,,,DIV,251.680429,A
2005,ES61,,,DIV,7.147104,A
2005,ES61,,,DIV,112.789935,A
2005,ES61,,,DIV,4.242044,A
2005,ES61,,,DIV,882.53081,A
2005,ES61,,,DIV,21.720693,A
2005,ES61,,,DIV,860.810117,A
2005,ES611,TOTAL,,DIV,833.000224,A
2005,ES611,TOTAL,,DIV,774.922519,A
2005,ES611,TOTAL,,DIV,1.659363,A
2005,ES611,TOTAL,,DIV,24.890445,A
2005,ES611,TOTAL,,DIV,31.527897,A
2005,ES611,,,DIV,773.263156,A
2005,ES611,,,DIV,748.372711,A
2005,ES611,,,DIV,1.659363,A
2005,ES611,,,DIV,11.615541,A
2005,ES611,,,DIV,11.615541,A
2005,ES611,,,DIV,4.978089,A
2005,ES611,,,DIV,3.318726,A
2005,ES611,,,DIV,1.659363,A
2005,ES611,,,DIV,29.868534,A
2005,ES611,,,DIV,16.59363,A
2005,ES611,,,DIV,11.615541,A
2005,ES611,,,DIV,1.659363,A
2005,ES611,,,DIV,24.890445,A
2005,ES611,,,DIV,6.637452,A
2005,ES611,,,DIV,18.252993,A
2005,ES612,TOTAL,,DIV,1642.999986,A
2005,ES612,TOTAL,,DIV,1423.092912,A
2005,ES612,TOTAL,,DIV,36.417732,A
2005,ES612,TOTAL,,DIV,183.489342,A
2005,ES612,,,DIV,1407.68541,A
2005,ES612,,,DIV,1375.469724,A
2005,ES612,,,DIV,21.01023,A
2005,ES612,,,DIV,11.205456,A
2005,ES612,,,DIV,9.804774,A
2005,ES612,,,DIV,9.804774,A
2005,ES612,,,DIV,51.825234,A
2005,ES612,,,DIV,36.417732,A
2005,ES612,,,DIV,15.407502,A
2005,ES612,,,DIV,173.684568,A
2005,ES612,,,DIV,1.400682,A
2005,ES612,,,DIV,172.283886,A
2005,ES613,TOTAL,,DIV,939.000159,A
2005,ES613,TOTAL,,DIV,864.293904,A
2005,ES613,TOTAL,,DIV,21.837213,A
2005,ES613,TOTAL,,DIV,52.869042,A
2005,ES613,,,DIV,872.339193,A
2005,ES613,,,DIV,848.203326,A
2005,ES613,,,DIV,11.49327,A
2005,ES613,,,DIV,12.642597,A
2005,ES613,,,DIV,4.597308,A
2005,ES613,,,DIV,4.597308,A
2005,ES613,,,DIV,19.538559,A
2005,ES613,,,DIV,8.045289,A
2005,ES613,,,DIV,10.343943,A
2005,ES613,,,DIV,1.149327,A
2005,ES613,,,DIV,42.525099,A
2005,ES613,,,DIV,3.447981,A
2005,ES613,,,DIV,39.077118,A
2005,ES614,TOTAL,,DIV,959.000189,A
2005,ES614,TOTAL,,DIV,863.843581,A
2005,ES614,TOTAL,,DIV,2.973644,A
2005,ES614,TOTAL,,DIV,41.631016,A
2005,ES614,TOTAL,,DIV,50.551948,A
2005,ES614,,,DIV,875.738157,A
2005,ES614,,,DIV,837.080785,A
2005,ES614,,,DIV,1.486822,A
2005,ES614,,,DIV,28.249618,A
2005,ES614,,,DIV,8.920932,A
2005,ES614,,,DIV,4.460466,A
2005,ES614,,,DIV,4.460466,A
2005,ES614,,,DIV,35.683728,A
2005,ES614,,,DIV,20.815508,A
2005,ES614,,,DIV,1.486822,A
2005,ES614,,,DIV,13.381398,A
2005,ES614,,,DIV,43.117838,A
2005,ES614,,,DIV,1.486822,A
2005,ES614,,,DIV,41.631016,A
2005,ES615,TOTAL,,DIV,726.999975,A
2005,ES615,TOTAL,,DIV,620.889525,A
2005,ES615,TOTAL,,DIV,24.376725,A
2005,ES615,TOTAL,,DIV,81.733725,A
2005,ES615,,,DIV,619.4556,A
2005,ES615,,,DIV,596.5128,A
2005,ES615,,,DIV,17.2071,A
2005,ES615,,,DIV,5.7357,A
2005,ES615,,,DIV,5.7357,A
2005,ES615,,,DIV,4.301775,A
2005,ES615,,,DIV,1.433925,A
2005,ES615,,,DIV,25.81065,A
2005,ES615,,,DIV,20.07495,A
2005,ES615,,,DIV,5.7357,A
2005,ES615,,,DIV,75.998025,A
2005,ES615,,,DIV,75.998025,A
2005,ES616,TOTAL,,DIV,636.999935,A
2005,ES616,TOTAL,,DIV,513.709625,A
2005,ES616,TOTAL,,DIV,1.580645,A
2005,ES616,TOTAL,,DIV,11.064515,A
2005,ES616,TOTAL,,DIV,110.64515,A
2005,ES616,,,DIV,524.77414,A
2005,ES616,,,DIV,499.48382,A
2005,ES616,,,DIV,9.48387,A
2005,ES616,,,DIV,15.80645,A
2005,ES616,,,DIV,1.580645,A
2005,ES616,,,DIV,1.580645,A
2005,ES616,,,DIV,12.64516,A
2005,ES616,,,DIV,9.48387,A
2005,ES616,,,DIV,1.580645,A
2005,ES616,,,DIV,1.580645,A
2005,ES616,,,DIV,97.99999,A
2005,ES616,,,DIV,3.16129,A
2005,ES616,,,DIV,94.8387,A
2005,ES617,TOTAL,,DIV,2312.000002,A
2005,ES617,TOTAL,,DIV,2003.828892,A
2005,ES617,TOTAL,,DIV,2.866708,A
2005,ES617,TOTAL,,DIV,83.134532,A
2005,ES617,TOTAL,,DIV,222.16987,A
2005,ES617,,,DIV,1996.662122,A
2005,ES617,,,DIV,1912.094236,A
2005,ES617,,,DIV,1.433354,A
2005,ES617,,,DIV,45.867328,A
2005,ES617,,,DIV,37.267204,A
2005,ES617,,,DIV,11.466832,A
2005,ES617,,,DIV,5.733416,A
2005,ES617,,,DIV,1.433354,A
2005,ES617,,,DIV,4.300062,A
2005,ES617,,,DIV,117.535028,A
2005,ES617,,,DIV,83.134532,A
2005,ES617,,,DIV,32.967142,A
2005,ES617,,,DIV,1.433354,A
2005,ES617,,,DIV,186.33602,A
2005,ES617,,,DIV,2.866708,A
2005,ES617,,,DIV,183.469312,A
2005,ES618,TOTAL,,DIV,2697.999936,A
2005,ES618,TOTAL,,DIV,2364.829581,A
2005,ES618,TOTAL,,DIV,6.799395,A
2005,ES618,TOTAL,,DIV,59.834676,A
2005,ES618,TOTAL,,DIV,266.536284,A
2005,ES618,,,DIV,2364.829581,A
2005,ES618,,,DIV,2298.19551,A
2005,ES618,,,DIV,2.719758,A
2005,ES618,,,DIV,32.637096,A
2005,ES618,,,DIV,31.277217,A
2005,ES618,,,DIV,12.238911,A
2005,ES618,,,DIV,6.799395,A
2005,ES618,,,DIV,5.439516,A
2005,ES618,,,DIV,82.952619,A
2005,ES618,,,DIV,57.114918,A
2005,ES618,,,DIV,4.079637,A
2005,ES618,,,DIV,21.758064,A
2005,ES618,,,DIV,237.978825,A
2005,ES618,,,DIV,2.719758,A
2005,ES618,,,DIV,235.259067,A
2004,ES61,TOTAL,,DIV,7744.999297,A
2004,ES61,TOTAL,,DIV,6854.833253,A
2004,ES61,TOTAL,,DIV,16.067329,A
2004,ES61,TOTAL,,DIV,186.798189,A
2004,ES61,TOTAL,,DIV,687.300526,A
2004,ES61,,,DIV,6817.247061,A
2004,ES61,,,DIV,6601.920445,A
2004,ES61,,,DIV,5.579226,A
2004,ES61,,,DIV,121.343279,A
2004,ES61,,,DIV,88.404111,A
2004,ES61,,,DIV,51.333213,A
2004,ES61,,,DIV,33.070489,A
2004,ES61,,,DIV,2.971712,A
2004,ES61,,,DIV,13.845066,A
2004,ES61,,,DIV,1.445946,A
2004,ES61,,,DIV,243.599097,A
2004,ES61,,,DIV,181.535854,A
2004,ES61,,,DIV,7.516391,A
2004,ES61,,,DIV,51.609844,A
2004,ES61,,,DIV,2.937008,A
2004,ES61,,,DIV,632.819926,A
2004,ES61,,,DIV,38.306465,A
2004,ES61,,,DIV,594.513461,A
2004,ES611,TOTAL,,DIV,623.000146,A
2004,ES611,TOTAL,,DIV,605.781549,A
2004,ES611,TOTAL,,DIV,9.391962,A
2004,ES611,TOTAL,,DIV,7.826635,A
2004,ES611,,,DIV,591.693606,A
2004,ES611,,,DIV,585.432298,A
2004,ES611,,,DIV,6.261308,A
2004,ES611,,,DIV,3.130654,A
2004,ES611,,,DIV,1.565327,A
2004,ES611,,,DIV,1.565327,A
2004,ES611,,,DIV,15.65327,A
2004,ES611,,,DIV,12.522616,A
2004,ES611,,,DIV,1.565327,A
2004,ES611,,,DIV,1.565327,A
2004,ES611,,,DIV,12.522616,A
2004,ES611,,,DIV,6.261308,A
2004,ES611,,,DIV,6.261308,A
2004,ES612,TOTAL,,DIV,1177.000044,A
