TIME_PERIOD,REF_AREA,D_TIPOMATRIMONIO_0,INDICATOR,OBS_VALUE,FREQ
2002,ES617,5669,DIV,1505.000544,A
2002,ES617,5664,DIV,1505.000544,A
2002,ES618,5669,DIV,1506.999714,A
2002,ES618,5664,DIV,1506.999714,A
2001,ES61,5669,DIV,5750.999337,A
2001,ES61,5664,DIV,5750.999337,A
2001,ES611,5669,DIV,423.999939,A
2001,ES611,5664,DIV,423.999939,A
2001,ES612,5669,DIV,862.99983,A
2001,ES612,5664,DIV,862.99983,A
2001,ES613,5669,DIV,500.000085,A
2001,ES613,5664,DIV,500.000085,A
2001,ES614,5669,DIV,630.000204,A
2001,ES614,5664,DIV,630.000204,A
2001,ES615,5669,DIV,327.999998,A
2001,ES615,5664,DIV,327.999998,A
2001,ES616,5669,DIV,297.999919,A
2001,ES616,5664,DIV,297.999919,A
2001,ES617,5669,DIV,1340.999712,A
2001,ES617,5664,DIV,1340.999712,A
2001,ES618,5669,DIV,1366.99965,A
2001,ES618,5664,DIV,1366.99965,A
2000,ES61,5669,DIV,5740.00032,A
2000,ES61,5664,DIV,5740.00032,A
2000,ES611,5669,DIV,411.0,A
2000,ES611,5664,DIV,411.0,A
2000,ES612,5669,DIV,936.000311,A
2000,ES612,5664,DIV,936.000311,A
2000,ES613,5669,DIV,464.000102,A
2000,ES613,5664,DIV,464.000102,A
2000,ES614,5669,DIV,665.999884,A
2000,ES614,5664,DIV,665.999884,A
2000,ES615,5669,DIV,376.999989,A
2000,ES615,5664,DIV,376.999989,A
2000,ES616,5669,DIV,255.999936,A
2000,ES616,5664,DIV,255.999936,A
2000,ES617,5669,DIV,1409.0005,A
2000,ES617,5664,DIV,1409.0005,A
2000,ES618,5669,DIV,1220.999598,A
2000,ES618,5664,DIV,1220.999598,A
1999,ES61,5669,DIV,5117.000106,A
1999,ES61,5664,DIV,5117.000106,A
1999,ES611,5669,DIV,386.000076,A
1999,ES611,5664,DIV,386.000076,A
1999,ES612,5669,DIV,839.999809,A
1999,ES612,5664,DIV,839.999809,A
1999,ES613,5669,DIV,382.999968,A
1999,ES613,5664,DIV,382.999968,A
1999,ES614,5669,DIV,575.999946,A
1999,ES614,5664,DIV,575.999946,A
1999,ES615,5669,DIV,300.00003,A
1999,ES615,5664,DIV,300.00003,A
1999,ES616,5669,DIV,301.999996,A
1999,ES616,5664,DIV,301.999996,A
1999,ES617,5669,DIV,1150.000369,A
1999,ES617,5664,DIV,1150.000369,A
1999,ES618,5669,DIV,1179.999912,A
1999,ES618,5664,DIV,1179.999912,A
1998,ES61,5669,DIV,5076.99993,A
1998,ES61,5664,DIV,5076.99993,A
1998,ES611,5669,DIV,367.000102,A
1998,ES611,5664,DIV,367.000102,A
1998,ES612,5669,DIV,769.999972,A
1998,ES612,5664,DIV,769.999972,A
1998,ES613,5669,DIV,430.999854,A
1998,ES613,5664,DIV,430.999854,A
1998,ES614,5669,DIV,552.0,A
1998,ES614,5664,DIV,552.0,A
1998,ES615,5669,DIV,309.0,A
1998,ES615,5664,DIV,309.0,A
1998,ES616,5669,DIV,301.999984,A
1998,ES616,5664,DIV,301.999984,A
1998,ES617,5669,DIV,1159.999858,A
1998,ES617,5664,DIV,1159.999858,A
1998,ES618,5669,DIV,1186.00016,A
1998,ES618,5664,DIV,1186.00016,A
2020,ES61,5669,SEP,569.10667,A
2020,ES61,5664,SEP,569.10667,A
2020,ES611,5669,SEP,32.35418,A
2020,ES611,5664,SEP,32.35418,A
2020,ES612,5669,SEP,91.37225,A
2020,ES612,5664,SEP,91.37225,A
2020,ES613,5669,SEP,55.28281,A
2020,ES613,5664,SEP,55.28281,A
2020,ES614,5669,SEP,68.52691,A
2020,ES614,5664,SEP,68.52691,A
2020,ES615,5669,SEP,18.33693,A
2020,ES615,5664,SEP,18.33693,A
2020,ES616,5669,SEP,35.30201,A
2020,ES616,5664,SEP,35.30201,A
2020,ES617,5669,SEP,142.65563,A
2020,ES617,5664,SEP,142.65563,A
2020,ES618,5669,SEP,125.27595,A
2020,ES618,5664,SEP,125.27595,A
2019,ES61,5669,SEP,731.04555,A
2019,ES61,5664,SEP,731.04555,A
2019,ES611,5669,SEP,36.5805,A
2019,ES611,5664,SEP,36.5805,A
2019,ES612,5669,SEP,117.39034,A
2019,ES612,5664,SEP,117.39034,A
2019,ES613,5669,SEP,71.72973,A
2019,ES613,5664,SEP,71.72973,A
2019,ES614,5669,SEP,60.09424,A
2019,ES614,5664,SEP,60.09424,A
2019,ES615,5669,SEP,28.45104,A
2019,ES615,5664,SEP,28.45104,A
2019,ES616,5669,SEP,53.24972,A
2019,ES616,5664,SEP,53.24972,A
2019,ES617,5669,SEP,201.02437,A
2019,ES617,5664,SEP,201.02437,A
2019,ES618,5669,SEP,162.52561,A
2019,ES618,5664,SEP,162.52561,A
2018,ES61,5669,SEP,820.8281,A
2018,ES61,5664,SEP,814.6892,A
2018,ES61,5668,SEP,6.1389,A
2018,ES61,5666,SEP,4.0046,A
2018,ES61,5667,SEP,2.1343,A
2018,ES611,5669,SEP,26.8855,A
2018,ES611,5664,SEP,26.8855,A
2018,ES612,5669,SEP,131.8558,A
2018,ES612,5664,SEP,131.8558,A
2018,ES613,5669,SEP,94.772,A
2018,ES613,5664,SEP,94.772,A
2018,ES614,5669,SEP,120.6111,A
2018,ES614,5664,SEP,120.6111,A
2018,ES615,5669,SEP,27.635,A
2018,ES615,5664,SEP,27.635,A
2018,ES616,5669,SEP,86.754,A
2018,ES616,5664,SEP,84.2185,A
2018,ES616,5668,SEP,2.5355,A
2018,ES616,5666,SEP,2.5355,A
2018,ES617,5669,SEP,134.7646,A
2018,ES617,5664,SEP,134.7646,A
2018,ES618,5669,SEP,197.5501,A
2018,ES618,5664,SEP,193.9467,A
2018,ES618,5668,SEP,3.6034,A
2018,ES618,5666,SEP,1.4691,A
2018,ES618,5667,SEP,2.1343,A
2017,ES61,5669,SEP,839.597,A
2017,ES61,5664,SEP,838.2225,A
2017,ES61,5668,SEP,1.3745,A
2017,ES61,5667,SEP,1.3745,A
2017,ES611,5669,SEP,35.0423,A
2017,ES611,5664,SEP,35.0423,A
2017,ES612,5669,SEP,163.034,A
2017,ES612,5664,SEP,163.034,A
2017,ES613,5669,SEP,92.572,A
2017,ES613,5664,SEP,92.572,A
2017,ES614,5669,SEP,91.1584,A
2017,ES614,5664,SEP,91.1584,A
2017,ES615,5669,SEP,32.839,A
2017,ES615,5664,SEP,32.839,A
2017,ES616,5669,SEP,76.0582,A
2017,ES616,5664,SEP,76.0582,A
2017,ES617,5669,SEP,159.5805,A
2017,ES617,5664,SEP,159.5805,A
2017,ES618,5669,SEP,189.3126,A
2017,ES618,5664,SEP,187.9381,A
2017,ES618,5668,SEP,1.3745,A
2017,ES618,5667,SEP,1.3745,A
2016,ES61,5669,SEP,902.9587,A
2016,ES61,5664,SEP,898.2299,A
2016,ES61,5668,SEP,4.7288,A
2016,ES61,5666,SEP,3.0,A
2016,ES61,5667,SEP,1.7288,A
2016,ES611,5669,SEP,42.5671,A
2016,ES611,5664,SEP,42.5671,A
2016,ES612,5669,SEP,139.4344,A
2016,ES612,5664,SEP,138.4344,A
2016,ES612,5668,SEP,1.0,A
2016,ES612,5666,SEP,1.0,A
2016,ES613,5669,SEP,115.2214,A
2016,ES613,5664,SEP,115.2214,A
2016,ES614,5669,SEP,106.728,A
2016,ES614,5664,SEP,104.9992,A
2016,ES614,5668,SEP,1.7288,A
2016,ES614,5667,SEP,1.7288,A
2016,ES615,5669,SEP,50.6884,A
2016,ES615,5664,SEP,49.6884,A
2016,ES615,5668,SEP,1.0,A
2016,ES615,5666,SEP,1.0,A
2016,ES616,5669,SEP,72.7504,A
2016,ES616,5664,SEP,72.7504,A
2016,ES617,5669,SEP,172.0624,A
2016,ES617,5664,SEP,171.0624,A
2016,ES617,5668,SEP,1.0,A
2016,ES617,5666,SEP,1.0,A
2016,ES618,5669,SEP,203.5066,A
2016,ES618,5664,SEP,203.5066,A
2015,ES61,5669,SEP,899.1127,A
2015,ES61,5664,SEP,897.3937,A
2015,ES61,5668,SEP,1.719,A
2015,ES61,5666,SEP,1.719,A
2015,ES611,5669,SEP,56.0604,A
2015,ES611,5664,SEP,56.0604,A
2015,ES612,5669,SEP,133.4995,A
2015,ES612,5664,SEP,133.4995,A
2015,ES613,5669,SEP,117.3954,A
2015,ES613,5664,SEP,117.3954,A
2015,ES614,5669,SEP,108.1972,A
2015,ES614,5664,SEP,106.4782,A
2015,ES614,5668,SEP,1.719,A
2015,ES614,5666,SEP,1.719,A
2015,ES615,5669,SEP,40.5241,A
2015,ES615,5664,SEP,40.5241,A
2015,ES616,5669,SEP,81.3217,A
2015,ES616,5664,SEP,81.3217,A
2015,ES617,5669,SEP,173.1336,A
2015,ES617,5664,SEP,173.1336,A
2015,ES618,5669,SEP,188.9808,A
2015,ES618,5664,SEP,188.9808,A
2014,ES61,5669,SEP,1033.68097,A
2014,ES61,5664,SEP,1032.17814,A
2014,ES61,5668,SEP,1.50283,A
2014,ES61,5666,SEP,1.50283,A
2014,ES611,5669,SEP,57.933,A
2014,ES611,5664,SEP,57.933,A
2014,ES612,5669,SEP,162.30564,A
2014,ES612,5664,SEP,160.80281,A
2014,ES612,5668,SEP,1.50283,A
2014,ES612,5666,SEP,1.50283,A
2014,ES613,5669,SEP,113.25196,A
2014,ES613,5664,SEP,113.25196,A
2014,ES614,5669,SEP,138.23355,A
2014,ES614,5664,SEP,138.23355,A
2014,ES615,5669,SEP,57.99901,A
2014,ES615,5664,SEP,57.99901,A
2014,ES616,5669,SEP,74.8578,A
2014,ES616,5664,SEP,74.8578,A
2014,ES617,5669,SEP,207.69645,A
2014,ES617,5664,SEP,207.69645,A
2014,ES618,5669,SEP,221.40356,A
2014,ES618,5664,SEP,221.40356,A
2013,ES61,5669,SEP,974.08657,A
2013,ES61,5664,SEP,972.75807,A
2013,ES61,5668,SEP,1.3285,A
2013,ES61,5667,SEP,1.3285,A
2013,ES611,5669,SEP,64.0302,A
2013,ES611,5664,SEP,64.0302,A
2013,ES612,5669,SEP,161.1555,A
2013,ES612,5664,SEP,161.1555,A
2013,ES613,5669,SEP,97.66512,A
2013,ES613,5664,SEP,97.66512,A
2013,ES614,5669,SEP,103.65564,A
2013,ES614,5664,SEP,103.65564,A
2013,ES615,5669,SEP,66.06842,A
2013,ES615,5664,SEP,66.06842,A
2013,ES616,5669,SEP,88.90119,A
2013,ES616,5664,SEP,88.90119,A
2013,ES617,5669,SEP,186.693,A
2013,ES617,5664,SEP,186.693,A
2013,ES618,5669,SEP,205.9175,A
2013,ES618,5664,SEP,204.589,A
2013,ES618,5668,SEP,1.3285,A
2013,ES618,5667,SEP,1.3285,A
2012,ES61,5669,SEP,1325.99833,A
2012,ES61,5664,SEP,1324.99833,A
2012,ES61,5668,SEP,1.0,A
2012,ES61,5667,SEP,1.0,A
2012,ES611,5669,SEP,81.0995,A
2012,ES611,5664,SEP,81.0995,A
2012,ES612,5669,SEP,217.75166,A
2012,ES612,5664,SEP,217.75166,A
2012,ES613,5669,SEP,108.2448,A
2012,ES613,5664,SEP,108.2448,A
2012,ES614,5669,SEP,139.01817,A
2012,ES614,5664,SEP,139.01817,A
2012,ES615,5669,SEP,60.6245,A
2012,ES615,5664,SEP,60.6245,A
2012,ES616,5669,SEP,141.41699,A
2012,ES616,5664,SEP,141.41699,A
2012,ES617,5669,SEP,271.91439,A
2012,ES617,5664,SEP,271.91439,A
2012,ES618,5669,SEP,305.92832,A
2012,ES618,5664,SEP,304.92832,A
2012,ES618,5668,SEP,1.0,A
2012,ES618,5667,SEP,1.0,A
2011,ES61,5669,SEP,1399.03667512,A
2011,ES61,5664,SEP,1399.03667512,A
2011,ES611,5669,SEP,85.45557379,A
2011,ES611,5664,SEP,85.45557379,A
2011,ES612,5669,SEP,246.54489022,A
2011,ES612,5664,SEP,246.54489022,A
2011,ES613,5669,SEP,180.74680224,A
2011,ES613,5664,SEP,180.74680224,A
2011,ES614,5669,SEP,166.89356225,A
2011,ES614,5664,SEP,166.89356225,A
2011,ES615,5669,SEP,59.07766582,A
2011,ES615,5664,SEP,59.07766582,A
2011,ES616,5669,SEP,112.55728429,A
2011,ES616,5664,SEP,112.55728429,A
2011,ES617,5669,SEP,242.68781176,A
2011,ES617,5664,SEP,242.68781176,A
2011,ES618,5669,SEP,305.07308475,A
2011,ES618,5664,SEP,305.07308475,A
2010,ES61,5669,SEP,1530.47424568,A
2010,ES61,5664,SEP,1530.47424568,A
2010,ES611,5669,SEP,67.26164627,A
2010,ES611,5664,SEP,67.26164627,A
2010,ES612,5669,SEP,276.67635717,A
2010,ES612,5664,SEP,276.67635717,A
2010,ES613,5669,SEP,201.9348937,A
2010,ES613,5664,SEP,201.9348937,A
2010,ES614,5669,SEP,185.5777762,A
2010,ES614,5664,SEP,185.5777762,A
2010,ES615,5669,SEP,67.9660588,A
2010,ES615,5664,SEP,67.9660588,A
2010,ES616,5669,SEP,120.14646873,A
2010,ES616,5664,SEP,120.14646873,A
2010,ES617,5669,SEP,269.07493748,A
2010,ES617,5664,SEP,269.07493748,A
2010,ES618,5669,SEP,341.83610733,A
2010,ES618,5664,SEP,341.83610733,A
2009,ES61,5669,SEP,1592.640000016,A
2009,ES61,5664,SEP,1590.640000016,A
2009,ES61,5668,SEP,2.0,A
2009,ES61,5666,SEP,2.0,A
2009,ES611,5669,SEP,82.4700000021,A
2009,ES611,5664,SEP,82.4700000021,A
2009,ES612,5669,SEP,275.3500000001,A
2009,ES612,5664,SEP,275.3500000001,A
2009,ES613,5669,SEP,191.580000002,A
2009,ES613,5664,SEP,191.580000002,A
2009,ES614,5669,SEP,187.1600000002,A
2009,ES614,5664,SEP,187.1600000002,A
2009,ES615,5669,SEP,80.0000000014,A
2009,ES615,5664,SEP,80.0000000014,A
2009,ES616,5669,SEP,140.120000003,A
2009,ES616,5664,SEP,140.120000003,A
2009,ES617,5669,SEP,262.8999999998,A
2009,ES617,5664,SEP,261.8999999998,A
2009,ES617,5668,SEP,1.0,A
2009,ES617,5666,SEP,1.0,A
2009,ES618,5669,SEP,373.0600000074,A
2009,ES618,5664,SEP,372.0600000074,A
2009,ES618,5668,SEP,1.0,A
2009,ES618,5666,SEP,1.0,A
2008,ES61,5669,SEP,1692.7371674121,A
2008,ES61,5664,SEP,1692.7371674121,A
2008,ES611,5669,SEP,96.2877203913,A
2008,ES611,5664,SEP,96.2877203913,A
2008,ES612,5669,SEP,285.8106521385,A
2008,ES612,5664,SEP,285.8106521385,A
2008,ES613,5669,SEP,227.038028358,A
2008,ES613,5664,SEP,227.038028358,A
2008,ES614,5669,SEP,182.40095509,A
2008,ES614,5664,SEP,182.40095509,A
2008,ES615,5669,SEP,100.3696713296,A
2008,ES615,5664,SEP,100.3696713296,A
2008,ES616,5669,SEP,135.4196187528,A
2008,ES616,5664,SEP,135.4196187528,A
2008,ES617,5669,SEP,266.3862143614,A
2008,ES617,5664,SEP,266.3862143614,A
2008,ES618,5669,SEP,399.0243069905,A
2008,ES618,5664,SEP,399.0243069905,A
2007,ES61,5669,SEP,2252.190000142,A
2007,ES61,5664,SEP,2252.190000142,A
2007,ES611,5669,SEP,121.410000006,A
2007,ES611,5664,SEP,121.410000006,A
2007,ES612,5669,SEP,345.03999999,A
2007,ES612,5664,SEP,345.03999999,A
2007,ES613,5669,SEP,269.900000005,A
2007,ES613,5664,SEP,269.900000005,A
2007,ES614,5669,SEP,229.899999993,A
2007,ES614,5664,SEP,229.899999993,A
2007,ES615,5669,SEP,120.089999991,A
2007,ES615,5664,SEP,120.089999991,A
2007,ES616,5669,SEP,213.10999998,A
2007,ES616,5664,SEP,213.10999998,A
2007,ES617,5669,SEP,424.9200001,A
2007,ES617,5664,SEP,424.9200001,A
2007,ES618,5669,SEP,527.820000077,A
2007,ES618,5664,SEP,527.820000077,A
2006,ES61,5669,SEP,4085.709783,A
2006,ES61,5664,SEP,4085.709783,A
2006,ES611,5669,SEP,267.840027,A
2006,ES611,5664,SEP,267.840027,A
2006,ES612,5669,SEP,640.770013,A
2006,ES612,5664,SEP,640.770013,A
2006,ES613,5669,SEP,451.979978,A
2006,ES613,5664,SEP,451.979978,A
2006,ES614,5669,SEP,537.299946,A
2006,ES614,5664,SEP,537.299946,A
2006,ES615,5669,SEP,286.899984,A
2006,ES615,5664,SEP,286.899984,A
2006,ES616,5669,SEP,326.429937,A
2006,ES616,5664,SEP,326.429937,A
2006,ES617,5669,SEP,657.509904,A
2006,ES617,5664,SEP,657.509904,A
2006,ES618,5669,SEP,916.979994,A
2006,ES618,5664,SEP,916.979994,A
2005,ES61,5669,SEP,11613.00000646,A
2005,ES61,5664,SEP,11613.00000646,A
2005,ES611,5669,SEP,808.99999851,A
2005,ES611,5664,SEP,808.99999851,A
2005,ES612,5669,SEP,1853.00000467,A
2005,ES612,5664,SEP,1853.00000467,A
2005,ES613,5669,SEP,1087.99999705,A
2005,ES613,5664,SEP,1087.99999705,A
2005,ES614,5669,SEP,1255.99999686,A
2005,ES614,5664,SEP,1255.99999686,A
2005,ES615,5669,SEP,779.00000184,A
2005,ES615,5664,SEP,779.00000184,A
2005,ES616,5669,SEP,816.99999969,A
2005,ES616,5664,SEP,816.99999969,A
2005,ES617,5669,SEP,2263.00000248,A
2005,ES617,5664,SEP,2263.00000248,A
2005,ES618,5669,SEP,2748.00000536,A
2005,ES618,5664,SEP,2748.00000536,A
2004,ES61,5669,SEP,14276.001079,A
2004,ES61,5664,SEP,14276.001079,A
2004,ES611,5669,SEP,1112.00024,A
2004,ES611,5664,SEP,1112.00024,A
2004,ES612,5669,SEP,2093.000459,A
2004,ES612,5664,SEP,2093.000459,A
2004,ES613,5669,SEP,1267.00032,A
2004,ES613,5664,SEP,1267.00032,A
2004,ES614,5669,SEP,1612.9995,A
2004,ES614,5664,SEP,1612.9995,A
2004,ES615,5669,SEP,935.999804,A
2004,ES615,5664,SEP,935.999804,A
2004,ES616,5669,SEP,895.000176,A
2004,ES616,5664,SEP,895.000176,A
2004,ES617,5669,SEP,2906.000692,A
2004,ES617,5664,SEP,2906.000692,A
2004,ES618,5669,SEP,3453.999888,A
2004,ES618,5664,SEP,3453.999888,A
2003,ES61,5669,SEP,12967.001106,A
2003,ES61,5664,SEP,12967.001106,A
2003,ES611,5669,SEP,910.999995,A
2003,ES611,5664,SEP,910.999995,A
2003,ES612,5669,SEP,1905.00024,A
2003,ES612,5664,SEP,1905.00024,A
2003,ES613,5669,SEP,1177.00044,A
2003,ES613,5664,SEP,1177.00044,A
2003,ES614,5669,SEP,1573.999476,A
2003,ES614,5664,SEP,1573.999476,A
2003,ES615,5669,SEP,761.00001,A
2003,ES615,5664,SEP,761.00001,A
2003,ES616,5669,SEP,810.000224,A
2003,ES616,5664,SEP,810.000224,A
2003,ES617,5669,SEP,2759.000618,A
2003,ES617,5664,SEP,2759.000618,A
2003,ES618,5669,SEP,3070.000103,A
2003,ES618,5664,SEP,3070.000103,A
2002,ES61,5669,SEP,12611.000178,A
2002,ES61,5664,SEP,12611.000178,A
2002,ES611,5669,SEP,1013.99996,A
2002,ES611,5664,SEP,1013.99996,A
2002,ES612,5669,SEP,1800.000576,A
2002,ES612,5664,SEP,1800.000576,A
2002,ES613,5669,SEP,1117.999998,A
2002,ES613,5664,SEP,1117.999998,A
2002,ES614,5669,SEP,1362.000035,A
2002,ES614,5664,SEP,1362.000035,A
2002,ES615,5669,SEP,693.999885,A
2002,ES615,5664,SEP,693.999885,A
2002,ES616,5669,SEP,793.999797,A
2002,ES616,5664,SEP,793.999797,A
2002,ES617,5669,SEP,2621.999218,A
2002,ES617,5664,SEP,2621.999218,A
2002,ES618,5669,SEP,3207.000709,A
2002,ES618,5664,SEP,3207.000709,A
2001,ES61,5669,SEP,10770.998593,A
2001,ES61,5664,SEP,10770.998593,A
2001,ES611,5669,SEP,733.999794,A
2001,ES611,5664,SEP,733.999794,A
2001,ES612,5669,SEP,1631.99998,A
2001,ES612,5664,SEP,1631.99998,A
2001,ES613,5669,SEP,1051.99975,A
2001,ES613,5664,SEP,1051.99975,A
2001,ES614,5669,SEP,1143.999663,A
2001,ES614,5664,SEP,1143.999663,A
2001,ES615,5669,SEP,718.99982,A
2001,ES615,5664,SEP,718.99982,A
2001,ES616,5669,SEP,708.0,A
2001,ES616,5664,SEP,708.0,A
2001,ES617,5669,SEP,2181.999582,A
2001,ES617,5664,SEP,2181.999582,A
2001,ES618,5669,SEP,2600.000004,A
2001,ES618,5664,SEP,2600.000004,A
2000,ES61,5669,SEP,10759.000045,A
2000,ES61,5664,SEP,10759.000045,A
2000,ES611,5669,SEP,759.000089,A
2000,ES611,5664,SEP,759.000089,A
2000,ES612,5669,SEP,1694.00028,A
2000,ES612,5664,SEP,1694.00028,A
2000,ES613,5669,SEP,904.999872,A
2000,ES613,5664,SEP,904.999872,A
2000,ES614,5669,SEP,1188.000051,A
2000,ES614,5664,SEP,1188.000051,A
2000,ES615,5669,SEP,655.000038,A
2000,ES615,5664,SEP,655.000038,A
2000,ES616,5669,SEP,667.000116,A
2000,ES616,5664,SEP,667.000116,A
2000,ES617,5669,SEP,2343.999334,A
2000,ES617,5664,SEP,2343.999334,A
2000,ES618,5669,SEP,2547.000265,A
2000,ES618,5664,SEP,2547.000265,A
1999,ES61,5669,SEP,9376.389167,A
1999,ES61,5664,SEP,9376.389167,A
1999,ES611,5669,SEP,638.000217,A
1999,ES611,5664,SEP,638.000217,A
1999,ES612,5669,SEP,1402.999689,A
1999,ES612,5664,SEP,1402.999689,A
1999,ES613,5669,SEP,865.999735,A
1999,ES613,5664,SEP,865.999735,A
1999,ES614,5669,SEP,1033.000086,A
1999,ES614,5664,SEP,1033.000086,A
1999,ES615,5669,SEP,549.999954,A
1999,ES615,5664,SEP,549.999954,A
1999,ES616,5669,SEP,601.0002,A
1999,ES616,5664,SEP,601.0002,A
1999,ES617,5669,SEP,2020.999806,A
1999,ES617,5664,SEP,2020.999806,A
1999,ES618,5669,SEP,2264.38948,A
1999,ES618,5664,SEP,2264.38948,A
1998,ES61,5669,SEP,9329.556592,A
1998,ES61,5664,SEP,9329.556592,A
1998,ES611,5669,SEP,673.999758,A
1998,ES611,5664,SEP,673.999758,A
1998,ES612,5669,SEP,1387.9998,A
1998,ES612,5664,SEP,1387.9998,A
1998,ES613,5669,SEP,894.99984,A
1998,ES613,5664,SEP,894.99984,A
1998,ES614,5669,SEP,945.99972,A
1998,ES614,5664,SEP,945.99972,A
1998,ES615,5669,SEP,570.000144,A
1998,ES615,5664,SEP,570.000144,A
1998,ES616,5669,SEP,594.000154,A
1998,ES616,5664,SEP,594.000154,A
1998,ES617,5669,SEP,1871.99972,A
1998,ES617,5664,SEP,1871.99972,A
1998,ES618,5669,SEP,2390.557456,A
1998,ES618,5664,SEP,2390.557456,A
2020,ES61,5669,DISLUN,5.05742,A
2020,ES61,5664,DISLUN,5.05742,A
2020,ES611,5669,DISLUN,2.13486,A
2020,ES611,5664,DISLUN,2.13486,A
2020,ES616,5669,DISLUN,2.92256,A
2020,ES616,5664,DISLUN,2.92256,A
2019,ES61,5669,DISLUN,13.00912,A
2019,ES61,5664,DISLUN,13.00912,A
2019,ES612,5669,DISLUN,6.54042,A
2019,ES612,5664,DISLUN,6.54042,A
2019,ES614,5669,DISLUN,2.39728,A
2019,ES614,5664,DISLUN,2.39728,A
2019,ES617,5669,DISLUN,2.34554,A
2019,ES617,5664,DISLUN,2.34554,A
2019,ES618,5669,DISLUN,1.72588,A
2019,ES618,5664,DISLUN,1.72588,A
2018,ES61,5669,DISLUN,15.9558,A
2018,ES61,5664,DISLUN,15.9558,A
2018,ES611,5669,DISLUN,1.6277,A
2018,ES611,5664,DISLUN,1.6277,A
2018,ES612,5669,DISLUN,8.7124,A
2018,ES612,5664,DISLUN,8.7124,A
2018,ES613,5669,DISLUN,1.312,A
2018,ES613,5664,DISLUN,1.312,A
2018,ES614,5669,DISLUN,2.3376,A
2018,ES614,5664,DISLUN,2.3376,A
2018,ES617,5669,DISLUN,1.9661,A
2018,ES617,5664,DISLUN,1.9661,A
2017,ES61,5669,DISLUN,18.7654,A
2017,ES61,5664,DISLUN,18.7654,A
2017,ES611,5669,DISLUN,1.5212,A
2017,ES611,5664,DISLUN,1.5212,A
2017,ES613,5669,DISLUN,1.523,A
2017,ES613,5664,DISLUN,1.523,A
2017,ES614,5669,DISLUN,4.0304,A
2017,ES614,5664,DISLUN,4.0304,A
2017,ES616,5669,DISLUN,4.0944,A
2017,ES616,5664,DISLUN,4.0944,A
2017,ES617,5669,DISLUN,4.8474,A
2017,ES617,5664,DISLUN,4.8474,A
2017,ES618,5669,DISLUN,2.749,A
2017,ES618,5664,DISLUN,2.749,A
2016,ES61,5669,DISLUN,13.6103,A
2016,ES61,5664,DISLUN,13.6103,A
2016,ES611,5669,DISLUN,1.3299,A
2016,ES611,5664,DISLUN,1.3299,A
2016,ES613,5669,DISLUN,1.3049,A
2016,ES613,5664,DISLUN,1.3049,A
2016,ES614,5669,DISLUN,1.7288,A
2016,ES614,5664,DISLUN,1.7288,A
2016,ES615,5669,DISLUN,3.4584,A
2016,ES615,5664,DISLUN,3.4584,A
2016,ES616,5669,DISLUN,1.4948,A
2016,ES616,5664,DISLUN,1.4948,A
2016,ES617,5669,DISLUN,3.0012,A
2016,ES617,5664,DISLUN,3.0012,A
2016,ES618,5669,DISLUN,1.2923,A
2016,ES618,5664,DISLUN,1.2923,A
2015,ES61,5669,DISLUN,29.5612,A
2015,ES61,5664,DISLUN,29.5612,A
2015,ES611,5669,DISLUN,3.1572,A
2015,ES611,5664,DISLUN,3.1572,A
2015,ES612,5669,DISLUN,4.7814,A
2015,ES612,5664,DISLUN,4.7814,A
2015,ES614,5669,DISLUN,3.438,A
2015,ES614,5664,DISLUN,3.438,A
2015,ES615,5669,DISLUN,2.9718,A
2015,ES615,5664,DISLUN,2.9718,A
2015,ES617,5669,DISLUN,8.4138,A
2015,ES617,5664,DISLUN,8.4138,A
2015,ES618,5669,DISLUN,6.799,A
2015,ES618,5664,DISLUN,6.799,A
2014,ES61,5669,DISLUN,38.00724,A
2014,ES61,5664,DISLUN,38.00724,A
2014,ES612,5669,DISLUN,9.01698,A
2014,ES612,5664,DISLUN,9.01698,A
2014,ES614,5669,DISLUN,1.51905,A
2014,ES614,5664,DISLUN,1.51905,A
2014,ES615,5669,DISLUN,2.82922,A
2014,ES615,5664,DISLUN,2.82922,A
2014,ES616,5669,DISLUN,1.4678,A
2014,ES616,5664,DISLUN,1.4678,A
2014,ES617,5669,DISLUN,6.4402,A
2014,ES617,5664,DISLUN,6.4402,A
2014,ES618,5669,DISLUN,16.73399,A
2014,ES618,5664,DISLUN,16.73399,A
2013,ES61,5669,DISLUN,29.96762,A
2013,ES61,5664,DISLUN,28.63912,A
2013,ES61,5668,DISLUN,1.3285,A
2013,ES61,5666,DISLUN,1.3285,A
2013,ES612,5669,DISLUN,2.9301,A
2013,ES612,5664,DISLUN,2.9301,A
2013,ES613,5669,DISLUN,1.35646,A
2013,ES613,5664,DISLUN,1.35646,A
2013,ES614,5669,DISLUN,5.45556,A
2013,ES614,5664,DISLUN,5.45556,A
2013,ES615,5669,DISLUN,1.43627,A
2013,ES615,5664,DISLUN,1.43627,A
2013,ES616,5669,DISLUN,1.41113,A
2013,ES616,5664,DISLUN,1.41113,A
2013,ES617,5669,DISLUN,1.4361,A
2013,ES617,5664,DISLUN,1.4361,A
2013,ES618,5669,DISLUN,15.942,A
2013,ES618,5664,DISLUN,14.6135,A
2013,ES618,5668,DISLUN,1.3285,A
2013,ES618,5666,DISLUN,1.3285,A
2012,ES61,5669,DISLUN,24.00002,A
2012,ES61,5664,DISLUN,24.00002,A
