TEMPORAL;CNO11;SEXO;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2014;6203;F;ES61;PARADOS;17.723985;M
2014;6203;_T;ES61;PARADOS;26.987235;M
2014;6333;M;ES61;PARADOS;12.9020125;M
2014;6333;F;ES61;PARADOS;11.7987925;M
2014;6333;_T;ES61;PARADOS;24.700805;M
2014;6375;M;ES61;PARADOS;8.358425;M
2014;6375;F;ES61;PARADOS;17.5194925;M
2014;6375;_T;ES61;PARADOS;25.8779175;M
2014;6463;M;ES61;PARADOS;54.258605;M
2014;6463;F;ES61;PARADOS;81.927425;M
2014;6463;_T;ES61;PARADOS;136.18603;M
2014;6489;M;ES61;PARADOS;7.7407925;M
2014;6489;F;ES61;PARADOS;1.9032775;M
2014;6489;_T;ES61;PARADOS;9.64407;M
2014;6601;M;ES61;PARADOS;79.755755;M
2014;6601;F;ES61;PARADOS;11.7804025;M
2014;6601;_T;ES61;PARADOS;91.5361575;M
2014;6667;M;ES61;PARADOS;26.7063525;M
2014;6667;F;ES61;PARADOS;2.7713475;M
2014;6667;_T;ES61;PARADOS;29.4777;M
2014;6726;M;ES61;PARADOS;140.6590875;M
2014;6726;F;ES61;PARADOS;136.86092;M
2014;6726;_T;ES61;PARADOS;277.5200075;M
2014;5989;M;ES61;PARADOS;0.542055;M
2014;5989;_T;ES61;PARADOS;0.542055;M
2014;6728;M;ES61;PARADOS;56.9199175;M
2014;6728;F;ES61;PARADOS;71.1140625;M
2014;6728;_T;ES61;PARADOS;128.03398;M
2014;6744;M;ES61;PARADOS;325.75244;M
2014;6744;F;ES61;PARADOS;326.2766875;M
2014;6744;_T;ES61;PARADOS;652.0291275;M
2014;6727;M;ES61;PARADOS;724.519495;M
2014;6727;F;ES61;PARADOS;680.1064325;M
2014;6727;_T;ES61;PARADOS;1404.6259275;M
2015;6038;M;ES61;PARADOS;2.1629475;M
2015;6038;F;ES61;PARADOS;0.4962325;M
2015;6038;_T;ES61;PARADOS;2.65918;M
2015;6203;M;ES61;PARADOS;12.4001475;M
2015;6203;F;ES61;PARADOS;18.5684025;M
2015;6203;_T;ES61;PARADOS;30.96855;M
2015;6333;M;ES61;PARADOS;14.903555;M
2015;6333;F;ES61;PARADOS;12.0788275;M
2015;6333;_T;ES61;PARADOS;26.9823825;M
2015;6375;M;ES61;PARADOS;6.632615;M
2015;6375;F;ES61;PARADOS;15.12042;M
2015;6375;_T;ES61;PARADOS;21.753035;M
2015;6463;M;ES61;PARADOS;54.296355;M
2015;6463;F;ES61;PARADOS;78.64536;M
2015;6463;_T;ES61;PARADOS;132.941715;M
2015;6489;M;ES61;PARADOS;8.9369175;M
2015;6489;F;ES61;PARADOS;2.2866025;M
2015;6489;_T;ES61;PARADOS;11.22352;M
2015;6601;M;ES61;PARADOS;67.675215;M
2015;6601;F;ES61;PARADOS;8.1767725;M
2015;6601;_T;ES61;PARADOS;75.8519875;M
2015;6667;M;ES61;PARADOS;18.823385;M
2015;6667;F;ES61;PARADOS;1.9780275;M
2015;6667;_T;ES61;PARADOS;20.8014125;M
2015;6726;M;ES61;PARADOS;140.1569575;M
2015;6726;F;ES61;PARADOS;132.3713975;M
2015;6726;_T;ES61;PARADOS;272.528355;M
2015;6728;M;ES61;PARADOS;48.85454;M
2015;6728;F;ES61;PARADOS;70.6846625;M
2015;6728;_T;ES61;PARADOS;119.5392025;M
2015;6744;M;ES61;PARADOS;267.181205;M
2015;6744;F;ES61;PARADOS;292.52772;M
2015;6744;_T;ES61;PARADOS;559.708925;M
2015;6727;M;ES61;PARADOS;642.02384;M
2015;6727;F;ES61;PARADOS;632.934425;M
2015;6727;_T;ES61;PARADOS;1274.958265;M
2016;6038;M;ES61;PARADOS;2.3634175;M
2016;6038;F;ES61;PARADOS;0.5194975;M
2016;6038;_T;ES61;PARADOS;2.882915;M
2016;6203;M;ES61;PARADOS;11.4827;M
2016;6203;F;ES61;PARADOS;16.515715;M
2016;6203;_T;ES61;PARADOS;27.998415;M
2016;6333;M;ES61;PARADOS;15.4614825;M
2016;6333;F;ES61;PARADOS;12.0253875;M
2016;6333;_T;ES61;PARADOS;27.48687;M
2016;6375;M;ES61;PARADOS;5.635515;M
2016;6375;F;ES61;PARADOS;13.8965025;M
2016;6375;_T;ES61;PARADOS;19.5320175;M
2016;6463;M;ES61;PARADOS;51.837865;M
2016;6463;F;ES61;PARADOS;71.6581575;M
2016;6463;_T;ES61;PARADOS;123.4960225;M
2016;6489;M;ES61;PARADOS;7.2856125;M
2016;6489;F;ES61;PARADOS;2.900485;M
2016;6489;_T;ES61;PARADOS;10.1860975;M
2016;6601;M;ES61;PARADOS;64.1337775;M
2016;6601;F;ES61;PARADOS;12.1789575;M
2016;6601;_T;ES61;PARADOS;76.312735;M
2016;6667;M;ES61;PARADOS;18.27037;M
2016;6667;F;ES61;PARADOS;3.1003725;M
2016;6667;_T;ES61;PARADOS;21.3707425;M
2016;6726;M;ES61;PARADOS;134.647555;M
2016;6726;F;ES61;PARADOS;125.4867375;M
2016;6726;_T;ES61;PARADOS;260.1342925;M
2016;5989;M;ES61;PARADOS;0.0447975;M
2016;5989;_T;ES61;PARADOS;0.0447975;M
2016;6728;M;ES61;PARADOS;43.942365;M
2016;6728;F;ES61;PARADOS;61.44577;M
2016;6728;_T;ES61;PARADOS;105.388135;M
2016;6744;M;ES61;PARADOS;216.554835;M
2016;6744;F;ES61;PARADOS;259.6919975;M
2016;6744;_T;ES61;PARADOS;476.2468325;M
2016;6727;M;ES61;PARADOS;571.6602925;M
2016;6727;F;ES61;PARADOS;579.41958;M
2016;6727;_T;ES61;PARADOS;1151.0798725;M
2017;6038;M;ES61;PARADOS;2.21304;M
2017;6038;F;ES61;PARADOS;0.342695;M
2017;6038;_T;ES61;PARADOS;2.555735;M
2017;6203;M;ES61;PARADOS;8.014925;M
2017;6203;F;ES61;PARADOS;15.3641025;M
2017;6203;_T;ES61;PARADOS;23.3790275;M
2017;6333;M;ES61;PARADOS;14.5888125;M
2017;6333;F;ES61;PARADOS;8.78055;M
2017;6333;_T;ES61;PARADOS;23.3693625;M
2017;6375;M;ES61;PARADOS;7.847675;M
2017;6375;F;ES61;PARADOS;10.3077725;M
2017;6375;_T;ES61;PARADOS;18.1554475;M
2017;6463;M;ES61;PARADOS;49.624725;M
2017;6463;F;ES61;PARADOS;70.3101575;M
2017;6463;_T;ES61;PARADOS;119.9348825;M
2017;6489;M;ES61;PARADOS;5.7345975;M
2017;6489;F;ES61;PARADOS;2.1218275;M
2017;6489;_T;ES61;PARADOS;7.856425;M
2017;6601;M;ES61;PARADOS;51.859035;M
2017;6601;F;ES61;PARADOS;11.4561175;M
2017;6601;_T;ES61;PARADOS;63.3151525;M
2017;6667;M;ES61;PARADOS;17.6665225;M
2017;6667;F;ES61;PARADOS;2.98859;M
2017;6667;_T;ES61;PARADOS;20.6551125;M
2017;6726;M;ES61;PARADOS;111.5444925;M
2017;6726;F;ES61;PARADOS;113.536375;M
2017;6726;_T;ES61;PARADOS;225.0808675;M
2017;5989;M;ES61;PARADOS;0.0896;M
2017;5989;_T;ES61;PARADOS;0.0896;M
2017;6728;M;ES61;PARADOS;44.807885;M
2017;6728;F;ES61;PARADOS;52.3141725;M
2017;6728;_T;ES61;PARADOS;97.1220575;M
2017;6744;M;ES61;PARADOS;185.1814275;M
2017;6744;F;ES61;PARADOS;222.99073;M
2017;6744;_T;ES61;PARADOS;408.1721575;M
2017;6727;M;ES61;PARADOS;499.1727375;M
2017;6727;F;ES61;PARADOS;510.51309;M
2017;6727;_T;ES61;PARADOS;1009.6858275;M
2018;6038;M;ES61;PARADOS;1.3972375;M
2018;6038;F;ES61;PARADOS;0.96572;M
2018;6038;_T;ES61;PARADOS;2.3629575;M
2018;6203;M;ES61;PARADOS;7.04678;M
2018;6203;F;ES61;PARADOS;14.3994375;M
2018;6203;_T;ES61;PARADOS;21.4462175;M
2018;6333;M;ES61;PARADOS;12.847035;M
2018;6333;F;ES61;PARADOS;8.28237;M
2018;6333;_T;ES61;PARADOS;21.129405;M
2018;6375;M;ES61;PARADOS;6.5164375;M
2018;6375;F;ES61;PARADOS;13.63733;M
2018;6375;_T;ES61;PARADOS;20.1537675;M
2018;6463;M;ES61;PARADOS;43.1770475;M
2018;6463;F;ES61;PARADOS;62.64097;M
2018;6463;_T;ES61;PARADOS;105.8180175;M
2018;6489;M;ES61;PARADOS;6.81022;M
2018;6489;F;ES61;PARADOS;2.6572175;M
2018;6489;_T;ES61;PARADOS;9.4674375;M
2018;6601;M;ES61;PARADOS;42.5253175;M
2018;6601;F;ES61;PARADOS;8.4602475;M
2018;6601;_T;ES61;PARADOS;50.985565;M
2018;6667;M;ES61;PARADOS;16.3845125;M
2018;6667;F;ES61;PARADOS;2.8786875;M
2018;6667;_T;ES61;PARADOS;19.2632;M
2018;6726;M;ES61;PARADOS;96.605555;M
2018;6726;F;ES61;PARADOS;106.146475;M
2018;6726;_T;ES61;PARADOS;202.75203;M
2018;5989;M;ES61;PARADOS;0.379805;M
2018;5989;_T;ES61;PARADOS;0.379805;M
2018;6728;M;ES61;PARADOS;44.5170875;M
2018;6728;F;ES61;PARADOS;48.893145;M
2018;6728;_T;ES61;PARADOS;93.4102325;M
2018;6744;M;ES61;PARADOS;149.62344;M
2018;6744;F;ES61;PARADOS;207.84533;M
2018;6744;_T;ES61;PARADOS;357.46877;M
2018;6727;M;ES61;PARADOS;427.830475;M
2018;6727;F;ES61;PARADOS;476.80693;M
2018;6727;_T;ES61;PARADOS;904.637405;M
2019;6038;M;ES61;PARADOS;1.0474175;M
2019;6038;F;ES61;PARADOS;0.7622625;M
2019;6038;_T;ES61;PARADOS;1.80968;M
2019;6203;M;ES61;PARADOS;9.4048525;M
2019;6203;F;ES61;PARADOS;13.4656925;M
2019;6203;_T;ES61;PARADOS;22.870545;M
2019;6333;M;ES61;PARADOS;11.3566425;M
2019;6333;F;ES61;PARADOS;7.6265975;M
2019;6333;_T;ES61;PARADOS;18.98324;M
2019;6375;M;ES61;PARADOS;5.3645225;M
2019;6375;F;ES61;PARADOS;13.94704;M
2019;6375;_T;ES61;PARADOS;19.3115625;M
2019;6463;M;ES61;PARADOS;38.8776725;M
2019;6463;F;ES61;PARADOS;64.947345;M
2019;6463;_T;ES61;PARADOS;103.8250175;M
2019;6489;M;ES61;PARADOS;6.6239225;M
2019;6489;F;ES61;PARADOS;1.642465;M
2019;6489;_T;ES61;PARADOS;8.2663875;M
2019;6601;M;ES61;PARADOS;45.1224975;M
2019;6601;F;ES61;PARADOS;9.7511725;M
2019;6601;_T;ES61;PARADOS;54.87367;M
2019;6667;M;ES61;PARADOS;13.741725;M
2019;6667;F;ES61;PARADOS;4.9752325;M
2019;6667;_T;ES61;PARADOS;18.7169575;M
2019;6726;M;ES61;PARADOS;99.896855;M
2019;6726;F;ES61;PARADOS;110.611985;M
2019;6726;_T;ES61;PARADOS;210.50884;M
2019;5989;M;ES61;PARADOS;0.2438125;M
2019;5989;_T;ES61;PARADOS;0.2438125;M
2019;6728;M;ES61;PARADOS;35.8913675;M
2019;6728;F;ES61;PARADOS;44.57384;M
2019;6728;_T;ES61;PARADOS;80.4652075;M
2019;6744;M;ES61;PARADOS;118.224;M
2019;6744;F;ES61;PARADOS;180.5480425;M
2019;6744;_T;ES61;PARADOS;298.7720425;M
2019;6727;M;ES61;PARADOS;385.7952875;M
2019;6727;F;ES61;PARADOS;452.851675;M
2019;6727;_T;ES61;PARADOS;838.6469625;M
2020;6038;M;ES61;PARADOS;3.156935;M
2020;6038;F;ES61;PARADOS;1.0111675;M
2020;6038;_T;ES61;PARADOS;4.1681025;M
2020;6203;M;ES61;PARADOS;9.9054375;M
2020;6203;F;ES61;PARADOS;17.732735;M
2020;6203;_T;ES61;PARADOS;27.6381725;M
2020;6333;M;ES61;PARADOS;16.018645;M
2020;6333;F;ES61;PARADOS;12.8163925;M
2020;6333;_T;ES61;PARADOS;28.8350375;M
2020;6375;M;ES61;PARADOS;7.472105;M
2020;6375;F;ES61;PARADOS;20.04272;M
2020;6375;_T;ES61;PARADOS;27.514825;M
2020;6463;M;ES61;PARADOS;53.4885625;M
2020;6463;F;ES61;PARADOS;73.2208725;M
2020;6463;_T;ES61;PARADOS;126.709435;M
2020;6489;M;ES61;PARADOS;4.2538425;M
2020;6489;F;ES61;PARADOS;1.37778;M
2020;6489;_T;ES61;PARADOS;5.6316225;M
2020;6601;M;ES61;PARADOS;42.673545;M
2020;6601;F;ES61;PARADOS;10.266095;M
2020;6601;_T;ES61;PARADOS;52.93964;M
2020;6667;M;ES61;PARADOS;17.82998;M
2020;6667;F;ES61;PARADOS;4.3136175;M
2020;6667;_T;ES61;PARADOS;22.1435975;M
2020;6726;M;ES61;PARADOS;103.0158975;M
2020;6726;F;ES61;PARADOS;107.707555;M
2020;6726;_T;ES61;PARADOS;210.7234525;M
2020;5989;M;ES61;PARADOS;0.5709125;M
2020;5989;_T;ES61;PARADOS;0.5709125;M
2020;6728;M;ES61;PARADOS;31.8491525;M
2020;6728;F;ES61;PARADOS;41.7519325;M
2020;6728;_T;ES61;PARADOS;73.601085;M
2020;6744;M;ES61;PARADOS;113.0384775;M
2020;6744;F;ES61;PARADOS;172.6660225;M
2020;6744;_T;ES61;PARADOS;285.7045;M
2020;6727;M;ES61;PARADOS;403.2734925;M
2020;6727;F;ES61;PARADOS;462.90689;M
2020;6727;_T;ES61;PARADOS;866.1803825;M
2021;6038;M;ES61;PARADOS;2.1177175;M
2021;6038;F;ES61;PARADOS;0.4915825;M
2021;6038;_T;ES61;PARADOS;2.6093;M
2021;6203;M;ES61;PARADOS;7.58551;M
2021;6203;F;ES61;PARADOS;14.3367875;M
2021;6203;_T;ES61;PARADOS;21.9222975;M
2021;6333;M;ES61;PARADOS;10.5678825;M
2021;6333;F;ES61;PARADOS;10.6362225;M
2021;6333;_T;ES61;PARADOS;21.204105;M
2021;6375;M;ES61;PARADOS;7.7735325;M
2021;6375;F;ES61;PARADOS;12.221325;M
2021;6375;_T;ES61;PARADOS;19.9948575;M
2021;6463;M;ES61;PARADOS;31.9190625;M
2021;6463;F;ES61;PARADOS;57.421985;M
2021;6463;_T;ES61;PARADOS;89.3410475;M
2021;6489;M;ES61;PARADOS;8.07732;M
2021;6489;F;ES61;PARADOS;1.5723875;M
2021;6489;_T;ES61;PARADOS;9.6497075;M
2021;6601;M;ES61;PARADOS;44.1993;M
2021;6601;F;ES61;PARADOS;5.75316;M
2021;6601;_T;ES61;PARADOS;49.95246;M
2021;6667;M;ES61;PARADOS;17.7271075;M
2021;6667;F;ES61;PARADOS;3.1225175;M
2021;6667;_T;ES61;PARADOS;20.849625;M
2021;6726;M;ES61;PARADOS;97.02535;M
2021;6726;F;ES61;PARADOS;100.62962;M
2021;6726;_T;ES61;PARADOS;197.65497;M
2021;5989;M;ES61;PARADOS;0.79425;M
2021;5989;_T;ES61;PARADOS;0.79425;M
2021;6728;M;ES61;PARADOS;40.0128875;M
2021;6728;F;ES61;PARADOS;42.3686475;M
2021;6728;_T;ES61;PARADOS;82.381535;M
2021;6744;M;ES61;PARADOS;136.88609;M
2021;6744;F;ES61;PARADOS;218.5432825;M
2021;6744;_T;ES61;PARADOS;355.4293725;M
2021;6727;M;ES61;PARADOS;404.68601;M
2021;6727;F;ES61;PARADOS;467.0975175;M
2021;6727;_T;ES61;PARADOS;871.7835275;M
