TEMPORAL;TIPACTIVIDADHOGAR;RELACTIVIDAD;SEXO;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2012;49017;48936;F;ES61;POP;1173.1182375;M
2012;49017;48936;_T;ES61;POP;2655.46903;M
2012;49017;48939;M;ES61;POP;333.4916625;M
2012;49017;48939;F;ES61;POP;336.68647;M
2012;49017;48939;_T;ES61;POP;670.1781325;M
2012;49017;48946;M;ES61;POP;445.7058375;M
2012;49017;48946;F;ES61;POP;747.5364275;M
2012;49017;48946;_T;ES61;POP;1193.242265;M
2012;49015;48952;M;ES61;POP;1852.42849;M
2012;49015;48952;F;ES61;POP;1827.1604575;M
2012;49015;48952;_T;ES61;POP;3679.5889475;M
2012;49015;48940;M;ES61;POP;1098.781175;M
2012;49015;48940;F;ES61;POP;862.59309;M
2012;49015;48940;_T;ES61;POP;1961.374265;M
2012;49015;48936;M;ES61;POP;1098.781175;M
2012;49015;48936;F;ES61;POP;862.59309;M
2012;49015;48936;_T;ES61;POP;1961.374265;M
2012;49015;48946;M;ES61;POP;332.55859;M
2012;49015;48946;F;ES61;POP;574.98897;M
2012;49015;48946;_T;ES61;POP;907.54756;M
2012;49016;48952;M;ES61;POP;1023.60062;M
2012;49016;48952;F;ES61;POP;1001.2487925;M
2012;49016;48952;_T;ES61;POP;2024.8494125;M
2012;49016;48940;M;ES61;POP;717.06128;M
2012;49016;48940;F;ES61;POP;647.2116175;M
2012;49016;48940;_T;ES61;POP;1364.2728975;M
2012;49016;48936;M;ES61;POP;383.5696175;M
2012;49016;48936;F;ES61;POP;310.5251475;M
2012;49016;48936;_T;ES61;POP;694.094765;M
2012;49016;48939;M;ES61;POP;333.4916625;M
2012;49016;48939;F;ES61;POP;336.68647;M
2012;49016;48939;_T;ES61;POP;670.1781325;M
2012;49016;48946;M;ES61;POP;113.1472475;M
2012;49016;48946;F;ES61;POP;172.5474575;M
2012;49016;48946;_T;ES61;POP;285.694705;M
2012;49022;48952;M;ES61;POP;680.4631775;M
2012;49022;48952;F;ES61;POP;655.8551075;M
2012;49022;48952;_T;ES61;POP;1336.318285;M
2012;49022;48940;M;ES61;POP;410.5708575;M
2012;49022;48940;F;ES61;POP;308.9164025;M
2012;49022;48940;_T;ES61;POP;719.48726;M
2012;49022;48939;M;ES61;POP;410.5708575;M
2012;49022;48939;F;ES61;POP;308.9164025;M
2012;49022;48939;_T;ES61;POP;719.48726;M
2012;49022;48946;M;ES61;POP;144.6310875;M
2012;49022;48946;F;ES61;POP;221.6205975;M
2012;49022;48946;_T;ES61;POP;366.251685;M
2012;49018;48952;M;ES61;POP;286.4011225;M
2012;49018;48952;F;ES61;POP;267.3866575;M
2012;49018;48952;_T;ES61;POP;553.78778;M
2012;49018;48940;M;ES61;POP;188.545085;M
2012;49018;48940;F;ES61;POP;139.3533375;M
2012;49018;48940;_T;ES61;POP;327.8984225;M
2012;49018;48939;M;ES61;POP;188.545085;M
2012;49018;48939;F;ES61;POP;139.3533375;M
2012;49018;48939;_T;ES61;POP;327.8984225;M
2012;49018;48946;M;ES61;POP;27.4511575;M
2012;49018;48946;F;ES61;POP;59.5208975;M
2012;49018;48946;_T;ES61;POP;86.972055;M
2012;49019;48952;M;ES61;POP;100.5390825;M
2012;49019;48952;F;ES61;POP;95.460455;M
2012;49019;48952;_T;ES61;POP;195.9995375;M
2012;49019;48940;M;ES61;POP;52.1672775;M
2012;49019;48940;F;ES61;POP;33.7491;M
2012;49019;48940;_T;ES61;POP;85.9163775;M
2012;49019;48939;M;ES61;POP;52.1672775;M
2012;49019;48939;F;ES61;POP;33.7491;M
2012;49019;48939;_T;ES61;POP;85.9163775;M
2012;49019;48946;M;ES61;POP;36.404125;M
2012;49019;48946;F;ES61;POP;51.309165;M
2012;49019;48946;_T;ES61;POP;87.71329;M
2012;49020;48952;M;ES61;POP;155.6812525;M
2012;49020;48952;F;ES61;POP;158.2029925;M
2012;49020;48952;_T;ES61;POP;313.884245;M
2012;49020;48940;M;ES61;POP;74.8183975;M
2012;49020;48940;F;ES61;POP;57.05256;M
2012;49020;48940;_T;ES61;POP;131.8709575;M
2012;49020;48939;M;ES61;POP;74.8183975;M
2012;49020;48939;F;ES61;POP;57.05256;M
2012;49020;48939;_T;ES61;POP;131.8709575;M
2012;49020;48946;M;ES61;POP;68.302345;M
2012;49020;48946;F;ES61;POP;83.577805;M
2012;49020;48946;_T;ES61;POP;151.88015;M
2012;49021;48952;M;ES61;POP;137.84172;M
2012;49021;48952;F;ES61;POP;134.8050025;M
2012;49021;48952;_T;ES61;POP;272.6467225;M
2012;49021;48940;M;ES61;POP;95.0400975;M
2012;49021;48940;F;ES61;POP;78.761405;M
2012;49021;48940;_T;ES61;POP;173.8015025;M
2012;49021;48939;M;ES61;POP;95.0400975;M
2012;49021;48939;F;ES61;POP;78.761405;M
2012;49021;48939;_T;ES61;POP;173.8015025;M
2012;49021;48946;M;ES61;POP;12.47346;M
2012;49021;48946;F;ES61;POP;27.21273;M
2012;49021;48946;_T;ES61;POP;39.68619;M
2012;49023;48952;M;ES61;POP;4123.8375675;M
2012;49023;48952;F;ES61;POP;4203.963145;M
2012;49023;48952;_T;ES61;POP;8327.8007125;M
2012;49023;48940;M;ES61;POP;2226.4133125;M
2012;49023;48940;F;ES61;POP;1818.72111;M
2012;49023;48940;_T;ES61;POP;4045.1344225;M
2012;49023;48936;M;ES61;POP;1482.3507925;M
2012;49023;48936;F;ES61;POP;1173.1182375;M
2012;49023;48936;_T;ES61;POP;2655.46903;M
2012;49023;48939;M;ES61;POP;744.06252;M
2012;49023;48939;F;ES61;POP;645.6028725;M
2012;49023;48939;_T;ES61;POP;1389.6653925;M
2012;49023;48946;M;ES61;POP;1137.894325;M
2012;49023;48946;F;ES61;POP;1668.8631425;M
2012;49023;48946;_T;ES61;POP;2806.7574675;M
2013;49014;48952;M;ES61;POP;592.9703875;M
2013;49014;48952;F;ES61;POP;746.8078875;M
2013;49014;48952;_T;ES61;POP;1339.778275;M
2013;49014;48946;M;ES61;POP;571.6185025;M
2013;49014;48946;F;ES61;POP;726.7351075;M
2013;49014;48946;_T;ES61;POP;1298.35361;M
2013;49010;48952;M;ES61;POP;25.4820875;M
2013;49010;48952;F;ES61;POP;36.3154475;M
2013;49010;48952;_T;ES61;POP;61.797535;M
2013;49010;48946;M;ES61;POP;20.213425;M
2013;49010;48946;F;ES61;POP;31.5763325;M
2013;49010;48946;_T;ES61;POP;51.7897575;M
2013;49011;48952;M;ES61;POP;24.7262075;M
2013;49011;48952;F;ES61;POP;23.0574175;M
2013;49011;48952;_T;ES61;POP;47.783625;M
2013;49011;48946;M;ES61;POP;19.537445;M
2013;49011;48946;F;ES61;POP;18.94354;M
2013;49011;48946;_T;ES61;POP;38.480985;M
2013;49012;48952;M;ES61;POP;27.7415475;M
2013;49012;48952;F;ES61;POP;30.4776075;M
2013;49012;48952;_T;ES61;POP;58.219155;M
2013;49012;48946;M;ES61;POP;26.402555;M
2013;49012;48946;F;ES61;POP;28.57137;M
2013;49012;48946;_T;ES61;POP;54.973925;M
2013;49013;48952;M;ES61;POP;515.020545;M
2013;49013;48952;F;ES61;POP;656.957415;M
2013;49013;48952;_T;ES61;POP;1171.97796;M
2013;49013;48946;M;ES61;POP;505.4650775;M
2013;49013;48946;F;ES61;POP;647.643865;M
2013;49013;48946;_T;ES61;POP;1153.1089425;M
2013;49017;48952;M;ES61;POP;2810.184565;M
2013;49017;48952;F;ES61;POP;2777.7584625;M
2013;49017;48952;_T;ES61;POP;5587.9430275;M
2013;49017;48940;M;ES61;POP;1774.770035;M
2013;49017;48940;F;ES61;POP;1485.397165;M
2013;49017;48940;_T;ES61;POP;3260.1672;M
2013;49017;48936;M;ES61;POP;1440.26191;M
2013;49017;48936;F;ES61;POP;1131.2159475;M
2013;49017;48936;_T;ES61;POP;2571.4778575;M
2013;49017;48939;M;ES61;POP;334.508125;M
2013;49017;48939;F;ES61;POP;354.1812175;M
2013;49017;48939;_T;ES61;POP;688.6893425;M
2013;49017;48946;M;ES61;POP;426.58683;M
2013;49017;48946;F;ES61;POP;717.44106;M
2013;49017;48946;_T;ES61;POP;1144.02789;M
2013;49015;48952;M;ES61;POP;1780.7052425;M
2013;49015;48952;F;ES61;POP;1754.47874;M
2013;49015;48952;_T;ES61;POP;3535.1839825;M
2013;49015;48940;M;ES61;POP;1052.65934;M
2013;49015;48940;F;ES61;POP;816.6601975;M
2013;49015;48940;_T;ES61;POP;1869.3195375;M
2013;49015;48936;M;ES61;POP;1052.65934;M
2013;49015;48936;F;ES61;POP;816.6601975;M
2013;49015;48936;_T;ES61;POP;1869.3195375;M
2013;49015;48946;M;ES61;POP;308.11675;M
2013;49015;48946;F;ES61;POP;549.5038025;M
2013;49015;48946;_T;ES61;POP;857.6205525;M
2013;49016;48952;M;ES61;POP;1029.4793225;M
2013;49016;48952;F;ES61;POP;1023.2797225;M
2013;49016;48952;_T;ES61;POP;2052.759045;M
2013;49016;48940;M;ES61;POP;722.110695;M
2013;49016;48940;F;ES61;POP;668.7369675;M
2013;49016;48940;_T;ES61;POP;1390.8476625;M
2013;49016;48936;M;ES61;POP;387.60257;M
2013;49016;48936;F;ES61;POP;314.55575;M
2013;49016;48936;_T;ES61;POP;702.15832;M
2013;49016;48939;M;ES61;POP;334.508125;M
2013;49016;48939;F;ES61;POP;354.1812175;M
2013;49016;48939;_T;ES61;POP;688.6893425;M
2013;49016;48946;M;ES61;POP;118.47008;M
2013;49016;48946;F;ES61;POP;167.9372575;M
2013;49016;48946;_T;ES61;POP;286.4073375;M
2013;49022;48952;M;ES61;POP;719.1810525;M
2013;49022;48952;F;ES61;POP;685.7544775;M
2013;49022;48952;_T;ES61;POP;1404.93553;M
2013;49022;48940;M;ES61;POP;433.43483;M
2013;49022;48940;F;ES61;POP;338.435875;M
2013;49022;48940;_T;ES61;POP;771.870705;M
2013;49022;48939;M;ES61;POP;433.43483;M
2013;49022;48939;F;ES61;POP;338.435875;M
2013;49022;48939;_T;ES61;POP;771.870705;M
2013;49022;48946;M;ES61;POP;156.0230875;M
2013;49022;48946;F;ES61;POP;226.0121025;M
2013;49022;48946;_T;ES61;POP;382.03519;M
2013;49018;48952;M;ES61;POP;286.27508;M
2013;49018;48952;F;ES61;POP;270.9877225;M
2013;49018;48952;_T;ES61;POP;557.2628025;M
2013;49018;48940;M;ES61;POP;190.77972;M
2013;49018;48940;F;ES61;POP;155.5251675;M
2013;49018;48940;_T;ES61;POP;346.3048875;M
2013;49018;48939;M;ES61;POP;190.77972;M
2013;49018;48939;F;ES61;POP;155.5251675;M
2013;49018;48939;_T;ES61;POP;346.3048875;M
2013;49018;48946;M;ES61;POP;26.4455375;M
2013;49018;48946;F;ES61;POP;52.6779275;M
2013;49018;48946;_T;ES61;POP;79.123465;M
2013;49019;48952;M;ES61;POP;98.15467;M
2013;49019;48952;F;ES61;POP;96.4553625;M
2013;49019;48952;_T;ES61;POP;194.6100325;M
2013;49019;48940;M;ES61;POP;51.5791225;M
2013;49019;48940;F;ES61;POP;36.23913;M
2013;49019;48940;_T;ES61;POP;87.8182525;M
2013;49019;48939;M;ES61;POP;51.5791225;M
2013;49019;48939;F;ES61;POP;36.23913;M
2013;49019;48939;_T;ES61;POP;87.8182525;M
2013;49019;48946;M;ES61;POP;37.756325;M
2013;49019;48946;F;ES61;POP;50.291735;M
2013;49019;48946;_T;ES61;POP;88.04806;M
2013;49020;48952;M;ES61;POP;183.55057;M
2013;49020;48952;F;ES61;POP;173.0018525;M
2013;49020;48952;_T;ES61;POP;356.5524225;M
2013;49020;48940;M;ES61;POP;87.69721;M
2013;49020;48940;F;ES61;POP;64.5379025;M
2013;49020;48940;_T;ES61;POP;152.2351125;M
2013;49020;48939;M;ES61;POP;87.69721;M
2013;49020;48939;F;ES61;POP;64.5379025;M
2013;49020;48939;_T;ES61;POP;152.2351125;M
2013;49020;48946;M;ES61;POP;77.572395;M
2013;49020;48946;F;ES61;POP;94.1300275;M
2013;49020;48946;_T;ES61;POP;171.7024225;M
2013;49021;48952;M;ES61;POP;151.2007325;M
2013;49021;48952;F;ES61;POP;145.30954;M
2013;49021;48952;_T;ES61;POP;296.5102725;M
2013;49021;48940;M;ES61;POP;103.3787775;M
2013;49021;48940;F;ES61;POP;82.133675;M
2013;49021;48940;_T;ES61;POP;185.5124525;M
2013;49021;48939;M;ES61;POP;103.3787775;M
2013;49021;48939;F;ES61;POP;82.133675;M
2013;49021;48939;_T;ES61;POP;185.5124525;M
2013;49021;48946;M;ES61;POP;14.24883;M
2013;49021;48946;F;ES61;POP;28.9124125;M
2013;49021;48946;_T;ES61;POP;43.1612425;M
2013;49023;48952;M;ES61;POP;4122.336005;M
2013;49023;48952;F;ES61;POP;4210.3208275;M
2013;49023;48952;_T;ES61;POP;8332.6568325;M
2013;49023;48940;M;ES61;POP;2208.204865;M
2013;49023;48940;F;ES61;POP;1823.83304;M
2013;49023;48940;_T;ES61;POP;4032.037905;M
2013;49023;48936;M;ES61;POP;1440.26191;M
2013;49023;48936;F;ES61;POP;1131.2159475;M
2013;49023;48936;_T;ES61;POP;2571.4778575;M
2013;49023;48939;M;ES61;POP;767.942955;M
2013;49023;48939;F;ES61;POP;692.6170925;M
2013;49023;48939;_T;ES61;POP;1460.5600475;M
2013;49023;48946;M;ES61;POP;1154.22842;M
2013;49023;48946;F;ES61;POP;1670.18827;M
2013;49023;48946;_T;ES61;POP;2824.41669;M
2014;49014;48952;M;ES61;POP;594.453195;M
2014;49014;48952;F;ES61;POP;753.0591175;M
2014;49014;48952;_T;ES61;POP;1347.5123125;M
2014;49014;48946;M;ES61;POP;578.9675425;M
2014;49014;48946;F;ES61;POP;738.998095;M
2014;49014;48946;_T;ES61;POP;1317.9656375;M
2014;49010;48952;M;ES61;POP;23.7035075;M
2014;49010;48952;F;ES61;POP;30.107585;M
2014;49010;48952;_T;ES61;POP;53.8110925;M
2014;49010;48946;M;ES61;POP;19.6137075;M
2014;49010;48946;F;ES61;POP;27.127945;M
2014;49010;48946;_T;ES61;POP;46.7416525;M
2014;49011;48952;M;ES61;POP;20.7145825;M
2014;49011;48952;F;ES61;POP;18.3731075;M
2014;49011;48952;_T;ES61;POP;39.08769;M
2014;49011;48946;M;ES61;POP;16.64369;M
2014;49011;48946;F;ES61;POP;15.8150525;M
2014;49011;48946;_T;ES61;POP;32.4587425;M
2014;49012;48952;M;ES61;POP;32.6200975;M
2014;49012;48952;F;ES61;POP;33.59698;M
2014;49012;48952;_T;ES61;POP;66.2170775;M
2014;49012;48946;M;ES61;POP;31.686395;M
2014;49012;48946;F;ES61;POP;31.09955;M
2014;49012;48946;_T;ES61;POP;62.785945;M
2014;49013;48952;M;ES61;POP;517.4150075;M
2014;49013;48952;F;ES61;POP;670.981445;M
2014;49013;48952;_T;ES61;POP;1188.3964525;M
2014;49013;48946;M;ES61;POP;511.02375;M
2014;49013;48946;F;ES61;POP;664.9555475;M
2014;49013;48946;_T;ES61;POP;1175.9792975;M
2014;49017;48952;M;ES61;POP;2828.8080875;M
2014;49017;48952;F;ES61;POP;2799.7060675;M
2014;49017;48952;_T;ES61;POP;5628.514155;M
2014;49017;48940;M;ES61;POP;1806.7793725;M
2014;49017;48940;F;ES61;POP;1491.842365;M
2014;49017;48940;_T;ES61;POP;3298.6217375;M
2014;49017;48936;M;ES61;POP;1490.8804125;M
2014;49017;48936;F;ES61;POP;1143.1626725;M
2014;49017;48936;_T;ES61;POP;2634.043085;M
2014;49017;48939;M;ES61;POP;315.89896;M
2014;49017;48939;F;ES61;POP;348.6796925;M
2014;49017;48939;_T;ES61;POP;664.5786525;M
2014;49017;48946;M;ES61;POP;411.031175;M
2014;49017;48946;F;ES61;POP;721.255875;M
2014;49017;48946;_T;ES61;POP;1132.28705;M
2014;49015;48952;M;ES61;POP;1813.6231075;M
2014;49015;48952;F;ES61;POP;1818.86589;M
2014;49015;48952;_T;ES61;POP;3632.4889975;M
2014;49015;48940;M;ES61;POP;1100.619265;M
2014;49015;48940;F;ES61;POP;858.2122075;M
2014;49015;48940;_T;ES61;POP;1958.8314725;M
2014;49015;48936;M;ES61;POP;1100.619265;M
2014;49015;48936;F;ES61;POP;858.2122075;M
2014;49015;48936;_T;ES61;POP;1958.8314725;M
2014;49015;48946;M;ES61;POP;303.9486725;M
2014;49015;48946;F;ES61;POP;558.906775;M
2014;49015;48946;_T;ES61;POP;862.8554475;M
2014;49016;48952;M;ES61;POP;1015.18498;M
2014;49016;48952;F;ES61;POP;980.8401775;M
2014;49016;48952;_T;ES61;POP;1996.0251575;M
2014;49016;48940;M;ES61;POP;706.1601075;M
2014;49016;48940;F;ES61;POP;633.6301575;M
2014;49016;48940;_T;ES61;POP;1339.790265;M
2014;49016;48936;M;ES61;POP;390.2611475;M
2014;49016;48936;F;ES61;POP;284.950465;M
2014;49016;48936;_T;ES61;POP;675.2116125;M
2014;49016;48939;M;ES61;POP;315.89896;M
2014;49016;48939;F;ES61;POP;348.6796925;M
2014;49016;48939;_T;ES61;POP;664.5786525;M
2014;49016;48946;M;ES61;POP;107.0825025;M
2014;49016;48946;F;ES61;POP;162.3491;M
2014;49016;48946;_T;ES61;POP;269.4316025;M
2014;49022;48952;M;ES61;POP;697.6336875;M
2014;49022;48952;F;ES61;POP;661.5672575;M
2014;49022;48952;_T;ES61;POP;1359.200945;M
2014;49022;48940;M;ES61;POP;408.620535;M
2014;49022;48940;F;ES61;POP;331.42674;M
2014;49022;48940;_T;ES61;POP;740.047275;M
2014;49022;48939;M;ES61;POP;408.620535;M
2014;49022;48939;F;ES61;POP;331.42674;M
2014;49022;48939;_T;ES61;POP;740.047275;M
2014;49022;48946;M;ES61;POP;158.421755;M
2014;49022;48946;F;ES61;POP;217.521065;M
2014;49022;48946;_T;ES61;POP;375.94282;M
2014;49018;48952;M;ES61;POP;261.571565;M
2014;49018;48952;F;ES61;POP;240.11201;M
2014;49018;48952;_T;ES61;POP;501.683575;M
2014;49018;48940;M;ES61;POP;168.19267;M
2014;49018;48940;F;ES61;POP;139.786155;M
2014;49018;48940;_T;ES61;POP;307.978825;M
2014;49018;48939;M;ES61;POP;168.19267;M
2014;49018;48939;F;ES61;POP;139.786155;M
2014;49018;48939;_T;ES61;POP;307.978825;M
2014;49018;48946;M;ES61;POP;29.5473525;M
2014;49018;48946;F;ES61;POP;51.2051575;M
2014;49018;48946;_T;ES61;POP;80.75251;M
2014;49019;48952;M;ES61;POP;95.4324675;M
2014;49019;48952;F;ES61;POP;92.847375;M
2014;49019;48952;_T;ES61;POP;188.2798425;M
2014;49019;48940;M;ES61;POP;48.9541075;M
2014;49019;48940;F;ES61;POP;34.47429;M
2014;49019;48940;_T;ES61;POP;83.4283975;M
2014;49019;48939;M;ES61;POP;48.9541075;M
2014;49019;48939;F;ES61;POP;34.47429;M
2014;49019;48939;_T;ES61;POP;83.4283975;M
2014;49019;48946;M;ES61;POP;35.840165;M
2014;49019;48946;F;ES61;POP;47.0039425;M
2014;49019;48946;_T;ES61;POP;82.8441075;M
2014;49020;48952;M;ES61;POP;171.1759175;M
2014;49020;48952;F;ES61;POP;166.573255;M
2014;49020;48952;_T;ES61;POP;337.7491725;M
2014;49020;48940;M;ES61;POP;81.8236325;M
2014;49020;48940;F;ES61;POP;61.27443;M
2014;49020;48940;_T;ES61;POP;143.0980625;M
2014;49020;48939;M;ES61;POP;81.8236325;M
2014;49020;48939;F;ES61;POP;61.27443;M
2014;49020;48939;_T;ES61;POP;143.0980625;M
2014;49020;48946;M;ES61;POP;77.02219;M
2014;49020;48946;F;ES61;POP;93.550265;M
2014;49020;48946;_T;ES61;POP;170.572455;M
2014;49021;48952;M;ES61;POP;169.4537375;M
2014;49021;48952;F;ES61;POP;162.0346175;M
2014;49021;48952;_T;ES61;POP;331.488355;M
2014;49021;48940;M;ES61;POP;109.650125;M
2014;49021;48940;F;ES61;POP;95.891865;M
2014;49021;48940;_T;ES61;POP;205.54199;M
2014;49021;48939;M;ES61;POP;109.650125;M
2014;49021;48939;F;ES61;POP;95.891865;M
2014;49021;48939;_T;ES61;POP;205.54199;M
2014;49021;48946;M;ES61;POP;16.0120475;M
2014;49021;48946;F;ES61;POP;25.7617;M
2014;49021;48946;_T;ES61;POP;41.7737475;M
2014;49023;48952;M;ES61;POP;4120.89497;M
2014;49023;48952;F;ES61;POP;4214.3324425;M
2014;49023;48952;_T;ES61;POP;8335.2274125;M
2014;49023;48940;M;ES61;POP;2215.3999075;M
2014;49023;48940;F;ES61;POP;1823.269105;M
2014;49023;48940;_T;ES61;POP;4038.6690125;M
2014;49023;48936;M;ES61;POP;1490.8804125;M
2014;49023;48936;F;ES61;POP;1143.1626725;M
2014;49023;48936;_T;ES61;POP;2634.043085;M
2014;49023;48939;M;ES61;POP;724.519495;M
2014;49023;48939;F;ES61;POP;680.1064325;M
2014;49023;48939;_T;ES61;POP;1404.6259275;M
2014;49023;48946;M;ES61;POP;1148.4204725;M
2014;49023;48946;F;ES61;POP;1677.775035;M
2014;49023;48946;_T;ES61;POP;2826.1955075;M
2015;49014;48952;M;ES61;POP;590.2876525;M
2015;49014;48952;F;ES61;POP;755.4738875;M
2015;49014;48952;_T;ES61;POP;1345.76154;M
2015;49014;48946;M;ES61;POP;577.517405;M
2015;49014;48946;F;ES61;POP;742.40123;M
2015;49014;48946;_T;ES61;POP;1319.918635;M
2015;49010;48952;M;ES61;POP;26.0674325;M
2015;49010;48952;F;ES61;POP;32.8844;M
2015;49010;48952;_T;ES61;POP;58.9518325;M
2015;49010;48946;M;ES61;POP;22.99543;M
2015;49010;48946;F;ES61;POP;28.505685;M
2015;49010;48946;_T;ES61;POP;51.501115;M
2015;49011;48952;M;ES61;POP;20.5711875;M
2015;49011;48952;F;ES61;POP;16.4006475;M
2015;49011;48952;_T;ES61;POP;36.971835;M
2015;49011;48946;M;ES61;POP;17.3533875;M
2015;49011;48946;F;ES61;POP;14.7004075;M
2015;49011;48946;_T;ES61;POP;32.053795;M
2015;49012;48952;M;ES61;POP;23.1490775;M
2015;49012;48952;F;ES61;POP;25.428755;M
2015;49012;48952;_T;ES61;POP;48.5778325;M
2015;49012;48946;M;ES61;POP;22.314435;M
2015;49012;48946;F;ES61;POP;23.713185;M
2015;49012;48946;_T;ES61;POP;46.02762;M
2015;49013;48952;M;ES61;POP;520.499955;M
2015;49013;48952;F;ES61;POP;680.760085;M
2015;49013;48952;_T;ES61;POP;1201.26004;M
2015;49013;48946;M;ES61;POP;514.8541525;M
2015;49013;48946;F;ES61;POP;675.4819525;M
2015;49013;48946;_T;ES61;POP;1190.336105;M
2015;49017;48952;M;ES61;POP;2931.1737875;M
2015;49017;48952;F;ES61;POP;2899.5585125;M
2015;49017;48952;_T;ES61;POP;5830.7323;M
2015;49017;48940;M;ES61;POP;1853.6376825;M
2015;49017;48940;F;ES61;POP;1553.791345;M
2015;49017;48940;_T;ES61;POP;3407.4290275;M
2015;49017;48936;M;ES61;POP;1565.3931775;M
2015;49017;48936;F;ES61;POP;1202.0195025;M
2015;49017;48936;_T;ES61;POP;2767.41268;M
2015;49017;48939;M;ES61;POP;288.244505;M
2015;49017;48939;F;ES61;POP;351.7718425;M
2015;49017;48939;_T;ES61;POP;640.0163475;M
2015;49017;48946;M;ES61;POP;439.52252;M
2015;49017;48946;F;ES61;POP;740.5641975;M
2015;49017;48946;_T;ES61;POP;1180.0867175;M
2015;49015;48952;M;ES61;POP;1944.09742;M
2015;49015;48952;F;ES61;POP;1923.41016;M
2015;49015;48952;_T;ES61;POP;3867.50758;M
2015;49015;48940;M;ES61;POP;1167.874695;M
2015;49015;48940;F;ES61;POP;929.071235;M
2015;49015;48940;_T;ES61;POP;2096.94593;M
2015;49015;48936;M;ES61;POP;1167.874695;M
2015;49015;48936;F;ES61;POP;929.071235;M
2015;49015;48936;_T;ES61;POP;2096.94593;M
2015;49015;48946;M;ES61;POP;326.499435;M
2015;49015;48946;F;ES61;POP;576.7430025;M
2015;49015;48946;_T;ES61;POP;903.2424375;M
2015;49016;48952;M;ES61;POP;987.0763675;M
2015;49016;48952;F;ES61;POP;976.1483525;M
2015;49016;48952;_T;ES61;POP;1963.22472;M
2015;49016;48940;M;ES61;POP;685.7629875;M
2015;49016;48940;F;ES61;POP;624.72011;M
2015;49016;48940;_T;ES61;POP;1310.4830975;M
2015;49016;48936;M;ES61;POP;397.5184825;M
2015;49016;48936;F;ES61;POP;272.9482675;M
2015;49016;48936;_T;ES61;POP;670.46675;M
2015;49016;48939;M;ES61;POP;288.244505;M
2015;49016;48939;F;ES61;POP;351.7718425;M
2015;49016;48939;_T;ES61;POP;640.0163475;M
2015;49016;48946;M;ES61;POP;113.023085;M
2015;49016;48946;F;ES61;POP;163.821195;M
2015;49016;48946;_T;ES61;POP;276.84428;M
2015;49022;48952;M;ES61;POP;602.3500975;M
2015;49022;48952;F;ES61;POP;565.046955;M
2015;49022;48952;_T;ES61;POP;1167.3970525;M
2015;49022;48940;M;ES61;POP;353.779335;M
2015;49022;48940;F;ES61;POP;281.1625825;M
2015;49022;48940;_T;ES61;POP;634.9419175;M
2015;49022;48939;M;ES61;POP;353.779335;M
2015;49022;48939;F;ES61;POP;281.1625825;M
2015;49022;48939;_T;ES61;POP;634.9419175;M
2015;49022;48946;M;ES61;POP;145.4038;M
2015;49022;48946;F;ES61;POP;191.4626325;M
2015;49022;48946;_T;ES61;POP;336.8664325;M
2015;49018;48952;M;ES61;POP;212.3356325;M
2015;49018;48952;F;ES61;POP;187.9369525;M
2015;49018;48952;_T;ES61;POP;400.272585;M
2015;49018;48940;M;ES61;POP;139.41759;M
2015;49018;48940;F;ES61;POP;106.0330925;M
2015;49018;48940;_T;ES61;POP;245.4506825;M
2015;49018;48939;M;ES61;POP;139.41759;M
2015;49018;48939;F;ES61;POP;106.0330925;M
2015;49018;48939;_T;ES61;POP;245.4506825;M
2015;49018;48946;M;ES61;POP;27.0689075;M
2015;49018;48946;F;ES61;POP;41.4525375;M
2015;49018;48946;_T;ES61;POP;68.521445;M
2015;49019;48952;M;ES61;POP;76.8974275;M
2015;49019;48952;F;ES61;POP;78.56298;M
2015;49019;48952;_T;ES61;POP;155.4604075;M
2015;49019;48940;M;ES61;POP;39.3296375;M
2015;49019;48940;F;ES61;POP;28.710325;M
2015;49019;48940;_T;ES61;POP;68.0399625;M
2015;49019;48939;M;ES61;POP;39.3296375;M
2015;49019;48939;F;ES61;POP;28.710325;M
2015;49019;48939;_T;ES61;POP;68.0399625;M
2015;49019;48946;M;ES61;POP;30.138445;M
2015;49019;48946;F;ES61;POP;40.3875125;M
2015;49019;48946;_T;ES61;POP;70.5259575;M
2015;49020;48952;M;ES61;POP;156.489805;M
2015;49020;48952;F;ES61;POP;151.4523575;M
2015;49020;48952;_T;ES61;POP;307.9421625;M
2015;49020;48940;M;ES61;POP;71.5727425;M
2015;49020;48940;F;ES61;POP;55.85051;M
2015;49020;48940;_T;ES61;POP;127.4232525;M
2015;49020;48939;M;ES61;POP;71.5727425;M
2015;49020;48939;F;ES61;POP;55.85051;M
2015;49020;48939;_T;ES61;POP;127.4232525;M
2015;49020;48946;M;ES61;POP;70.84522;M
2015;49020;48946;F;ES61;POP;83.829305;M
2015;49020;48946;_T;ES61;POP;154.674525;M
2015;49021;48952;M;ES61;POP;156.6272325;M
2015;49021;48952;F;ES61;POP;147.094665;M
2015;49021;48952;_T;ES61;POP;303.7218975;M
2015;49021;48940;M;ES61;POP;103.459365;M
2015;49021;48940;F;ES61;POP;90.568655;M
2015;49021;48940;_T;ES61;POP;194.02802;M
2015;49021;48939;M;ES61;POP;103.459365;M
2015;49021;48939;F;ES61;POP;90.568655;M
2015;49021;48939;_T;ES61;POP;194.02802;M
