TEMPORAL;SEXO;EDAD;CNED2014;NIVEL;RELACTIVIDAD;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2014;M;Y15-29;61288;46593;48936;ES61;TASA_DE_EMPLEO;23.624893180476693;M
2014;M;Y15-29;61291;46593;48936;ES61;TASA_DE_EMPLEO;13.713511053150848;M
2014;M;Y15-29;61311;46593;48936;ES61;TASA_DE_EMPLEO;15.815773538720151;M
2014;M;Y15-29;61332;46593;48936;ES61;TASA_DE_EMPLEO;26.488248752991506;M
2014;M;Y15-29;61283;46593;48936;ES61;TASA_DE_EMPLEO;16.348497832564128;M
2014;M;Y25-34;61285;46593;48936;ES61;TASA_DE_EMPLEO;11.748983095122588;M
2014;M;Y25-34;61288;46593;48936;ES61;TASA_DE_EMPLEO;42.46403656426126;M
2014;M;Y25-34;61291;46593;48936;ES61;TASA_DE_EMPLEO;58.14643424621454;M
2014;M;Y25-34;61311;46593;48936;ES61;TASA_DE_EMPLEO;65.78879686485074;M
2014;M;Y25-34;61332;46593;48936;ES61;TASA_DE_EMPLEO;67.75095617136631;M
2014;M;Y25-34;61283;46593;48936;ES61;TASA_DE_EMPLEO;60.50401311742113;M
2014;M;Y30-44;61285;46593;48936;ES61;TASA_DE_EMPLEO;25.52189183347536;M
2014;M;Y30-44;61288;46593;48936;ES61;TASA_DE_EMPLEO;43.9108744915006;M
2014;M;Y30-44;61291;46593;48936;ES61;TASA_DE_EMPLEO;60.158961990151816;M
2014;M;Y30-44;61311;46593;48936;ES61;TASA_DE_EMPLEO;72.69839380175456;M
2014;M;Y30-44;61332;46593;48936;ES61;TASA_DE_EMPLEO;81.4811916706176;M
2014;M;Y30-44;61283;46593;48936;ES61;TASA_DE_EMPLEO;67.10017455681354;M
2014;M;Y45-54;61285;46593;48936;ES61;TASA_DE_EMPLEO;17.10460321115321;M
2014;M;Y45-54;61288;46593;48936;ES61;TASA_DE_EMPLEO;40.52930965869848;M
2014;M;Y45-54;61291;46593;48936;ES61;TASA_DE_EMPLEO;60.21786765605084;M
2014;M;Y45-54;61311;46593;48936;ES61;TASA_DE_EMPLEO;70.76862359453024;M
2014;M;Y45-54;61332;46593;48936;ES61;TASA_DE_EMPLEO;79.74904664526501;M
2014;M;Y45-54;61283;46593;48936;ES61;TASA_DE_EMPLEO;62.51695000839062;M
2014;M;Y45-64;61285;46593;48936;ES61;TASA_DE_EMPLEO;5.891022954934446;M
2014;M;Y45-64;61288;46593;48936;ES61;TASA_DE_EMPLEO;33.2977296058003;M
2014;M;Y45-64;61291;46593;48936;ES61;TASA_DE_EMPLEO;42.02109049141985;M
2014;M;Y45-64;61311;46593;48936;ES61;TASA_DE_EMPLEO;52.665006502238356;M
2014;M;Y45-64;61332;46593;48936;ES61;TASA_DE_EMPLEO;58.42687237601576;M
2014;M;Y45-64;61283;46593;48936;ES61;TASA_DE_EMPLEO;42.88429621266951;M
2014;M;Y65-100;61288;46593;48936;ES61;TASA_DE_EMPLEO;0.9113811060327296;M
2014;M;Y65-100;61291;46593;48936;ES61;TASA_DE_EMPLEO;1.0802783149634723;M
2014;M;Y65-100;61311;46593;48936;ES61;TASA_DE_EMPLEO;2.663079379412993;M
2014;M;Y65-100;61332;46593;48936;ES61;TASA_DE_EMPLEO;8.78381191071292;M
2014;M;Y65-100;61283;46593;48936;ES61;TASA_DE_EMPLEO;1.9927845939823285;M
2014;M;TOTAL;61285;46593;48936;ES61;TASA_DE_EMPLEO;6.0699184446692716;M
2014;M;TOTAL;61288;46593;48936;ES61;TASA_DE_EMPLEO;21.361880504627997;M
2014;M;TOTAL;61291;46593;48936;ES61;TASA_DE_EMPLEO;45.68946536239175;M
2014;M;TOTAL;61311;46593;48936;ES61;TASA_DE_EMPLEO;52.84945307788056;M
2014;M;TOTAL;61332;46593;48936;ES61;TASA_DE_EMPLEO;65.15762789213274;M
2014;M;TOTAL;61283;46593;48936;ES61;TASA_DE_EMPLEO;44.32104702629811;M
2014;F;Y15-29;61288;46593;48936;ES61;TASA_DE_EMPLEO;14.87770895625688;M
2014;F;Y15-29;61291;46593;48936;ES61;TASA_DE_EMPLEO;11.591521254069741;M
2014;F;Y15-29;61311;46593;48936;ES61;TASA_DE_EMPLEO;12.49342588119717;M
2014;F;Y15-29;61332;46593;48936;ES61;TASA_DE_EMPLEO;29.5777425149625;M
2014;F;Y15-29;61283;46593;48936;ES61;TASA_DE_EMPLEO;14.319095401862503;M
2014;F;Y25-34;61285;46593;48936;ES61;TASA_DE_EMPLEO;10.589073324171997;M
2014;F;Y25-34;61288;46593;48936;ES61;TASA_DE_EMPLEO;30.96088797254179;M
2014;F;Y25-34;61291;46593;48936;ES61;TASA_DE_EMPLEO;42.712280211145845;M
2014;F;Y25-34;61311;46593;48936;ES61;TASA_DE_EMPLEO;53.13281104973847;M
2014;F;Y25-34;61332;46593;48936;ES61;TASA_DE_EMPLEO;62.90624703895718;M
2014;F;Y25-34;61283;46593;48936;ES61;TASA_DE_EMPLEO;51.969191774969644;M
2014;F;Y30-44;61285;46593;48936;ES61;TASA_DE_EMPLEO;12.005566597616138;M
2014;F;Y30-44;61288;46593;48936;ES61;TASA_DE_EMPLEO;32.87315219706204;M
2014;F;Y30-44;61291;46593;48936;ES61;TASA_DE_EMPLEO;41.53846369401235;M
2014;F;Y30-44;61311;46593;48936;ES61;TASA_DE_EMPLEO;53.72131444958277;M
2014;F;Y30-44;61332;46593;48936;ES61;TASA_DE_EMPLEO;68.38780921900417;M
2014;F;Y30-44;61283;46593;48936;ES61;TASA_DE_EMPLEO;53.57307522124582;M
2014;F;Y45-54;61285;46593;48936;ES61;TASA_DE_EMPLEO;9.876215890971652;M
2014;F;Y45-54;61288;46593;48936;ES61;TASA_DE_EMPLEO;29.16920632137487;M
2014;F;Y45-54;61291;46593;48936;ES61;TASA_DE_EMPLEO;35.86229478958296;M
2014;F;Y45-54;61311;46593;48936;ES61;TASA_DE_EMPLEO;49.861333329701054;M
2014;F;Y45-54;61332;46593;48936;ES61;TASA_DE_EMPLEO;71.66067994858629;M
2014;F;Y45-54;61283;46593;48936;ES61;TASA_DE_EMPLEO;45.64376930382323;M
2014;F;Y45-64;61285;46593;48936;ES61;TASA_DE_EMPLEO;9.25643130538989;M
2014;F;Y45-64;61288;46593;48936;ES61;TASA_DE_EMPLEO;15.77889648916971;M
2014;F;Y45-64;61291;46593;48936;ES61;TASA_DE_EMPLEO;23.4747903255314;M
2014;F;Y45-64;61311;46593;48936;ES61;TASA_DE_EMPLEO;37.984443684399835;M
2014;F;Y45-64;61332;46593;48936;ES61;TASA_DE_EMPLEO;60.09271799447545;M
2014;F;Y45-64;61283;46593;48936;ES61;TASA_DE_EMPLEO;27.09101868381274;M
2014;F;Y65-100;61285;46593;48936;ES61;TASA_DE_EMPLEO;0.06192049340373216;M
2014;F;Y65-100;61288;46593;48936;ES61;TASA_DE_EMPLEO;0.8505552221755147;M
2014;F;Y65-100;61291;46593;48936;ES61;TASA_DE_EMPLEO;1.3025743555336258;M
2014;F;Y65-100;61311;46593;48936;ES61;TASA_DE_EMPLEO;1.1280734682649391;M
2014;F;Y65-100;61332;46593;48936;ES61;TASA_DE_EMPLEO;5.6122629830187645;M
2014;F;Y65-100;61283;46593;48936;ES61;TASA_DE_EMPLEO;1.0247856308011092;M
2014;F;TOTAL;61285;46593;48936;ES61;TASA_DE_EMPLEO;2.1354437762617655;M
2014;F;TOTAL;61288;46593;48936;ES61;TASA_DE_EMPLEO;11.110082444045753;M
2014;F;TOTAL;61291;46593;48936;ES61;TASA_DE_EMPLEO;30.000458001438613;M
2014;F;TOTAL;61311;46593;48936;ES61;TASA_DE_EMPLEO;39.463324156796745;M
2014;F;TOTAL;61332;46593;48936;ES61;TASA_DE_EMPLEO;61.10596273065399;M
2014;F;TOTAL;61283;46593;48936;ES61;TASA_DE_EMPLEO;32.652049696808454;M
2014;_T;Y15-29;61288;46593;48936;ES61;TASA_DE_EMPLEO;20.093208834214057;M
2014;_T;Y15-29;61291;46593;48936;ES61;TASA_DE_EMPLEO;12.750316880594953;M
2014;_T;Y15-29;61311;46593;48936;ES61;TASA_DE_EMPLEO;14.10244929256463;M
2014;_T;Y15-29;61332;46593;48936;ES61;TASA_DE_EMPLEO;28.448563365931374;M
2014;_T;Y15-29;61283;46593;48936;ES61;TASA_DE_EMPLEO;15.359190942312285;M
2014;_T;Y25-34;61285;46593;48936;ES61;TASA_DE_EMPLEO;11.166768774122742;M
2014;_T;Y25-34;61288;46593;48936;ES61;TASA_DE_EMPLEO;38.07611075132833;M
2014;_T;Y25-34;61291;46593;48936;ES61;TASA_DE_EMPLEO;51.481429592779726;M
2014;_T;Y25-34;61311;46593;48936;ES61;TASA_DE_EMPLEO;59.37927764602436;M
2014;_T;Y25-34;61332;46593;48936;ES61;TASA_DE_EMPLEO;64.90525320042536;M
2014;_T;Y25-34;61283;46593;48936;ES61;TASA_DE_EMPLEO;56.264252035114424;M
