TEMPORAL;SEXO;EDAD;CNED2014;NIVEL;RELACTIVIDAD;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2014;_T;Y15-29;61311;46593;48940;ES61;TASA_ACTI;31.459702882589724;M
2014;_T;Y15-29;61332;46593;48940;ES61;TASA_ACTI;60.52990013929394;M
2014;_T;Y15-29;61283;46593;48940;ES61;TASA_ACTI;39.85989388315046;M
2014;_T;Y25-34;61285;46593;48940;ES61;TASA_ACTI;30.918439723726728;M
2014;_T;Y25-34;61288;46593;48940;ES61;TASA_ACTI;84.0579646908919;M
2014;_T;Y25-34;61291;46593;48940;ES61;TASA_ACTI;90.00199600819869;M
2014;_T;Y25-34;61311;46593;48940;ES61;TASA_ACTI;87.6209808701172;M
2014;_T;Y25-34;61332;46593;48940;ES61;TASA_ACTI;90.08626284587137;M
2014;_T;Y25-34;61283;46593;48940;ES61;TASA_ACTI;88.42343718063505;M
2014;_T;Y30-44;61285;46593;48940;ES61;TASA_ACTI;50.92954078334914;M
2014;_T;Y30-44;61288;46593;48940;ES61;TASA_ACTI;80.74526156152558;M
2014;_T;Y30-44;61291;46593;48940;ES61;TASA_ACTI;85.29242912242991;M
2014;_T;Y30-44;61311;46593;48940;ES61;TASA_ACTI;88.88919387144189;M
2014;_T;Y30-44;61332;46593;48940;ES61;TASA_ACTI;92.41159620573214;M
2014;_T;Y30-44;61283;46593;48940;ES61;TASA_ACTI;87.7043150380737;M
2014;_T;Y45-54;61285;46593;48940;ES61;TASA_ACTI;53.999334772721156;M
2014;_T;Y45-54;61288;46593;48940;ES61;TASA_ACTI;70.99385664805504;M
2014;_T;Y45-54;61291;46593;48940;ES61;TASA_ACTI;76.39751863832612;M
2014;_T;Y45-54;61311;46593;48940;ES61;TASA_ACTI;80.19704408973769;M
2014;_T;Y45-54;61332;46593;48940;ES61;TASA_ACTI;89.2145946583295;M
2014;_T;Y45-54;61283;46593;48940;ES61;TASA_ACTI;78.89845548663101;M
2014;_T;Y45-64;61285;46593;48940;ES61;TASA_ACTI;24.626716434489353;M
2014;_T;Y45-64;61288;46593;48940;ES61;TASA_ACTI;41.183293877506536;M
2014;_T;Y45-64;61291;46593;48940;ES61;TASA_ACTI;51.94901699031551;M
2014;_T;Y45-64;61311;46593;48940;ES61;TASA_ACTI;55.363385337865836;M
2014;_T;Y45-64;61332;46593;48940;ES61;TASA_ACTI;66.77856108375475;M
2014;_T;Y45-64;61283;46593;48940;ES61;TASA_ACTI;50.03265240052126;M
2014;_T;Y65-100;61285;46593;48940;ES61;TASA_ACTI;0.04448368939790461;M
2014;_T;Y65-100;61288;46593;48940;ES61;TASA_ACTI;0.9867910548191864;M
2014;_T;Y65-100;61291;46593;48940;ES61;TASA_ACTI;1.2421788211805;M
2014;_T;Y65-100;61311;46593;48940;ES61;TASA_ACTI;2.0310856894232994;M
2014;_T;Y65-100;61332;46593;48940;ES61;TASA_ACTI;8.238190493646288;M
2014;_T;Y65-100;61283;46593;48940;ES61;TASA_ACTI;1.5752261418270586;M
2014;_T;TOTAL;61285;46593;48940;ES61;TASA_ACTI;10.549987112786443;M
2014;_T;TOTAL;61288;46593;48940;ES61;TASA_ACTI;31.592119882061397;M
2014;_T;TOTAL;61291;46593;48940;ES61;TASA_ACTI;66.4722348846849;M
2014;_T;TOTAL;61311;46593;48940;ES61;TASA_ACTI;66.50424968952579;M
2014;_T;TOTAL;61332;46593;48940;ES61;TASA_ACTI;80.2366486553961;M
2014;_T;TOTAL;61283;46593;48940;ES61;TASA_ACTI;58.83100825564435;M
2015;M;Y15-29;61285;46593;48940;ES61;TASA_ACTI;7.650770537556122;M
2015;M;Y15-29;61288;46593;48940;ES61;TASA_ACTI;54.456769932266056;M
2015;M;Y15-29;61291;46593;48940;ES61;TASA_ACTI;39.952851908527016;M
2015;M;Y15-29;61311;46593;48940;ES61;TASA_ACTI;30.869430973219508;M
2015;M;Y15-29;61332;46593;48940;ES61;TASA_ACTI;59.96070308846818;M
2015;M;Y15-29;61283;46593;48940;ES61;TASA_ACTI;39.86786970500131;M
2015;M;Y25-34;61285;46593;48940;ES61;TASA_ACTI;25.539924603446163;M
2015;M;Y25-34;61288;46593;48940;ES61;TASA_ACTI;88.86615826791473;M
2015;M;Y25-34;61291;46593;48940;ES61;TASA_ACTI;93.953993119649;M
2015;M;Y25-34;61311;46593;48940;ES61;TASA_ACTI;87.67960425754003;M
2015;M;Y25-34;61332;46593;48940;ES61;TASA_ACTI;89.54885279056714;M
2015;M;Y25-34;61283;46593;48940;ES61;TASA_ACTI;90.35756636106976;M
2015;M;Y30-44;61285;46593;48940;ES61;TASA_ACTI;33.77512317938785;M
2015;M;Y30-44;61288;46593;48940;ES61;TASA_ACTI;87.71537502107097;M
2015;M;Y30-44;61291;46593;48940;ES61;TASA_ACTI;94.02803155046324;M
2015;M;Y30-44;61311;46593;48940;ES61;TASA_ACTI;95.66693664446275;M
2015;M;Y30-44;61332;46593;48940;ES61;TASA_ACTI;97.09607906965523;M
2015;M;Y30-44;61283;46593;48940;ES61;TASA_ACTI;94.29845730732441;M
2015;M;Y45-54;61285;46593;48940;ES61;TASA_ACTI;42.84390953307952;M
2015;M;Y45-54;61288;46593;48940;ES61;TASA_ACTI;79.55421782940822;M
2015;M;Y45-54;61291;46593;48940;ES61;TASA_ACTI;89.6307565466648;M
2015;M;Y45-54;61311;46593;48940;ES61;TASA_ACTI;92.63835535366016;M
2015;M;Y45-54;61332;46593;48940;ES61;TASA_ACTI;95.19023549616755;M
2015;M;Y45-54;61283;46593;48940;ES61;TASA_ACTI;89.24415737770568;M
2015;M;Y45-64;61285;46593;48940;ES61;TASA_ACTI;23.057342355521737;M
2015;M;Y45-64;61288;46593;48940;ES61;TASA_ACTI;56.610518301327076;M
2015;M;Y45-64;61291;46593;48940;ES61;TASA_ACTI;67.71909131862014;M
2015;M;Y45-64;61311;46593;48940;ES61;TASA_ACTI;63.98776935237369;M
2015;M;Y45-64;61332;46593;48940;ES61;TASA_ACTI;69.02350239193477;M
2015;M;Y45-64;61283;46593;48940;ES61;TASA_ACTI;62.8708041770656;M
2015;M;Y65-100;61285;46593;48940;ES61;TASA_ACTI;0.5680184584099176;M
2015;M;Y65-100;61288;46593;48940;ES61;TASA_ACTI;1.0055282507219798;M
2015;M;Y65-100;61291;46593;48940;ES61;TASA_ACTI;1.5709541400798537;M
2015;M;Y65-100;61311;46593;48940;ES61;TASA_ACTI;5.207264398963273;M
2015;M;Y65-100;61332;46593;48940;ES61;TASA_ACTI;5.527503035063325;M
2015;M;Y65-100;61283;46593;48940;ES61;TASA_ACTI;1.9198869760019628;M
2015;M;TOTAL;61285;46593;48940;ES61;TASA_ACTI;11.097900733766162;M
2015;M;TOTAL;61288;46593;48940;ES61;TASA_ACTI;40.062744815925306;M
2015;M;TOTAL;61291;46593;48940;ES61;TASA_ACTI;74.13751307434445;M
2015;M;TOTAL;61311;46593;48940;ES61;TASA_ACTI;70.83457065748533;M
2015;M;TOTAL;61332;46593;48940;ES61;TASA_ACTI;80.04467609293901;M
2015;M;TOTAL;61283;46593;48940;ES61;TASA_ACTI;65.50469548075101;M
2015;F;Y15-29;61288;46593;48940;ES61;TASA_ACTI;40.55602311770769;M
2015;F;Y15-29;61291;46593;48940;ES61;TASA_ACTI;33.57389461896268;M
2015;F;Y15-29;61311;46593;48940;ES61;TASA_ACTI;30.790296745549213;M
2015;F;Y15-29;61332;46593;48940;ES61;TASA_ACTI;64.42679371047355;M
2015;F;Y15-29;61283;46593;48940;ES61;TASA_ACTI;36.63150824232558;M
2015;F;Y25-34;61285;46593;48940;ES61;TASA_ACTI;55.53333846736419;M
2015;F;Y25-34;61288;46593;48940;ES61;TASA_ACTI;65.47735086759965;M
2015;F;Y25-34;61291;46593;48940;ES61;TASA_ACTI;82.00346403745262;M
2015;F;Y25-34;61311;46593;48940;ES61;TASA_ACTI;84.93715107882501;M
2015;F;Y25-34;61332;46593;48940;ES61;TASA_ACTI;88.91383504204232;M
2015;F;Y25-34;61283;46593;48940;ES61;TASA_ACTI;84.06862227081274;M
2015;F;Y30-44;61285;46593;48940;ES61;TASA_ACTI;53.372590805454955;M
2015;F;Y30-44;61288;46593;48940;ES61;TASA_ACTI;64.8026706418788;M
2015;F;Y30-44;61291;46593;48940;ES61;TASA_ACTI;76.05590988800209;M
2015;F;Y30-44;61311;46593;48940;ES61;TASA_ACTI;79.75799434261587;M
2015;F;Y30-44;61332;46593;48940;ES61;TASA_ACTI;88.00956601036262;M
2015;F;Y30-44;61283;46593;48940;ES61;TASA_ACTI;80.46191911003395;M
2015;F;Y45-54;61285;46593;48940;ES61;TASA_ACTI;48.89692608226687;M
2015;F;Y45-54;61288;46593;48940;ES61;TASA_ACTI;59.89458478801164;M
2015;F;Y45-54;61291;46593;48940;ES61;TASA_ACTI;67.29347939168905;M
2015;F;Y45-54;61311;46593;48940;ES61;TASA_ACTI;75.92918657463369;M
2015;F;Y45-54;61332;46593;48940;ES61;TASA_ACTI;86.91331900782717;M
2015;F;Y45-54;61283;46593;48940;ES61;TASA_ACTI;72.40267458259275;M
2015;F;Y45-64;61285;46593;48940;ES61;TASA_ACTI;20.345435758385555;M
2015;F;Y45-64;61288;46593;48940;ES61;TASA_ACTI;29.840648653229124;M
2015;F;Y45-64;61291;46593;48940;ES61;TASA_ACTI;40.44874439152157;M
2015;F;Y45-64;61311;46593;48940;ES61;TASA_ACTI;52.665291966225666;M
2015;F;Y45-64;61332;46593;48940;ES61;TASA_ACTI;65.90176246186527;M
2015;F;Y45-64;61283;46593;48940;ES61;TASA_ACTI;41.79076927431566;M
2015;F;Y65-100;61285;46593;48940;ES61;TASA_ACTI;0.4090881225786901;M
2015;F;Y65-100;61288;46593;48940;ES61;TASA_ACTI;0.9785361861576148;M
2015;F;Y65-100;61291;46593;48940;ES61;TASA_ACTI;2.084019178455202;M
2015;F;Y65-100;61311;46593;48940;ES61;TASA_ACTI;1.4190054363028908;M
2015;F;Y65-100;61332;46593;48940;ES61;TASA_ACTI;7.867091727518276;M
2015;F;Y65-100;61283;46593;48940;ES61;TASA_ACTI;1.4673751879250245;M
2015;F;TOTAL;61285;46593;48940;ES61;TASA_ACTI;8.704589335377873;M
2015;F;TOTAL;61288;46593;48940;ES61;TASA_ACTI;21.987879807947557;M
2015;F;TOTAL;61291;46593;48940;ES61;TASA_ACTI;57.13399730342883;M
2015;F;TOTAL;61311;46593;48940;ES61;TASA_ACTI;61.533197538722305;M
2015;F;TOTAL;61332;46593;48940;ES61;TASA_ACTI;79.64520573479828;M
2015;F;TOTAL;61283;46593;48940;ES61;TASA_ACTI;52.287095962647754;M
2015;_T;Y15-29;61285;46593;48940;ES61;TASA_ACTI;3.1351801394603402;M
2015;_T;Y15-29;61288;46593;48940;ES61;TASA_ACTI;48.619000327525505;M
2015;_T;Y15-29;61291;46593;48940;ES61;TASA_ACTI;37.167960440414575;M
2015;_T;Y15-29;61311;46593;48940;ES61;TASA_ACTI;30.827286277640976;M
2015;_T;Y15-29;61332;46593;48940;ES61;TASA_ACTI;62.63458363872455;M
2015;_T;Y15-29;61283;46593;48940;ES61;TASA_ACTI;38.29174503822497;M
2015;_T;Y25-34;61285;46593;48940;ES61;TASA_ACTI;44.21631563475732;M
2015;_T;Y25-34;61288;46593;48940;ES61;TASA_ACTI;80.05182442101592;M
2015;_T;Y25-34;61291;46593;48940;ES61;TASA_ACTI;88.91145416466482;M
2015;_T;Y25-34;61311;46593;48940;ES61;TASA_ACTI;86.22267519448624;M
2015;_T;Y25-34;61332;46593;48940;ES61;TASA_ACTI;89.18247296282755;M
2015;_T;Y25-34;61283;46593;48940;ES61;TASA_ACTI;87.2291858571075;M
2015;_T;Y30-44;61285;46593;48940;ES61;TASA_ACTI;45.408986005018406;M
2015;_T;Y30-44;61288;46593;48940;ES61;TASA_ACTI;78.04011599545714;M
2015;_T;Y30-44;61291;46593;48940;ES61;TASA_ACTI;85.74387115232157;M
2015;_T;Y30-44;61311;46593;48940;ES61;TASA_ACTI;88.11281019896812;M
2015;_T;Y30-44;61332;46593;48940;ES61;TASA_ACTI;92.09982777268083;M
2015;_T;Y30-44;61283;46593;48940;ES61;TASA_ACTI;87.47183051528576;M
2015;_T;Y45-54;61285;46593;48940;ES61;TASA_ACTI;46.02053539800445;M
2015;_T;Y45-54;61288;46593;48940;ES61;TASA_ACTI;70.01473958204268;M
2015;_T;Y45-54;61291;46593;48940;ES61;TASA_ACTI;78.66886772122274;M
2015;_T;Y45-54;61311;46593;48940;ES61;TASA_ACTI;84.09369015442041;M
2015;_T;Y45-54;61332;46593;48940;ES61;TASA_ACTI;90.91897921578177;M
2015;_T;Y45-54;61283;46593;48940;ES61;TASA_ACTI;80.81810807781832;M
2015;_T;Y45-64;61285;46593;48940;ES61;TASA_ACTI;21.43646242147912;M
2015;_T;Y45-64;61288;46593;48940;ES61;TASA_ACTI;42.01537772671452;M
2015;_T;Y45-64;61291;46593;48940;ES61;TASA_ACTI;54.15388855967641;M
2015;_T;Y45-64;61311;46593;48940;ES61;TASA_ACTI;58.16919004804858;M
2015;_T;Y45-64;61332;46593;48940;ES61;TASA_ACTI;67.6500619481452;M
2015;_T;Y45-64;61283;46593;48940;ES61;TASA_ACTI;52.15285469617024;M
2015;_T;Y65-100;61285;46593;48940;ES61;TASA_ACTI;0.452085377039227;M
2015;_T;Y65-100;61288;46593;48940;ES61;TASA_ACTI;0.9901963093905055;M
2015;_T;Y65-100;61291;46593;48940;ES61;TASA_ACTI;1.8403319286339141;M
2015;_T;Y65-100;61311;46593;48940;ES61;TASA_ACTI;3.395989143099244;M
2015;_T;Y65-100;61332;46593;48940;ES61;TASA_ACTI;6.442161619582018;M
2015;_T;Y65-100;61283;46593;48940;ES61;TASA_ACTI;1.6652742801762956;M
2015;_T;TOTAL;61285;46593;48940;ES61;TASA_ACTI;9.446111032584561;M
2015;_T;TOTAL;61288;46593;48940;ES61;TASA_ACTI;30.579217455481274;M
2015;_T;TOTAL;61291;46593;48940;ES61;TASA_ACTI;66.20766726526956;M
2015;_T;TOTAL;61311;46593;48940;ES61;TASA_ACTI;66.08827831571904;M
2015;_T;TOTAL;61332;46593;48940;ES61;TASA_ACTI;79.83432987206805;M
2015;_T;TOTAL;61283;46593;48940;ES61;TASA_ACTI;58.761859461237535;M
2016;M;Y15-29;61288;46593;48940;ES61;TASA_ACTI;50.50032716525875;M
2016;M;Y15-29;61291;46593;48940;ES61;TASA_ACTI;38.603939697899506;M
2016;M;Y15-29;61311;46593;48940;ES61;TASA_ACTI;28.416548541838416;M
2016;M;Y15-29;61332;46593;48940;ES61;TASA_ACTI;57.132133807517285;M
2016;M;Y15-29;61283;46593;48940;ES61;TASA_ACTI;37.51661458636837;M
2016;M;Y25-34;61288;46593;48940;ES61;TASA_ACTI;90.08754390034073;M
2016;M;Y25-34;61291;46593;48940;ES61;TASA_ACTI;94.699265661514;M
2016;M;Y25-34;61311;46593;48940;ES61;TASA_ACTI;86.9445657835094;M
2016;M;Y25-34;61332;46593;48940;ES61;TASA_ACTI;87.55325725512083;M
2016;M;Y25-34;61283;46593;48940;ES61;TASA_ACTI;90.35761558780045;M
2016;M;Y30-44;61285;46593;48940;ES61;TASA_ACTI;28.108531533012172;M
2016;M;Y30-44;61288;46593;48940;ES61;TASA_ACTI;87.55884969319152;M
2016;M;Y30-44;61291;46593;48940;ES61;TASA_ACTI;94.52462677426206;M
2016;M;Y30-44;61311;46593;48940;ES61;TASA_ACTI;94.9192128461615;M
2016;M;Y30-44;61332;46593;48940;ES61;TASA_ACTI;96.36239573984912;M
2016;M;Y30-44;61283;46593;48940;ES61;TASA_ACTI;93.93983617622447;M
2016;M;Y45-54;61285;46593;48940;ES61;TASA_ACTI;37.464970853761;M
2016;M;Y45-54;61288;46593;48940;ES61;TASA_ACTI;82.07564722356474;M
2016;M;Y45-54;61291;46593;48940;ES61;TASA_ACTI;85.81034970208682;M
2016;M;Y45-54;61311;46593;48940;ES61;TASA_ACTI;91.11778332728451;M
2016;M;Y45-54;61332;46593;48940;ES61;TASA_ACTI;94.44291649983104;M
2016;M;Y45-54;61283;46593;48940;ES61;TASA_ACTI;87.96729694506162;M
2016;M;Y45-64;61285;46593;48940;ES61;TASA_ACTI;29.328223698098498;M
2016;M;Y45-64;61288;46593;48940;ES61;TASA_ACTI;59.43067082094735;M
2016;M;Y45-64;61291;46593;48940;ES61;TASA_ACTI;65.91703264224013;M
2016;M;Y45-64;61311;46593;48940;ES61;TASA_ACTI;62.57446354195325;M
2016;M;Y45-64;61332;46593;48940;ES61;TASA_ACTI;70.2831534453176;M
2016;M;Y45-64;61283;46593;48940;ES61;TASA_ACTI;63.66451627616888;M
2016;M;Y65-100;61285;46593;48940;ES61;TASA_ACTI;0.7729220832662277;M
2016;M;Y65-100;61288;46593;48940;ES61;TASA_ACTI;1.1418135662274362;M
2016;M;Y65-100;61291;46593;48940;ES61;TASA_ACTI;2.7177845712588806;M
2016;M;Y65-100;61311;46593;48940;ES61;TASA_ACTI;3.468666244028314;M
2016;M;Y65-100;61332;46593;48940;ES61;TASA_ACTI;4.767288664822607;M
2016;M;Y65-100;61283;46593;48940;ES61;TASA_ACTI;2.011238521319759;M
2016;M;TOTAL;61285;46593;48940;ES61;TASA_ACTI;10.5314548010533;M
2016;M;TOTAL;61288;46593;48940;ES61;TASA_ACTI;39.39197966606523;M
2016;M;TOTAL;61291;46593;48940;ES61;TASA_ACTI;72.73734959842298;M
2016;M;TOTAL;61311;46593;48940;ES61;TASA_ACTI;68.33192613603775;M
2016;M;TOTAL;61332;46593;48940;ES61;TASA_ACTI;78.59182359221418;M
2016;M;TOTAL;61283;46593;48940;ES61;TASA_ACTI;64.6392155960967;M
2016;F;Y15-29;61285;46593;48940;ES61;TASA_ACTI;36.079899555366005;M
2016;F;Y15-29;61288;46593;48940;ES61;TASA_ACTI;36.067739508916986;M
2016;F;Y15-29;61291;46593;48940;ES61;TASA_ACTI;29.515089239631493;M
2016;F;Y15-29;61311;46593;48940;ES61;TASA_ACTI;26.472556172545236;M
2016;F;Y15-29;61332;46593;48940;ES61;TASA_ACTI;59.457785296819054;M
2016;F;Y15-29;61283;46593;48940;ES61;TASA_ACTI;32.6479977026711;M
2016;F;Y25-34;61285;46593;48940;ES61;TASA_ACTI;64.55046985286866;M
2016;F;Y25-34;61288;46593;48940;ES61;TASA_ACTI;67.29144435904817;M
2016;F;Y25-34;61291;46593;48940;ES61;TASA_ACTI;81.90056326262575;M
2016;F;Y25-34;61311;46593;48940;ES61;TASA_ACTI;82.08997409722176;M
2016;F;Y25-34;61332;46593;48940;ES61;TASA_ACTI;86.15559485479994;M
2016;F;Y25-34;61283;46593;48940;ES61;TASA_ACTI;82.36060794775896;M
2016;F;Y30-44;61285;46593;48940;ES61;TASA_ACTI;56.11458580511961;M
2016;F;Y30-44;61288;46593;48940;ES61;TASA_ACTI;63.15035328795637;M
2016;F;Y30-44;61291;46593;48940;ES61;TASA_ACTI;75.72296183162499;M
2016;F;Y30-44;61311;46593;48940;ES61;TASA_ACTI;78.28094868445126;M
2016;F;Y30-44;61332;46593;48940;ES61;TASA_ACTI;88.04340896480636;M
2016;F;Y30-44;61283;46593;48940;ES61;TASA_ACTI;80.38741688471228;M
2016;F;Y45-54;61285;46593;48940;ES61;TASA_ACTI;47.137020021523156;M
2016;F;Y45-54;61288;46593;48940;ES61;TASA_ACTI;57.84912028990882;M
2016;F;Y45-54;61291;46593;48940;ES61;TASA_ACTI;66.82833743951294;M
2016;F;Y45-54;61311;46593;48940;ES61;TASA_ACTI;75.15604975578879;M
2016;F;Y45-54;61332;46593;48940;ES61;TASA_ACTI;84.6156633524347;M
2016;F;Y45-54;61283;46593;48940;ES61;TASA_ACTI;71.31751304119526;M
2016;F;Y45-64;61285;46593;48940;ES61;TASA_ACTI;14.630056785478038;M
2016;F;Y45-64;61288;46593;48940;ES61;TASA_ACTI;28.95141375278592;M
2016;F;Y45-64;61291;46593;48940;ES61;TASA_ACTI;42.59858272706193;M
2016;F;Y45-64;61311;46593;48940;ES61;TASA_ACTI;53.73036416583372;M
2016;F;Y45-64;61332;46593;48940;ES61;TASA_ACTI;66.99210256817078;M
