TEMPORAL;SEXO;CNAE09;EDAD;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2010;M;7058;Y45-64;ES61;OCUPADOS;11.7634025;M
2010;M;7058;Y65-100;ES61;OCUPADOS;0.060205;M
2010;M;7058;TOTAL;ES61;OCUPADOS;27.22004;M
2010;M;277249;Y15-29;ES61;OCUPADOS;27.8767975;M
2010;M;277249;Y30-44;ES61;OCUPADOS;88.9339725;M
2010;M;277249;Y45-64;ES61;OCUPADOS;62.211405;M
2010;M;277249;Y65-100;ES61;OCUPADOS;0.4579025;M
2010;M;277249;TOTAL;ES61;OCUPADOS;179.4800775;M
2010;M;7663;Y15-29;ES61;OCUPADOS;49.248515;M
2010;M;7663;Y30-44;ES61;OCUPADOS;113.08889;M
2010;M;7663;Y45-64;ES61;OCUPADOS;67.0302125;M
2010;M;7663;Y65-100;ES61;OCUPADOS;0.0475875;M
2010;M;7663;TOTAL;ES61;OCUPADOS;229.415205;M
2010;M;7716;Y15-29;ES61;OCUPADOS;93.5324425;M
2010;M;7716;Y30-44;ES61;OCUPADOS;221.2676925;M
2010;M;7716;Y45-64;ES61;OCUPADOS;165.247625;M
2010;M;7716;Y65-100;ES61;OCUPADOS;2.88289;M
2010;M;7716;TOTAL;ES61;OCUPADOS;482.93065;M
2010;M;7889;Y15-29;ES61;OCUPADOS;6.70036;M
2010;M;7889;Y30-44;ES61;OCUPADOS;22.4133825;M
2010;M;7889;Y45-64;ES61;OCUPADOS;5.99729;M
2010;M;7889;Y65-100;ES61;OCUPADOS;0.0881175;M
2010;M;7889;TOTAL;ES61;OCUPADOS;35.19915;M
2010;M;277250;Y15-29;ES61;OCUPADOS;2.0649975;M
2010;M;277250;Y30-44;ES61;OCUPADOS;13.948175;M
2010;M;277250;Y45-64;ES61;OCUPADOS;12.648645;M
2010;M;277250;TOTAL;ES61;OCUPADOS;28.6618175;M
2010;M;277251;Y15-29;ES61;OCUPADOS;0.2971325;M
2010;M;277251;Y30-44;ES61;OCUPADOS;2.7538775;M
2010;M;277251;Y45-64;ES61;OCUPADOS;2.4580625;M
2010;M;277251;Y65-100;ES61;OCUPADOS;0.388415;M
2010;M;277251;TOTAL;ES61;OCUPADOS;5.8974875;M
2010;M;8032;Y15-29;ES61;OCUPADOS;20.1037975;M
2010;M;8032;Y30-44;ES61;OCUPADOS;58.348235;M
2010;M;8032;Y45-64;ES61;OCUPADOS;43.8496375;M
2010;M;8032;Y65-100;ES61;OCUPADOS;0.9002175;M
2010;M;8032;TOTAL;ES61;OCUPADOS;123.2018875;M
2010;M;8256;Y15-29;ES61;OCUPADOS;39.4374975;M
2010;M;8256;Y30-44;ES61;OCUPADOS;125.7097925;M
2010;M;8256;Y45-64;ES61;OCUPADOS;139.466515;M
2010;M;8256;Y65-100;ES61;OCUPADOS;2.4723025;M
2010;M;8256;TOTAL;ES61;OCUPADOS;307.0861075;M
2010;M;8346;Y15-29;ES61;OCUPADOS;12.79607;M
2010;M;8346;Y30-44;ES61;OCUPADOS;26.6751625;M
2010;M;8346;Y45-64;ES61;OCUPADOS;26.2621025;M
2010;M;8346;Y65-100;ES61;OCUPADOS;0.49283;M
2010;M;8346;TOTAL;ES61;OCUPADOS;66.226165;M
2010;M;6949;Y15-29;ES61;OCUPADOS;286.4304725;M
2010;M;6949;Y30-44;ES61;OCUPADOS;762.7717825;M
2010;M;6949;Y45-64;ES61;OCUPADOS;588.3807125;M
2010;M;6949;Y65-100;ES61;OCUPADOS;10.177605;M
2010;M;6949;TOTAL;ES61;OCUPADOS;1647.7605725;M
2010;F;6981;Y15-29;ES61;OCUPADOS;12.95584;M
2010;F;6981;Y30-44;ES61;OCUPADOS;27.002135;M
2010;F;6981;Y45-64;ES61;OCUPADOS;21.6564475;M
2010;F;6981;Y65-100;ES61;OCUPADOS;0.681205;M
2010;F;6981;TOTAL;ES61;OCUPADOS;62.2956275;M
2010;F;7058;Y15-29;ES61;OCUPADOS;1.3805675;M
2010;F;7058;Y30-44;ES61;OCUPADOS;2.8792925;M
2010;F;7058;Y45-64;ES61;OCUPADOS;1.06375;M
2010;F;7058;TOTAL;ES61;OCUPADOS;5.32361;M
2010;F;277249;Y15-29;ES61;OCUPADOS;13.2069925;M
2010;F;277249;Y30-44;ES61;OCUPADOS;25.0877075;M
2010;F;277249;Y45-64;ES61;OCUPADOS;10.5014875;M
2010;F;277249;TOTAL;ES61;OCUPADOS;48.7961875;M
2010;F;7663;Y15-29;ES61;OCUPADOS;4.0821075;M
2010;F;7663;Y30-44;ES61;OCUPADOS;8.9715475;M
2010;F;7663;Y45-64;ES61;OCUPADOS;3.4519875;M
2010;F;7663;TOTAL;ES61;OCUPADOS;16.5056425;M
2010;F;7716;Y15-29;ES61;OCUPADOS;106.880515;M
2010;F;7716;Y30-44;ES61;OCUPADOS;175.1332425;M
2010;F;7716;Y45-64;ES61;OCUPADOS;80.36042;M
2010;F;7716;Y65-100;ES61;OCUPADOS;2.1174225;M
2010;F;7716;TOTAL;ES61;OCUPADOS;364.4916;M
2010;F;7889;Y15-29;ES61;OCUPADOS;5.272905;M
2010;F;7889;Y30-44;ES61;OCUPADOS;9.26206;M
2010;F;7889;Y45-64;ES61;OCUPADOS;2.1586825;M
2010;F;7889;TOTAL;ES61;OCUPADOS;16.6936475;M
2010;F;277250;Y15-29;ES61;OCUPADOS;5.9938125;M
2010;F;277250;Y30-44;ES61;OCUPADOS;17.8924625;M
2010;F;277250;Y45-64;ES61;OCUPADOS;4.61443;M
2010;F;277250;Y65-100;ES61;OCUPADOS;0.0515325;M
2010;F;277250;TOTAL;ES61;OCUPADOS;28.5522375;M
2010;F;277251;Y15-29;ES61;OCUPADOS;0.431765;M
2010;F;277251;Y30-44;ES61;OCUPADOS;2.6327875;M
2010;F;277251;Y45-64;ES61;OCUPADOS;1.319385;M
2010;F;277251;Y65-100;ES61;OCUPADOS;0.17796;M
2010;F;277251;TOTAL;ES61;OCUPADOS;4.5618975;M
2010;F;8032;Y15-29;ES61;OCUPADOS;26.79634;M
2010;F;8032;Y30-44;ES61;OCUPADOS;58.516965;M
2010;F;8032;Y45-64;ES61;OCUPADOS;33.14595;M
2010;F;8032;Y65-100;ES61;OCUPADOS;0.46724;M
2010;F;8032;TOTAL;ES61;OCUPADOS;118.926495;M
2010;F;8256;Y15-29;ES61;OCUPADOS;58.765435;M
2010;F;8256;Y30-44;ES61;OCUPADOS;170.1722925;M
2010;F;8256;Y45-64;ES61;OCUPADOS;161.9909775;M
2010;F;8256;Y65-100;ES61;OCUPADOS;3.75401;M
2010;F;8256;TOTAL;ES61;OCUPADOS;394.682715;M
2010;F;8346;Y15-29;ES61;OCUPADOS;41.1921175;M
2010;F;8346;Y30-44;ES61;OCUPADOS;69.829405;M
2010;F;8346;Y45-64;ES61;OCUPADOS;50.4770125;M
2010;F;8346;Y65-100;ES61;OCUPADOS;3.846205;M
2010;F;8346;TOTAL;ES61;OCUPADOS;165.34474;M
2010;F;6949;Y15-29;ES61;OCUPADOS;276.9583975;M
2010;F;6949;Y30-44;ES61;OCUPADOS;567.3798975;M
2010;F;6949;Y45-64;ES61;OCUPADOS;370.74053;M
2010;F;6949;Y65-100;ES61;OCUPADOS;11.095575;M
2010;F;6949;TOTAL;ES61;OCUPADOS;1226.1744;M
2010;_T;6981;Y15-29;ES61;OCUPADOS;44.0525925;M
2010;_T;6981;Y30-44;ES61;OCUPADOS;104.514415;M
2010;_T;6981;Y45-64;ES61;OCUPADOS;73.1022625;M
2010;_T;6981;Y65-100;ES61;OCUPADOS;3.0683425;M
2010;_T;6981;TOTAL;ES61;OCUPADOS;224.7376125;M
2010;_T;7058;Y15-29;ES61;OCUPADOS;4.6566775;M
2010;_T;7058;Y30-44;ES61;OCUPADOS;14.999615;M
2010;_T;7058;Y45-64;ES61;OCUPADOS;12.8271525;M
2010;_T;7058;Y65-100;ES61;OCUPADOS;0.060205;M
2010;_T;7058;TOTAL;ES61;OCUPADOS;32.54365;M
2010;_T;277249;Y15-29;ES61;OCUPADOS;41.08379;M
2010;_T;277249;Y30-44;ES61;OCUPADOS;114.02168;M
2010;_T;277249;Y45-64;ES61;OCUPADOS;72.7128925;M
2010;_T;277249;Y65-100;ES61;OCUPADOS;0.4579025;M
2010;_T;277249;TOTAL;ES61;OCUPADOS;228.276265;M
2010;_T;7663;Y15-29;ES61;OCUPADOS;53.3306225;M
2010;_T;7663;Y30-44;ES61;OCUPADOS;122.0604375;M
2010;_T;7663;Y45-64;ES61;OCUPADOS;70.4822;M
2010;_T;7663;Y65-100;ES61;OCUPADOS;0.0475875;M
2010;_T;7663;TOTAL;ES61;OCUPADOS;245.9208475;M
2010;_T;7716;Y15-29;ES61;OCUPADOS;200.4129575;M
2010;_T;7716;Y30-44;ES61;OCUPADOS;396.400935;M
2010;_T;7716;Y45-64;ES61;OCUPADOS;245.608045;M
2010;_T;7716;Y65-100;ES61;OCUPADOS;5.0003125;M
2010;_T;7716;TOTAL;ES61;OCUPADOS;847.42225;M
2010;_T;7889;Y15-29;ES61;OCUPADOS;11.973265;M
2010;_T;7889;Y30-44;ES61;OCUPADOS;31.6754425;M
2010;_T;7889;Y45-64;ES61;OCUPADOS;8.1559725;M
2010;_T;7889;Y65-100;ES61;OCUPADOS;0.0881175;M
2010;_T;7889;TOTAL;ES61;OCUPADOS;51.8927975;M
2010;_T;277250;Y15-29;ES61;OCUPADOS;8.05881;M
2010;_T;277250;Y30-44;ES61;OCUPADOS;31.8406375;M
2010;_T;277250;Y45-64;ES61;OCUPADOS;17.263075;M
2010;_T;277250;Y65-100;ES61;OCUPADOS;0.0515325;M
2010;_T;277250;TOTAL;ES61;OCUPADOS;57.214055;M
2010;_T;277251;Y15-29;ES61;OCUPADOS;0.7288975;M
2010;_T;277251;Y30-44;ES61;OCUPADOS;5.386665;M
2010;_T;277251;Y45-64;ES61;OCUPADOS;3.7774475;M
2010;_T;277251;Y65-100;ES61;OCUPADOS;0.566375;M
2010;_T;277251;TOTAL;ES61;OCUPADOS;10.459385;M
2010;_T;8032;Y15-29;ES61;OCUPADOS;46.9001375;M
2010;_T;8032;Y30-44;ES61;OCUPADOS;116.8652;M
2010;_T;8032;Y45-64;ES61;OCUPADOS;76.9955875;M
2010;_T;8032;Y65-100;ES61;OCUPADOS;1.3674575;M
2010;_T;8032;TOTAL;ES61;OCUPADOS;242.1283825;M
2010;_T;8256;Y15-29;ES61;OCUPADOS;98.2029325;M
2010;_T;8256;Y30-44;ES61;OCUPADOS;295.882085;M
2010;_T;8256;Y45-64;ES61;OCUPADOS;301.4574925;M
2010;_T;8256;Y65-100;ES61;OCUPADOS;6.2263125;M
2010;_T;8256;TOTAL;ES61;OCUPADOS;701.7688225;M
2010;_T;8346;Y15-29;ES61;OCUPADOS;53.9881875;M
2010;_T;8346;Y30-44;ES61;OCUPADOS;96.5045675;M
2010;_T;8346;Y45-64;ES61;OCUPADOS;76.739115;M
2010;_T;8346;Y65-100;ES61;OCUPADOS;4.339035;M
2010;_T;8346;TOTAL;ES61;OCUPADOS;231.570905;M
2010;_T;6949;Y15-29;ES61;OCUPADOS;563.38887;M
2010;_T;6949;Y30-44;ES61;OCUPADOS;1330.15168;M
2010;_T;6949;Y45-64;ES61;OCUPADOS;959.1212425;M
2010;_T;6949;Y65-100;ES61;OCUPADOS;21.27318;M
2010;_T;6949;TOTAL;ES61;OCUPADOS;2873.9349725;M
2011;M;6981;Y15-29;ES61;OCUPADOS;32.123975;M
2011;M;6981;Y30-44;ES61;OCUPADOS;66.0481175;M
2011;M;6981;Y45-64;ES61;OCUPADOS;56.3837825;M
2011;M;6981;Y65-100;ES61;OCUPADOS;0.8063475;M
2011;M;6981;TOTAL;ES61;OCUPADOS;155.3622225;M
2011;M;7058;Y15-29;ES61;OCUPADOS;4.4566575;M
2011;M;7058;Y30-44;ES61;OCUPADOS;16.36923;M
2011;M;7058;Y45-64;ES61;OCUPADOS;12.6045;M
2011;M;7058;Y65-100;ES61;OCUPADOS;0.17116;M
2011;M;7058;TOTAL;ES61;OCUPADOS;33.6015475;M
2011;M;277249;Y15-29;ES61;OCUPADOS;25.092255;M
2011;M;277249;Y30-44;ES61;OCUPADOS;84.9273475;M
2011;M;277249;Y45-64;ES61;OCUPADOS;57.284925;M
2011;M;277249;Y65-100;ES61;OCUPADOS;0.22095;M
2011;M;277249;TOTAL;ES61;OCUPADOS;167.5254775;M
2011;M;7663;Y15-29;ES61;OCUPADOS;37.1008825;M
2011;M;7663;Y30-44;ES61;OCUPADOS;97.123215;M
2011;M;7663;Y45-64;ES61;OCUPADOS;59.1927775;M
2011;M;7663;Y65-100;ES61;OCUPADOS;0.3651175;M
2011;M;7663;TOTAL;ES61;OCUPADOS;193.7819925;M
2011;M;7716;Y15-29;ES61;OCUPADOS;90.3102025;M
2011;M;7716;Y30-44;ES61;OCUPADOS;228.2639575;M
2011;M;7716;Y45-64;ES61;OCUPADOS;169.9964625;M
2011;M;7716;Y65-100;ES61;OCUPADOS;5.077005;M
2011;M;7716;TOTAL;ES61;OCUPADOS;493.6476275;M
2011;M;7889;Y15-29;ES61;OCUPADOS;9.31623;M
2011;M;7889;Y30-44;ES61;OCUPADOS;16.6578075;M
2011;M;7889;Y45-64;ES61;OCUPADOS;4.0390675;M
2011;M;7889;Y65-100;ES61;OCUPADOS;0.2890375;M
2011;M;7889;TOTAL;ES61;OCUPADOS;30.3021425;M
2011;M;277250;Y15-29;ES61;OCUPADOS;2.5453275;M
2011;M;277250;Y30-44;ES61;OCUPADOS;16.2890975;M
2011;M;277250;Y45-64;ES61;OCUPADOS;13.14106;M
2011;M;277250;Y65-100;ES61;OCUPADOS;0.4296925;M
2011;M;277250;TOTAL;ES61;OCUPADOS;32.4051775;M
2011;M;277251;Y15-29;ES61;OCUPADOS;0.5542975;M
2011;M;277251;Y30-44;ES61;OCUPADOS;2.2420825;M
2011;M;277251;Y45-64;ES61;OCUPADOS;2.8172175;M
2011;M;277251;Y65-100;ES61;OCUPADOS;0.0604425;M
2011;M;277251;TOTAL;ES61;OCUPADOS;5.67404;M
2011;M;8032;Y15-29;ES61;OCUPADOS;18.26827;M
2011;M;8032;Y30-44;ES61;OCUPADOS;55.5162025;M
2011;M;8032;Y45-64;ES61;OCUPADOS;44.21041;M
2011;M;8032;Y65-100;ES61;OCUPADOS;1.10453;M
2011;M;8032;TOTAL;ES61;OCUPADOS;119.0994125;M
2011;M;8256;Y15-29;ES61;OCUPADOS;32.5659925;M
2011;M;8256;Y30-44;ES61;OCUPADOS;121.89753;M
2011;M;8256;Y45-64;ES61;OCUPADOS;144.06655;M
2011;M;8256;Y65-100;ES61;OCUPADOS;2.581045;M
2011;M;8256;TOTAL;ES61;OCUPADOS;301.1111175;M
2011;M;8346;Y15-29;ES61;OCUPADOS;13.4764175;M
2011;M;8346;Y30-44;ES61;OCUPADOS;31.96693;M
2011;M;8346;Y45-64;ES61;OCUPADOS;24.0975925;M
2011;M;8346;Y65-100;ES61;OCUPADOS;0.2869425;M
2011;M;8346;TOTAL;ES61;OCUPADOS;69.8278825;M
2011;M;6949;Y15-29;ES61;OCUPADOS;265.8105075;M
2011;M;6949;Y30-44;ES61;OCUPADOS;737.3015175;M
2011;M;6949;Y45-64;ES61;OCUPADOS;587.834345;M
2011;M;6949;Y65-100;ES61;OCUPADOS;11.39227;M
2011;M;6949;TOTAL;ES61;OCUPADOS;1602.33864;M
2011;F;6981;Y15-29;ES61;OCUPADOS;10.122495;M
2011;F;6981;Y30-44;ES61;OCUPADOS;26.9899;M
2011;F;6981;Y45-64;ES61;OCUPADOS;21.8278675;M
2011;F;6981;Y65-100;ES61;OCUPADOS;0.4867525;M
2011;F;6981;TOTAL;ES61;OCUPADOS;59.427015;M
2011;F;7058;Y15-29;ES61;OCUPADOS;1.044425;M
2011;F;7058;Y30-44;ES61;OCUPADOS;3.271235;M
2011;F;7058;Y45-64;ES61;OCUPADOS;1.682295;M
2011;F;7058;TOTAL;ES61;OCUPADOS;5.997955;M
2011;F;277249;Y15-29;ES61;OCUPADOS;10.6989375;M
2011;F;277249;Y30-44;ES61;OCUPADOS;23.3226675;M
2011;F;277249;Y45-64;ES61;OCUPADOS;12.670475;M
2011;F;277249;TOTAL;ES61;OCUPADOS;46.69208;M
2011;F;7663;Y15-29;ES61;OCUPADOS;4.3894525;M
2011;F;7663;Y30-44;ES61;OCUPADOS;8.3386225;M
2011;F;7663;Y45-64;ES61;OCUPADOS;3.2082475;M
2011;F;7663;TOTAL;ES61;OCUPADOS;15.9363225;M
2011;F;7716;Y15-29;ES61;OCUPADOS;100.9696475;M
2011;F;7716;Y30-44;ES61;OCUPADOS;175.09682;M
2011;F;7716;Y45-64;ES61;OCUPADOS;85.276985;M
2011;F;7716;Y65-100;ES61;OCUPADOS;3.5364475;M
2011;F;7716;TOTAL;ES61;OCUPADOS;364.8799;M
2011;F;7889;Y15-29;ES61;OCUPADOS;4.7156925;M
2011;F;7889;Y30-44;ES61;OCUPADOS;7.6314275;M
2011;F;7889;Y45-64;ES61;OCUPADOS;2.61182;M
2011;F;7889;TOTAL;ES61;OCUPADOS;14.95894;M
2011;F;277250;Y15-29;ES61;OCUPADOS;5.4411275;M
2011;F;277250;Y30-44;ES61;OCUPADOS;17.2288075;M
2011;F;277250;Y45-64;ES61;OCUPADOS;6.07718;M
2011;F;277250;TOTAL;ES61;OCUPADOS;28.747115;M
2011;F;277251;Y15-29;ES61;OCUPADOS;0.8506775;M
2011;F;277251;Y30-44;ES61;OCUPADOS;3.7273475;M
2011;F;277251;Y45-64;ES61;OCUPADOS;3.1685425;M
2011;F;277251;TOTAL;ES61;OCUPADOS;7.7465675;M
2011;F;8032;Y15-29;ES61;OCUPADOS;23.24283;M
2011;F;8032;Y30-44;ES61;OCUPADOS;56.5465725;M
2011;F;8032;Y45-64;ES61;OCUPADOS;31.83398;M
2011;F;8032;Y65-100;ES61;OCUPADOS;0.268695;M
2011;F;8032;TOTAL;ES61;OCUPADOS;111.8920775;M
2011;F;8256;Y15-29;ES61;OCUPADOS;51.9366075;M
2011;F;8256;Y30-44;ES61;OCUPADOS;170.70833;M
2011;F;8256;Y45-64;ES61;OCUPADOS;166.1677075;M
2011;F;8256;Y65-100;ES61;OCUPADOS;3.34264;M
2011;F;8256;TOTAL;ES61;OCUPADOS;392.155285;M
2011;F;8346;Y15-29;ES61;OCUPADOS;29.5573;M
2011;F;8346;Y30-44;ES61;OCUPADOS;64.0834975;M
2011;F;8346;Y45-64;ES61;OCUPADOS;51.6094225;M
2011;F;8346;Y65-100;ES61;OCUPADOS;1.9054925;M
2011;F;8346;TOTAL;ES61;OCUPADOS;147.1557125;M
2011;F;6949;Y15-29;ES61;OCUPADOS;242.9691925;M
2011;F;6949;Y30-44;ES61;OCUPADOS;556.9452275;M
2011;F;6949;Y45-64;ES61;OCUPADOS;386.1345225;M
2011;F;6949;Y65-100;ES61;OCUPADOS;9.5400275;M
2011;F;6949;TOTAL;ES61;OCUPADOS;1195.58897;M
2011;_T;6981;Y15-29;ES61;OCUPADOS;42.24647;M
2011;_T;6981;Y30-44;ES61;OCUPADOS;93.0380175;M
2011;_T;6981;Y45-64;ES61;OCUPADOS;78.21165;M
2011;_T;6981;Y65-100;ES61;OCUPADOS;1.2931;M
2011;_T;6981;TOTAL;ES61;OCUPADOS;214.7892375;M
2011;_T;7058;Y15-29;ES61;OCUPADOS;5.5010825;M
2011;_T;7058;Y30-44;ES61;OCUPADOS;19.640465;M
2011;_T;7058;Y45-64;ES61;OCUPADOS;14.286795;M
2011;_T;7058;Y65-100;ES61;OCUPADOS;0.17116;M
2011;_T;7058;TOTAL;ES61;OCUPADOS;39.5995025;M
2011;_T;277249;Y15-29;ES61;OCUPADOS;35.7911925;M
2011;_T;277249;Y30-44;ES61;OCUPADOS;108.250015;M
2011;_T;277249;Y45-64;ES61;OCUPADOS;69.9554;M
2011;_T;277249;Y65-100;ES61;OCUPADOS;0.22095;M
2011;_T;277249;TOTAL;ES61;OCUPADOS;214.2175575;M
2011;_T;7663;Y15-29;ES61;OCUPADOS;41.490335;M
2011;_T;7663;Y30-44;ES61;OCUPADOS;105.4618375;M
2011;_T;7663;Y45-64;ES61;OCUPADOS;62.401025;M
2011;_T;7663;Y65-100;ES61;OCUPADOS;0.3651175;M
2011;_T;7663;TOTAL;ES61;OCUPADOS;209.718315;M
2011;_T;7716;Y15-29;ES61;OCUPADOS;191.27985;M
2011;_T;7716;Y30-44;ES61;OCUPADOS;403.3607775;M
2011;_T;7716;Y45-64;ES61;OCUPADOS;255.2734475;M
2011;_T;7716;Y65-100;ES61;OCUPADOS;8.6134525;M
2011;_T;7716;TOTAL;ES61;OCUPADOS;858.5275275;M
2011;_T;7889;Y15-29;ES61;OCUPADOS;14.0319225;M
2011;_T;7889;Y30-44;ES61;OCUPADOS;24.289235;M
2011;_T;7889;Y45-64;ES61;OCUPADOS;6.6508875;M
2011;_T;7889;Y65-100;ES61;OCUPADOS;0.2890375;M
2011;_T;7889;TOTAL;ES61;OCUPADOS;45.2610825;M
2011;_T;277250;Y15-29;ES61;OCUPADOS;7.986455;M
2011;_T;277250;Y30-44;ES61;OCUPADOS;33.517905;M
2011;_T;277250;Y45-64;ES61;OCUPADOS;19.21824;M
2011;_T;277250;Y65-100;ES61;OCUPADOS;0.4296925;M
2011;_T;277250;TOTAL;ES61;OCUPADOS;61.1522925;M
2011;_T;277251;Y15-29;ES61;OCUPADOS;1.404975;M
2011;_T;277251;Y30-44;ES61;OCUPADOS;5.96943;M
2011;_T;277251;Y45-64;ES61;OCUPADOS;5.98576;M
2011;_T;277251;Y65-100;ES61;OCUPADOS;0.0604425;M
2011;_T;277251;TOTAL;ES61;OCUPADOS;13.4206075;M
2011;_T;8032;Y15-29;ES61;OCUPADOS;41.5111;M
2011;_T;8032;Y30-44;ES61;OCUPADOS;112.062775;M
2011;_T;8032;Y45-64;ES61;OCUPADOS;76.04439;M
2011;_T;8032;Y65-100;ES61;OCUPADOS;1.373225;M
2011;_T;8032;TOTAL;ES61;OCUPADOS;230.99149;M
2011;_T;8256;Y15-29;ES61;OCUPADOS;84.5026;M
2011;_T;8256;Y30-44;ES61;OCUPADOS;292.60586;M
2011;_T;8256;Y45-64;ES61;OCUPADOS;310.2342575;M
2011;_T;8256;Y65-100;ES61;OCUPADOS;5.923685;M
2011;_T;8256;TOTAL;ES61;OCUPADOS;693.2664025;M
2011;_T;8346;Y15-29;ES61;OCUPADOS;43.0337175;M
2011;_T;8346;Y30-44;ES61;OCUPADOS;96.0504275;M
2011;_T;8346;Y45-64;ES61;OCUPADOS;75.707015;M
2011;_T;8346;Y65-100;ES61;OCUPADOS;2.192435;M
2011;_T;8346;TOTAL;ES61;OCUPADOS;216.983595;M
2011;_T;6949;Y15-29;ES61;OCUPADOS;508.7797;M
2011;_T;6949;Y30-44;ES61;OCUPADOS;1294.246745;M
2011;_T;6949;Y45-64;ES61;OCUPADOS;973.9688675;M
2011;_T;6949;Y65-100;ES61;OCUPADOS;20.9322975;M
2011;_T;6949;TOTAL;ES61;OCUPADOS;2797.92761;M
2012;M;6981;Y15-29;ES61;OCUPADOS;25.7117725;M
2012;M;6981;Y30-44;ES61;OCUPADOS;66.05881;M
2012;M;6981;Y45-64;ES61;OCUPADOS;55.81696;M
2012;M;6981;Y65-100;ES61;OCUPADOS;0.607845;M
2012;M;6981;TOTAL;ES61;OCUPADOS;148.1953875;M
2012;M;7058;Y15-29;ES61;OCUPADOS;3.3609975;M
2012;M;7058;Y30-44;ES61;OCUPADOS;16.24676;M
2012;M;7058;Y45-64;ES61;OCUPADOS;14.0147325;M
2012;M;7058;Y65-100;ES61;OCUPADOS;0.071865;M
2012;M;7058;TOTAL;ES61;OCUPADOS;33.694355;M
2012;M;277249;Y15-29;ES61;OCUPADOS;20.348615;M
2012;M;277249;Y30-44;ES61;OCUPADOS;76.17919;M
2012;M;277249;Y45-64;ES61;OCUPADOS;58.432815;M
2012;M;277249;Y65-100;ES61;OCUPADOS;0.367885;M
2012;M;277249;TOTAL;ES61;OCUPADOS;155.328505;M
2012;M;7663;Y15-29;ES61;OCUPADOS;16.348675;M
2012;M;7663;Y30-44;ES61;OCUPADOS;77.2517725;M
2012;M;7663;Y45-64;ES61;OCUPADOS;47.9624075;M
2012;M;7663;Y65-100;ES61;OCUPADOS;0.2944275;M
2012;M;7663;TOTAL;ES61;OCUPADOS;141.8572825;M
2012;M;7716;Y15-29;ES61;OCUPADOS;79.67531;M
2012;M;7716;Y30-44;ES61;OCUPADOS;220.1431675;M
2012;M;7716;Y45-64;ES61;OCUPADOS;172.4426125;M
2012;M;7716;Y65-100;ES61;OCUPADOS;1.6786025;M
2012;M;7716;TOTAL;ES61;OCUPADOS;473.9396925;M
2012;M;7889;Y15-29;ES61;OCUPADOS;8.0553;M
2012;M;7889;Y30-44;ES61;OCUPADOS;18.4721375;M
2012;M;7889;Y45-64;ES61;OCUPADOS;6.724505;M
2012;M;7889;TOTAL;ES61;OCUPADOS;33.2519425;M
2012;M;277250;Y15-29;ES61;OCUPADOS;2.64168;M
2012;M;277250;Y30-44;ES61;OCUPADOS;17.30478;M
2012;M;277250;Y45-64;ES61;OCUPADOS;13.3460725;M
2012;M;277250;Y65-100;ES61;OCUPADOS;0.569285;M
2012;M;277250;TOTAL;ES61;OCUPADOS;33.8618175;M
2012;M;277251;Y15-29;ES61;OCUPADOS;0.5368;M
2012;M;277251;Y30-44;ES61;OCUPADOS;2.9068025;M
2012;M;277251;Y45-64;ES61;OCUPADOS;3.6066625;M
2012;M;277251;TOTAL;ES61;OCUPADOS;7.050265;M
2012;M;8032;Y15-29;ES61;OCUPADOS;15.1611675;M
2012;M;8032;Y30-44;ES61;OCUPADOS;55.4081025;M
2012;M;8032;Y45-64;ES61;OCUPADOS;40.7517;M
2012;M;8032;Y65-100;ES61;OCUPADOS;0.580955;M
2012;M;8032;TOTAL;ES61;OCUPADOS;111.901925;M
2012;M;8256;Y15-29;ES61;OCUPADOS;28.916415;M
2012;M;8256;Y30-44;ES61;OCUPADOS;114.4084525;M
2012;M;8256;Y45-64;ES61;OCUPADOS;138.1442775;M
2012;M;8256;Y65-100;ES61;OCUPADOS;1.1479875;M
2012;M;8256;TOTAL;ES61;OCUPADOS;282.6171325;M
2012;M;8346;Y15-29;ES61;OCUPADOS;8.5798475;M
2012;M;8346;Y30-44;ES61;OCUPADOS;28.38901;M
2012;M;8346;Y45-64;ES61;OCUPADOS;23.061785;M
2012;M;8346;Y65-100;ES61;OCUPADOS;0.621845;M
2012;M;8346;TOTAL;ES61;OCUPADOS;60.6524875;M
2012;M;6949;Y15-29;ES61;OCUPADOS;209.33658;M
2012;M;6949;Y30-44;ES61;OCUPADOS;692.768985;M
2012;M;6949;Y45-64;ES61;OCUPADOS;574.30453;M
2012;M;6949;Y65-100;ES61;OCUPADOS;5.9406975;M
2012;M;6949;TOTAL;ES61;OCUPADOS;1482.3507925;M
2012;F;6981;Y15-29;ES61;OCUPADOS;8.295135;M
2012;F;6981;Y30-44;ES61;OCUPADOS;25.34725;M
2012;F;6981;Y45-64;ES61;OCUPADOS;19.1299125;M
2012;F;6981;Y65-100;ES61;OCUPADOS;0.84267;M
2012;F;6981;TOTAL;ES61;OCUPADOS;53.6149675;M
2012;F;7058;Y15-29;ES61;OCUPADOS;0.4637975;M
2012;F;7058;Y30-44;ES61;OCUPADOS;3.7781325;M
2012;F;7058;Y45-64;ES61;OCUPADOS;1.3799475;M
2012;F;7058;TOTAL;ES61;OCUPADOS;5.6218775;M
2012;F;277249;Y15-29;ES61;OCUPADOS;9.3870925;M
2012;F;277249;Y30-44;ES61;OCUPADOS;23.85111;M
