TEMPORAL;SEXO;TERRITORIO;EDAD;INDICATOR;OBS_VALUE;FREQ
2005;M;ES611;TOTAL;TASA_ACTI;75.16218160839395;M
2005;M;ES611;Y15-29;TASA_ACTI;85.91131543527133;M
2005;M;ES611;Y55-59;TASA_ACTI;67.1054908105417;M
2005;M;ES612;TOTAL;TASA_ACTI;68.86588342420046;M
2005;M;ES612;Y15-29;TASA_ACTI;78.15435808372337;M
2005;M;ES612;Y55-59;TASA_ACTI;54.9771128259887;M
2005;M;ES613;TOTAL;TASA_ACTI;65.04531117488925;M
2005;M;ES613;Y15-29;TASA_ACTI;78.01983301718757;M
2005;M;ES613;Y55-59;TASA_ACTI;58.80788753822226;M
2005;M;ES614;TOTAL;TASA_ACTI;63.260591334064145;M
2005;M;ES614;Y15-29;TASA_ACTI;75.33262182558683;M
2005;M;ES614;Y55-59;TASA_ACTI;49.11439254643836;M
2005;M;ES615;TOTAL;TASA_ACTI;66.7499786922322;M
2005;M;ES615;Y15-29;TASA_ACTI;78.53651055106795;M
2005;M;ES615;Y55-59;TASA_ACTI;56.2482460264902;M
2005;M;ES616;TOTAL;TASA_ACTI;63.88037084765984;M
2005;M;ES616;Y15-29;TASA_ACTI;78.15602459939865;M
2005;M;ES616;Y55-59;TASA_ACTI;57.166369529498425;M
2005;M;ES617;TOTAL;TASA_ACTI;66.86222729042117;M
2005;M;ES617;Y15-29;TASA_ACTI;78.7213622365023;M
2005;M;ES617;Y55-59;TASA_ACTI;53.32878502988637;M
2005;M;ES618;TOTAL;TASA_ACTI;69.69397602038748;M
2005;M;ES618;Y15-29;TASA_ACTI;80.64346296120416;M
2005;M;ES618;Y55-59;TASA_ACTI;54.33571200555476;M
2005;M;ES61;TOTAL;TASA_ACTI;67.65761811772893;M
2005;M;ES61;Y15-29;TASA_ACTI;79.19678995969036;M
2005;M;ES61;Y55-59;TASA_ACTI;55.4440221728427;M
2005;F;ES611;TOTAL;TASA_ACTI;50.741763279646065;M
2005;F;ES611;Y15-29;TASA_ACTI;61.19178212729876;M
2005;F;ES611;Y55-59;TASA_ACTI;33.50263413139883;M
2005;F;ES612;TOTAL;TASA_ACTI;40.55920158728562;M
2005;F;ES612;Y15-29;TASA_ACTI;48.54629893075398;M
2005;F;ES612;Y55-59;TASA_ACTI;17.358472430253986;M
2005;F;ES613;TOTAL;TASA_ACTI;38.96683128837427;M
2005;F;ES613;Y15-29;TASA_ACTI;50.81964525774582;M
2005;F;ES613;Y55-59;TASA_ACTI;23.221743454650635;M
2005;F;ES614;TOTAL;TASA_ACTI;40.15728441245378;M
2005;F;ES614;Y15-29;TASA_ACTI;50.4198407478148;M
2005;F;ES614;Y55-59;TASA_ACTI;26.126673361370557;M
2005;F;ES615;TOTAL;TASA_ACTI;37.821166843785775;M
2005;F;ES615;Y15-29;TASA_ACTI;46.73793208274459;M
2005;F;ES615;Y55-59;TASA_ACTI;20.904003017648698;M
2005;F;ES616;TOTAL;TASA_ACTI;35.172590773437626;M
2005;F;ES616;Y15-29;TASA_ACTI;45.80399008283886;M
2005;F;ES616;Y55-59;TASA_ACTI;21.0659802760685;M
2005;F;ES617;TOTAL;TASA_ACTI;44.58516924274568;M
2005;F;ES617;Y15-29;TASA_ACTI;54.72321974787238;M
2005;F;ES617;Y55-59;TASA_ACTI;25.351318529102823;M
2005;F;ES618;TOTAL;TASA_ACTI;44.367286508332114;M
2005;F;ES618;Y15-29;TASA_ACTI;54.616173489411615;M
2005;F;ES618;Y55-59;TASA_ACTI;21.770708498512708;M
2005;F;ES61;TOTAL;TASA_ACTI;42.13277116917271;M
2005;F;ES61;Y15-29;TASA_ACTI;52.19728739217936;M
2005;F;ES61;Y55-59;TASA_ACTI;23.13618966947672;M
2005;_T;ES611;TOTAL;TASA_ACTI;63.328579971961595;M
2005;_T;ES611;Y15-29;TASA_ACTI;74.25977245683846;M
2005;_T;ES611;Y55-59;TASA_ACTI;50.671896092773096;M
2005;_T;ES612;TOTAL;TASA_ACTI;54.48556228672486;M
2005;_T;ES612;Y15-29;TASA_ACTI;63.48196801841311;M
2005;_T;ES612;Y55-59;TASA_ACTI;36.65117741091176;M
2005;_T;ES613;TOTAL;TASA_ACTI;51.624242901402354;M
2005;_T;ES613;Y15-29;TASA_ACTI;64.54984010157723;M
2005;_T;ES613;Y55-59;TASA_ACTI;40.80744758322066;M
2005;_T;ES614;TOTAL;TASA_ACTI;51.439964651340595;M
2005;_T;ES614;Y15-29;TASA_ACTI;62.872814314929514;M
2005;_T;ES614;Y55-59;TASA_ACTI;36.474925912978335;M
2005;_T;ES615;TOTAL;TASA_ACTI;52.13022470451656;M
2005;_T;ES615;Y15-29;TASA_ACTI;62.868798533941316;M
2005;_T;ES615;Y55-59;TASA_ACTI;39.09625651208069;M
2005;_T;ES616;TOTAL;TASA_ACTI;49.29166609497211;M
2005;_T;ES616;Y15-29;TASA_ACTI;62.20469357957889;M
2005;_T;ES616;Y55-59;TASA_ACTI;37.2101871470227;M
2005;_T;ES617;TOTAL;TASA_ACTI;55.50159349074736;M
2005;_T;ES617;Y15-29;TASA_ACTI;66.72246654143059;M
2005;_T;ES617;Y55-59;TASA_ACTI;39.281563937756225;M
2005;_T;ES618;TOTAL;TASA_ACTI;56.658008295607985;M
2005;_T;ES618;Y15-29;TASA_ACTI;67.63924916111182;M
2005;_T;ES618;Y55-59;TASA_ACTI;37.06979504583667;M
2005;_T;ES61;TOTAL;TASA_ACTI;54.6658105991911;M
2005;_T;ES61;Y15-29;TASA_ACTI;65.81967110702232;M
2005;_T;ES61;Y55-59;TASA_ACTI;38.84691091887535;M
2006;M;ES611;TOTAL;TASA_ACTI;75.08626231676897;M
2006;M;ES611;Y15-29;TASA_ACTI;85.89725713890604;M
2006;M;ES611;Y55-59;TASA_ACTI;69.25916538332089;M
2006;M;ES612;TOTAL;TASA_ACTI;67.88201251150166;M
2006;M;ES612;Y15-29;TASA_ACTI;77.78500697251943;M
2006;M;ES612;Y55-59;TASA_ACTI;50.696004977344714;M
2006;M;ES613;TOTAL;TASA_ACTI;65.93204407520174;M
2006;M;ES613;Y15-29;TASA_ACTI;79.6088683639542;M
2006;M;ES613;Y55-59;TASA_ACTI;60.242058365762276;M
2006;M;ES614;TOTAL;TASA_ACTI;65.88587104295185;M
2006;M;ES614;Y15-29;TASA_ACTI;78.69873368560289;M
2006;M;ES614;Y55-59;TASA_ACTI;53.87095503931716;M
2006;M;ES615;TOTAL;TASA_ACTI;65.78921331641055;M
2006;M;ES615;Y15-29;TASA_ACTI;76.48001994700677;M
2006;M;ES615;Y55-59;TASA_ACTI;53.57822418040492;M
2006;M;ES616;TOTAL;TASA_ACTI;63.25864296343311;M
2006;M;ES616;Y15-29;TASA_ACTI;77.32864423580811;M
2006;M;ES616;Y55-59;TASA_ACTI;53.081879055048276;M
2006;M;ES617;TOTAL;TASA_ACTI;67.92328018307194;M
2006;M;ES617;Y15-29;TASA_ACTI;79.69593203581812;M
2006;M;ES617;Y55-59;TASA_ACTI;56.020865587231064;M
2006;M;ES618;TOTAL;TASA_ACTI;69.2457044941952;M
2006;M;ES618;Y15-29;TASA_ACTI;80.35126148467488;M
2006;M;ES618;Y55-59;TASA_ACTI;57.18974335164325;M
2006;M;ES61;TOTAL;TASA_ACTI;67.875808017223;M
2006;M;ES61;Y15-29;TASA_ACTI;79.57946575435699;M
2006;M;ES61;Y55-59;TASA_ACTI;56.27312165064998;M
2006;F;ES611;TOTAL;TASA_ACTI;53.35982040592368;M
2006;F;ES611;Y15-29;TASA_ACTI;64.65207093571225;M
2006;F;ES611;Y55-59;TASA_ACTI;32.84106335333205;M
2006;F;ES612;TOTAL;TASA_ACTI;41.33923119654557;M
2006;F;ES612;Y15-29;TASA_ACTI;49.683657860982514;M
2006;F;ES612;Y55-59;TASA_ACTI;16.179314404337667;M
2006;F;ES613;TOTAL;TASA_ACTI;42.30591945121827;M
2006;F;ES613;Y15-29;TASA_ACTI;54.061627932192394;M
2006;F;ES613;Y55-59;TASA_ACTI;21.256490477187377;M
2006;F;ES614;TOTAL;TASA_ACTI;41.55298272311484;M
2006;F;ES614;Y15-29;TASA_ACTI;52.41074384082769;M
2006;F;ES614;Y55-59;TASA_ACTI;24.516822107354404;M
2006;F;ES615;TOTAL;TASA_ACTI;40.03410787422278;M
2006;F;ES615;Y15-29;TASA_ACTI;49.60597522238269;M
2006;F;ES615;Y55-59;TASA_ACTI;22.63095394561904;M
2006;F;ES616;TOTAL;TASA_ACTI;35.22369372064855;M
2006;F;ES616;Y15-29;TASA_ACTI;46.30806559294799;M
2006;F;ES616;Y55-59;TASA_ACTI;15.52988006029255;M
2006;F;ES617;TOTAL;TASA_ACTI;44.81102241538662;M
2006;F;ES617;Y15-29;TASA_ACTI;55.183096309570914;M
2006;F;ES617;Y55-59;TASA_ACTI;28.364400944324213;M
2006;F;ES618;TOTAL;TASA_ACTI;46.07252120372638;M
2006;F;ES618;Y15-29;TASA_ACTI;56.64291805277533;M
2006;F;ES618;Y55-59;TASA_ACTI;22.584865444577577;M
2006;F;ES61;TOTAL;TASA_ACTI;43.53528393316887;M
2006;F;ES61;Y15-29;TASA_ACTI;53.9700521774016;M
2006;F;ES61;Y55-59;TASA_ACTI;22.934236101932047;M
2006;_T;ES611;TOTAL;TASA_ACTI;64.56692182029244;M
2006;_T;ES611;Y15-29;TASA_ACTI;75.90818800225068;M
2006;_T;ES611;Y55-59;TASA_ACTI;51.15286438243308;M
2006;_T;ES612;TOTAL;TASA_ACTI;54.4041476204894;M
2006;_T;ES612;Y15-29;TASA_ACTI;63.87177142940019;M
2006;_T;ES612;Y55-59;TASA_ACTI;32.861575904508825;M
2006;_T;ES613;TOTAL;TASA_ACTI;53.779243387385236;M
2006;_T;ES613;Y15-29;TASA_ACTI;66.8333348100457;M
2006;_T;ES613;Y55-59;TASA_ACTI;40.03678909908366;M
2006;_T;ES614;TOTAL;TASA_ACTI;53.45408361544835;M
2006;_T;ES614;Y15-29;TASA_ACTI;65.5817597269076;M
2006;_T;ES614;Y55-59;TASA_ACTI;37.701420731066705;M
2006;_T;ES615;TOTAL;TASA_ACTI;52.769909486083364;M
2006;_T;ES615;Y15-29;TASA_ACTI;63.313108730289834;M
2006;_T;ES615;Y55-59;TASA_ACTI;38.560357503971375;M
2006;_T;ES616;TOTAL;TASA_ACTI;49.023314463527186;M
2006;_T;ES616;Y15-29;TASA_ACTI;62.106830558816625;M
2006;_T;ES616;Y55-59;TASA_ACTI;33.494895847644266;M
2006;_T;ES617;TOTAL;TASA_ACTI;56.14935244342081;M
2006;_T;ES617;Y15-29;TASA_ACTI;67.48539684395415;M
2006;_T;ES617;Y55-59;TASA_ACTI;42.581041940589664;M
2006;_T;ES618;TOTAL;TASA_ACTI;57.32116802254667;M
2006;_T;ES618;Y15-29;TASA_ACTI;68.47853789687765;M
2006;_T;ES618;Y55-59;TASA_ACTI;39.16671695039931;M
2006;_T;ES61;TOTAL;TASA_ACTI;55.49572123659124;M
2006;_T;ES61;Y15-29;TASA_ACTI;66.89832992880248;M
2006;_T;ES61;Y55-59;TASA_ACTI;39.17937544984799;M
2007;M;ES611;TOTAL;TASA_ACTI;72.0549420696003;M
2007;M;ES611;Y15-29;TASA_ACTI;82.2111910611114;M
2007;M;ES611;Y55-59;TASA_ACTI;62.52424462124232;M
2007;M;ES612;TOTAL;TASA_ACTI;68.28959950348336;M
2007;M;ES612;Y15-29;TASA_ACTI;78.59597414272456;M
2007;M;ES612;Y55-59;TASA_ACTI;50.20187124287904;M
2007;M;ES613;TOTAL;TASA_ACTI;66.94878720779145;M
2007;M;ES613;Y15-29;TASA_ACTI;80.09382485991084;M
2007;M;ES613;Y55-59;TASA_ACTI;66.00026397949212;M
2007;M;ES614;TOTAL;TASA_ACTI;65.52858330406156;M
2007;M;ES614;Y15-29;TASA_ACTI;78.15112815395211;M
2007;M;ES614;Y55-59;TASA_ACTI;52.36757963510307;M
2007;M;ES615;TOTAL;TASA_ACTI;67.00675204515895;M
2007;M;ES615;Y15-29;TASA_ACTI;77.26157730611794;M
2007;M;ES615;Y55-59;TASA_ACTI;53.998972899644194;M
2007;M;ES616;TOTAL;TASA_ACTI;64.64926808592779;M
2007;M;ES616;Y15-29;TASA_ACTI;78.91341574854485;M
2007;M;ES616;Y55-59;TASA_ACTI;57.497573965533064;M
2007;M;ES617;TOTAL;TASA_ACTI;68.10796675163027;M
2007;M;ES617;Y15-29;TASA_ACTI;80.63764727514307;M
2007;M;ES617;Y55-59;TASA_ACTI;56.3746806474762;M
2007;M;ES618;TOTAL;TASA_ACTI;69.37985671892584;M
2007;M;ES618;Y15-29;TASA_ACTI;79.9294726520551;M
2007;M;ES618;Y55-59;TASA_ACTI;56.545714870798456;M
2007;M;ES61;TOTAL;TASA_ACTI;68.00004318387961;M
2007;M;ES61;Y15-29;TASA_ACTI;79.62854666643365;M
2007;M;ES61;Y55-59;TASA_ACTI;56.38444411368011;M
2007;F;ES611;TOTAL;TASA_ACTI;50.37400470751135;M
2007;F;ES611;Y15-29;TASA_ACTI;61.696778652556446;M
2007;F;ES611;Y55-59;TASA_ACTI;39.50550478980988;M
2007;F;ES612;TOTAL;TASA_ACTI;42.9451155717185;M
2007;F;ES612;Y15-29;TASA_ACTI;51.764111396008076;M
2007;F;ES612;Y55-59;TASA_ACTI;19.518970825480988;M
2007;F;ES613;TOTAL;TASA_ACTI;43.09275718498344;M
2007;F;ES613;Y15-29;TASA_ACTI;55.217759912471365;M
2007;F;ES613;Y55-59;TASA_ACTI;24.256429625940882;M
2007;F;ES614;TOTAL;TASA_ACTI;43.8952206274397;M
2007;F;ES614;Y15-29;TASA_ACTI;55.00263025989736;M
2007;F;ES614;Y55-59;TASA_ACTI;27.50684759956278;M
2007;F;ES615;TOTAL;TASA_ACTI;45.69800055019496;M
2007;F;ES615;Y15-29;TASA_ACTI;56.10539448340378;M
2007;F;ES615;Y55-59;TASA_ACTI;25.700215730817444;M
2007;F;ES616;TOTAL;TASA_ACTI;37.15933417382157;M
2007;F;ES616;Y15-29;TASA_ACTI;49.048389975438916;M
2007;F;ES616;Y55-59;TASA_ACTI;16.788648060003975;M
2007;F;ES617;TOTAL;TASA_ACTI;46.998200136259285;M
2007;F;ES617;Y15-29;TASA_ACTI;58.15292710252069;M
2007;F;ES617;Y55-59;TASA_ACTI;24.592904198093937;M
2007;F;ES618;TOTAL;TASA_ACTI;47.60938999318739;M
2007;F;ES618;Y15-29;TASA_ACTI;57.836256414592505;M
2007;F;ES618;Y55-59;TASA_ACTI;24.33484432012798;M
2007;F;ES61;TOTAL;TASA_ACTI;45.17961610337727;M
2007;F;ES61;Y15-29;TASA_ACTI;55.92753803667131;M
2007;F;ES61;Y55-59;TASA_ACTI;24.521264374731352;M
2007;_T;ES611;TOTAL;TASA_ACTI;61.49468128770512;M
2007;_T;ES611;Y15-29;TASA_ACTI;72.57687246860772;M
2007;_T;ES611;Y55-59;TASA_ACTI;51.00063280747077;M
2007;_T;ES612;TOTAL;TASA_ACTI;55.43307629858793;M
2007;_T;ES612;Y15-29;TASA_ACTI;65.28728652344516;M
2007;_T;ES612;Y55-59;TASA_ACTI;34.33218109097265;M
2007;_T;ES613;TOTAL;TASA_ACTI;54.68974728070126;M
2007;_T;ES613;Y15-29;TASA_ACTI;67.72746245576103;M
2007;_T;ES613;Y55-59;TASA_ACTI;44.926404549052755;M
2007;_T;ES614;TOTAL;TASA_ACTI;54.502204477968;M
2007;_T;ES614;Y15-29;TASA_ACTI;66.6345119124681;M
2007;_T;ES614;Y55-59;TASA_ACTI;39.22128220399949;M
2007;_T;ES615;TOTAL;TASA_ACTI;56.188431265144125;M
2007;_T;ES615;Y15-29;TASA_ACTI;66.82963127157817;M
2007;_T;ES615;Y55-59;TASA_ACTI;39.61781528814127;M
2007;_T;ES616;TOTAL;TASA_ACTI;50.72374075680788;M
2007;_T;ES616;Y15-29;TASA_ACTI;64.33342680764844;M
2007;_T;ES616;Y55-59;TASA_ACTI;36.858689333539225;M
2007;_T;ES617;TOTAL;TASA_ACTI;57.358207920663965;M
2007;_T;ES617;Y15-29;TASA_ACTI;69.42013921883664;M
2007;_T;ES617;Y55-59;TASA_ACTI;40.126651624205984;M
2007;_T;ES618;TOTAL;TASA_ACTI;58.18499398535327;M
2007;_T;ES618;Y15-29;TASA_ACTI;68.84052872489383;M
2007;_T;ES618;Y55-59;TASA_ACTI;40.143829509850534;M
2007;_T;ES61;TOTAL;TASA_ACTI;56.39594499787878;M
2007;_T;ES61;Y15-29;TASA_ACTI;67.89089465434898;M
2007;_T;ES61;Y55-59;TASA_ACTI;40.07901166963465;M
2008;M;ES611;TOTAL;TASA_ACTI;72.25672581844287;M
2008;M;ES611;Y15-29;TASA_ACTI;82.95714205617686;M
2008;M;ES611;Y55-59;TASA_ACTI;65.25559894126043;M
2008;M;ES612;TOTAL;TASA_ACTI;68.76609184407437;M
2008;M;ES612;Y15-29;TASA_ACTI;79.05363776347379;M
2008;M;ES612;Y55-59;TASA_ACTI;56.10208625925265;M
2008;M;ES613;TOTAL;TASA_ACTI;67.45048124470256;M
2008;M;ES613;Y15-29;TASA_ACTI;80.6971746911658;M
2008;M;ES613;Y55-59;TASA_ACTI;64.75170336055005;M
2008;M;ES614;TOTAL;TASA_ACTI;66.53674214294512;M
2008;M;ES614;Y15-29;TASA_ACTI;79.08855732586456;M
2008;M;ES614;Y55-59;TASA_ACTI;56.42681158341364;M
2008;M;ES615;TOTAL;TASA_ACTI;67.81364309948134;M
2008;M;ES615;Y15-29;TASA_ACTI;79.67823925977373;M
2008;M;ES615;Y55-59;TASA_ACTI;56.86550391196272;M
2008;M;ES616;TOTAL;TASA_ACTI;64.93677136423328;M
2008;M;ES616;Y15-29;TASA_ACTI;79.13840024854672;M
2008;M;ES616;Y55-59;TASA_ACTI;56.765848337226174;M
2008;M;ES617;TOTAL;TASA_ACTI;67.18903314351886;M
2008;M;ES617;Y15-29;TASA_ACTI;79.40148182489929;M
2008;M;ES617;Y55-59;TASA_ACTI;50.353655776568196;M
2008;M;ES618;TOTAL;TASA_ACTI;70.1498313636956;M
2008;M;ES618;Y15-29;TASA_ACTI;81.2953346190399;M
2008;M;ES618;Y55-59;TASA_ACTI;61.33921725713346;M
2008;M;ES61;TOTAL;TASA_ACTI;68.32666252923941;M
2008;M;ES61;Y15-29;TASA_ACTI;80.17412988846392;M
2008;M;ES61;Y55-59;TASA_ACTI;57.88350489042312;M
2008;F;ES611;TOTAL;TASA_ACTI;50.68631394191193;M
2008;F;ES611;Y15-29;TASA_ACTI;60.61889544118549;M
2008;F;ES611;Y55-59;TASA_ACTI;32.26672701887805;M
2008;F;ES612;TOTAL;TASA_ACTI;44.30290090553887;M
2008;F;ES612;Y15-29;TASA_ACTI;53.10629889087708;M
2008;F;ES612;Y55-59;TASA_ACTI;23.390059861648925;M
2008;F;ES613;TOTAL;TASA_ACTI;45.688086942610376;M
2008;F;ES613;Y15-29;TASA_ACTI;58.59228543833625;M
2008;F;ES613;Y55-59;TASA_ACTI;27.77054505781622;M
2008;F;ES614;TOTAL;TASA_ACTI;46.45724814665048;M
2008;F;ES614;Y15-29;TASA_ACTI;57.991734453628816;M
2008;F;ES614;Y55-59;TASA_ACTI;29.431357555377417;M
2008;F;ES615;TOTAL;TASA_ACTI;46.851078270092444;M
2008;F;ES615;Y15-29;TASA_ACTI;57.782876955892526;M
2008;F;ES615;Y55-59;TASA_ACTI;25.419041360239476;M
2008;F;ES616;TOTAL;TASA_ACTI;40.76565864718829;M
2008;F;ES616;Y15-29;TASA_ACTI;52.74076247796495;M
2008;F;ES616;Y55-59;TASA_ACTI;21.58116481594866;M
2008;F;ES617;TOTAL;TASA_ACTI;49.38185396017053;M
2008;F;ES617;Y15-29;TASA_ACTI;61.38541063660671;M
2008;F;ES617;Y55-59;TASA_ACTI;23.449089486317774;M
2008;F;ES618;TOTAL;TASA_ACTI;49.064695457771315;M
2008;F;ES618;Y15-29;TASA_ACTI;60.10713737964196;M
2008;F;ES618;Y55-59;TASA_ACTI;24.101377904917094;M
2008;F;ES61;TOTAL;TASA_ACTI;47.11440237333203;M
2008;F;ES61;Y15-29;TASA_ACTI;58.23230480330276;M
2008;F;ES61;Y55-59;TASA_ACTI;25.35483485653544;M
2008;_T;ES611;TOTAL;TASA_ACTI;61.73878310634295;M
2008;_T;ES611;Y15-29;TASA_ACTI;72.3019786704078;M
2008;_T;ES611;Y55-59;TASA_ACTI;47.92252458760007;M
2008;_T;ES612;TOTAL;TASA_ACTI;56.36608394672752;M
2008;_T;ES612;Y15-29;TASA_ACTI;66.18058593373662;M
2008;_T;ES612;Y55-59;TASA_ACTI;38.78515067257523;M
2008;_T;ES613;TOTAL;TASA_ACTI;56.26951398451149;M
2008;_T;ES613;Y15-29;TASA_ACTI;69.70924590369461;M
2008;_T;ES613;Y55-59;TASA_ACTI;45.882973653338546;M
2008;_T;ES614;TOTAL;TASA_ACTI;56.32441772178339;M
2008;_T;ES614;Y15-29;TASA_ACTI;68.61654140275355;M
2008;_T;ES614;Y55-59;TASA_ACTI;42.57553583101868;M
2008;_T;ES615;TOTAL;TASA_ACTI;57.16531184668385;M
2008;_T;ES615;Y15-29;TASA_ACTI;68.8622560195904;M
2008;_T;ES615;Y55-59;TASA_ACTI;41.82810153253398;M
2008;_T;ES616;TOTAL;TASA_ACTI;52.711427716357036;M
2008;_T;ES616;Y15-29;TASA_ACTI;66.16487804357592;M
2008;_T;ES616;Y55-59;TASA_ACTI;38.62254078317068;M
2008;_T;ES617;TOTAL;TASA_ACTI;58.1176856364267;M
2008;_T;ES617;Y15-29;TASA_ACTI;70.47373585986783;M
2008;_T;ES617;Y55-59;TASA_ACTI;37.13591026683367;M
2008;_T;ES618;TOTAL;TASA_ACTI;59.31169376526444;M
2008;_T;ES618;Y15-29;TASA_ACTI;70.6849102173976;M
2008;_T;ES618;Y55-59;TASA_ACTI;42.13479817875269;M
2008;_T;ES61;TOTAL;TASA_ACTI;57.54505575956949;M
2008;_T;ES61;Y15-29;TASA_ACTI;69.31054719549957;M
2008;_T;ES61;Y55-59;TASA_ACTI;41.27042531992547;M
2009;M;ES611;TOTAL;TASA_ACTI;71.62027664325065;M
2009;M;ES611;Y15-29;TASA_ACTI;82.65601709630135;M
2009;M;ES611;Y55-59;TASA_ACTI;66.4477121944518;M
2009;M;ES612;TOTAL;TASA_ACTI;67.94667658512326;M
2009;M;ES612;Y15-29;TASA_ACTI;77.94160295755505;M
2009;M;ES612;Y55-59;TASA_ACTI;53.87584470734824;M
2009;M;ES613;TOTAL;TASA_ACTI;68.01953081575024;M
2009;M;ES613;Y15-29;TASA_ACTI;81.39592097982077;M
2009;M;ES613;Y55-59;TASA_ACTI;65.54452490400831;M
2009;M;ES614;TOTAL;TASA_ACTI;65.70236606386602;M
2009;M;ES614;Y15-29;TASA_ACTI;78.32216057742846;M
2009;M;ES614;Y55-59;TASA_ACTI;60.93658469336609;M
2009;M;ES615;TOTAL;TASA_ACTI;65.7399088357521;M
2009;M;ES615;Y15-29;TASA_ACTI;77.59046025530493;M
2009;M;ES615;Y55-59;TASA_ACTI;65.6401598001664;M
2009;M;ES616;TOTAL;TASA_ACTI;63.841566329936924;M
2009;M;ES616;Y15-29;TASA_ACTI;77.62245641070753;M
2009;M;ES616;Y55-59;TASA_ACTI;56.221472006919825;M
2009;M;ES617;TOTAL;TASA_ACTI;67.7541090498188;M
2009;M;ES617;Y15-29;TASA_ACTI;79.77213905925255;M
2009;M;ES617;Y55-59;TASA_ACTI;55.39870324525954;M
2009;M;ES618;TOTAL;TASA_ACTI;69.49990498859367;M
2009;M;ES618;Y15-29;TASA_ACTI;81.49685026269566;M
2009;M;ES618;Y55-59;TASA_ACTI;61.53020556670445;M
2009;M;ES61;TOTAL;TASA_ACTI;67.85804354203748;M
2009;M;ES61;Y15-29;TASA_ACTI;79.82500543748607;M
2009;M;ES61;Y55-59;TASA_ACTI;59.70317345535976;M
2009;F;ES611;TOTAL;TASA_ACTI;56.56660287074742;M
2009;F;ES611;Y15-29;TASA_ACTI;68.48246910138643;M
2009;F;ES611;Y55-59;TASA_ACTI;43.0332447382728;M
2009;F;ES612;TOTAL;TASA_ACTI;45.633004066349706;M
2009;F;ES612;Y15-29;TASA_ACTI;54.800167719113944;M
2009;F;ES612;Y55-59;TASA_ACTI;23.88936878784552;M
2009;F;ES613;TOTAL;TASA_ACTI;48.75722182652264;M
2009;F;ES613;Y15-29;TASA_ACTI;62.08297610846141;M
2009;F;ES613;Y55-59;TASA_ACTI;33.34466708443545;M
2009;F;ES614;TOTAL;TASA_ACTI;47.761727524629116;M
2009;F;ES614;Y15-29;TASA_ACTI;60.34853215630132;M
2009;F;ES614;Y55-59;TASA_ACTI;32.96874079833848;M
2009;F;ES615;TOTAL;TASA_ACTI;49.061132648576226;M
2009;F;ES615;Y15-29;TASA_ACTI;60.967866858593375;M
2009;F;ES615;Y55-59;TASA_ACTI;27.593853012349644;M
2009;F;ES616;TOTAL;TASA_ACTI;42.34892484163215;M
2009;F;ES616;Y15-29;TASA_ACTI;54.90831517402306;M
2009;F;ES616;Y55-59;TASA_ACTI;23.571109400947257;M
2009;F;ES617;TOTAL;TASA_ACTI;50.249664959287976;M
2009;F;ES617;Y15-29;TASA_ACTI;61.34839045223934;M
2009;F;ES617;Y55-59;TASA_ACTI;27.447829755875436;M
2009;F;ES618;TOTAL;TASA_ACTI;49.9280595159758;M
2009;F;ES618;Y15-29;TASA_ACTI;62.12901267527251;M
2009;F;ES618;Y55-59;TASA_ACTI;28.967162074858855;M
2009;F;ES61;TOTAL;TASA_ACTI;48.85551005936681;M
2009;F;ES61;Y15-29;TASA_ACTI;60.54131696988798;M
2009;F;ES61;Y55-59;TASA_ACTI;29.292846472281468;M
2009;_T;ES611;TOTAL;TASA_ACTI;64.27830009676713;M
2009;_T;ES611;Y15-29;TASA_ACTI;75.94289351280531;M
2009;_T;ES611;Y55-59;TASA_ACTI;55.00355097586005;M
2009;_T;ES612;TOTAL;TASA_ACTI;56.63998834773081;M
2009;_T;ES612;Y15-29;TASA_ACTI;66.47005421009547;M
2009;_T;ES612;Y55-59;TASA_ACTI;38.10434572897985;M
2009;_T;ES613;TOTAL;TASA_ACTI;58.12019748362749;M
2009;_T;ES613;Y15-29;TASA_ACTI;71.78368363269608;M
2009;_T;ES613;Y55-59;TASA_ACTI;49.3192081443638;M
2009;_T;ES614;TOTAL;TASA_ACTI;56.58298459204419;M
2009;_T;ES614;Y15-29;TASA_ACTI;69.44029307734466;M
2009;_T;ES614;Y55-59;TASA_ACTI;46.825150202658975;M
2009;_T;ES615;TOTAL;TASA_ACTI;57.2779693838569;M
2009;_T;ES615;Y15-29;TASA_ACTI;69.36866150051178;M
2009;_T;ES615;Y55-59;TASA_ACTI;47.38370272294432;M
2009;_T;ES616;TOTAL;TASA_ACTI;52.97980738511706;M
2009;_T;ES616;Y15-29;TASA_ACTI;66.51597026380944;M
2009;_T;ES616;Y55-59;TASA_ACTI;40.165703319858395;M
2009;_T;ES617;TOTAL;TASA_ACTI;58.82787359355446;M
2009;_T;ES617;Y15-29;TASA_ACTI;70.53681599728424;M
2009;_T;ES617;Y55-59;TASA_ACTI;40.80967037179888;M
2009;_T;ES618;TOTAL;TASA_ACTI;59.43737516909721;M
2009;_T;ES618;Y15-29;TASA_ACTI;71.82616344738223;M
2009;_T;ES618;Y55-59;TASA_ACTI;44.74226730744174;M
2009;_T;ES61;TOTAL;TASA_ACTI;58.1993987003145;M
2009;_T;ES61;Y15-29;TASA_ACTI;70.2759722977086;M
2009;_T;ES61;Y55-59;TASA_ACTI;44.18681650706463;M
2010;M;ES611;TOTAL;TASA_ACTI;70.79399810503806;M
