TEMPORAL;CNO11;SEXO;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2011;6375;M;ES61;TASA_SALA;94.16519682310138;M
2011;6375;F;ES61;TASA_SALA;94.72453229309308;M
2011;6375;_T;ES61;TASA_SALA;94.50727882734373;M
2011;6463;M;ES61;TASA_SALA;74.34237032001634;M
2011;6463;F;ES61;TASA_SALA;81.18045841040563;M
2011;6463;_T;ES61;TASA_SALA;78.22941136673684;M
2011;6489;M;ES61;TASA_SALA;42.74257663567738;M
2011;6489;F;ES61;TASA_SALA;25.619381148522397;M
2011;6489;_T;ES61;TASA_SALA;40.14041290740033;M
2011;6601;M;ES61;TASA_SALA;78.47966891056164;M
2011;6601;F;ES61;TASA_SALA;84.26098512382715;M
2011;6601;_T;ES61;TASA_SALA;78.96545045345471;M
2011;6667;M;ES61;TASA_SALA;83.60094739373326;M
2011;6667;F;ES61;TASA_SALA;91.45185084250691;M
2011;6667;_T;ES61;TASA_SALA;84.13573340623289;M
2011;6726;M;ES61;TASA_SALA;96.2030613556646;M
2011;6726;F;ES61;TASA_SALA;97.67661943597035;M
2011;6726;_T;ES61;TASA_SALA;96.99834251814934;M
2011;5989;M;ES61;TASA_SALA;100.0;M
2011;5989;F;ES61;TASA_SALA;100.0;M
2011;5989;_T;ES61;TASA_SALA;100.0;M
2011;6727;M;ES61;TASA_SALA;79.90043009884602;M
2011;6727;F;ES61;TASA_SALA;87.57361842339512;M
2011;6727;_T;ES61;TASA_SALA;83.17927809075803;M
2012;6038;M;ES61;TASA_SALA;41.57615922492917;M
2012;6038;F;ES61;TASA_SALA;40.49871650666974;M
2012;6038;_T;ES61;TASA_SALA;41.259580233986284;M
2012;6203;M;ES61;TASA_SALA;79.33791374035913;M
2012;6203;F;ES61;TASA_SALA;89.29314589515495;M
2012;6203;_T;ES61;TASA_SALA;84.53198400744853;M
2012;6333;M;ES61;TASA_SALA;86.88669706878652;M
2012;6333;F;ES61;TASA_SALA;89.74861304655755;M
2012;6333;_T;ES61;TASA_SALA;87.94708354393357;M
2012;6375;M;ES61;TASA_SALA;94.72985317510356;M
2012;6375;F;ES61;TASA_SALA;95.94249103086743;M
2012;6375;_T;ES61;TASA_SALA;95.48194056369847;M
2012;6463;M;ES61;TASA_SALA;72.49552517801943;M
2012;6463;F;ES61;TASA_SALA;79.35136032793373;M
2012;6463;_T;ES61;TASA_SALA;76.37298531750996;M
2012;6489;M;ES61;TASA_SALA;41.86727285496485;M
2012;6489;F;ES61;TASA_SALA;39.572287748322026;M
2012;6489;_T;ES61;TASA_SALA;41.434083654332355;M
2012;6601;M;ES61;TASA_SALA;74.57606003098599;M
2012;6601;F;ES61;TASA_SALA;80.3299194361515;M
2012;6601;_T;ES61;TASA_SALA;75.16696201698507;M
2012;6667;M;ES61;TASA_SALA;84.80456816292852;M
2012;6667;F;ES61;TASA_SALA;89.48582017354342;M
2012;6667;_T;ES61;TASA_SALA;85.10905107058736;M
2012;6726;M;ES61;TASA_SALA;96.21657177913816;M
2012;6726;F;ES61;TASA_SALA;97.73420784885812;M
2012;6726;_T;ES61;TASA_SALA;97.08291153185442;M
2012;5989;M;ES61;TASA_SALA;100.0;M
2012;5989;F;ES61;TASA_SALA;100.0;M
2012;5989;_T;ES61;TASA_SALA;100.0;M
2012;6727;M;ES61;TASA_SALA;78.47615749158106;M
2012;6727;F;ES61;TASA_SALA;86.47950629102719;M
2012;6727;_T;ES61;TASA_SALA;82.01183210560734;M
2013;6038;M;ES61;TASA_SALA;42.19587258439956;M
2013;6038;F;ES61;TASA_SALA;42.04010264059523;M
2013;6038;_T;ES61;TASA_SALA;42.151240520805025;M
2013;6203;M;ES61;TASA_SALA;74.15246658025501;M
2013;6203;F;ES61;TASA_SALA;88.56758445778239;M
2013;6203;_T;ES61;TASA_SALA;81.73397713452617;M
2013;6333;M;ES61;TASA_SALA;81.44180181739476;M
2013;6333;F;ES61;TASA_SALA;88.72142779866446;M
2013;6333;_T;ES61;TASA_SALA;84.22565404954713;M
2013;6375;M;ES61;TASA_SALA;96.65026186313357;M
2013;6375;F;ES61;TASA_SALA;96.81604580399402;M
2013;6375;_T;ES61;TASA_SALA;96.7537896299236;M
2013;6463;M;ES61;TASA_SALA;71.57164770341001;M
2013;6463;F;ES61;TASA_SALA;78.0532661392116;M
2013;6463;_T;ES61;TASA_SALA;75.13057086690651;M
2013;6489;M;ES61;TASA_SALA;45.23680770229543;M
2013;6489;F;ES61;TASA_SALA;32.12010543592655;M
2013;6489;_T;ES61;TASA_SALA;43.707963650019735;M
2013;6601;M;ES61;TASA_SALA;75.11466850737321;M
2013;6601;F;ES61;TASA_SALA;79.91485283252537;M
2013;6601;_T;ES61;TASA_SALA;75.57802228777275;M
2013;6667;M;ES61;TASA_SALA;82.3823007486806;M
2013;6667;F;ES61;TASA_SALA;86.91344748279431;M
2013;6667;_T;ES61;TASA_SALA;82.70042939584727;M
2013;6726;M;ES61;TASA_SALA;97.08592645534311;M
2013;6726;F;ES61;TASA_SALA;98.77320304048925;M
2013;6726;_T;ES61;TASA_SALA;98.06879789063775;M
2013;5989;M;ES61;TASA_SALA;100.0;M
2013;5989;F;ES61;TASA_SALA;100.0;M
2013;5989;_T;ES61;TASA_SALA;100.0;M
2013;6727;M;ES61;TASA_SALA;76.83331013037761;M
2013;6727;F;ES61;TASA_SALA;86.40200813647031;M
2013;6727;_T;ES61;TASA_SALA;81.04266536543568;M
2014;6038;M;ES61;TASA_SALA;40.04483273919532;M
2014;6038;F;ES61;TASA_SALA;37.06266492543419;M
2014;6038;_T;ES61;TASA_SALA;39.238680203849974;M
2014;6203;M;ES61;TASA_SALA;76.95842566899493;M
2014;6203;F;ES61;TASA_SALA;87.25419220071504;M
2014;6203;_T;ES61;TASA_SALA;82.54607054368944;M
2014;6333;M;ES61;TASA_SALA;82.7541392964086;M
2014;6333;F;ES61;TASA_SALA;88.96023216996929;M
2014;6333;_T;ES61;TASA_SALA;85.0114878684024;M
2014;6375;M;ES61;TASA_SALA;95.77133196774096;M
2014;6375;F;ES61;TASA_SALA;94.99660974097849;M
2014;6375;_T;ES61;TASA_SALA;95.30772073860282;M
2014;6463;M;ES61;TASA_SALA;72.03526721723095;M
2014;6463;F;ES61;TASA_SALA;79.66216014968712;M
2014;6463;_T;ES61;TASA_SALA;76.1304489880414;M
2014;6489;M;ES61;TASA_SALA;43.2069915431393;M
2014;6489;F;ES61;TASA_SALA;25.023052684459024;M
2014;6489;_T;ES61;TASA_SALA;40.448164563021905;M
2014;6601;M;ES61;TASA_SALA;74.91375762617622;M
2014;6601;F;ES61;TASA_SALA;84.02784386930153;M
2014;6601;_T;ES61;TASA_SALA;75.84006702993422;M
2014;6667;M;ES61;TASA_SALA;80.67503982773314;M
2014;6667;F;ES61;TASA_SALA;87.23436595001849;M
2014;6667;_T;ES61;TASA_SALA;81.10342523159063;M
2014;6726;M;ES61;TASA_SALA;96.81794738567106;M
2014;6726;F;ES61;TASA_SALA;98.42024878299796;M
2014;6726;_T;ES61;TASA_SALA;97.72520761519759;M
2014;5989;M;ES61;TASA_SALA;100.0;M
2014;5989;F;ES61;TASA_SALA;100.0;M
2014;5989;_T;ES61;TASA_SALA;100.0;M
2014;6727;M;ES61;TASA_SALA;77.12417594727773;M
2014;6727;F;ES61;TASA_SALA;86.33121700358878;M
2014;6727;_T;ES61;TASA_SALA;81.11998972864181;M
2015;6038;M;ES61;TASA_SALA;39.575875794748065;M
2015;6038;F;ES61;TASA_SALA;47.52623335620694;M
2015;6038;_T;ES61;TASA_SALA;41.875867825351;M
2015;6203;M;ES61;TASA_SALA;77.11529044487227;M
2015;6203;F;ES61;TASA_SALA;88.62846621085183;M
2015;6203;_T;ES61;TASA_SALA;83.51850082270242;M
2015;6333;M;ES61;TASA_SALA;85.39911670638227;M
2015;6333;F;ES61;TASA_SALA;85.2124513961643;M
2015;6333;_T;ES61;TASA_SALA;85.3338649513604;M
2015;6375;M;ES61;TASA_SALA;97.27620473859575;M
2015;6375;F;ES61;TASA_SALA;94.79191120735456;M
2015;6375;_T;ES61;TASA_SALA;95.74897460289608;M
2015;6463;M;ES61;TASA_SALA;73.58034121567862;M
2015;6463;F;ES61;TASA_SALA;79.10666961336503;M
2015;6463;_T;ES61;TASA_SALA;76.55692192149004;M
2015;6489;M;ES61;TASA_SALA;42.518026396450544;M
2015;6489;F;ES61;TASA_SALA;19.719378081152826;M
2015;6489;_T;ES61;TASA_SALA;38.54369905863656;M
2015;6601;M;ES61;TASA_SALA;75.59939665478589;M
2015;6601;F;ES61;TASA_SALA;84.82363734707076;M
2015;6601;_T;ES61;TASA_SALA;76.46004998897891;M
2015;6667;M;ES61;TASA_SALA;81.39656028079897;M
2015;6667;F;ES61;TASA_SALA;92.01192384416792;M
2015;6667;_T;ES61;TASA_SALA;82.14237109904036;M
2015;6726;M;ES61;TASA_SALA;97.57072231490844;M
2015;6726;F;ES61;TASA_SALA;98.19509476395626;M
2015;6726;_T;ES61;TASA_SALA;97.91687069691449;M
2015;5989;M;ES61;TASA_SALA;100.0;M
2015;5989;F;ES61;TASA_SALA;100.0;M
2015;5989;_T;ES61;TASA_SALA;100.0;M
2015;6727;M;ES61;TASA_SALA;78.46450017506864;M
2015;6727;F;ES61;TASA_SALA;86.24795357677651;M
2015;6727;_T;ES61;TASA_SALA;81.84522573626425;M
2016;6038;M;ES61;TASA_SALA;45.970002536348616;M
2016;6038;F;ES61;TASA_SALA;47.725468346152475;M
2016;6038;_T;ES61;TASA_SALA;46.49659757362831;M
2016;6203;M;ES61;TASA_SALA;76.88637462688617;M
2016;6203;F;ES61;TASA_SALA;86.86965190994552;M
2016;6203;_T;ES61;TASA_SALA;82.38489146336681;M
2016;6333;M;ES61;TASA_SALA;80.20681793538155;M
2016;6333;F;ES61;TASA_SALA;87.67404246187745;M
2016;6333;_T;ES61;TASA_SALA;83.04756086514946;M
2016;6375;M;ES61;TASA_SALA;96.67880370188257;M
2016;6375;F;ES61;TASA_SALA;96.19381988546778;M
2016;6375;_T;ES61;TASA_SALA;96.37378335922399;M
2016;6463;M;ES61;TASA_SALA;73.73542935366366;M
2016;6463;F;ES61;TASA_SALA;79.25052222953613;M
2016;6463;_T;ES61;TASA_SALA;76.69054778262631;M
2016;6489;M;ES61;TASA_SALA;36.20244035549752;M
2016;6489;F;ES61;TASA_SALA;15.197478558079919;M
2016;6489;_T;ES61;TASA_SALA;32.499013888573955;M
2016;6601;M;ES61;TASA_SALA;78.82069648322147;M
2016;6601;F;ES61;TASA_SALA;76.76726443719724;M
2016;6601;_T;ES61;TASA_SALA;78.63555017509918;M
2016;6667;M;ES61;TASA_SALA;81.80786267303127;M
2016;6667;F;ES61;TASA_SALA;85.96223182611391;M
2016;6667;_T;ES61;TASA_SALA;82.12815851175836;M
2016;6726;M;ES61;TASA_SALA;97.42451860086453;M
2016;6726;F;ES61;TASA_SALA;98.37574108775804;M
2016;6726;_T;ES61;TASA_SALA;97.93451713488362;M
2016;5989;M;ES61;TASA_SALA;100.0;M
2016;5989;F;ES61;TASA_SALA;100.0;M
2016;5989;_T;ES61;TASA_SALA;100.0;M
2016;6727;M;ES61;TASA_SALA;78.59299135907627;M
2016;6727;F;ES61;TASA_SALA;86.06150168328647;M
2016;6727;_T;ES61;TASA_SALA;81.81729384374003;M
2017;6038;M;ES61;TASA_SALA;47.01132654963713;M
2017;6038;F;ES61;TASA_SALA;49.62285444328482;M
2017;6038;_T;ES61;TASA_SALA;47.86859972766002;M
2017;6203;M;ES61;TASA_SALA;77.90334182583791;M
2017;6203;F;ES61;TASA_SALA;87.24133534488406;M
2017;6203;_T;ES61;TASA_SALA;82.95317980886847;M
2017;6333;M;ES61;TASA_SALA;80.37580405729506;M
2017;6333;F;ES61;TASA_SALA;86.59247499239672;M
2017;6333;_T;ES61;TASA_SALA;82.52261232566312;M
2017;6375;M;ES61;TASA_SALA;96.81316959806097;M
2017;6375;F;ES61;TASA_SALA;95.27061007885072;M
2017;6375;_T;ES61;TASA_SALA;95.83345927113966;M
2017;6463;M;ES61;TASA_SALA;72.73253209833148;M
2017;6463;F;ES61;TASA_SALA;80.30005983491564;M
2017;6463;_T;ES61;TASA_SALA;76.85863264128113;M
2017;6489;M;ES61;TASA_SALA;39.98311587109397;M
2017;6489;F;ES61;TASA_SALA;20.4102348512581;M
2017;6489;_T;ES61;TASA_SALA;36.51259473683573;M
2017;6601;M;ES61;TASA_SALA;79.76300350352797;M
2017;6601;F;ES61;TASA_SALA;79.93630740930264;M
2017;6601;_T;ES61;TASA_SALA;79.77996284449826;M
2017;6667;M;ES61;TASA_SALA;84.29529706174304;M
2017;6667;F;ES61;TASA_SALA;93.12730229573027;M
2017;6667;_T;ES61;TASA_SALA;85.10685567019554;M
2017;6726;M;ES61;TASA_SALA;97.81240287163394;M
2017;6726;F;ES61;TASA_SALA;98.45162108364372;M
2017;6726;_T;ES61;TASA_SALA;98.1536848458645;M
2017;5989;M;ES61;TASA_SALA;100.0;M
2017;5989;F;ES61;TASA_SALA;100.0;M
2017;5989;_T;ES61;TASA_SALA;100.0;M
2017;6727;M;ES61;TASA_SALA;78.9663950646314;M
2017;6727;F;ES61;TASA_SALA;86.24241670585175;M
2017;6727;_T;ES61;TASA_SALA;82.10464946634916;M
2018;6038;M;ES61;TASA_SALA;41.079853582342935;M
2018;6038;F;ES61;TASA_SALA;50.86405671587777;M
2018;6038;_T;ES61;TASA_SALA;44.16217507651466;M
2018;6203;M;ES61;TASA_SALA;77.27378901110316;M
2018;6203;F;ES61;TASA_SALA;88.452661403963;M
2018;6203;_T;ES61;TASA_SALA;83.27575367217581;M
2018;6333;M;ES61;TASA_SALA;83.57148761390185;M
2018;6333;F;ES61;TASA_SALA;83.09651242724324;M
2018;6333;_T;ES61;TASA_SALA;83.40740070412576;M
2018;6375;M;ES61;TASA_SALA;98.13960951745257;M
2018;6375;F;ES61;TASA_SALA;96.05981276047255;M
2018;6375;_T;ES61;TASA_SALA;96.84051151942865;M
2018;6463;M;ES61;TASA_SALA;75.84051798820899;M
2018;6463;F;ES61;TASA_SALA;80.51652984763084;M
2018;6463;_T;ES61;TASA_SALA;78.41005952920538;M
2018;6489;M;ES61;TASA_SALA;41.47405399494403;M
2018;6489;F;ES61;TASA_SALA;24.236140297299592;M
2018;6489;_T;ES61;TASA_SALA;38.38948913569068;M
2018;6601;M;ES61;TASA_SALA;78.35485413899981;M
2018;6601;F;ES61;TASA_SALA;80.88356549936178;M
2018;6601;_T;ES61;TASA_SALA;78.58701651480547;M
2018;6667;M;ES61;TASA_SALA;85.92835025977503;M
2018;6667;F;ES61;TASA_SALA;91.61010068072893;M
2018;6667;_T;ES61;TASA_SALA;86.40895797810926;M
2018;6726;M;ES61;TASA_SALA;97.47517292739586;M
2018;6726;F;ES61;TASA_SALA;98.73931142962351;M
2018;6726;_T;ES61;TASA_SALA;98.15167146937745;M
2018;5989;M;ES61;TASA_SALA;100.0;M
2018;5989;F;ES61;TASA_SALA;100.0;M
2018;5989;_T;ES61;TASA_SALA;100.0;M
2018;6727;M;ES61;TASA_SALA;79.99731704317821;M
2018;6727;F;ES61;TASA_SALA;86.74129967651122;M
2018;6727;_T;ES61;TASA_SALA;82.87460868335471;M
2019;6038;M;ES61;TASA_SALA;41.34363219783082;M
2019;6038;F;ES61;TASA_SALA;48.52737898653471;M
2019;6038;_T;ES61;TASA_SALA;43.79194582439692;M
2019;6203;M;ES61;TASA_SALA;75.77231121801148;M
2019;6203;F;ES61;TASA_SALA;85.59432742016753;M
2019;6203;_T;ES61;TASA_SALA;81.03750110908548;M
2019;6333;M;ES61;TASA_SALA;81.64886988302622;M
2019;6333;F;ES61;TASA_SALA;85.76470965715025;M
2019;6333;_T;ES61;TASA_SALA;83.19772882312975;M
2019;6375;M;ES61;TASA_SALA;95.76606917708807;M
2019;6375;F;ES61;TASA_SALA;96.05336509264924;M
2019;6375;_T;ES61;TASA_SALA;95.9476108839832;M
2019;6463;M;ES61;TASA_SALA;76.00397837119314;M
2019;6463;F;ES61;TASA_SALA;82.64159822438366;M
2019;6463;_T;ES61;TASA_SALA;79.77750847405355;M
2019;6489;M;ES61;TASA_SALA;40.735777052541515;M
2019;6489;F;ES61;TASA_SALA;9.322054934737439;M
2019;6489;_T;ES61;TASA_SALA;35.043462704978815;M
2019;6601;M;ES61;TASA_SALA;77.96949313277985;M
2019;6601;F;ES61;TASA_SALA;80.41997321099589;M
2019;6601;_T;ES61;TASA_SALA;78.1796512698518;M
2019;6667;M;ES61;TASA_SALA;86.57985771877769;M
2019;6667;F;ES61;TASA_SALA;93.18543287618148;M
2019;6667;_T;ES61;TASA_SALA;87.08206453865132;M
2019;6726;M;ES61;TASA_SALA;97.02629229740242;M
2019;6726;F;ES61;TASA_SALA;97.93933491054815;M
2019;6726;_T;ES61;TASA_SALA;97.49072305532299;M
2019;5989;M;ES61;TASA_SALA;100.0;M
2019;5989;F;ES61;TASA_SALA;100.0;M
2019;5989;_T;ES61;TASA_SALA;100.0;M
2019;6727;M;ES61;TASA_SALA;79.78583001693713;M
2019;6727;F;ES61;TASA_SALA;86.51389798998059;M
2019;6727;_T;ES61;TASA_SALA;82.68152356634701;M
2020;6038;M;ES61;TASA_SALA;40.165622673560634;M
2020;6038;F;ES61;TASA_SALA;48.35494913785706;M
2020;6038;_T;ES61;TASA_SALA;42.92546058878774;M
2020;6203;M;ES61;TASA_SALA;76.03299296320847;M
2020;6203;F;ES61;TASA_SALA;83.30926816273401;M
2020;6203;_T;ES61;TASA_SALA;80.10181559515101;M
2020;6333;M;ES61;TASA_SALA;80.84013378907025;M
2020;6333;F;ES61;TASA_SALA;87.34804521483407;M
2020;6333;_T;ES61;TASA_SALA;83.3173344408732;M
2020;6375;M;ES61;TASA_SALA;96.69225021286564;M
2020;6375;F;ES61;TASA_SALA;95.48096418651946;M
2020;6375;_T;ES61;TASA_SALA;95.94319385735271;M
2020;6463;M;ES61;TASA_SALA;74.257652160033;M
2020;6463;F;ES61;TASA_SALA;80.54774723202668;M
2020;6463;_T;ES61;TASA_SALA;77.7040022056775;M
2020;6489;M;ES61;TASA_SALA;38.74035966279134;M
2020;6489;F;ES61;TASA_SALA;5.806728958842499;M
2020;6489;_T;ES61;TASA_SALA;33.46878624721904;M
2020;6601;M;ES61;TASA_SALA;77.79853798208065;M
2020;6601;F;ES61;TASA_SALA;82.2740190435139;M
2020;6601;_T;ES61;TASA_SALA;78.20342749324409;M
2020;6667;M;ES61;TASA_SALA;84.20877011934601;M
2020;6667;F;ES61;TASA_SALA;89.27767106301714;M
2020;6667;_T;ES61;TASA_SALA;84.6363699494355;M
2020;6726;M;ES61;TASA_SALA;98.09417289385549;M
2020;6726;F;ES61;TASA_SALA;97.77788503057006;M
2020;6726;_T;ES61;TASA_SALA;97.93771418212025;M
2020;5989;M;ES61;TASA_SALA;100.0;M
2020;5989;F;ES61;TASA_SALA;100.0;M
2020;5989;_T;ES61;TASA_SALA;100.0;M
2020;6727;M;ES61;TASA_SALA;79.05719484646289;M
2020;6727;F;ES61;TASA_SALA;85.37484490489821;M
2020;6727;_T;ES61;TASA_SALA;81.73793274738671;M
2021;6038;M;ES61;TASA_SALA;44.73783150790752;M
2021;6038;F;ES61;TASA_SALA;54.649082941638405;M
2021;6038;_T;ES61;TASA_SALA;47.98997744855495;M
2021;6203;M;ES61;TASA_SALA;79.30380169780476;M
2021;6203;F;ES61;TASA_SALA;87.15740055711404;M
2021;6203;_T;ES61;TASA_SALA;83.73318060427438;M
2021;6333;M;ES61;TASA_SALA;83.20708638145588;M
2021;6333;F;ES61;TASA_SALA;89.60474749268265;M
2021;6333;_T;ES61;TASA_SALA;85.61373378993858;M
2021;6375;M;ES61;TASA_SALA;97.5822876252614;M
2021;6375;F;ES61;TASA_SALA;96.68963397294573;M
2021;6375;_T;ES61;TASA_SALA;97.01890053933093;M
2021;6463;M;ES61;TASA_SALA;74.34587480869655;M
2021;6463;F;ES61;TASA_SALA;81.02405212657466;M
2021;6463;_T;ES61;TASA_SALA;78.22742511303717;M
2021;6489;M;ES61;TASA_SALA;48.112242772287665;M
2021;6489;F;ES61;TASA_SALA;13.147621023740076;M
2021;6489;_T;ES61;TASA_SALA;41.40972321592681;M
2021;6601;M;ES61;TASA_SALA;78.61122620907982;M
2021;6601;F;ES61;TASA_SALA;82.53778210425831;M
2021;6601;_T;ES61;TASA_SALA;78.92514441013373;M
2021;6667;M;ES61;TASA_SALA;84.35520871937932;M
2021;6667;F;ES61;TASA_SALA;88.28285997719998;M
2021;6667;_T;ES61;TASA_SALA;84.68484214540015;M
2021;6726;M;ES61;TASA_SALA;97.22684435883464;M
2021;6726;F;ES61;TASA_SALA;98.19566052049724;M
2021;6726;_T;ES61;TASA_SALA;97.71935805676733;M
2021;5989;M;ES61;TASA_SALA;100.0;M
2021;5989;F;ES61;TASA_SALA;100.0;M
2021;5989;_T;ES61;TASA_SALA;100.0;M
2021;6727;M;ES61;TASA_SALA;80.3083786844565;M
2021;6727;F;ES61;TASA_SALA;86.78622524208362;M
2021;6727;_T;ES61;TASA_SALA;83.1219751932093;M
