TEMPORAL;SEXO;EDAD;CLASEINACTIV;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2008;F;Y15-29;47523;ES61;INACTIVOS;235.1406025;M
2008;F;Y30-44;47511;ES61;INACTIVOS;34.892485;M
2008;F;Y30-44;47512;ES61;INACTIVOS;0.912955;M
2008;F;Y30-44;47517;ES61;INACTIVOS;287.584385;M
2008;F;Y30-44;47513;ES61;INACTIVOS;18.8731525;M
2008;F;Y30-44;47514;ES61;INACTIVOS;10.0354225;M
2008;F;Y30-44;47520;ES61;INACTIVOS;4.849725;M
2008;F;Y30-44;47522;ES61;INACTIVOS;2.9503575;M
2008;F;Y30-44;47523;ES61;INACTIVOS;360.0984825;M
2008;F;Y45-64;47511;ES61;INACTIVOS;10.833995;M
2008;F;Y45-64;47512;ES61;INACTIVOS;29.764585;M
2008;F;Y45-64;47517;ES61;INACTIVOS;393.4527875;M
2008;F;Y45-64;47513;ES61;INACTIVOS;44.0946625;M
2008;F;Y45-64;47514;ES61;INACTIVOS;64.233625;M
2008;F;Y45-64;47520;ES61;INACTIVOS;1.6768375;M
2008;F;Y45-64;47522;ES61;INACTIVOS;1.057195;M
2008;F;Y45-64;47523;ES61;INACTIVOS;545.1136875;M
2008;F;Y65-100;47511;ES61;INACTIVOS;6.499245;M
2008;F;Y65-100;47512;ES61;INACTIVOS;208.17317;M
2008;F;Y65-100;47517;ES61;INACTIVOS;152.1313175;M
2008;F;Y65-100;47513;ES61;INACTIVOS;54.6969375;M
2008;F;Y65-100;47514;ES61;INACTIVOS;229.55795;M
2008;F;Y65-100;47520;ES61;INACTIVOS;3.0163675;M
2008;F;Y65-100;47522;ES61;INACTIVOS;0.21241;M
2008;F;Y65-100;47523;ES61;INACTIVOS;654.2873975;M
2008;F;TOTAL;47511;ES61;INACTIVOS;246.95768;M
2008;F;TOTAL;47512;ES61;INACTIVOS;238.85071;M
2008;F;TOTAL;47517;ES61;INACTIVOS;863.7250475;M
2008;F;TOTAL;47513;ES61;INACTIVOS;120.9050625;M
2008;F;TOTAL;47514;ES61;INACTIVOS;304.99648;M
2008;F;TOTAL;47520;ES61;INACTIVOS;13.192395;M
2008;F;TOTAL;47522;ES61;INACTIVOS;6.012795;M
2008;F;TOTAL;47523;ES61;INACTIVOS;1794.64017;M
2008;_T;Y15-29;47511;ES61;INACTIVOS;370.08931;M
2008;_T;Y15-29;47517;ES61;INACTIVOS;35.82519;M
2008;_T;Y15-29;47513;ES61;INACTIVOS;7.7634975;M
2008;_T;Y15-29;47514;ES61;INACTIVOS;1.823885;M
2008;_T;Y15-29;47520;ES61;INACTIVOS;16.28299;M
2008;_T;Y15-29;47522;ES61;INACTIVOS;4.61215;M
2008;_T;Y15-29;47523;ES61;INACTIVOS;436.3970225;M
2008;_T;Y30-44;47511;ES61;INACTIVOS;65.976625;M
2008;_T;Y30-44;47512;ES61;INACTIVOS;3.77904;M
2008;_T;Y30-44;47517;ES61;INACTIVOS;307.386475;M
2008;_T;Y30-44;47513;ES61;INACTIVOS;46.000265;M
2008;_T;Y30-44;47514;ES61;INACTIVOS;16.875035;M
2008;_T;Y30-44;47520;ES61;INACTIVOS;26.61939;M
2008;_T;Y30-44;47522;ES61;INACTIVOS;11.0000975;M
2008;_T;Y30-44;47523;ES61;INACTIVOS;477.6369275;M
2008;_T;Y45-64;47511;ES61;INACTIVOS;13.0049025;M
2008;_T;Y45-64;47512;ES61;INACTIVOS;126.3555575;M
2008;_T;Y45-64;47517;ES61;INACTIVOS;421.4327625;M
2008;_T;Y45-64;47513;ES61;INACTIVOS;106.665065;M
2008;_T;Y45-64;47514;ES61;INACTIVOS;84.5721925;M
2008;_T;Y45-64;47520;ES61;INACTIVOS;20.1959425;M
2008;_T;Y45-64;47522;ES61;INACTIVOS;6.0792825;M
2008;_T;Y45-64;47523;ES61;INACTIVOS;778.305705;M
2008;_T;Y65-100;47511;ES61;INACTIVOS;6.642655;M
2008;_T;Y65-100;47512;ES61;INACTIVOS;681.828525;M
2008;_T;Y65-100;47517;ES61;INACTIVOS;153.7791675;M
2008;_T;Y65-100;47513;ES61;INACTIVOS;60.0162;M
2008;_T;Y65-100;47514;ES61;INACTIVOS;235.46556;M
2008;_T;Y65-100;47520;ES61;INACTIVOS;3.914095;M
2008;_T;Y65-100;47522;ES61;INACTIVOS;0.483065;M
2008;_T;Y65-100;47523;ES61;INACTIVOS;1142.1292675;M
2008;_T;TOTAL;47511;ES61;INACTIVOS;455.7134925;M
2008;_T;TOTAL;47512;ES61;INACTIVOS;811.9631225;M
2008;_T;TOTAL;47517;ES61;INACTIVOS;918.423595;M
2008;_T;TOTAL;47513;ES61;INACTIVOS;220.4450275;M
2008;_T;TOTAL;47514;ES61;INACTIVOS;338.7366725;M
2008;_T;TOTAL;47520;ES61;INACTIVOS;67.0124175;M
2008;_T;TOTAL;47522;ES61;INACTIVOS;22.174595;M
2008;_T;TOTAL;47523;ES61;INACTIVOS;2834.4689225;M
2009;M;Y15-29;47511;ES61;INACTIVOS;188.0202275;M
2009;M;Y15-29;47517;ES61;INACTIVOS;8.7395425;M
2009;M;Y15-29;47513;ES61;INACTIVOS;6.6723675;M
2009;M;Y15-29;47514;ES61;INACTIVOS;0.4820975;M
2009;M;Y15-29;47520;ES61;INACTIVOS;14.23321;M
2009;M;Y15-29;47522;ES61;INACTIVOS;4.229525;M
2009;M;Y15-29;47523;ES61;INACTIVOS;222.37697;M
2009;M;Y30-44;47511;ES61;INACTIVOS;26.42496;M
2009;M;Y30-44;47512;ES61;INACTIVOS;1.7267575;M
2009;M;Y30-44;47517;ES61;INACTIVOS;22.7445325;M
2009;M;Y30-44;47513;ES61;INACTIVOS;28.6820825;M
2009;M;Y30-44;47514;ES61;INACTIVOS;6.0118475;M
2009;M;Y30-44;47520;ES61;INACTIVOS;17.3552;M
2009;M;Y30-44;47522;ES61;INACTIVOS;8.5632675;M
2009;M;Y30-44;47523;ES61;INACTIVOS;111.5086475;M
2009;M;Y45-64;47511;ES61;INACTIVOS;1.451595;M
2009;M;Y45-64;47512;ES61;INACTIVOS;88.05129;M
2009;M;Y45-64;47517;ES61;INACTIVOS;27.628275;M
2009;M;Y45-64;47513;ES61;INACTIVOS;72.591025;M
2009;M;Y45-64;47514;ES61;INACTIVOS;17.5842725;M
2009;M;Y45-64;47520;ES61;INACTIVOS;16.874095;M
2009;M;Y45-64;47522;ES61;INACTIVOS;7.36617;M
2009;M;Y45-64;47523;ES61;INACTIVOS;231.5467225;M
2009;M;Y65-100;47511;ES61;INACTIVOS;0.3578925;M
2009;M;Y65-100;47512;ES61;INACTIVOS;482.0118625;M
2009;M;Y65-100;47517;ES61;INACTIVOS;3.4058275;M
2009;M;Y65-100;47513;ES61;INACTIVOS;7.77322;M
2009;M;Y65-100;47514;ES61;INACTIVOS;4.797105;M
2009;M;Y65-100;47520;ES61;INACTIVOS;1.10806;M
2009;M;Y65-100;47522;ES61;INACTIVOS;0.2777025;M
2009;M;Y65-100;47523;ES61;INACTIVOS;499.73167;M
2009;M;TOTAL;47511;ES61;INACTIVOS;216.254675;M
2009;M;TOTAL;47512;ES61;INACTIVOS;571.78991;M
2009;M;TOTAL;47517;ES61;INACTIVOS;62.5181775;M
2009;M;TOTAL;47513;ES61;INACTIVOS;115.718695;M
2009;M;TOTAL;47514;ES61;INACTIVOS;28.8753225;M
2009;M;TOTAL;47520;ES61;INACTIVOS;49.570565;M
2009;M;TOTAL;47522;ES61;INACTIVOS;20.436665;M
2009;M;TOTAL;47523;ES61;INACTIVOS;1065.16401;M
2009;F;Y15-29;47511;ES61;INACTIVOS;213.213775;M
2009;F;Y15-29;47517;ES61;INACTIVOS;25.90403;M
2009;F;Y15-29;47513;ES61;INACTIVOS;4.301975;M
2009;F;Y15-29;47514;ES61;INACTIVOS;1.1740125;M
2009;F;Y15-29;47520;ES61;INACTIVOS;3.1663225;M
2009;F;Y15-29;47522;ES61;INACTIVOS;1.846555;M
2009;F;Y15-29;47523;ES61;INACTIVOS;249.60667;M
2009;F;Y30-44;47511;ES61;INACTIVOS;28.2010775;M
2009;F;Y30-44;47512;ES61;INACTIVOS;0.725325;M
2009;F;Y30-44;47517;ES61;INACTIVOS;249.7737675;M
2009;F;Y30-44;47513;ES61;INACTIVOS;16.78094;M
2009;F;Y30-44;47514;ES61;INACTIVOS;8.0435425;M
2009;F;Y30-44;47520;ES61;INACTIVOS;3.49851;M
2009;F;Y30-44;47522;ES61;INACTIVOS;2.5644025;M
2009;F;Y30-44;47523;ES61;INACTIVOS;309.587565;M
2009;F;Y45-64;47511;ES61;INACTIVOS;8.029675;M
2009;F;Y45-64;47512;ES61;INACTIVOS;28.161505;M
2009;F;Y45-64;47517;ES61;INACTIVOS;371.55006;M
2009;F;Y45-64;47513;ES61;INACTIVOS;53.8799225;M
2009;F;Y45-64;47514;ES61;INACTIVOS;60.9217475;M
2009;F;Y45-64;47520;ES61;INACTIVOS;1.864315;M
2009;F;Y45-64;47522;ES61;INACTIVOS;1.195915;M
2009;F;Y45-64;47523;ES61;INACTIVOS;525.60314;M
2009;F;Y65-100;47511;ES61;INACTIVOS;5.1369075;M
2009;F;Y65-100;47512;ES61;INACTIVOS;199.4470975;M
2009;F;Y65-100;47517;ES61;INACTIVOS;158.382795;M
2009;F;Y65-100;47513;ES61;INACTIVOS;57.00272;M
2009;F;Y65-100;47514;ES61;INACTIVOS;243.1123575;M
2009;F;Y65-100;47520;ES61;INACTIVOS;4.110535;M
2009;F;Y65-100;47523;ES61;INACTIVOS;667.1924125;M
2009;F;TOTAL;47511;ES61;INACTIVOS;254.581435;M
2009;F;TOTAL;47512;ES61;INACTIVOS;228.3339275;M
2009;F;TOTAL;47517;ES61;INACTIVOS;805.6106525;M
2009;F;TOTAL;47513;ES61;INACTIVOS;131.9655575;M
2009;F;TOTAL;47514;ES61;INACTIVOS;313.25166;M
2009;F;TOTAL;47520;ES61;INACTIVOS;12.6396825;M
2009;F;TOTAL;47522;ES61;INACTIVOS;5.6068725;M
2009;F;TOTAL;47523;ES61;INACTIVOS;1751.9897875;M
2009;_T;Y15-29;47511;ES61;INACTIVOS;401.2340025;M
2009;_T;Y15-29;47517;ES61;INACTIVOS;34.6435725;M
2009;_T;Y15-29;47513;ES61;INACTIVOS;10.9743425;M
2009;_T;Y15-29;47514;ES61;INACTIVOS;1.65611;M
2009;_T;Y15-29;47520;ES61;INACTIVOS;17.3995325;M
2009;_T;Y15-29;47522;ES61;INACTIVOS;6.07608;M
2009;_T;Y15-29;47523;ES61;INACTIVOS;471.98364;M
2009;_T;Y30-44;47511;ES61;INACTIVOS;54.6260375;M
2009;_T;Y30-44;47512;ES61;INACTIVOS;2.4520825;M
2009;_T;Y30-44;47517;ES61;INACTIVOS;272.5183;M
2009;_T;Y30-44;47513;ES61;INACTIVOS;45.4630225;M
2009;_T;Y30-44;47514;ES61;INACTIVOS;14.05539;M
2009;_T;Y30-44;47520;ES61;INACTIVOS;20.85371;M
2009;_T;Y30-44;47522;ES61;INACTIVOS;11.12767;M
2009;_T;Y30-44;47523;ES61;INACTIVOS;421.0962125;M
2009;_T;Y45-64;47511;ES61;INACTIVOS;9.48127;M
2009;_T;Y45-64;47512;ES61;INACTIVOS;116.212795;M
2009;_T;Y45-64;47517;ES61;INACTIVOS;399.178335;M
2009;_T;Y45-64;47513;ES61;INACTIVOS;126.4709475;M
2009;_T;Y45-64;47514;ES61;INACTIVOS;78.50602;M
2009;_T;Y45-64;47520;ES61;INACTIVOS;18.73841;M
2009;_T;Y45-64;47522;ES61;INACTIVOS;8.562085;M
2009;_T;Y45-64;47523;ES61;INACTIVOS;757.1498625;M
2009;_T;Y65-100;47511;ES61;INACTIVOS;5.4948;M
2009;_T;Y65-100;47512;ES61;INACTIVOS;681.45896;M
2009;_T;Y65-100;47517;ES61;INACTIVOS;161.7886225;M
2009;_T;Y65-100;47513;ES61;INACTIVOS;64.77594;M
2009;_T;Y65-100;47514;ES61;INACTIVOS;247.9094625;M
2009;_T;Y65-100;47520;ES61;INACTIVOS;5.218595;M
2009;_T;Y65-100;47522;ES61;INACTIVOS;0.2777025;M
2009;_T;Y65-100;47523;ES61;INACTIVOS;1166.9240825;M
2009;_T;TOTAL;47511;ES61;INACTIVOS;470.83611;M
2009;_T;TOTAL;47512;ES61;INACTIVOS;800.1238375;M
2009;_T;TOTAL;47517;ES61;INACTIVOS;868.12883;M
2009;_T;TOTAL;47513;ES61;INACTIVOS;247.6842525;M
2009;_T;TOTAL;47514;ES61;INACTIVOS;342.1269825;M
2009;_T;TOTAL;47520;ES61;INACTIVOS;62.2102475;M
2009;_T;TOTAL;47522;ES61;INACTIVOS;26.0435375;M
2009;_T;TOTAL;47523;ES61;INACTIVOS;2817.1537975;M
2010;M;Y15-29;47511;ES61;INACTIVOS;207.8312425;M
2010;M;Y15-29;47517;ES61;INACTIVOS;7.3046175;M
2010;M;Y15-29;47513;ES61;INACTIVOS;4.5813;M
2010;M;Y15-29;47514;ES61;INACTIVOS;0.74045;M
2010;M;Y15-29;47520;ES61;INACTIVOS;9.3181725;M
2010;M;Y15-29;47522;ES61;INACTIVOS;3.3541925;M
2010;M;Y15-29;47523;ES61;INACTIVOS;233.129975;M
2010;M;Y30-44;47511;ES61;INACTIVOS;30.2043125;M
2010;M;Y30-44;47512;ES61;INACTIVOS;2.20101;M
2010;M;Y30-44;47517;ES61;INACTIVOS;21.572585;M
2010;M;Y30-44;47513;ES61;INACTIVOS;22.6353475;M
2010;M;Y30-44;47514;ES61;INACTIVOS;5.714145;M
2010;M;Y30-44;47520;ES61;INACTIVOS;13.4273375;M
2010;M;Y30-44;47522;ES61;INACTIVOS;7.20595;M
2010;M;Y30-44;47523;ES61;INACTIVOS;102.9606875;M
2010;M;Y45-64;47511;ES61;INACTIVOS;1.3661375;M
2010;M;Y45-64;47512;ES61;INACTIVOS;91.14756;M
2010;M;Y45-64;47517;ES61;INACTIVOS;29.9561125;M
2010;M;Y45-64;47513;ES61;INACTIVOS;76.4133975;M
2010;M;Y45-64;47514;ES61;INACTIVOS;18.0078575;M
2010;M;Y45-64;47520;ES61;INACTIVOS;16.4577475;M
2010;M;Y45-64;47522;ES61;INACTIVOS;6.0208675;M
2010;M;Y45-64;47523;ES61;INACTIVOS;239.36968;M
2010;M;Y65-100;47511;ES61;INACTIVOS;0.1134275;M
2010;M;Y65-100;47512;ES61;INACTIVOS;495.2404075;M
2010;M;Y65-100;47517;ES61;INACTIVOS;3.644525;M
2010;M;Y65-100;47513;ES61;INACTIVOS;6.7916025;M
2010;M;Y65-100;47514;ES61;INACTIVOS;6.789785;M
2010;M;Y65-100;47520;ES61;INACTIVOS;0.858415;M
2010;M;Y65-100;47522;ES61;INACTIVOS;0.2729425;M
2010;M;Y65-100;47523;ES61;INACTIVOS;513.711105;M
2010;M;TOTAL;47511;ES61;INACTIVOS;239.51512;M
2010;M;TOTAL;47512;ES61;INACTIVOS;588.5889775;M
2010;M;TOTAL;47517;ES61;INACTIVOS;62.47784;M
2010;M;TOTAL;47513;ES61;INACTIVOS;110.4216475;M
2010;M;TOTAL;47514;ES61;INACTIVOS;31.2522375;M
2010;M;TOTAL;47520;ES61;INACTIVOS;40.0616725;M
2010;M;TOTAL;47522;ES61;INACTIVOS;16.8539525;M
2010;M;TOTAL;47523;ES61;INACTIVOS;1089.1714475;M
2010;F;Y15-29;47511;ES61;INACTIVOS;210.1120425;M
2010;F;Y15-29;47512;ES61;INACTIVOS;0.1394;M
2010;F;Y15-29;47517;ES61;INACTIVOS;23.046995;M
2010;F;Y15-29;47513;ES61;INACTIVOS;2.59356;M
2010;F;Y15-29;47514;ES61;INACTIVOS;0.89985;M
2010;F;Y15-29;47520;ES61;INACTIVOS;4.3420725;M
2010;F;Y15-29;47522;ES61;INACTIVOS;1.84467;M
2010;F;Y15-29;47523;ES61;INACTIVOS;242.97859;M
2010;F;Y30-44;47511;ES61;INACTIVOS;27.8196325;M
2010;F;Y30-44;47512;ES61;INACTIVOS;0.8878225;M
2010;F;Y30-44;47517;ES61;INACTIVOS;227.762665;M
2010;F;Y30-44;47513;ES61;INACTIVOS;16.3210575;M
2010;F;Y30-44;47514;ES61;INACTIVOS;9.0639725;M
2010;F;Y30-44;47520;ES61;INACTIVOS;2.652135;M
2010;F;Y30-44;47522;ES61;INACTIVOS;1.569055;M
2010;F;Y30-44;47523;ES61;INACTIVOS;286.07634;M
2010;F;Y45-64;47511;ES61;INACTIVOS;7.952695;M
2010;F;Y45-64;47512;ES61;INACTIVOS;33.14329;M
2010;F;Y45-64;47517;ES61;INACTIVOS;359.5462425;M
2010;F;Y45-64;47513;ES61;INACTIVOS;52.63543;M
2010;F;Y45-64;47514;ES61;INACTIVOS;55.4885175;M
2010;F;Y45-64;47520;ES61;INACTIVOS;2.18032;M
2010;F;Y45-64;47522;ES61;INACTIVOS;0.98331;M
2010;F;Y45-64;47523;ES61;INACTIVOS;511.929805;M
2010;F;Y65-100;47511;ES61;INACTIVOS;5.2186925;M
2010;F;Y65-100;47512;ES61;INACTIVOS;207.992115;M
2010;F;Y65-100;47517;ES61;INACTIVOS;160.1723325;M
2010;F;Y65-100;47513;ES61;INACTIVOS;57.5162825;M
2010;F;Y65-100;47514;ES61;INACTIVOS;244.666145;M
2010;F;Y65-100;47520;ES61;INACTIVOS;4.0019825;M
2010;F;Y65-100;47522;ES61;INACTIVOS;0.0660275;M
2010;F;Y65-100;47523;ES61;INACTIVOS;679.6335775;M
2010;F;TOTAL;47511;ES61;INACTIVOS;251.1030625;M
2010;F;TOTAL;47512;ES61;INACTIVOS;242.1626275;M
2010;F;TOTAL;47517;ES61;INACTIVOS;770.528235;M
2010;F;TOTAL;47513;ES61;INACTIVOS;129.06633;M
2010;F;TOTAL;47514;ES61;INACTIVOS;310.118485;M
2010;F;TOTAL;47520;ES61;INACTIVOS;13.17651;M
2010;F;TOTAL;47522;ES61;INACTIVOS;4.4630625;M
2010;F;TOTAL;47523;ES61;INACTIVOS;1720.6183125;M
2010;_T;Y15-29;47511;ES61;INACTIVOS;417.943285;M
2010;_T;Y15-29;47512;ES61;INACTIVOS;0.1394;M
2010;_T;Y15-29;47517;ES61;INACTIVOS;30.3516125;M
2010;_T;Y15-29;47513;ES61;INACTIVOS;7.17486;M
2010;_T;Y15-29;47514;ES61;INACTIVOS;1.6403;M
2010;_T;Y15-29;47520;ES61;INACTIVOS;13.660245;M
2010;_T;Y15-29;47522;ES61;INACTIVOS;5.1988625;M
2010;_T;Y15-29;47523;ES61;INACTIVOS;476.108565;M
2010;_T;Y30-44;47511;ES61;INACTIVOS;58.023945;M
2010;_T;Y30-44;47512;ES61;INACTIVOS;3.0888325;M
2010;_T;Y30-44;47517;ES61;INACTIVOS;249.33525;M
2010;_T;Y30-44;47513;ES61;INACTIVOS;38.956405;M
2010;_T;Y30-44;47514;ES61;INACTIVOS;14.7781175;M
2010;_T;Y30-44;47520;ES61;INACTIVOS;16.0794725;M
2010;_T;Y30-44;47522;ES61;INACTIVOS;8.775005;M
2010;_T;Y30-44;47523;ES61;INACTIVOS;389.0370275;M
2010;_T;Y45-64;47511;ES61;INACTIVOS;9.3188325;M
2010;_T;Y45-64;47512;ES61;INACTIVOS;124.29085;M
2010;_T;Y45-64;47517;ES61;INACTIVOS;389.502355;M
2010;_T;Y45-64;47513;ES61;INACTIVOS;129.0488275;M
2010;_T;Y45-64;47514;ES61;INACTIVOS;73.496375;M
2010;_T;Y45-64;47520;ES61;INACTIVOS;18.6380675;M
2010;_T;Y45-64;47522;ES61;INACTIVOS;7.0041775;M
2010;_T;Y45-64;47523;ES61;INACTIVOS;751.299485;M
2010;_T;Y65-100;47511;ES61;INACTIVOS;5.33212;M
2010;_T;Y65-100;47512;ES61;INACTIVOS;703.2325225;M
2010;_T;Y65-100;47517;ES61;INACTIVOS;163.8168575;M
2010;_T;Y65-100;47513;ES61;INACTIVOS;64.307885;M
2010;_T;Y65-100;47514;ES61;INACTIVOS;251.45593;M
2010;_T;Y65-100;47520;ES61;INACTIVOS;4.8603975;M
2010;_T;Y65-100;47522;ES61;INACTIVOS;0.33897;M
2010;_T;Y65-100;47523;ES61;INACTIVOS;1193.3446825;M
2010;_T;TOTAL;47511;ES61;INACTIVOS;490.6181825;M
2010;_T;TOTAL;47512;ES61;INACTIVOS;830.751605;M
2010;_T;TOTAL;47517;ES61;INACTIVOS;833.006075;M
2010;_T;TOTAL;47513;ES61;INACTIVOS;239.4879775;M
2010;_T;TOTAL;47514;ES61;INACTIVOS;341.3707225;M
2010;_T;TOTAL;47520;ES61;INACTIVOS;53.2381825;M
2010;_T;TOTAL;47522;ES61;INACTIVOS;21.317015;M
2010;_T;TOTAL;47523;ES61;INACTIVOS;2809.78976;M
2011;M;Y15-29;47511;ES61;INACTIVOS;212.33834;M
2011;M;Y15-29;47512;ES61;INACTIVOS;0.20061;M
2011;M;Y15-29;47517;ES61;INACTIVOS;5.5305775;M
2011;M;Y15-29;47513;ES61;INACTIVOS;4.44647;M
2011;M;Y15-29;47514;ES61;INACTIVOS;1.2383225;M
2011;M;Y15-29;47520;ES61;INACTIVOS;9.7168125;M
2011;M;Y15-29;47522;ES61;INACTIVOS;3.365495;M
2011;M;Y15-29;47523;ES61;INACTIVOS;236.8366275;M
2011;M;Y30-44;47511;ES61;INACTIVOS;27.8125625;M
2011;M;Y30-44;47512;ES61;INACTIVOS;2.058155;M
2011;M;Y30-44;47517;ES61;INACTIVOS;21.8906075;M
2011;M;Y30-44;47513;ES61;INACTIVOS;23.505355;M
2011;M;Y30-44;47514;ES61;INACTIVOS;3.82157;M
2011;M;Y30-44;47520;ES61;INACTIVOS;13.8793825;M
2011;M;Y30-44;47522;ES61;INACTIVOS;7.0971925;M
2011;M;Y30-44;47523;ES61;INACTIVOS;100.064825;M
2011;M;Y45-64;47511;ES61;INACTIVOS;1.16582;M
2011;M;Y45-64;47512;ES61;INACTIVOS;88.0956;M
2011;M;Y45-64;47517;ES61;INACTIVOS;34.1225775;M
2011;M;Y45-64;47513;ES61;INACTIVOS;80.2412125;M
2011;M;Y45-64;47514;ES61;INACTIVOS;16.7940475;M
2011;M;Y45-64;47520;ES61;INACTIVOS;18.543875;M
2011;M;Y45-64;47522;ES61;INACTIVOS;7.1330675;M
2011;M;Y45-64;47523;ES61;INACTIVOS;246.0962;M
2011;M;Y65-100;47511;ES61;INACTIVOS;0.51105;M
2011;M;Y65-100;47512;ES61;INACTIVOS;504.8914175;M
2011;M;Y65-100;47517;ES61;INACTIVOS;2.3358875;M
2011;M;Y65-100;47513;ES61;INACTIVOS;8.37648;M
2011;M;Y65-100;47514;ES61;INACTIVOS;8.3858475;M
2011;M;Y65-100;47520;ES61;INACTIVOS;0.6613025;M
2011;M;Y65-100;47522;ES61;INACTIVOS;0.4095625;M
2011;M;Y65-100;47523;ES61;INACTIVOS;525.5715475;M
2011;M;TOTAL;47511;ES61;INACTIVOS;241.8277725;M
2011;M;TOTAL;47512;ES61;INACTIVOS;595.2457825;M
2011;M;TOTAL;47517;ES61;INACTIVOS;63.87965;M
2011;M;TOTAL;47513;ES61;INACTIVOS;116.5695175;M
2011;M;TOTAL;47514;ES61;INACTIVOS;30.2397875;M
2011;M;TOTAL;47520;ES61;INACTIVOS;42.8013725;M
2011;M;TOTAL;47522;ES61;INACTIVOS;18.0053175;M
2011;M;TOTAL;47523;ES61;INACTIVOS;1108.5692;M
2011;F;Y15-29;47511;ES61;INACTIVOS;215.0923775;M
2011;F;Y15-29;47517;ES61;INACTIVOS;20.062005;M
2011;F;Y15-29;47513;ES61;INACTIVOS;3.632995;M
2011;F;Y15-29;47514;ES61;INACTIVOS;1.072945;M
2011;F;Y15-29;47520;ES61;INACTIVOS;2.40244;M
2011;F;Y15-29;47522;ES61;INACTIVOS;1.124165;M
2011;F;Y15-29;47523;ES61;INACTIVOS;243.3869275;M
2011;F;Y30-44;47511;ES61;INACTIVOS;31.4707375;M
2011;F;Y30-44;47512;ES61;INACTIVOS;0.763285;M
2011;F;Y30-44;47517;ES61;INACTIVOS;216.3784325;M
2011;F;Y30-44;47513;ES61;INACTIVOS;16.7760025;M
2011;F;Y30-44;47514;ES61;INACTIVOS;8.4188225;M
2011;F;Y30-44;47520;ES61;INACTIVOS;2.92716;M
2011;F;Y30-44;47522;ES61;INACTIVOS;3.676575;M
2011;F;Y30-44;47523;ES61;INACTIVOS;280.411015;M
2011;F;Y45-64;47511;ES61;INACTIVOS;5.41315;M
2011;F;Y45-64;47512;ES61;INACTIVOS;32.614535;M
2011;F;Y45-64;47517;ES61;INACTIVOS;340.8271925;M
2011;F;Y45-64;47513;ES61;INACTIVOS;59.537165;M
2011;F;Y45-64;47514;ES61;INACTIVOS;54.984235;M
2011;F;Y45-64;47520;ES61;INACTIVOS;2.65938;M
2011;F;Y45-64;47522;ES61;INACTIVOS;1.98646;M
2011;F;Y45-64;47523;ES61;INACTIVOS;498.0221175;M
2011;F;Y65-100;47511;ES61;INACTIVOS;4.6134925;M
2011;F;Y65-100;47512;ES61;INACTIVOS;216.8145275;M
2011;F;Y65-100;47517;ES61;INACTIVOS;159.77278;M
2011;F;Y65-100;47513;ES61;INACTIVOS;63.403305;M
2011;F;Y65-100;47514;ES61;INACTIVOS;244.8450675;M
2011;F;Y65-100;47520;ES61;INACTIVOS;4.07316;M
2011;F;Y65-100;47522;ES61;INACTIVOS;0.180575;M
2011;F;Y65-100;47523;ES61;INACTIVOS;693.7029075;M
2011;F;TOTAL;47511;ES61;INACTIVOS;256.5897575;M
2011;F;TOTAL;47512;ES61;INACTIVOS;250.1923475;M
2011;F;TOTAL;47517;ES61;INACTIVOS;737.04041;M
2011;F;TOTAL;47513;ES61;INACTIVOS;143.3494675;M
2011;F;TOTAL;47514;ES61;INACTIVOS;309.32107;M
2011;F;TOTAL;47520;ES61;INACTIVOS;12.06214;M
2011;F;TOTAL;47522;ES61;INACTIVOS;6.967775;M
2011;F;TOTAL;47523;ES61;INACTIVOS;1715.5229675;M
2011;_T;Y15-29;47511;ES61;INACTIVOS;427.4307175;M
2011;_T;Y15-29;47512;ES61;INACTIVOS;0.20061;M
2011;_T;Y15-29;47517;ES61;INACTIVOS;25.5925825;M
2011;_T;Y15-29;47513;ES61;INACTIVOS;8.079465;M
2011;_T;Y15-29;47514;ES61;INACTIVOS;2.3112675;M
2011;_T;Y15-29;47520;ES61;INACTIVOS;12.1192525;M
2011;_T;Y15-29;47522;ES61;INACTIVOS;4.48966;M
2011;_T;Y15-29;47523;ES61;INACTIVOS;480.223555;M
2011;_T;Y30-44;47511;ES61;INACTIVOS;59.2833;M
2011;_T;Y30-44;47512;ES61;INACTIVOS;2.82144;M
2011;_T;Y30-44;47517;ES61;INACTIVOS;238.26904;M
2011;_T;Y30-44;47513;ES61;INACTIVOS;40.2813575;M
2011;_T;Y30-44;47514;ES61;INACTIVOS;12.2403925;M
2011;_T;Y30-44;47520;ES61;INACTIVOS;16.8065425;M
2011;_T;Y30-44;47522;ES61;INACTIVOS;10.7737675;M
2011;_T;Y30-44;47523;ES61;INACTIVOS;380.47584;M
2011;_T;Y45-64;47511;ES61;INACTIVOS;6.57897;M
2011;_T;Y45-64;47512;ES61;INACTIVOS;120.710135;M
2011;_T;Y45-64;47517;ES61;INACTIVOS;374.94977;M
2011;_T;Y45-64;47513;ES61;INACTIVOS;139.7783775;M
2011;_T;Y45-64;47514;ES61;INACTIVOS;71.7782825;M
2011;_T;Y45-64;47520;ES61;INACTIVOS;21.203255;M
2011;_T;Y45-64;47522;ES61;INACTIVOS;9.1195275;M
2011;_T;Y45-64;47523;ES61;INACTIVOS;744.1183175;M
2011;_T;Y65-100;47511;ES61;INACTIVOS;5.1245425;M
