TEMPORAL;SEXO;NACIONALIDAD;EDAD;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2014;M;46925;Y15-29;ES61;ACTIVOS;372.575805;M
2014;M;46925;Y30-44;ES61;ACTIVOS;843.0392625;M
2014;M;46925;Y45-64;ES61;ACTIVOS;795.6181925;M
2014;M;46925;Y65-100;ES61;ACTIVOS;9.546975;M
2014;M;46925;TOTAL;ES61;ACTIVOS;2020.780235;M
2014;M;46943;Y15-29;ES61;ACTIVOS;41.89469;M
2014;M;46943;Y30-44;ES61;ACTIVOS;105.6481475;M
2014;M;46943;Y45-64;ES61;ACTIVOS;43.9939625;M
2014;M;46943;Y65-100;ES61;ACTIVOS;3.0828725;M
2014;M;46943;TOTAL;ES61;ACTIVOS;194.6196725;M
2014;M;46944;Y15-29;ES61;ACTIVOS;414.470495;M
2014;M;46944;Y30-44;ES61;ACTIVOS;948.68741;M
2014;M;46944;Y45-64;ES61;ACTIVOS;839.612155;M
2014;M;46944;Y65-100;ES61;ACTIVOS;12.6298475;M
2014;M;46944;TOTAL;ES61;ACTIVOS;2215.3999075;M
2014;F;46925;Y15-29;ES61;ACTIVOS;330.1991875;M
2014;F;46925;Y30-44;ES61;ACTIVOS;717.5143325;M
2014;F;46925;Y45-64;ES61;ACTIVOS;579.3558425;M
2014;F;46925;Y65-100;ES61;ACTIVOS;7.203815;M
2014;F;46925;TOTAL;ES61;ACTIVOS;1634.2731775;M
2014;F;46943;Y15-29;ES61;ACTIVOS;36.8107875;M
2014;F;46943;Y30-44;ES61;ACTIVOS;106.196835;M
2014;F;46943;Y45-64;ES61;ACTIVOS;45.064805;M
2014;F;46943;Y65-100;ES61;ACTIVOS;0.9235;M
2014;F;46943;TOTAL;ES61;ACTIVOS;188.9959275;M
2014;F;46944;Y15-29;ES61;ACTIVOS;367.009975;M
2014;F;46944;Y30-44;ES61;ACTIVOS;823.7111675;M
2014;F;46944;Y45-64;ES61;ACTIVOS;624.4206475;M
2014;F;46944;Y65-100;ES61;ACTIVOS;8.127315;M
2014;F;46944;TOTAL;ES61;ACTIVOS;1823.269105;M
2014;_T;46925;Y15-29;ES61;ACTIVOS;702.7749925;M
2014;_T;46925;Y30-44;ES61;ACTIVOS;1560.553595;M
2014;_T;46925;Y45-64;ES61;ACTIVOS;1374.974035;M
2014;_T;46925;Y65-100;ES61;ACTIVOS;16.75079;M
2014;_T;46925;TOTAL;ES61;ACTIVOS;3655.0534125;M
2014;_T;46943;Y15-29;ES61;ACTIVOS;78.7054775;M
2014;_T;46943;Y30-44;ES61;ACTIVOS;211.8449825;M
2014;_T;46943;Y45-64;ES61;ACTIVOS;89.0587675;M
2014;_T;46943;Y65-100;ES61;ACTIVOS;4.0063725;M
2014;_T;46943;TOTAL;ES61;ACTIVOS;383.6156;M
2014;_T;46944;Y15-29;ES61;ACTIVOS;781.48047;M
2014;_T;46944;Y30-44;ES61;ACTIVOS;1772.3985775;M
2014;_T;46944;Y45-64;ES61;ACTIVOS;1464.0328025;M
2014;_T;46944;Y65-100;ES61;ACTIVOS;20.7571625;M
2014;_T;46944;TOTAL;ES61;ACTIVOS;4038.6690125;M
2015;M;46925;Y15-29;ES61;ACTIVOS;353.7235175;M
2015;M;46925;Y30-44;ES61;ACTIVOS;831.8583425;M
2015;M;46925;Y45-64;ES61;ACTIVOS;820.648505;M
2015;M;46925;Y65-100;ES61;ACTIVOS;10.6410175;M
2015;M;46925;TOTAL;ES61;ACTIVOS;2016.8713825;M
2015;M;46943;Y15-29;ES61;ACTIVOS;34.429335;M
2015;M;46943;Y30-44;ES61;ACTIVOS;107.75256;M
2015;M;46943;Y45-64;ES61;ACTIVOS;47.76748;M
2015;M;46943;Y65-100;ES61;ACTIVOS;0.59626;M
2015;M;46943;TOTAL;ES61;ACTIVOS;190.545635;M
2015;M;46944;Y15-29;ES61;ACTIVOS;388.1528525;M
2015;M;46944;Y30-44;ES61;ACTIVOS;939.6109025;M
2015;M;46944;Y45-64;ES61;ACTIVOS;868.415985;M
2015;M;46944;Y65-100;ES61;ACTIVOS;11.2372775;M
2015;M;46944;TOTAL;ES61;ACTIVOS;2207.4170175;M
2015;F;46925;Y15-29;ES61;ACTIVOS;316.38624;M
2015;F;46925;Y30-44;ES61;ACTIVOS;705.211275;M
2015;F;46925;Y45-64;ES61;ACTIVOS;623.61686;M
2015;F;46925;Y65-100;ES61;ACTIVOS;7.3684175;M
2015;F;46925;TOTAL;ES61;ACTIVOS;1652.5827925;M
2015;F;46943;Y15-29;ES61;ACTIVOS;37.517585;M
2015;F;46943;Y30-44;ES61;ACTIVOS;96.1804525;M
2015;F;46943;Y45-64;ES61;ACTIVOS;44.9915;M
2015;F;46943;Y65-100;ES61;ACTIVOS;3.6815975;M
2015;F;46943;TOTAL;ES61;ACTIVOS;182.371135;M
2015;F;46944;Y15-29;ES61;ACTIVOS;353.903825;M
2015;F;46944;Y30-44;ES61;ACTIVOS;801.3917275;M
2015;F;46944;Y45-64;ES61;ACTIVOS;668.60836;M
2015;F;46944;Y65-100;ES61;ACTIVOS;11.050015;M
2015;F;46944;TOTAL;ES61;ACTIVOS;1834.9539275;M
2015;_T;46925;Y15-29;ES61;ACTIVOS;670.1097575;M
2015;_T;46925;Y30-44;ES61;ACTIVOS;1537.0696175;M
2015;_T;46925;Y45-64;ES61;ACTIVOS;1444.265365;M
2015;_T;46925;Y65-100;ES61;ACTIVOS;18.009435;M
2015;_T;46925;TOTAL;ES61;ACTIVOS;3669.454175;M
2015;_T;46943;Y15-29;ES61;ACTIVOS;71.94692;M
2015;_T;46943;Y30-44;ES61;ACTIVOS;203.9330125;M
2015;_T;46943;Y45-64;ES61;ACTIVOS;92.75898;M
2015;_T;46943;Y65-100;ES61;ACTIVOS;4.2778575;M
2015;_T;46943;TOTAL;ES61;ACTIVOS;372.91677;M
2015;_T;46944;Y15-29;ES61;ACTIVOS;742.0566775;M
2015;_T;46944;Y30-44;ES61;ACTIVOS;1741.00263;M
2015;_T;46944;Y45-64;ES61;ACTIVOS;1537.024345;M
2015;_T;46944;Y65-100;ES61;ACTIVOS;22.2872925;M
2015;_T;46944;TOTAL;ES61;ACTIVOS;4042.370945;M
2016;M;46925;Y15-29;ES61;ACTIVOS;341.406525;M
2016;M;46925;Y30-44;ES61;ACTIVOS;820.48999;M
2016;M;46925;Y45-64;ES61;ACTIVOS;831.8680675;M
2016;M;46925;Y65-100;ES61;ACTIVOS;11.01033;M
2016;M;46925;TOTAL;ES61;ACTIVOS;2004.7749125;M
2016;M;46943;Y15-29;ES61;ACTIVOS;31.5656575;M
2016;M;46943;Y30-44;ES61;ACTIVOS;93.980435;M
2016;M;46943;Y45-64;ES61;ACTIVOS;50.45389;M
2016;M;46943;Y65-100;ES61;ACTIVOS;1.0303775;M
2016;M;46943;TOTAL;ES61;ACTIVOS;177.03036;M
2016;M;46944;Y15-29;ES61;ACTIVOS;372.9721825;M
2016;M;46944;Y30-44;ES61;ACTIVOS;914.470425;M
2016;M;46944;Y45-64;ES61;ACTIVOS;882.3219575;M
2016;M;46944;Y65-100;ES61;ACTIVOS;12.0407075;M
2016;M;46944;TOTAL;ES61;ACTIVOS;2181.8052725;M
2016;F;46925;Y15-29;ES61;ACTIVOS;296.749575;M
2016;F;46925;Y30-44;ES61;ACTIVOS;688.790765;M
2016;F;46925;Y45-64;ES61;ACTIVOS;633.622845;M
2016;F;46925;Y65-100;ES61;ACTIVOS;6.626255;M
2016;F;46925;TOTAL;ES61;ACTIVOS;1625.78944;M
2016;F;46943;Y15-29;ES61;ACTIVOS;33.0018775;M
2016;F;46943;Y30-44;ES61;ACTIVOS;88.37191;M
2016;F;46943;Y45-64;ES61;ACTIVOS;51.941195;M
2016;F;46943;Y65-100;ES61;ACTIVOS;3.5338725;M
2016;F;46943;TOTAL;ES61;ACTIVOS;176.848855;M
2016;F;46944;Y15-29;ES61;ACTIVOS;329.7514525;M
2016;F;46944;Y30-44;ES61;ACTIVOS;777.162675;M
2016;F;46944;Y45-64;ES61;ACTIVOS;685.56404;M
2016;F;46944;Y65-100;ES61;ACTIVOS;10.1601275;M
2016;F;46944;TOTAL;ES61;ACTIVOS;1802.638295;M
2016;_T;46925;Y15-29;ES61;ACTIVOS;638.1561;M
2016;_T;46925;Y30-44;ES61;ACTIVOS;1509.280755;M
2016;_T;46925;Y45-64;ES61;ACTIVOS;1465.4909125;M
2016;_T;46925;Y65-100;ES61;ACTIVOS;17.636585;M
2016;_T;46925;TOTAL;ES61;ACTIVOS;3630.5643525;M
2016;_T;46943;Y15-29;ES61;ACTIVOS;64.567535;M
2016;_T;46943;Y30-44;ES61;ACTIVOS;182.352345;M
2016;_T;46943;Y45-64;ES61;ACTIVOS;102.395085;M
2016;_T;46943;Y65-100;ES61;ACTIVOS;4.56425;M
2016;_T;46943;TOTAL;ES61;ACTIVOS;353.879215;M
2016;_T;46944;Y15-29;ES61;ACTIVOS;702.723635;M
2016;_T;46944;Y30-44;ES61;ACTIVOS;1691.6331;M
2016;_T;46944;Y45-64;ES61;ACTIVOS;1567.8859975;M
2016;_T;46944;Y65-100;ES61;ACTIVOS;22.200835;M
2016;_T;46944;TOTAL;ES61;ACTIVOS;3984.4435675;M
2017;M;46925;Y15-29;ES61;ACTIVOS;329.10119;M
2017;M;46925;Y30-44;ES61;ACTIVOS;793.5666775;M
2017;M;46925;Y45-64;ES61;ACTIVOS;852.692575;M
2017;M;46925;Y65-100;ES61;ACTIVOS;13.51526;M
2017;M;46925;TOTAL;ES61;ACTIVOS;1988.8757025;M
2017;M;46943;Y15-29;ES61;ACTIVOS;39.8553425;M
2017;M;46943;Y30-44;ES61;ACTIVOS;90.64552;M
2017;M;46943;Y45-64;ES61;ACTIVOS;54.6117925;M
2017;M;46943;Y65-100;ES61;ACTIVOS;1.988825;M
2017;M;46943;TOTAL;ES61;ACTIVOS;187.10148;M
2017;M;46944;Y15-29;ES61;ACTIVOS;368.9565325;M
2017;M;46944;Y30-44;ES61;ACTIVOS;884.2121975;M
2017;M;46944;Y45-64;ES61;ACTIVOS;907.3043675;M
2017;M;46944;Y65-100;ES61;ACTIVOS;15.504085;M
2017;M;46944;TOTAL;ES61;ACTIVOS;2175.9771825;M
2017;F;46925;Y15-29;ES61;ACTIVOS;287.8769225;M
2017;F;46925;Y30-44;ES61;ACTIVOS;674.619395;M
2017;F;46925;Y45-64;ES61;ACTIVOS;634.5979025;M
2017;F;46925;Y65-100;ES61;ACTIVOS;8.696545;M
2017;F;46925;TOTAL;ES61;ACTIVOS;1605.790765;M
2017;F;46943;Y15-29;ES61;ACTIVOS;35.268645;M
2017;F;46943;Y30-44;ES61;ACTIVOS;93.79142;M
2017;F;46943;Y45-64;ES61;ACTIVOS;45.890385;M
2017;F;46943;Y65-100;ES61;ACTIVOS;1.5299575;M
2017;F;46943;TOTAL;ES61;ACTIVOS;176.4804075;M
2017;F;46944;Y15-29;ES61;ACTIVOS;323.1455675;M
2017;F;46944;Y30-44;ES61;ACTIVOS;768.410815;M
2017;F;46944;Y45-64;ES61;ACTIVOS;680.4882875;M
2017;F;46944;Y65-100;ES61;ACTIVOS;10.2265025;M
2017;F;46944;TOTAL;ES61;ACTIVOS;1782.2711725;M
2017;_T;46925;Y15-29;ES61;ACTIVOS;616.9781125;M
2017;_T;46925;Y30-44;ES61;ACTIVOS;1468.1860725;M
2017;_T;46925;Y45-64;ES61;ACTIVOS;1487.2904775;M
2017;_T;46925;Y65-100;ES61;ACTIVOS;22.211805;M
2017;_T;46925;TOTAL;ES61;ACTIVOS;3594.6664675;M
2017;_T;46943;Y15-29;ES61;ACTIVOS;75.1239875;M
2017;_T;46943;Y30-44;ES61;ACTIVOS;184.43694;M
2017;_T;46943;Y45-64;ES61;ACTIVOS;100.5021775;M
2017;_T;46943;Y65-100;ES61;ACTIVOS;3.5187825;M
2017;_T;46943;TOTAL;ES61;ACTIVOS;363.5818875;M
2017;_T;46944;Y15-29;ES61;ACTIVOS;692.1021;M
2017;_T;46944;Y30-44;ES61;ACTIVOS;1652.6230125;M
2017;_T;46944;Y45-64;ES61;ACTIVOS;1587.792655;M
2017;_T;46944;Y65-100;ES61;ACTIVOS;25.7305875;M
2017;_T;46944;TOTAL;ES61;ACTIVOS;3958.248355;M
2018;M;46925;Y15-29;ES61;ACTIVOS;317.947875;M
2018;M;46925;Y30-44;ES61;ACTIVOS;784.20395;M
2018;M;46925;Y45-64;ES61;ACTIVOS;863.02986;M
2018;M;46925;Y65-100;ES61;ACTIVOS;12.8197075;M
2018;M;46925;TOTAL;ES61;ACTIVOS;1978.0013925;M
2018;M;46943;Y15-29;ES61;ACTIVOS;43.1898375;M
2018;M;46943;Y30-44;ES61;ACTIVOS;86.28991;M
2018;M;46943;Y45-64;ES61;ACTIVOS;55.9147375;M
2018;M;46943;Y65-100;ES61;ACTIVOS;2.1442625;M
2018;M;46943;TOTAL;ES61;ACTIVOS;187.5387475;M
2018;M;46944;Y15-29;ES61;ACTIVOS;361.1377125;M
2018;M;46944;Y30-44;ES61;ACTIVOS;870.49386;M
2018;M;46944;Y45-64;ES61;ACTIVOS;918.9445975;M
2018;M;46944;Y65-100;ES61;ACTIVOS;14.96397;M
2018;M;46944;TOTAL;ES61;ACTIVOS;2165.54014;M
2018;F;46925;Y15-29;ES61;ACTIVOS;274.208195;M
2018;F;46925;Y30-44;ES61;ACTIVOS;663.53532;M
2018;F;46925;Y45-64;ES61;ACTIVOS;651.50505;M
2018;F;46925;Y65-100;ES61;ACTIVOS;8.939845;M
2018;F;46925;TOTAL;ES61;ACTIVOS;1598.18841;M
2018;F;46943;Y15-29;ES61;ACTIVOS;30.9760675;M
2018;F;46943;Y30-44;ES61;ACTIVOS;84.4740975;M
2018;F;46943;Y45-64;ES61;ACTIVOS;55.1353025;M
2018;F;46943;Y65-100;ES61;ACTIVOS;1.101855;M
2018;F;46943;TOTAL;ES61;ACTIVOS;171.6873225;M
2018;F;46944;Y15-29;ES61;ACTIVOS;305.1842625;M
2018;F;46944;Y30-44;ES61;ACTIVOS;748.0094175;M
2018;F;46944;Y45-64;ES61;ACTIVOS;706.6403525;M
2018;F;46944;Y65-100;ES61;ACTIVOS;10.0417;M
2018;F;46944;TOTAL;ES61;ACTIVOS;1769.8757325;M
2018;_T;46925;Y15-29;ES61;ACTIVOS;592.15607;M
2018;_T;46925;Y30-44;ES61;ACTIVOS;1447.73927;M
2018;_T;46925;Y45-64;ES61;ACTIVOS;1514.53491;M
2018;_T;46925;Y65-100;ES61;ACTIVOS;21.7595525;M
2018;_T;46925;TOTAL;ES61;ACTIVOS;3576.1898025;M
2018;_T;46943;Y15-29;ES61;ACTIVOS;74.165905;M
2018;_T;46943;Y30-44;ES61;ACTIVOS;170.7640075;M
2018;_T;46943;Y45-64;ES61;ACTIVOS;111.05004;M
2018;_T;46943;Y65-100;ES61;ACTIVOS;3.2461175;M
2018;_T;46943;TOTAL;ES61;ACTIVOS;359.22607;M
2018;_T;46944;Y15-29;ES61;ACTIVOS;666.321975;M
2018;_T;46944;Y30-44;ES61;ACTIVOS;1618.5032775;M
2018;_T;46944;Y45-64;ES61;ACTIVOS;1625.58495;M
2018;_T;46944;Y65-100;ES61;ACTIVOS;25.00567;M
2018;_T;46944;TOTAL;ES61;ACTIVOS;3935.4158725;M
2019;M;46925;Y15-29;ES61;ACTIVOS;314.591755;M
2019;M;46925;Y30-44;ES61;ACTIVOS;756.9913375;M
2019;M;46925;Y45-64;ES61;ACTIVOS;882.954465;M
2019;M;46925;Y65-100;ES61;ACTIVOS;16.5775575;M
2019;M;46925;TOTAL;ES61;ACTIVOS;1971.115115;M
2019;M;46943;Y15-29;ES61;ACTIVOS;39.766655;M
2019;M;46943;Y30-44;ES61;ACTIVOS;92.9730225;M
2019;M;46943;Y45-64;ES61;ACTIVOS;56.62333;M
2019;M;46943;Y65-100;ES61;ACTIVOS;2.35027;M
2019;M;46943;TOTAL;ES61;ACTIVOS;191.7132775;M
2019;M;46944;Y15-29;ES61;ACTIVOS;354.35841;M
2019;M;46944;Y30-44;ES61;ACTIVOS;849.96436;M
2019;M;46944;Y45-64;ES61;ACTIVOS;939.577795;M
2019;M;46944;Y65-100;ES61;ACTIVOS;18.9278275;M
2019;M;46944;TOTAL;ES61;ACTIVOS;2162.8283925;M
2019;F;46925;Y15-29;ES61;ACTIVOS;267.5843975;M
2019;F;46925;Y30-44;ES61;ACTIVOS;661.93793;M
2019;F;46925;Y45-64;ES61;ACTIVOS;670.4969625;M
2019;F;46925;Y65-100;ES61;ACTIVOS;9.03079;M
2019;F;46925;TOTAL;ES61;ACTIVOS;1609.05008;M
2019;F;46943;Y15-29;ES61;ACTIVOS;37.7948825;M
2019;F;46943;Y30-44;ES61;ACTIVOS;86.8503725;M
2019;F;46943;Y45-64;ES61;ACTIVOS;59.6835;M
2019;F;46943;Y65-100;ES61;ACTIVOS;2.176535;M
2019;F;46943;TOTAL;ES61;ACTIVOS;186.50529;M
2019;F;46944;Y15-29;ES61;ACTIVOS;305.37928;M
2019;F;46944;Y30-44;ES61;ACTIVOS;748.7883025;M
2019;F;46944;Y45-64;ES61;ACTIVOS;730.1804625;M
2019;F;46944;Y65-100;ES61;ACTIVOS;11.207325;M
2019;F;46944;TOTAL;ES61;ACTIVOS;1795.55537;M
2019;_T;46925;Y15-29;ES61;ACTIVOS;582.1761525;M
2019;_T;46925;Y30-44;ES61;ACTIVOS;1418.9292675;M
2019;_T;46925;Y45-64;ES61;ACTIVOS;1553.4514275;M
2019;_T;46925;Y65-100;ES61;ACTIVOS;25.6083475;M
2019;_T;46925;TOTAL;ES61;ACTIVOS;3580.165195;M
2019;_T;46943;Y15-29;ES61;ACTIVOS;77.5615375;M
2019;_T;46943;Y30-44;ES61;ACTIVOS;179.823395;M
2019;_T;46943;Y45-64;ES61;ACTIVOS;116.30683;M
2019;_T;46943;Y65-100;ES61;ACTIVOS;4.526805;M
2019;_T;46943;TOTAL;ES61;ACTIVOS;378.2185675;M
2019;_T;46944;Y15-29;ES61;ACTIVOS;659.73769;M
2019;_T;46944;Y30-44;ES61;ACTIVOS;1598.7526625;M
2019;_T;46944;Y45-64;ES61;ACTIVOS;1669.7582575;M
2019;_T;46944;Y65-100;ES61;ACTIVOS;30.1351525;M
2019;_T;46944;TOTAL;ES61;ACTIVOS;3958.3837625;M
2020;M;46925;Y15-29;ES61;ACTIVOS;294.908715;M
2020;M;46925;Y30-44;ES61;ACTIVOS;726.8564975;M
2020;M;46925;Y45-64;ES61;ACTIVOS;895.2932025;M
2020;M;46925;Y65-100;ES61;ACTIVOS;21.700005;M
2020;M;46925;TOTAL;ES61;ACTIVOS;1938.75842;M
2020;M;46943;Y15-29;ES61;ACTIVOS;39.7462325;M
2020;M;46943;Y30-44;ES61;ACTIVOS;99.754795;M
2020;M;46943;Y45-64;ES61;ACTIVOS;63.8290525;M
2020;M;46943;Y65-100;ES61;ACTIVOS;0.37049;M
2020;M;46943;TOTAL;ES61;ACTIVOS;203.70057;M
2020;M;46944;Y15-29;ES61;ACTIVOS;334.6549475;M
2020;M;46944;Y30-44;ES61;ACTIVOS;826.6112925;M
2020;M;46944;Y45-64;ES61;ACTIVOS;959.122255;M
2020;M;46944;Y65-100;ES61;ACTIVOS;22.070495;M
2020;M;46944;TOTAL;ES61;ACTIVOS;2142.45899;M
2020;F;46925;Y15-29;ES61;ACTIVOS;255.339945;M
2020;F;46925;Y30-44;ES61;ACTIVOS;612.267265;M
2020;F;46925;Y45-64;ES61;ACTIVOS;665.4304425;M
2020;F;46925;Y65-100;ES61;ACTIVOS;12.420465;M
2020;F;46925;TOTAL;ES61;ACTIVOS;1545.4581175;M
2020;F;46943;Y15-29;ES61;ACTIVOS;35.50382;M
2020;F;46943;Y30-44;ES61;ACTIVOS;107.2861025;M
2020;F;46943;Y45-64;ES61;ACTIVOS;54.8215675;M
2020;F;46943;Y65-100;ES61;ACTIVOS;1.7765425;M
2020;F;46943;TOTAL;ES61;ACTIVOS;199.3880325;M
2020;F;46944;Y15-29;ES61;ACTIVOS;290.843765;M
2020;F;46944;Y30-44;ES61;ACTIVOS;719.5533675;M
2020;F;46944;Y45-64;ES61;ACTIVOS;720.25201;M
2020;F;46944;Y65-100;ES61;ACTIVOS;14.1970075;M
2020;F;46944;TOTAL;ES61;ACTIVOS;1744.84615;M
2020;_T;46925;Y15-29;ES61;ACTIVOS;550.24866;M
2020;_T;46925;Y30-44;ES61;ACTIVOS;1339.1237625;M
2020;_T;46925;Y45-64;ES61;ACTIVOS;1560.723645;M
2020;_T;46925;Y65-100;ES61;ACTIVOS;34.12047;M
2020;_T;46925;TOTAL;ES61;ACTIVOS;3484.2165375;M
2020;_T;46943;Y15-29;ES61;ACTIVOS;75.2500525;M
2020;_T;46943;Y30-44;ES61;ACTIVOS;207.0408975;M
2020;_T;46943;Y45-64;ES61;ACTIVOS;118.65062;M
2020;_T;46943;Y65-100;ES61;ACTIVOS;2.1470325;M
2020;_T;46943;TOTAL;ES61;ACTIVOS;403.0886025;M
2020;_T;46944;Y15-29;ES61;ACTIVOS;625.4987125;M
2020;_T;46944;Y30-44;ES61;ACTIVOS;1546.16466;M
2020;_T;46944;Y45-64;ES61;ACTIVOS;1679.374265;M
2020;_T;46944;Y65-100;ES61;ACTIVOS;36.2675025;M
2020;_T;46944;TOTAL;ES61;ACTIVOS;3887.30514;M
2021;M;46925;Y15-29;ES61;ACTIVOS;316.27604;M
2021;M;46925;Y30-44;ES61;ACTIVOS;728.0362525;M
2021;M;46925;Y45-64;ES61;ACTIVOS;913.30007;M
2021;M;46925;Y65-100;ES61;ACTIVOS;22.1997725;M
2021;M;46925;TOTAL;ES61;ACTIVOS;1979.812135;M
2021;M;46943;Y15-29;ES61;ACTIVOS;37.9172325;M
2021;M;46943;Y30-44;ES61;ACTIVOS;81.4628875;M
2021;M;46943;Y45-64;ES61;ACTIVOS;86.083965;M
2021;M;46943;Y65-100;ES61;ACTIVOS;1.8486475;M
2021;M;46943;TOTAL;ES61;ACTIVOS;207.3127325;M
2021;M;46944;Y15-29;ES61;ACTIVOS;354.1932725;M
2021;M;46944;Y30-44;ES61;ACTIVOS;809.49914;M
2021;M;46944;Y45-64;ES61;ACTIVOS;999.384035;M
2021;M;46944;Y65-100;ES61;ACTIVOS;24.04842;M
2021;M;46944;TOTAL;ES61;ACTIVOS;2187.1248675;M
2021;F;46925;Y15-29;ES61;ACTIVOS;271.46215;M
2021;F;46925;Y30-44;ES61;ACTIVOS;637.5834025;M
2021;F;46925;Y45-64;ES61;ACTIVOS;722.6196425;M
2021;F;46925;Y65-100;ES61;ACTIVOS;15.24993;M
2021;F;46925;TOTAL;ES61;ACTIVOS;1646.915125;M
2021;F;46943;Y15-29;ES61;ACTIVOS;30.4224575;M
2021;F;46943;Y30-44;ES61;ACTIVOS;84.42099;M
2021;F;46943;Y45-64;ES61;ACTIVOS;69.3153825;M
2021;F;46943;Y65-100;ES61;ACTIVOS;4.670265;M
2021;F;46943;TOTAL;ES61;ACTIVOS;188.829095;M
2021;F;46944;Y15-29;ES61;ACTIVOS;301.8846075;M
2021;F;46944;Y30-44;ES61;ACTIVOS;722.0043925;M
2021;F;46944;Y45-64;ES61;ACTIVOS;791.935025;M
2021;F;46944;Y65-100;ES61;ACTIVOS;19.920195;M
2021;F;46944;TOTAL;ES61;ACTIVOS;1835.74422;M
2021;_T;46925;Y15-29;ES61;ACTIVOS;587.73819;M
2021;_T;46925;Y30-44;ES61;ACTIVOS;1365.619655;M
2021;_T;46925;Y45-64;ES61;ACTIVOS;1635.9197125;M
2021;_T;46925;Y65-100;ES61;ACTIVOS;37.4497025;M
2021;_T;46925;TOTAL;ES61;ACTIVOS;3626.72726;M
2021;_T;46943;Y15-29;ES61;ACTIVOS;68.33969;M
2021;_T;46943;Y30-44;ES61;ACTIVOS;165.8838775;M
2021;_T;46943;Y45-64;ES61;ACTIVOS;155.3993475;M
2021;_T;46943;Y65-100;ES61;ACTIVOS;6.5189125;M
2021;_T;46943;TOTAL;ES61;ACTIVOS;396.1418275;M
2021;_T;46944;Y15-29;ES61;ACTIVOS;656.07788;M
2021;_T;46944;Y30-44;ES61;ACTIVOS;1531.5035325;M
2021;_T;46944;Y45-64;ES61;ACTIVOS;1791.31906;M
2021;_T;46944;Y65-100;ES61;ACTIVOS;43.968615;M
2021;_T;46944;TOTAL;ES61;ACTIVOS;4022.8690875;M
